阿党相为,a'dang'xiang'wei
博而寡要,bo'er'gua'yao
剥肤之痛,bo'fu'zhi'tong
伯歌季舞,bo'ge'ji'wu
博古通今,bo'gu'tong'jin
波光粼粼,bo'guang'lin'lin
薄寒中人,bo'han'zhong'ren
擘肌分理,bo'ji'fen'li
薄技在身,bo'ji'zai'shen
波谲云诡,bo'jue'yun'gui
播糠眯目,bo'kang'mi'mu
波澜老成,bo'lan'lao'cheng
博览群书,bo'lan'qun'shu
波澜壮阔,bo'lan'zhuang'kuo
伯乐相马,bo'le'xiang'ma
拨乱反正,bo'luan'fan'zheng
薄命佳人,bo'ming'jia'ren
搏牛之虻,bo'niu'zhi'meng
博洽多闻,bo'qia'duo'wen
勃然变色,bo'ran'bian'se
勃然大怒,bo'ran'da'nu
勃然奋励,bo'ran'fen'li
博识多通,bo'shi'duo'tong
博施济众,bo'shi'ji'zhong
博士买驴,bo'shi'mai'lv
博硕肥腯,bo'shuo'fei'dun
波涛汹涌,bo'tao'xiong'yong
博通经籍,bo'tong'jing'ji
博闻辩言,bo'wen'bian'yan
博闻强记,bo'wen'qiang'ji
博闻强识,bo'wen'qiang'shi
博文约礼,bo'wen'yue'li
博物洽闻,bo'wu'qia'wen
薄物细故,bo'wu'xi'gu
博学多才,bo'xue'duo'cai
博学多闻,bo'xue'duo'wen
伯埙仲篪,bo'xun'zhong'chi
伯玉知非,bo'yu'zhi'fei
拨云见日,bo'yun'jian'ri
拨云撩雨,bo'yun'liao'yu
伯仲之间,bo'zhong'zhi'jian
不安其室,bu'an'qi'shi
不安于室,bu'an'yu'shi
不安于位,bu'an'yu'wei
不拔之志,bu'ba'zhi'zhi
不白之冤,bu'bai'zhi'yuan
不卑不亢,bu'bei'bu'kang
布被瓦器,bu'bei'wa'qi
不避斧钺,bu'bi'fu'yue
不辨菽麦,bu'bian'shu'mai
不辨真伪,bu'bian'zhen'wei
布帛菽粟,bu'bo'shu'su
步步莲花,bu'bu'lian'hua
步步为营,bu'bu'wei'ying
不茶不饭,bu'cha'bu'fan
不差毫发,bu'cha'hao'fa
不差毫厘,bu'cha'hao'li
不差累黍,bu'cha'lei'shu
不臣之心,bu'chen'zhi'xin
不成器,bu'cheng'qi
不成三瓦,bu'cheng'san'wa
不成体统,bu'cheng'ti'tong
不逞之徒,bu'cheng'zhi'tu
不痴不聋,bu'chi'bu'long
不啻天渊,bu'chi'tian'yuan
不耻下问,bu'chi'xia'wen
不吃烟火食,bu'chi'yan'huo'shi
不齿于人,bu'chi'yu'ren
不耻最后,bu'chi'zui'hou
不瞅不睬,bu'chou'bu'cai
不出所料,bu'chu'suo'liao
不揣冒昧,bu'chuai'mao'mei
不辞而别,bu'ci'er'bie
不辞劳苦,bu'ci'lao'ku
不次之迁,bu'ci'zhi'qian
不存芥蒂,bu'cun'jie'di
不打不成相识,bu'da'bu'cheng'xiang'shi
不打自招,bu'da'zi'zhao
布袋里老鸦,bu'dai'li'lao'ya
不待蓍龟,bu'dai'shi'gui
不当人子,bu'dang'ren'zi
不到黄河心不死,bu'dao'huang'he'xin'bu'si
不得而知,bu'de'er'zhi
不得其所,bu'de'qi'suo
不得人心,bu'de'ren'xin
不得善终,bu'de'shan'zhong
不得要领,bu'de'yao'ling
不得已而为之,bu'de'yi'er'wei'zhi
不登大雅之堂,bu'deng'da'ya'zhi'tang
步调一致,bu'diao'yi'zhi
不动声色,bu'dong'sheng'se
不恶而严,bu'e'er'yan
不二法门,bu'er'fa'men
不法常可,bu'fa'chang'ke
不法古不修今,bu'fa'gu'bu'xiu'jin
不乏其人,bu'fa'qi'ren
不乏先例,bu'fa'xian'li
布帆无恙,bu'fan'wu'yang
不悱不发,bu'fei'bu'fa
不费吹灰之力,bu'fei'chui'hui'zhi'li
不废江河,bu'fei'jiang'he
不分彼此,bu'fen'bi'ci
不愤不启,bu'fen'bu'qi
不分青红皂白,bu'fen'qing'hong'zao'bai
不分轩轾,bu'fen'xuan'zhi
不分皂白,bu'fen'zao'bai
不分畛域,bu'fen'zhen'yu
不丰不杀,bu'feng'bu'sha
捕风捉影,bu'feng'zhuo'ying
不伏烧埋,bu'fu'shao'mai
不服水土,bu'fu'shui'tu
不负众望,bu'fu'zhong'wang
不改其乐,bu'gai'qi'le
不尴不尬,bu'gan'bu'ga
不甘雌伏,bu'gan'ci'fu
不敢告劳,bu'gan'gao'lao
不敢苟同,bu'gan'gou'tong
不甘后人,bu'gan'hou'ren
不甘寂寞,bu'gan'ji'mo
不敢掠美,bu'gan'lue'mei
不敢旁骛,bu'gan'pang'wu
不甘示弱,bu'gan'shi'ruo
不敢问津,bu'gan'wen'jin
不敢越雷池一步,bu'gan'yue'lei'chi'yi'bu
不根之论,bu'gen'zhi'lun
不共戴天,bu'gong'dai'tian
不攻自破,bu'gong'zi'po
不苟言笑,bu'gou'yan'xiao
不古不今,bu'gu'bu'jin
布鼓雷门,bu'gu'lei'men
不管不顾,bu'guan'bu'gu
不关紧要,bu'guan'jin'yao
不管三七二十一,bu'guan'san'qi'er'shi'yi
不关痛痒,bu'guan'tong'yang
不轨之徒,bu'gui'zhi'tu
不过尔尔,bu'guo'er'er
补过拾遗,bu'guo'shi'yi
不寒而栗,bu'han'er'li
不合时宜,bu'he'shi'yi
不哼不哈,bu'heng'bu'ha
不欢而散,bu'huan'er'san
不讳之门,bu'hui'zhi'men
不惑之年,bu'huo'zhi'nian
不即不离,bu'ji'bu'li
不疾不徐,bu'ji'bu'xu
不计其数,bu'ji'qi'shu
不羁之才,bu'ji'zhi'cai
不及之法,bu'ji'zhi'fa
不羁之民,bu'ji'zhi'min
不急之务,bu'ji'zhi'wu
不稼不穑,bu'jia'bu'se
不假思索,bu'jia'si'suo
不见棺材不落泪,bu'jian'guan'cai'bu'luo'lei
不见经传,bu'jian'jing'chuan
不见天日,bu'jian'tian'ri
不骄不躁,bu'jiao'bu'zao
不教而杀,bu'jiao'er'sha
不教而诛,bu'jiao'er'zhu
不教之教,bu'jiao'zhi'jiao
不解之缘,bu'jie'zhi'yuan
不矜不伐,bu'jin'bu'fa
不今不古,bu'jin'bu'gu
不近人情,bu'jin'ren'qing
不进则退,bu'jin'ze'tui
不胫而走,bu'jing'er'zou
不经一事不长一智,bu'jing'yi'shi'bu'chang'yi'zhi
不经之谈,bu'jing'zhi'tan
不咎既往,bu'jiu'ji'wang
补苴罅漏,bu'ju'xia'lou
不拘小节,bu'ju'xiao'jie
不拘一格,bu'ju'yi'ge
不觉技痒,bu'jue'ji'yang
不绝如缕,bu'jue'ru'lv
不绝于耳,bu'jue'yu'er
不堪回首,bu'kan'hui'shou
不堪其忧,bu'kan'qi'you
不堪入耳,bu'kan'ru'er
不堪入目,bu'kan'ru'mu
不看僧面看佛面,bu'kan'seng'mian'kan'fo'mian
不堪设想,bu'kan'she'xiang
不堪言状,bu'kan'yan'zhuang
不堪一击,bu'kan'yi'ji
不堪造就,bu'kan'zao'jiu
不刊之论,bu'kan'zhi'lun
不亢不卑,bu'kang'bu'bei
不可动摇,bu'ke'dong'yao
不可端倪,bu'ke'duan'ni
不可多得,bu'ke'duo'de
不可告人,bu'ke'gao'ren
不可教训,bu'ke'jiao'xun
不可究诘,bu'ke'jiu'ji
不可救药,bu'ke'jiu'yao
不可开交,bu'ke'kai'jiao
不可揆度,bu'ke'kui'du
不可理喻,bu'ke'li'yu
不可名状,bu'ke'ming'zhuang
不可磨灭,bu'ke'mo'mie
不可偏废,bu'ke'pian'fei
不可企及,bu'ke'qi'ji
不可胜数,bu'ke'sheng'shu
不可胜言,bu'ke'sheng'yan
不可收拾,bu'ke'shou'shi
不可思议,bu'ke'si'yi
不可同日而语,bu'ke'tong'ri'er'yu
不可限量,bu'ke'xian'liang
不可向迩,bu'ke'xiang'er
不可言宣,bu'ke'yan'xuan
不可言喻,bu'ke'yan'yu
不可言状,bu'ke'yan'zhuang
不可一世,bu'ke'yi'shi
不可移易,bu'ke'yi'yi
不可逾越,bu'ke'yu'yue
不可造次,bu'ke'zao'ci
不可终日,bu'ke'zhong'ri
不可捉摸,bu'ke'zhuo'mo
不愧不作,bu'kui'bu'zuo
不愧屋漏,bu'kui'wu'lou
不郎不秀,bu'lang'bu'xiu
不稂不莠,bu'lang'bu'you
不劳而获,bu'lao'er'huo
不了了之,bu'le'le'zhi
不立文字,bu'li'wen'zi
不劣方头,bu'lie'fang'tou
不吝赐教,bu'lin'ci'jiao
不吝指教,bu'lin'zhi'jiao
不吝珠玉,bu'lin'zhu'yu
不留余地,bu'liu'yu'di
不露锋芒,bu'lu'feng'mang
不露圭角,bu'lu'gui'jiao
不露声色,bu'lu'sheng'se
不伦不类,bu'lun'bu'lei
不落窠臼,bu'luo'ke'jiu
步履蹒跚,bu'lv'pan'shan
步履维艰,bu'lv'wei'jian
不蔓不枝,bu'man'bu'zhi
不毛之地,bu'mao'zhi'di
不明不白,bu'ming'bu'bai
不名一钱,bu'ming'yi'qian
不谋而合,bu'mou'er'he
不牧之地,bu'mu'zhi'di
不能赞一辞,bu'neng'zan'yi'ci
不能自拔,bu'neng'zi'ba
不能自已,bu'neng'zi'yi
不念旧恶,bu'nian'jiu'e
不宁唯是,bu'ning'wei'shi
不怕官只怕管,bu'pa'guan'zhi'pa'guan
不偏不党,bu'pian'bu'dang
不偏不倚,bu'pian'bu'yi
补偏救弊,bu'pian'jiu'bi
不平则鸣,bu'ping'ze'ming
不破不立,bu'po'bu'li
不欺暗室,bu'qi'an'shi
不弃草昧,bu'qi'cao'mei
不期而然,bu'qi'er'ran
不期而遇,bu'qi'er'yu
不期然而然,bu'qi'ran'er'ran
不期修古,bu'qi'xiu'gu
不擒二毛,bu'qin'er'mao
不情之请,bu'qing'zhi'qing
不求甚解,bu'qiu'shen'jie
不求闻达,bu'qiu'wen'da
不求有功但求无过,bu'qiu'you'gong'dan'qiu'wu'guo
不屈不挠,bu'qu'bu'nao
补阙灯檠,bu'que'deng'qing
补阙拾遗,bu'que'shi'yi
步人后尘,bu'ren'hou'chen
不忍卒读,bu'ren'zu'du
不日不月,bu'ri'bu'yue
不容置辩,bu'rong'zhi'bian
不容置喙,bu'rong'zhi'hui
不容置疑,bu'rong'zhi'yi
不如归去,bu'ru'gui'qu
不入虎穴焉得虎子,bu'ru'hu'xue'yan'de'hu'zi
不入时宜,bu'ru'shi'yi
不塞下流不止不行,bu'sai'xia'liu'bu'zhi'bu'xing
不三不四,bu'san'bu'si
不衫不履,bu'shan'bu'lv
不上不下,bu'shang'bu'xia
不赏之功,bu'shang'zhi'gong
不舍昼夜,bu'she'zhou'ye
不甚了了,bu'shen'le'le
不胜杯杓,bu'sheng'bei'shao
不生不灭,bu'sheng'bu'mie
不胜枚举,bu'sheng'mei'ju
不胜其烦,bu'sheng'qi'fan
不胜其任,bu'sheng'qi'ren
不省人事,bu'sheng'ren'shi
不识不知,bu'shi'bu'zhi
不识大体,bu'shi'da'ti
不识高低,bu'shi'gao'di
不失圭撮,bu'shi'gui'cuo
不失毫厘,bu'shi'hao'li
不食马肝,bu'shi'ma'gan
不失时机,bu'shi'shi'ji
不识时务,bu'shi'shi'wu
不识抬举,bu'shi'tai'ju
不识泰山,bu'shi'tai'shan
不识一丁,bu'shi'yi'ding
不食之地,bu'shi'zhi'di
不世之功,bu'shi'zhi'gong
不识之无,bu'shi'zhi'wu
不时之需,bu'shi'zhi'xu
不食周粟,bu'shi'zhou'su
不死不活,bu'si'bu'huo
不速之客,bu'su'zhi'ke
逋逃之臣,bu'tao'zhi'chen
补天浴日,bu'tian'yu'ri
不腆之仪,bu'tian'zhi'yi
补天柱地,bu'tian'zhu'di
不祧之祖,bu'tiao'zhi'zu
不痛不痒,bu'tong'bu'yang
不同凡响,bu'tong'fan'xiang
不同流俗,bu'tong'liu'su
不通水火,bu'tong'shui'huo
不吐不茹,bu'tu'bu'ru
不忘沟壑,bu'wang'gou'he
不忘故旧,bu'wang'gu'jiu
不违农时,bu'wei'nong'shi
不为五斗米折腰,bu'wei'wu'dou'mi'zhe'yao
不为已甚,bu'wei'yi'shen
不闻不问,bu'wen'bu'wen
不文不武,bu'wen'bu'wu
不问青红皂白,bu'wen'qing'hong'zao'bai
不务空名,bu'wu'kong'ming
不无小补,bu'wu'xiao'bu
不务正业,bu'wu'zheng'ye
不舞之鹤,bu'wu'zhi'he
不惜工本,bu'xi'gong'ben
步线行针,bu'xian'xing'zhen
不相上下,bu'xiang'shang'xia
不相为谋,bu'xiang'wei'mou
不相闻问,bu'xiang'wen'wen
不祥之兆,bu'xiang'zhi'zhao
不肖子孙,bu'xiao'zi'sun
不屑一顾,bu'xie'yi'gu
不修边幅,bu'xiu'bian'fu
不徐不疾,bu'xu'bu'ji
不恤人言,bu'xu'ren'yan
不学无术,bu'xue'wu'shu
不徇私情,bu'xun'si'qing
不言而信,bu'yan'er'xin
不言而喻,bu'yan'er'yu
不厌其烦,bu'yan'qi'fan
不厌其详,bu'yan'qi'xiang
卜夜卜昼,bu'ye'bu'zhou
不夷不惠,bu'yi'bu'hui
不依不饶,bu'yi'bu'rao
不翼而飞,bu'yi'er'fei
不一而足,bu'yi'er'zu
不以规矩不能成方圆,bu'yi'gui'ju'bu'neng'cheng'fang'yuan
不亦乐乎,bu'yi'le'hu
布衣黔首,bu'yi'qian'shou
不以人废言,bu'yi'ren'fei'yan
布衣蔬食,bu'yi'shu'shi
不以为耻,bu'yi'wei'chi
布衣韦带,bu'yi'wei'dai
不以为奇,bu'yi'wei'qi
不以为然,bu'yi'wei'ran
不以为意,bu'yi'wei'yi
不以一眚掩大德,bu'yi'yi'sheng'yan'da'de
不易一字,bu'yi'yi'zi
不遗余力,bu'yi'yu'li
不义之财,bu'yi'zhi'cai
不易之典,bu'yi'zhi'dian
布衣之交,bu'yi'zhi'jiao
不易之论,bu'yi'zhi'lun
不阴不阳,bu'yin'bu'yang
不饮盗泉,bu'yin'dao'quan
不因人热,bu'yin'ren're
不由分说,bu'you'fen'shuo
不由自主,bu'you'zi'zhu
不虞之誉,bu'yu'zhi'yu
不远千里,bu'yuan'qian'li
不远万里,bu'yuan'wan'li
不约而同,bu'yue'er'tong
不在话下,bu'zai'hua'xia
不在其位不谋其政,bu'zai'qi'wei'bu'mou'qi'zheng
不赞一词,bu'zan'yi'ci
不择手段,bu'ze'shou'duan
不着边际,bu'zhe'bian'ji
不折不扣,bu'zhe'bu'kou
不正之风,bu'zheng'zhi'feng
不置褒贬,bu'zhi'bao'bian
不知不觉,bu'zhi'bu'jue
不忮不求,bu'zhi'bu'qiu
不知丁董,bu'zhi'ding'dong
不知端倪,bu'zhi'duan'ni
不知凡几,bu'zhi'fan'ji
不知甘苦,bu'zhi'gan'ku
不知高低,bu'zhi'gao'di
不知好歹,bu'zhi'hao'dai
不知纪极,bu'zhi'ji'ji
不栉进士,bu'zhi'jin'shi
不知进退,bu'zhi'jin'tui
不知就里,bu'zhi'jiu'li
不置可否,bu'zhi'ke'fou
不知利害,bu'zhi'li'hai
不知其详,bu'zhi'qi'xiang
不知轻重,bu'zhi'qing'chong
不知去向,bu'zhi'qu'xiang
不知人间有羞耻事,bu'zhi'ren'jian'you'xiu'chi'shi
不知肉味,bu'zhi'rou'wei
不知深浅,bu'zhi'shen'qian
不知世务,bu'zhi'shi'wu
不知死活,bu'zhi'si'huo
不知所措,bu'zhi'suo'cuo
不知所以,bu'zhi'suo'yi
不知所云,bu'zhi'suo'yun
不知所终,bu'zhi'suo'zhong
不值一顾,bu'zhi'yi'gu
不值一钱,bu'zhi'yi'qian
不知有汉何论魏晋,bu'zhi'you'han'he'lun'wei'jin
不治之症,bu'zhi'zhi'zheng
卜昼卜夜,bu'zhou'bu'ye
不主故常,bu'zhu'gu'chang
不自量力,bu'zi'liang'li
不自由毋宁死,bu'zi'you'wu'ning'si
不足齿数,bu'zu'chi'shu
不足挂齿,bu'zu'gua'chi
不足介意,bu'zu'jie'yi
不足为据,bu'zu'wei'ju
不足为凭,bu'zu'wei'ping
不足为奇,bu'zu'wei'qi
不足为外人道,bu'zu'wei'wai'ren'dao
不足为训,bu'zu'wei'xun
不足与谋,bu'zu'yu'mou
材大难用,cai'da'nan'yong
才德兼备,cai'de'jian'bei
才短思涩,cai'duan'si'se
彩凤随鸦,cai'feng'sui'ya
才高八斗,cai'gao'ba'dou
才高识远,cai'gao'shi'yuan
才高行厚,cai'gao'xing'hou
才高行洁,cai'gao'xing'jie
才高意广,cai'gao'yi'guang
才高运蹇,cai'gao'yun'jian
材高知深,cai'gao'zhi'shen
才华超众,cai'hua'chao'zhong
采及葑菲,cai'ji'feng'fei
才兼文武,cai'jian'wen'wu
采兰赠药,cai'lan'zeng'yao
才貌双全,cai'mao'shuang'quan
猜枚行令,cai'mei'xing'ling
材能兼备,cai'neng'jian'bei
才气过人,cai'qi'guo'ren
才气无双,cai'qi'wu'shuang
才识过人,cai'shi'guo'ren
才疏学浅,cai'shu'xue'qian
才疏意广,cai'shu'yi'guang
才疏志大,cai'shu'zhi'da
菜蔬之色,cai'shu'zhi'se
才望高雅,cai'wang'gao'ya
采薪之忧,cai'xin'zhi'you
彩衣娱亲,cai'yi'yu'qin
财运亨通,cai'yun'heng'tong
彩云易散,cai'yun'yi'san
才子佳人,cai'zi'jia'ren
残暴不仁,can'bao'bu'ren
残杯冷炙,can'bei'leng'zhi
残编断简,can'bian'duan'jian
残兵败将,can'bing'bai'jiang
惨不忍睹,can'bu'ren'du
惨不忍闻,can'bu'ren'wen
参差不齐,can'cha'bu'qi
参差错落,can'cha'cuo'luo
残茶剩饭,can'cha'sheng'fan
惨淡经营,can'dan'jing'ying
残冬腊月,can'dong'la'yue
餐风露宿,can'feng'lu'su
餐风沐雨,can'feng'mu'yu
惭凫企鹤,can'fu'qi'he
残膏剩馥,can'gao'sheng'fu
残羹冷炙,can'geng'leng'zhi
参横斗转,can'heng'dou'zhuan
残花败柳,can'hua'bai'liu
粲花之论,can'hua'zhi'lun
蚕绩蟹匡,can'ji'xie'kuang
惨绝人寰,can'jue'ren'huan
灿烂辉煌,can'lan'hui'huang
残民害理,can'min'hai'li
残年暮景,can'nian'mu'jing
残年余力,can'nian'yu'li
残缺不全,can'que'bu'quan
灿若繁星,can'ruo'fan'xing
残山剩水,can'shan'sheng'shui
蚕食鲸吞,can'shi'jing'tun
参透机关,can'tou'ji'guan
蚕头燕尾,can'tou'yan'wei
惨无人道,can'wu'ren'dao
餐腥啄腐,can'xing'zhuo'fu
残渣余孽,can'zha'yu'nie
苍翠欲滴,cang'cui'yu'di
藏弓烹狗,cang'gong'peng'gou
藏垢纳污,cang'gou'na'wu
沧海横流,cang'hai'heng'liu
沧海桑田,cang'hai'sang'tian
沧海一粟,cang'hai'yi'su
沧海遗珠,cang'hai'yi'zhu
仓皇出逃,cang'huang'chu'tao
苍黄翻复,cang'huang'fan'fu
仓皇失措,cang'huang'shi'cuo
藏龙卧虎,cang'long'wo'hu
藏怒宿怨,cang'nu'su'yuan
藏器待时,cang'qi'dai'shi
藏巧于拙,cang'qiao'yu'zhuo
苍生涂炭,cang'sheng'tu'tan
苍松翠柏,cang'song'cui'bai
藏头露尾,cang'tou'lu'wei
藏污纳垢,cang'wu'na'gou
藏形匿影,cang'xing'ni'ying
苍颜白发,cang'yan'bai'fa
苍蝇见血,cang'ying'jian'xue
藏之名山传之其人,cang'zhi'ming'shan'chuan'zhi'qi'ren
藏踪蹑迹,cang'zong'nie'ji
仓卒之际,cang'zu'zhi'ji
仓卒主人,cang'zu'zhu'ren
草草了事,cao'cao'le'shi
草草收兵,cao'cao'shou'bing
草长莺飞,cao'chang'ying'fei
草创未就,cao'chuang'wei'jiu
操刀必割,cao'dao'bi'ge
操刀伤锦,cao'dao'shang'jin
操翰成章,cao'han'cheng'zhang
草间求活,cao'jian'qiu'huo
草菅人命,cao'jian'ren'ming
草庐三顾,cao'lu'san'gu
草满囹圄,cao'man'ling'yu
草莽英雄,cao'mang'ying'xiong
草木皆兵,cao'mu'jie'bing
草木俱朽,cao'mu'ju'xiu
草木知威,cao'mu'zhi'wei
操奇计赢,cao'qi'ji'ying
草薙禽狝,cao'ti'qin'xian
草头天子,cao'tou'tian'zi
草行露宿,cao'xing'lu'su
操之过急,cao'zhi'guo'ji
操纵自如,cao'zong'zi'ru
侧目而视,ce'mu'er'shi
厕身其间,ce'shen'qi'jian
恻隐之心,ce'yin'zhi'xin
侧足而立,ce'zu'er'li
厕足其间,ce'zu'qi'jian
曾参杀人,ceng'can'sha'ren
层出不穷,ceng'chu'bu'qiong
曾几何时,ceng'ji'he'shi
层见叠出,ceng'jian'die'chu
曾经沧海,ceng'jing'cang'hai
层峦叠嶂,ceng'luan'die'zhang
曾母投杼,ceng'mu'tou'zhu
察察为明,cha'cha'wei'ming
插翅难飞,cha'chi'nan'fei
插翅难逃,cha'chi'nan'tao
察己知人,cha'ji'zhi'ren
察见渊鱼,cha'jian'yuan'yu
察今知古,cha'jin'zhi'gu
插科打诨,cha'ke'da'hun
差强人意,cha'qiang'ren'yi
插圈弄套,cha'quan'nong'tao
差三错四,cha'san'cuo'si
查无实据,cha'wu'shi'ju
察言观色,cha'yan'guan'se
差以毫厘失之千里,cha'yi'hao'li'shi'zhi'qian'li
茶余饭后,cha'yu'fan'hou
茶余酒后,cha'yu'jiu'hou
差之毫厘谬以千里,cha'zhi'hao'li'miu'yi'qian'li
搽脂抹粉,cha'zhi'mo'fen
姹紫嫣红,cha'zi'yan'hong
拆白道字,chai'bai'dao'zi
拆东补西,chai'dong'bu'xi
钗横鬓乱,chai'heng'bin'luan
柴毁骨立,chai'hui'gu'li
钗荆裙布,chai'jing'qun'bu
豺狼成性,chai'lang'cheng'xing
豺狼当道,chai'lang'dang'dao
豺狼之吻,chai'lang'zhi'wen
柴米夫妻,chai'mi'fu'qi
蝉不知雪,chan'bu'zhi'xue
蝉腹龟肠,chan'fu'gui'chang
蟾宫折桂,chan'gong'zhe'gui
铲迹销声,chan'ji'xiao'sheng
缠绵悱恻,chan'mian'fei'ce
冁然而笑,chan'ran'er'xiao
谄上欺下,chan'shang'qi'xia
馋涎欲滴,chan'xian'yu'di
蝉翼为重千钧为轻,chan'yi'wei'chong'qian'jun'wei'qing
长安道上,chang'an'dao'shang
长安居大不易,chang'an'ju'da'bu'yi
长安棋局,chang'an'qi'ju
常备不懈,chang'bei'bu'xie
唱筹量沙,chang'chou'liang'sha
长此以往,chang'ci'yi'wang
尝胆卧薪,chang'dan'wo'xin
尝鼎一脔,chang'ding'yi'luan
唱对台戏,chang'dui'tai'xi
倡而不和,chang'er'bu'he
肠肥脑满,chang'fei'nao'man
长风破浪,chang'feng'po'lang
长歌当哭,chang'ge'dang'ku
苌弘化碧,chang'hong'hua'bi
惝恍迷离,chang'huang'mi'li
长江天堑,chang'jiang'tian'qian
长颈鸟喙,chang'jing'niao'hui
猖獗一时,chang'jue'yi'shi
长乐未央,chang'le'wei'yang
常鳞凡介,chang'lin'fan'jie
长林丰草,chang'lin'feng'cao
长虑顾后,chang'lv'gu'hou
长眠不起,chang'mian'bu'qi
长命百岁,chang'ming'bai'sui
长命富贵,chang'ming'fu'gui
长目飞耳,chang'mu'fei'er
长年累月,chang'nian'lei'yue
长年三老,chang'nian'san'lao
长辔远驭,chang'pei'yuan'yu
长篇大论,chang'pian'da'lun
长篇累牍,chang'pian'lei'du
长驱直入,chang'qu'zhi'ru
怅然若失,chang'ran'ruo'shi
长舌之妇,chang'she'zhi'fu
长生不老,chang'sheng'bu'lao
长生不死,chang'sheng'bu'si
常胜将军,chang'sheng'jiang'jun
长生久视,chang'sheng'jiu'shi
长绳系日,chang'sheng'xi'ri
畅所欲言,chang'suo'yu'yan
倡条冶叶,chang'tiao'ye'ye
长亭短亭,chang'ting'duan'ting
畅通无阻,chang'tong'wu'zu
长途跋涉,chang'tu'ba'she
长袖善舞,chang'xiu'shan'wu
长吁短叹,chang'xu'duan'tan
长夜难明,chang'ye'nan'ming
长夜之饮,chang'ye'zhi'yin
长揖不拜,chang'yi'bu'bai
长斋礼佛,chang'zhai'li'fo
长斋绣佛,chang'zhai'xiu'fo
长枕大被,chang'zhen'da'bei
长治久安,chang'zhi'jiu'an
朝不保夕,chao'bu'bao'xi
朝不及夕,chao'bu'ji'xi
朝不虑夕,chao'bu'lv'xi
朝不谋夕,chao'bu'mou'xi
超超玄著,chao'chao'xuan'zhu
超尘拔俗,chao'chen'ba'su
朝穿暮塞,chao'chuan'mu'sai
超度众生,chao'du'zhong'sheng
朝发夕至,chao'fa'xi'zhi
超凡出世,chao'fan'chu'shi
超凡入圣,chao'fan'ru'sheng
嘲风弄月,chao'feng'nong'yue
嘲风咏月,chao'feng'yong'yue
朝过夕改,chao'guo'xi'gai
朝华夕秀,chao'hua'xi'xiu
巢毁卵破,chao'hui'luan'po
朝齑暮盐,chao'ji'mu'yan
朝经暮史,chao'jing'mu'shi
巢居穴处,chao'ju'xue'chu
朝里无人莫做官,chao'li'wu'ren'mo'zuo'guan
朝梁暮陈,chao'liang'mu'chen
朝令暮改,chao'ling'mu'gai
朝令夕改,chao'ling'xi'gai
朝气蓬勃,chao'qi'peng'bo
朝乾夕惕,chao'qian'xi'ti
朝秦暮楚,chao'qin'mu'chu
超群拔类,chao'qun'ba'lei
超群出众,chao'qun'chu'zhong
超群绝伦,chao'qun'jue'lun
超然物外,chao'ran'wu'wai
超然象外,chao'ran'xiang'wai
超然自得,chao'ran'zi'de
超然自逸,chao'ran'zi'yi
朝三暮四,chao'san'mu'si
朝升暮合,chao'sheng'mu'he
朝思暮想,chao'si'mu'xiang
朝斯夕斯,chao'si'xi'si
朝闻夕死,chao'wen'xi'si
朝夕相处,chao'xi'xiang'chu
朝阳丹凤,chao'yang'dan'feng
超轶绝尘,chao'yi'jue'chen
超以象外,chao'yi'xiang'wai
朝云暮雨,chao'yun'mu'yu
车殆马烦,che'dai'ma'fan
掣襟露肘,che'jin'lu'zhou
车笠之盟,che'li'zhi'meng
车马盈门,che'ma'ying'men
扯篷拉纤,che'peng'la'qian
彻上彻下,che'shang'che'xia
车水马龙,che'shui'ma'long
彻头彻尾,che'tou'che'wei
车无退表,che'wu'tui'biao
车载斗量,che'zai'dou'liang
车在马前,che'zai'ma'qian
沉博绝丽,chen'bo'jue'li
陈陈相因,chen'chen'xiang'yin
陈词滥调,chen'ci'lan'diao
尘饭涂羹,chen'fan'tu'geng
沉浮俯仰,chen'fu'fu'yang
尘垢秕糠,chen'gou'bi'kang
陈谷子烂芝麻,chen'gu'zi'lan'zhi'ma
沉痼自若,chen'gu'zi'ruo
晨光熹微,chen'guang'xi'wei
陈规陋习,chen'gui'lou'xi
晨昏定省,chen'hun'ding'sheng
趁火打劫,chen'huo'da'jie
沉静寡言,chen'jing'gua'yan
沉疴难起,chen'ke'nan'qi
沉李浮瓜,chen'li'fu'gua
陈力就列,chen'li'jiu'lie
臣门如市,chen'men'ru'shi
沉湎酒色,chen'mian'jiu'se
沉默寡言,chen'mo'gua'yan
瞋目切齿,chen'mu'qie'chi
沉潜刚克,chen'qian'gang'ke
嗔拳不打笑面,chen'quan'bu'da'xiao'mian
趁热打铁,chen're'da'tie
趁人之危,chen'ren'zhi'wei
陈善闭邪,chen'shan'bi'xie
陈师鞠旅,chen'shi'ju'lv
趁势落篷,chen'shi'luo'peng
臣心如水,chen'xin'ru'shui
晨兴夜寐,chen'xing'ye'mei
趁虚而入,chen'xu'er'ru
陈言务去,chen'yan'wu'qu
沉吟不决,chen'yin'bu'jue
沉吟章句,chen'yin'zhang'ju
沉郁顿挫,chen'yu'dun'cuo
沉鱼落雁,chen'yu'luo'yan
沉冤莫白,chen'yuan'mo'bai
沉灶产蛙,chen'zao'chan'wa
晨钟暮鼓,chen'zhong'mu'gu
沉滓泛起,chen'zi'fan'qi
