暧暧城霞旦,ai'ai'cheng'xia'dan
不复计忧乐,bu'fu'ji'you'le
不复人间见,bu'fu'ren'jian'jian
不复问乡墟,bu'fu'wen'xiang'xu
不复婴世网,bu'fu'ying'shi'wang
不复忧安危,bu'fu'you'an'wei
不复有家室,bu'fu'you'jia'shi
不复忧霜露,bu'fu'you'shuang'lu
不敢觅和亲,bu'gan'mi'he'qin
不敢宁宴,bu'gan'ning'yan
不敢要君征亦起,bu'gan'yao'jun'zheng'yi'qi
不敢依先贤,bu'gan'yi'xian'xian
不共楚王言,bu'gong'chu'wang'yan
布褐将白头,bu'he'jiang'bai'tou
不恨依穷辙,bu'hen'yi'qiong'zhe
不及红檐燕,bu'ji'hong'yan'yan
不及洛阳时,bu'ji'luo'yang'shi
不及山中人,bu'ji'shan'zhong'ren
不及随萧史,bu'ji'sui'xiao'shi
不寄云间一纸书,bu'ji'yun'jian'yi'zhi'shu
不见长裾者,bu'jian'chang'ju'zhe
不见此檐间,bu'jian'ci'yan'jian
不见古时塞上翁,bu'jian'gu'shi'sai'shang'weng
不见河梁别,bu'jian'he'liang'bie
不见君,bu'jian'jun
不见空来还,bu'jian'kong'lai'huan
不见携手人,bu'jian'xie'shou'ren
不见有为心,bu'jian'you'wei'xin
不见予所尚,bu'jian'yu'suo'shang
不见鹓鸾道,bu'jian'yuan'luan'dao
不见芸香阁,bu'jian'yun'xiang'ge
不见子桑扈,bu'jian'zi'sang'hu
不久召京师,bu'jiu'zhao'jing'shi
不觉东方日,bu'jue'dong'fang'ri
不觉芳洲暮,bu'jue'fang'zhou'mu
不觉风尘昏,bu'jue'feng'chen'hun
不觉山崩海将竭,bu'jue'shan'beng'hai'jiang'jie
不觉生朝光,bu'jue'sheng'chao'guang
不觉四时行,bu'jue'si'shi'xing
不觉御沟上,bu'jue'yu'gou'shang
不觉醉归遥,bu'jue'zui'gui'yao
不肯低头在草莽,bu'ken'di'tou'zai'cao'mang
步栏滴馀雪,bu'lan'di'yu'xue
不乐复何如,bu'le'fu'he'ru
不乐复如何,bu'le'fu'ru'he
不乐为车公,bu'le'wei'che'gong
不乱牧童心,bu'luan'mu'tong'xin
不那两心空,bu'na'liang'xin'kong
不奈君王容鬓衰,bu'nai'jun'wang'rong'bin'shuai
不能春风里,bu'neng'chun'feng'li
不能舍余习,bu'neng'she'yu'xi
不能师孔墨,bu'neng'shi'kong'mo
不能有其功,bu'neng'you'qi'gong
不能自力作,bu'neng'zi'li'zuo
不念闺中花鸟阑,bu'nian'gui'zhong'hua'niao'lan
不念路险艰,bu'nian'lu'xian'jian
不念身无官,bu'nian'shen'wu'guan
不念乡川眇,bu'nian'xiang'chuan'miao
不疲生死流,bu'pi'sheng'si'liu
不期先挂剑,bu'qi'xian'gua'jian
部曲皆相吊,bu'qu'jie'xiang'diao
部曲遂无功,bu'qu'sui'wu'gong
不然绝粒升天衢,bu'ran'jue'li'sheng'tian'qu
不然买山田,bu'ran'mai'shan'tian
不然鸣珂游帝都,bu'ran'ming'ke'you'di'du
不让古人先,bu'rang'gu'ren'xian
不忍见秋月,bu'ren'jian'qiu'yue
不如高卧眄庭柯,bu'ru'gao'wo'mian'ting'ke
不如高卧且加餐,bu'ru'gao'wo'qie'jia'can
不如眠去梦中看,bu'ru'mian'qu'meng'zhong'kan
不如侬家任挑达,bu'ru'nong'jia'ren'tiao'da
不如银汉女,bu'ru'yin'han'nv
不上秦帝床,bu'shang'qin'di'chuang
不胜君子馔,bu'sheng'jun'zi'zhuan
不是长干住,bu'shi'chang'gan'zhu
不是宸游玩物华,bu'shi'chen'you'wan'wu'hua
不是老夫身,bu'shi'lao'fu'shen
不识阳关路,bu'shi'yang'guan'lu
不使遗才滞一方,bu'shi'yi'cai'zhi'yi'fang
不使玉阶行,bu'shi'yu'jie'xing
不数秦王日,bu'shu'qin'wang'ri
不思贤与愚,bu'si'xian'yu'yu
不似颍川空使酒,bu'si'ying'chuan'kong'shi'jiu
不随云色暗,bu'sui'yun'se'an
不叹举家无担石,bu'tan'ju'jia'wu'dan'dan
不叹携手稀,bu'tan'xie'shou'xi
不同非一趣,bu'tong'fei'yi'qu
不同鸿雁向池来,bu'tong'hong'yan'xiang'chi'lai
不网不钓,bu'wang'bu'diao
不枉故人驾,bu'wang'gu'ren'jia
不为碧鸡称使者,bu'wei'bi'ji'cheng'shi'zhe
不畏王程促,bu'wei'wang'cheng'cu
不谓远离别,bu'wei'yuan'li'bie
不闻鸡犬音,bu'wen'ji'quan'yin
不问君是谁,bu'wen'jun'shi'shui
不悟今朝遥相思,bu'wu'jin'zhao'yao'xiang'si
不惜朝光满,bu'xi'chao'guang'man
不惜孤舟去,bu'xi'gu'zhou'qu
不惜珊瑚持与人,bu'xi'shan'hu'chi'yu'ren
不惜污车茵,bu'xi'wu'che'yin
不向东山去,bu'xiang'dong'shan'qu
不向府中趋,bu'xiang'fu'zhong'qu
不相见,bu'xiang'jian
不相见来久,bu'xiang'jian'lai'jiu
不向空门何处销,bu'xiang'kong'men'he'chu'xiao
不肖亦怀贤,bu'xiao'yi'huai'xian
不信沙场苦,bu'xin'sha'chang'ku
步行夺得胡马骑,bu'xing'duo'de'hu'ma'qi
不行无可养,bu'xing'wu'ke'yang
不须愁日暮,bu'xu'chou'ri'mu
不许时相见,bu'xu'shi'xiang'jian
不须天子筑长城,bu'xu'tian'zi'zhu'chang'cheng
不学御沟上,bu'xue'yu'gou'shang
不寻翻到谷,bu'xun'fan'dao'gu
不言长不归,bu'yan'chang'bu'gui
不言辞辇地,bu'yan'ci'nian'di
步檐多画繙,bu'yan'duo'hua'fan
不言空远游,bu'yan'kong'yuan'you
不言牧田远,bu'yan'mu'tian'yuan
不言沁园好,bu'yan'qin'yuan'hao
步檐青琐闼,bu'yan'qing'suo'ta
布叶间檀栾,bu'ye'jian'tan'luan
不异浮丘公,bu'yi'fu'qiu'gong
布衣空染洛阳尘,bu'yi'kong'ran'luo'yang'chen
不疑灵境难闻见,bu'yi'ling'jing'nan'wen'jian
不异沦弃迹,bu'yi'lun'qi'ji
不以微小故,bu'yi'wei'xiao'gu
布衣一言相为死,bu'yi'yi'yan'xiang'wei'si
不应百尺松,bu'ying'bai'chi'song
不应常在藩篱下,bu'ying'chang'zai'fan'li'xia
不应老尘埃,bu'ying'lao'chen'ai
不应行万里,bu'ying'xing'wan'li
不应长此留,bu'ying'zhang'ci'liu
不用城南使君婿,bu'yong'cheng'nan'shi'jun'xu
不用镜花光,bu'yong'jing'hua'guang
不用清明兼上巳,bu'yong'qing'ming'jian'shang'si
不用神明台,bu'yong'shen'ming'tai
不用坐粱肉,bu'yong'zuo'liang'rou
不与布衣言,bu'yu'bu'yi'yan
不与昔年同,bu'yu'xi'nian'tong
不远灞陵边,bu'yuan'ba'ling'bian
不正李园冠,bu'zheng'li'yuan'guan
不知乘月几人归,bu'zhi'cheng'yue'ji'ren'gui
不知炊黍谷,bu'zhi'chui'shu'gu
不知从今去,bu'zhi'cong'jin'qu
不知叠嶂夜来雨,bu'zhi'die'zhang'ye'lai'yu
不知栋里云,bu'zhi'dong'li'yun
不知何岁月,bu'zhi'he'sui'yue
不知江月待何人,bu'zhi'jiang'yue'dai'he'ren
不知君作神仙尉,bu'zhi'jun'zuo'shen'xian'wei
不知寥廓外,bu'zhi'liao'kuo'wai
不知能有菊花无,bu'zhi'neng'you'ju'hua'wu
不知躯体微,bu'zhi'qu'ti'wei
不知日将夕,bu'zhi'ri'jiang'xi
不知若个向金堤,bu'zhi'ruo'ge'xiang'jin'di
不知深林事,bu'zhi'shen'lin'shi
不知神之来兮不来,bu'zhi'shen'zhi'lai'xi'bu'lai
不知谁得巧,bu'zhi'shui'de'qiao
不知呜咽水,bu'zhi'wu'ye'shui
不知吾与子,bu'zhi'wu'yu'zi
不知细叶谁裁出,bu'zhi'xi'ye'shui'cai'chu
不知香积寺,bu'zhi'xiang'ji'si
不知醉与醒,bu'zhi'zui'yu'xing
不逐城东游侠儿,bu'zhu'cheng'dong'you'xia'er
不自著罗衣,bu'zi'zhu'luo'yi
不醉声闻酒,bu'zui'sheng'wen'jiu
不作奇峰状,bu'zuo'qi'feng'zhuang
不作书相问,bu'zuo'shu'xiang'wen
材蔽行人右,cai'bi'xing'ren'you
采采乘日暮,cai'cai'cheng'ri'mu
彩彩阳华新,cai'cai'yang'hua'xin
彩翠时分明,cai'cui'shi'fen'ming
才德满中州,cai'de'man'zhong'zhou
采地包山河,cai'di'bao'shan'he
彩殿氤氲拥香溜,cai'dian'yin'yun'yong'xiang'liu
才多反累真,cai'duo'fan'lei'zhen
材非构厦材,cai'fei'gou'xia'cai
彩服去江汜,cai'fu'qu'jiang'si
材高吴越珍,cai'gao'wu'yue'zhen
采菊行相寻,cai'ju'xing'xiang'xun
采蕨暝提筐,cai'jue'ming'ti'kuang
采蕨轻轩冕,cai'jue'qing'xuan'mian
才可容颜十五馀,cai'ke'rong'yan'shi'wu'yu
才可适我忧,cai'ke'shi'wo'you
采莲江上曲,cai'lian'jiang'shang'qu
才良寄天綍,cai'liang'ji'tian'fu
采菱渡头风急,cai'ling'du'tou'feng'ji
裁罗又褧褧,cai'luo'you'jiong'jiong
才名畏后人,cai'ming'wei'hou'ren
才年三十佩铜印,cai'nian'san'shi'pei'tong'yin
蔡女昔造胡笳声,cai'nv'xi'zao'hu'jia'sheng
彩屏点红妆,cai'ping'dian'hong'zhuang
彩骑双双引宝车,cai'qi'shuang'shuang'yin'bao'che
采樵屡入历阳山,cai'qiao'lv'ru'li'yang'shan
才轻策疲劣,cai'qing'ce'pi'lie
才轻慑不胜,cai'qing'she'bu'sheng
才入维扬郡,cai'ru'wei'yang'jun
才是寝园春荐后,cai'shi'qin'yuan'chun'jian'hou
菜田烧故草,cai'tian'shao'gu'cao
才望忽先鸣,cai'wang'hu'xian'ming
才雄望羔雁,cai'xiong'wang'gao'yan
采药傍梁宋,cai'yao'bang'liang'song
采药无冬春,cai'yao'wu'dong'chun
采药游名山,cai'yao'you'ming'shan
裁衣学水田,cai'yi'xue'shui'tian
彩云独在门,cai'yun'du'zai'men
彩云惊岁晚,cai'yun'jing'sui'wan
彩云竟朝夕,cai'yun'jing'zhao'xi
彩云生阙下,cai'yun'sheng'que'xia
彩云时一见,cai'yun'shi'yi'jian
采摘且同船,cai'zhai'qie'tong'chuan
采摘愿来兹,cai'zhai'yuan'lai'zi
彩仗连宵合,cai'zhang'lian'xiao'he
彩章耀朝日,cai'zhang'yao'zhao'ri
彩仗移双阙,cai'zhang'yi'shuang'que
才知拜璧年,cai'zhi'bai'bi'nian
才重接筵光,cai'zhong'jie'yan'guang
蔡州如眼见,cai'zhou'ru'yan'jian
才子风流苏伯玉,cai'zi'feng'liu'su'bo'yu
才子古人中,cai'zi'gu'ren'zhong
才子冠裴王,cai'zi'guan'pei'wang
才子洛阳人,cai'zi'luo'yang'ren
才子为郎典石渠,cai'zi'wei'lang'dian'shi'qu
才子作行人,cai'zi'zuo'xing'ren
粲粲皆词英,can'can'jie'ci'ying
粲粲如悬圃,can'can'ru'xuan'pu
残池问劫灰,can'chi'wen'jie'hui
残春众物芳,can'chun'zhong'wu'fang
惨淡暮潮平,can'dan'mu'chao'ping
惭多无以叙,can'duo'wu'yi'xu
残花与露落,can'hua'yu'lu'luo
蚕眠桑叶稀,can'mian'sang'ye'xi
惭恧栋梁材,can'nv'dong'liang'cai
惭无匹夫志,can'wu'pi'fu'zhi
惭无双玉盘,can'wu'shuang'yu'pan
餐霞断火粒,can'xia'duan'huo'li
残雪带春风,can'xue'dai'chun'feng
残雪冻边城,can'xue'dong'bian'cheng
残霙淅沥染轻尘,can'ying'xi'li'ran'qing'chen
残雨隔虹蜺,can'yu'ge'hong'ni
残雨斜日照,can'yu'xie'ri'zhao
骖紫骝兮从青骊,can'zi'liu'xi'cong'qing'li
沧波愁旅人,cang'bo'chou'lv'ren
沧波双白鸥,cang'bo'shuang'bai'ou
苍苍白帝郊,cang'cang'bai'di'jiao
苍苍低月半遥城,cang'cang'di'yue'ban'yao'cheng
苍苍落日时,cang'cang'luo'ri'shi
苍苍秋雨晦,cang'cang'qiu'yu'hui
苍苍水雾起,cang'cang'shui'wu'qi
苍苍烟树昏,cang'cang'yan'shu'hun
苍苍尧女祠,cang'cang'yao'nv'ci
苍苍竹林暮,cang'cang'zhu'lin'mu
苍螭送飞雨,cang'chi'song'fei'yu
苍翠临寒城,cang'cui'lin'han'cheng
沧海沉沉晨雾开,cang'hai'chen'chen'chen'wu'kai
沧海成桑田,cang'hai'cheng'sang'tian
沧江一身客,cang'jiang'yi'shen'ke
沧江游寓人,cang'jiang'you'yu'ren
藏经访遗踪,cang'jing'fang'yi'zong
沧浪临古道,cang'lang'lin'gu'dao
苍茫楚城阴,cang'mang'chu'cheng'yin
苍茫对落晖,cang'mang'dui'luo'hui
苍茫古木连穷巷,cang'mang'gu'mu'lian'qiong'xiang
苍茫葭菼外,cang'mang'jia'tan'wai
苍茫秦川尽,cang'mang'qin'chuan'jin
苍茫四郊晦,cang'mang'si'jiao'hui
苍茫远郊树,cang'mang'yuan'jiao'shu
苍茫远天曙,cang'mang'yuan'tian'shu
藏名三十年,cang'ming'san'shi'nian
苍山起暮雨,cang'shan'qi'mu'yu
苍生讵有物,cang'sheng'ju'you'wu
苍舒留帝宠,cang'shu'liu'di'chong
苍苔归地骨,cang'tai'gui'di'gu
苍苔依旧栏,cang'tai'yi'jiu'lan
苍苔虞舜井,cang'tai'yu'shun'jing
苍芜宜春苑,cang'wu'yi'chun'yuan
苍烟埋竹扉,cang'yan'mai'zhu'fei
苍蝇乱营营,cang'ying'luan'ying'ying
草白霭繁霜,cao'bai'ai'fan'shuang
草际成棋局,cao'ji'cheng'qi'ju
草间蛩响临秋急,cao'jian'qiong'xiang'lin'qiu'ji
草屩捞虾富春渚,cao'jue'lao'xia'fu'chun'zhu
草屩牧豪豨,cao'jue'mu'hao'xi
草枯鹰眼疾,cao'ku'ying'yan'ji
草露未晞,cao'lu'wei'xi
草绿小平津,cao'lv'xiao'ping'jin
草木不识青谿田,cao'mu'bu'shi'qing'ji'tian
草木含新色,cao'mu'han'xin'se
草木花叶生,cao'mu'hua'ye'sheng
草木尽焦卷,cao'mu'jin'jiao'juan
草木尽能酬雨露,cao'mu'jin'neng'chou'yu'lu
草木看欲燋,cao'mu'kan'yu'jiao
草木生边气,cao'mu'sheng'bian'qi
草木同一色,cao'mu'tong'yi'se
草木想为兵,cao'mu'xiang'wei'bing
草木易凋残,cao'mu'yi'diao'can
草色变新田,cao'se'bian'xin'tian
草色全经细雨湿,cao'se'quan'jing'xi'yu'shi
草色日向好,cao'se'ri'xiang'hao
草色新年发建章,cao'se'xin'nian'fa'jian'zhang
草色新雨中,cao'se'xin'yu'zhong
草色摇霞上,cao'se'yao'xia'shang
草色有佳意,cao'se'you'jia'yi
草深狐兔肥,cao'shen'hu'tu'fei
草树连容卫,cao'shu'lian'rong'wei
草树绵幂兮翠蒙茏,cao'shu'mian'mi'xi'cui'meng'long
草树一庭深,cao'shu'yi'ting'shen
漕水东去远,cao'shui'dong'qu'yuan
草堂荒产蛤,cao'tang'huang'chan'ha
草堂列仙楼,cao'tang'lie'xian'lou
草堂每多暇,cao'tang'mei'duo'xia
草堂棋赌山阴野,cao'tang'qi'du'shan'yin'ye
草堂松径深,cao'tang'song'jing'shen
草堂新著书,cao'tang'xin'zhu'shu
草堂者,cao'tang'zhe
草王言兮不得辞,cao'wang'yan'xi'bu'de'ci
草迎金埒马,cao'ying'jin'lie'ma
草云应转微,cao'yun'ying'zhuan'wei
侧弁倚乔木,ce'bian'yi'qiao'mu
恻恻苦哉行,ce'ce'ku'zai'xing
恻恻伤慈母,ce'ce'shang'ci'mu
恻恻与心违,ce'ce'yu'xin'wei
策府宴嘉宾,ce'fu'yan'jia'bin
策马何駸駸,ce'ma'he'qin'qin
策马伊川来,ce'ma'yi'chuan'lai
策密鬼神秘,ce'mi'gui'shen'mi
册命玉符新,ce'ming'yu'fu'xin
侧身上下随游鱼,ce'shen'shang'xia'sui'you'yu
侧听何洋洋,ce'ting'he'yang'yang
侧闻尘外游,ce'wen'chen'wai'you
侧闻大君子,ce'wen'da'jun'zi
侧闻景龙际,ce'wen'jing'long'ji
侧闻樵采音,ce'wen'qiao'cai'yin
恻隐及先世,ce'yin'ji'xian'shi
策杖林西日斜,ce'zhang'lin'xi'ri'xie
参差非一行,cen'ci'fei'yi'xing
参差闾井分,cen'ci'lv'jing'fen
参差台榭入烟霄,cen'ci'tai'xie'ru'yan'xiao
岑家双琼树,cen'jia'shuang'qiong'shu
岑阳沐天德,cen'yang'mu'tian'de
层冰峨峨满川泽,ceng'bing'e'e'man'chuan'ze
曾冰延乐方,ceng'bing'yan'le'fang
曾不蔽炎晖,ceng'bu'bi'yan'hui
曾不问贤愚,ceng'bu'wen'xian'yu
层城带夕阴,ceng'cheng'dai'xi'yin
曾垂华发忧,ceng'chui'hua'fa'you
蹭蹬失归道,ceng'deng'shi'gui'dao
曾点与曾子,ceng'dian'yu'zeng'zi
层阁重门雪照开,ceng'ge'zhong'men'xue'zhao'kai
曾和柏梁篇,ceng'he'bai'liang'pian
曾何荣辱之所及,ceng'he'rong'ru'zhi'suo'ji
曾经陆羽居,ceng'jing'lu'yu'ju
层栏窈窕下龙舆,ceng'lan'yao'tiao'xia'long'yu
曾是巢许浅,ceng'shi'chao'xu'qian
曾是好词人,ceng'shi'hao'ci'ren
曾是教所任,ceng'shi'jiao'suo'ren
曾是厌蒙密,ceng'shi'yan'meng'mi
曾为金马客,ceng'wei'jin'ma'ke
曾为诗书癖,ceng'wei'shi'shu'pi
曾为谢客郡,ceng'wei'xie'ke'jun
层霄降德音,ceng'xiao'jiang'de'yin
曾校蓬莱书,ceng'xiao'peng'lai'shu
层轩静华月,ceng'xuan'jing'hua'yue
曾与大军掌书记,ceng'yu'da'jun'zhang'shu'ji
插钗嫌未正,cha'chai'xian'wei'zheng
差池不相见,cha'chi'bu'xiang'jian
差池对石坛,cha'chi'dui'shi'tan
茶果仍留欢,cha'guo'reng'liu'huan
察见泉鱼固不祥,cha'jian'quan'yu'gu'bu'xiang
茶井冷生鱼,cha'jing'leng'sheng'yu
槎流天上转,cha'liu'tian'shang'zhuan
插桃销瘴疠,cha'tao'xiao'zhang'li
插天多峭崿,cha'tian'duo'qiao'e
茶香透竹丛,cha'xiang'tou'zhu'cong
插萸登鹫岭,cha'yu'deng'jiu'ling
插羽两相顾,cha'yu'liang'xiang'gu
柴车驾羸牸,chai'che'jia'lei'zi
柴门独掩扉,chai'men'du'yan'fei
潺潺石中流,chan'chan'shi'zhong'liu
禅房最高顶,chan'fang'zui'gao'ding
禅宫分两地,chan'gong'fen'liang'di
禅户积朝雪,chan'hu'ji'chao'xue
禅寂日已固,chan'ji'ri'yi'gu
禅门春气浓,chan'men'chun'qi'nong
缠绵西关道,chan'mian'xi'guan'dao
蝉鸣空桑林,chan'ming'kong'sang'lin
蝉鸣秋雨霁,chan'ming'qiu'yu'ji
廛市碧湖明,chan'shi'bi'hu'ming
禅室吐香烬,chan'shi'tu'xiang'jin
禅收八解空,chan'shou'ba'jie'kong
浐水林端素,chan'shui'lin'duan'su
禅诵自为群,chan'song'zi'wei'qun
禅堂雁水滨,chan'tang'yan'shui'bin
蟾影摇轻浪,chan'ying'yao'qing'lang
谄谀长自省,chan'yu'chang'zi'xing
单于犯蓟壖,chan'yu'fan'ji'ruan
单于寇井陉,chan'yu'kou'jing'xing
单于泪沾臆,chan'yu'lei'zhan'yi
单于莫近塞,chan'yu'mo'jin'sai
单于下阴山,chan'yu'xia'yin'shan
禅宇遥相望,chan'yu'yao'xiang'wang
单于玉塞振佳兵,chan'yu'yu'sai'zhen'jia'bing
单于作边氓,chan'yu'zuo'bian'mang
潺湲俯暝湾,chan'yuan'fu'ming'wan
潺湲江水流,chan'yuan'jiang'shui'liu
禅远目无事,chan'yuan'mu'wu'shi
禅云自卷舒,chan'yun'zi'juan'shu
蝉噪已先秋,chan'zao'yi'xian'qiu
常爱南山游,chang'ai'nan'shan'you
长安城连东掖垣,chang'an'cheng'lian'dong'ye'yuan
长安城中月如练,chang'an'cheng'zhong'yue'ru'lian
长安春物旧相宜,chang'an'chun'wu'jiu'xiang'yi
长安道上春可怜,chang'an'dao'shang'chun'ke'lian
长安故人宅,chang'an'gu'ren'zhai
长安回望日,chang'an'hui'wang'ri
长安甲第高入云,chang'an'jia'di'gao'ru'yun
长安厩吏来到门,chang'an'jiu'li'lai'dao'men
长安客舍热如煮,chang'an'ke'she're'ru'zhu
长安陌上退朝归,chang'an'mo'shang'tui'chao'gui
长安南下几程途,chang'an'nan'xia'ji'cheng'tu
长安年少惜春残,chang'an'nian'shao'xi'chun'can
长安千门复万户,chang'an'qian'men'fu'wan'hu
长安少年游侠客,chang'an'shao'nian'you'xia'ke
长安渭桥路,chang'an'wei'qiao'lu
长报丰年贵有馀,chang'bao'feng'nian'gui'you'yu
长保会昌期,chang'bao'hui'chang'qi
长飙风中自来往,chang'biao'feng'zhong'zi'lai'wang
怅别此何时,chang'bie'ci'he'shi
怅别屡魂惊,chang'bie'lv'hun'jing
怅别千馀里,chang'bie'qian'yu'li
怅别秋阴尽,chang'bie'qiu'yin'jin
长波无晓夜,chang'bo'wu'xiao'ye
怅尘事兮多违,chang'chen'shi'xi'duo'wei
长城带晚霞,chang'cheng'dai'wan'xia
常称挂冠吏,chang'cheng'gua'guan'li
常持荐寿杯,chang'chi'jian'shou'bei
常辞小县宰,chang'ci'xiao'xian'zai
常从夹朱轩,chang'cong'jia'zhu'xuan
长道舒羽仪,chang'dao'shu'yu'yi
肠断秋江客,chang'duan'qiu'jiang'ke
肠断望陵朝,chang'duan'wang'ling'chao
常对府小史,chang'dui'fu'xiao'shi
长对紫庭阴,chang'dui'zi'ting'yin
长奉柏梁篇,chang'feng'bai'liang'pian
长风吹林雨堕瓦,chang'feng'chui'lin'yu'duo'wa
长风古挽哀,chang'feng'gu'wan'ai
常逢甲子新,chang'feng'jia'zi'xin
长风金鼓动,chang'feng'jin'gu'dong
长风起秋色,chang'feng'qi'qiu'se
长风散繁云,chang'feng'san'fan'yun
长奉圣明君,chang'feng'sheng'ming'jun
长奉属车尘,chang'feng'shu'che'chen
长封万里侯,chang'feng'wan'li'hou
长风万里来,chang'feng'wan'li'lai
常奉万年杯,chang'feng'wan'nian'bei
长奉万年春,chang'feng'wan'nian'chun
长干斜路北,chang'gan'xie'lu'bei
长歌东武抃千春,chang'ge'dong'wu'bian'qian'chun
昌阁寒光暮,chang'ge'han'guang'mu
长绠辘轳盘,chang'geng'lu'lu'pan
常共月裴回,chang'gong'yue'pei'hui
长河浪头连天黑,chang'he'lang'tou'lian'tian'hei
长河落日圆,chang'he'luo'ri'yuan
阊阖暝阴散,chang'he'ming'yin'san
长河起塞氛,chang'he'qi'sai'fen
阊阖晓钟传,chang'he'xiao'zhong'chuan
长恨隐沦赊,chang'hen'yin'lun'she
长怀赏心爱,chang'huai'shang'xin'ai
长怀魏阙情,chang'huai'wei'que'qing
长淮亦已尽,chang'huai'yi'yi'jin
长铗谁能弹,chang'jia'shui'neng'tan
长剑倚天外,chang'jian'yi'tian'wai
长叫三五声,chang'jiao'san'wu'sheng
常嗟物候暗相催,chang'jie'wu'hou'an'xiang'cui
常经绝脉塞,chang'jing'jue'mai'sai
长开锦翰裁,chang'kai'jin'han'cai
长康传里好丹青,chang'kang'chuan'li'hao'dan'qing
常恐丹液就,chang'kong'dan'ye'jiu
长恐后施鞭,chang'kong'hou'shi'bian
常恐游此方,chang'kong'you'ci'fang
长廊閟军器,chang'lang'bi'jun'qi
长廊春雨响,chang'lang'chun'yu'xiang
敞朗绀园开,chang'lang'gan'yuan'kai
尝醪企行迈,chang'lao'qi'xing'mai
长乐青门外,chang'le'qing'men'wai
怅离忧兮独含情,chang'li'you'xi'du'han'qing
阊门折垂柳,chang'men'zhe'chui'liu
长鸣力已殚,chang'ming'li'yi'dan
长年固可寻,chang'nian'gu'ke'xun
长年愿奉西王母,chang'nian'yuan'feng'xi'wang'mu
长年愿奉西王宴,chang'nian'yuan'feng'xi'wang'yan
菖蒲叶正齐,chang'pu'ye'zheng'qi
常期雨露均,chang'qi'yu'lu'jun
尝轻朝市玩,chang'qing'chao'shi'wan
长清外域尘,chang'qing'wai'yu'chen
长倾雨露缘,chang'qing'yu'lu'yuan
长楸走马谁相数,chang'qiu'zou'ma'shui'xiang'shu
长驱救东北,chang'qu'jiu'dong'bei
长驱塞上儿,chang'qu'sai'shang'er
怅然吟式微,chang'ran'yin'shi'wei
常若千里馀,chang'ruo'qian'li'yu
长沙不久留才子,chang'sha'bu'jiu'liu'cai'zi
常山启霸图,chang'shan'qi'ba'tu
长绳挂青竹,chang'sheng'gua'qing'zhu
长生讵有涯,chang'sheng'ju'you'ya
常顺称厚载,chang'shun'cheng'hou'zai
尝思骠骑幕,chang'si'piao'qi'mu
长思魏阙恩,chang'si'wei'que'en
长似下流心,chang'si'xia'liu'xin
常思著鞭速,chang'si'zhu'bian'su
长松响梵声,chang'song'xiang'fan'sheng
长蓑披我襟,chang'suo'pi'wo'jin
长叹垣墙毁,chang'tan'yuan'qiang'hui
长天向乔木,chang'tian'xiang'qiao'mu
长天隐秋塞,chang'tian'yin'qiu'sai
长亭秋转空,chang'ting'qiu'zhuan'kong
昌庭驷马趋,chang'ting'si'ma'qu
长亭下槿原,chang'ting'xia'jin'yuan
长头拂石带烟雨,chang'tou'fu'shi'dai'yan'yu
长途应百舍,chang'tu'ying'bai'she
长途羽檄何相望,chang'tu'yu'xi'he'xiang'wang
长望白云垂,chang'wang'bai'yun'chui
长望泪沾巾,chang'wang'lei'zhan'jin
怅望临清汜,chang'wang'lin'qing'si
怅望秋天鸣坠叶,chang'wang'qiu'tian'ming'zhui'ye
怅望深荆门,chang'wang'shen'jing'men
尝闻宝刀赠,chang'wen'bao'dao'zeng
常闻积归思,chang'wen'ji'gui'si
尝闻穆天子,chang'wen'mu'tian'zi
尝闻王与裴,chang'wen'wang'yu'pei
常向节旄看,chang'xiang'jie'mao'kan
长啸对高柳,chang'xiao'dui'gao'liu
长啸高山头,chang'xiao'gao'shan'tou
长信宫中草,chang'xin'gong'zhong'cao
长信丽人见花泣,chang'xin'li'ren'jian'hua'qi
长信深阴夜转幽,chang'xin'shen'yin'ye'zhuan'you
常寻金殿里,chang'xun'jin'dian'li
长杨跨武骑,chang'yang'kua'wu'qi
长杨西连建章路,chang'yang'xi'lian'jian'zhang'lu
长谣北极仰鹑居,chang'yao'bei'ji'yang'chun'ju
长谣反招隐,chang'yao'fan'zhao'yin
怅矣秋风时,chang'yi'qiu'feng'shi
畅以沙际鹤,chang'yi'sha'ji'he
常忆同携手,chang'yi'tong'xie'shou
长吟吉甫颂,chang'yin'ji'fu'song
常隐临江楼,chang'yin'lin'jiang'lou
尝因西北云,chang'yin'xi'bei'yun
常有江南船,chang'you'jiang'nan'chuan
常游江水滨,chang'you'jiang'shui'bin
常愿奉皇明,chang'yuan'feng'huang'ming
长愿奉天晖,chang'yuan'feng'tian'hui
常愿入灵岳,chang'yuan'ru'ling'yue
长云数千里,chang'yun'shu'qian'li
长云骤落日,chang'yun'zhou'luo'ri
长洲鸿雁宾,chang'zhou'hong'yan'bin
尝自爱杯酒,chang'zi'ai'bei'jiu
朝罢须裁五色诏,chao'ba'xu'cai'wu'se'zhao
超超青云器,chao'chao'qing'yun'qi
超超渭滨器,chao'chao'wei'bin'qi
朝臣饮岁芳,chao'chen'yin'sui'fang
朝持手板望飞鸟,chao'chi'shou'ban'wang'fei'niao
朝出猛兽林,chao'chu'meng'shou'lin
朝出暮还宿,chao'chu'mu'hai'su
