阿宝,a'bao
打擂台同祭岳王坟,da'lei'tai'tong'ji'yue'wang'fen
打擂台英雄聚会,da'lei'tai'ying'xiong'ju'hui
大力将军,da'li'jiang'jun
大辽出兵救晋阳,da'liao'chu'bing'jiu'jin'yang
大柳林济公惊淫贼,da'liu'lin'ji'gong'jing'yin'zei
大柳庄孝子事亲,da'liu'zhuang'xiao'zi'shi'qin
打猫儿金莲品玉,da'mao'er'jin'lian'pin'yu
大男,da'nan
大破金龙阵关铃逞能,da'po'jin'long'zhen'guan'ling'cheng'neng
大破金锁青龙阵,da'po'jin'suo'qing'long'zhen
大破迷魂太阳阵,da'po'mi'hun'tai'yang'zhen
打秋风乡绅遭横事,da'qiu'feng'xiang'shen'zao'heng'shi
大人,da'ren
大人见印哭宾朋,da'ren'jian'yin'ku'bin'peng
大人一丢议论悬梁,da'ren'yi'diu'yi'lun'xuan'liang
大圣腾那骗宝贝,da'sheng'teng'na'pian'bao'bei
大圣殷勤拜南海,da'sheng'yin'qin'bai'nan'hai
大鼠,da'shu
大树坡义虎送亲,da'shu'po'yi'hu'song'qin
打双陆嘉言述前贤,da'shuang'lu'jia'yan'shu'qian'xian
打碎免战牌岳公子犯今,da'sui'mian'zhan'pai'yue'gong'zi'fan'jin
打铜旗秦琼破阵,da'tong'qi'qin'qiong'po'zhen
达奚女钟情续旧好,da'xi'nv'zhong'qing'xu'jiu'hao
大侠夜阑降盗贼,da'xia'ye'lan'jiang'dao'zei
大相国寺闲听评话,da'xiang'guo'si'xian'ting'ping'hua
大蝎,da'xie
大雄殿众杰逞威能,da'xiong'dian'zhong'jie'cheng'wei'neng
大瘐营徐鸣皋报捷,da'yu'ying'xu'ming'gao'bao'jie
打怨鼓金姐恨何郎,da'yuan'gu'jin'jie'hen'he'lang
大众受骗信假为真,da'zhong'shou'pian'xin'jia'wei'zhen
大姊魂游完宿愿,da'zi'hun'you'wan'su'yuan
玳安儿密访蜂媒,dai'an'er'mi'fang'feng'mei
玳安儿窃玉成婚,dai'an'er'qie'yu'cheng'hun
玳安嬉游蝴蝶巷,dai'an'xi'you'hu'die'xiang
代从军木兰孝父,dai'cong'jun'mu'lan'xiao'fu
大夫居饮酒逢土棍,dai'fu'ju'yin'jiu'feng'tu'gun
戴家堡妖魔作怪,dai'jia'bao'yao'mo'zuo'guai
呆名士妓馆献诗,dai'ming'shi'ji'guan'xian'shi
戴宗定计出乐和,dai'zong'ding'ji'chu'le'he
戴宗二取公孙胜,dai'zong'er'qu'gong'sun'sheng
单道士,dan'dao'shi
单符郎全州佳偶,dan'fu'lang'quan'zhou'jia'ou
单父宰,dan'fu'zai
丹桂岩山鸡舞镜,dan'gui'yan'shan'ji'wu'jing
啖活人朱灿兽心,dan'huo'ren'zhu'can'shou'xin
丹霄宫嫔妃交谮,dan'xiao'gong'pin'fei'jiao'zen
弹一曲高山流水,dan'yi'qu'gao'shan'liu'shui
当朝正主救婴儿,dang'chao'zheng'zhu'jiu'ying'er
当马快叔宝听差,dang'ma'kuai'shu'bao'ting'chai
挡人碑装醉闹花房,dang'ren'bei'zhuang'zui'nao'hua'fang
当堂哭死忠义人,dang'tang'ku'si'zhong'yi'ren
蹈春阳妖艳生奸,dao'chun'yang'yao'yan'sheng'jian
到大关受险担惊,dao'da'guan'shou'xian'dan'jing
盗道缠禅静九灵,dao'dao'chan'chan'jing'jiu'ling
到地府见罪人恶心不改,dao'di'fu'jian'zui'ren'e'xin'bu'gai
盗发簪柳员外受哄,dao'fa'zan'liu'yuan'wai'shou'hong
到黑店胡乔装病,dao'hei'dian'hu'qiao'zhuang'bing
盗户,dao'hu
到花园为朋友舍命,dao'hua'yuan'wei'peng'you'she'ming
道昧放心猿,dao'mei'fang'xin'yuan
到山上北侠昆奇才,dao'shan'shang'bei'xia'kun'qi'cai
道士,dao'shi
刀头落惊醒梦中人,dao'tou'luo'jing'xing'meng'zhong'ren
盗仙衣不邪运神雷,dao'xian'yi'bu'xie'yun'shen'lei
盗御冠交托丁兆蕙,dao'yu'guan'jiao'tuo'ding'zhao'hui
道缘偷盗斩魔剑,dao'yuan'tou'dao'zhan'mo'jian
盗珠灯花蝶遭擒获,dao'zhu'deng'hua'die'zao'qin'huo
得古今盆完婚淑女,de'gu'jin'pen'wan'hun'shu'nv
得金宝福随相转,de'jin'bao'fu'sui'xiang'zhuan
得生路仙姑献稻,de'sheng'lu'xian'gu'xian'dao
得私信雷陈遇盟兄,de'si'xin'lei'chen'yu'meng'xiong
得天书符救李秀,de'tian'shu'fu'jiu'li'xiu
德兴店班头见凶僧,de'xing'dian'ban'tou'jian'xiong'seng
邓飞熊逃命奔他方,deng'fei'xiong'tao'ming'ben'ta'fang
邓九公奉敕西征,deng'jiu'gong'feng'chi'xi'zheng
邓九如饭店遇恩星,deng'jiu'ru'fan'dian'yu'en'xing
邓连芳为友找济公,deng'lian'fang'wei'you'zhao'ji'gong
灯前焚捕批古今罕见,deng'qian'fen'bu'pi'gu'jin'han'jian
登曲岸闲游两面国,deng'qu'an'xian'you'liang'mian'guo
邓芮二侯归周主,deng'rui'er'hou'gui'zhou'zhu
登山豹赌气邀拜兄,deng'shan'bao'du'qi'yao'bai'xiong
邓士载偷度阴平,deng'shi'zai'tou'du'yin'ping
邓士载智败姜伯约,deng'shi'zai'zhi'bai'jiang'bo'yue
第八回,di'ba'hui
第八十八回,di'ba'shi'ba'hui
第八十二回,di'ba'shi'er'hui
第八十回,di'ba'shi'hui
第八十九回,di'ba'shi'jiu'hui
第八十六回,di'ba'shi'liu'hui
第八十七回,di'ba'shi'qi'hui
第八十三回,di'ba'shi'san'hui
第八十四回,di'ba'shi'si'hui
第八十五回,di'ba'shi'wu'hui
第八十一回,di'ba'shi'yi'hui
第二回,di'er'hui
第二十八回,di'er'shi'ba'hui
第二十二回,di'er'shi'er'hui
第二十回,di'er'shi'hui
第二十九回,di'er'shi'jiu'hui
第二十六回,di'er'shi'liu'hui
第二十七回,di'er'shi'qi'hui
第二十三回,di'er'shi'san'hui
第二十四回,di'er'shi'si'hui
第二十五回,di'er'shi'wu'hui
第二十一回,di'er'shi'yi'hui
地方寻找庄致和,di'fang'xun'zhao'zhuang'zhi'he
涤垢洗心惟扫塔,di'gou'xi'xin'wei'sao'ta
狄洪道除害斩山魈,di'hong'dao'chu'hai'zhan'shan'xiao
狄洪道打死常德保,di'hong'dao'da'si'chang'de'bao
狄洪道借宿独家村,di'hong'dao'jie'su'du'jia'cun
狄洪道路遇妖人,di'hong'dao'lu'yu'yao'ren
狄洪道千里请师尊,di'hong'dao'qian'li'qing'shi'zun
狄洪道擒皇甫医生,di'hong'dao'qin'huang'fu'yi'sheng
狄洪道失陷王能,di'hong'dao'shi'xian'wang'neng
狄洪道喜遇焦生,di'hong'dao'xi'yu'jiao'sheng
第九回,di'jiu'hui
第九十八回,di'jiu'shi'ba'hui
第九十二回,di'jiu'shi'er'hui
第九十回,di'jiu'shi'hui
第九十九回,di'jiu'shi'jiu'hui
第九十六回,di'jiu'shi'liu'hui
第九十七回,di'jiu'shi'qi'hui
第九十三回,di'jiu'shi'san'hui
第九十四回,di'jiu'shi'si'hui
第九十五回,di'jiu'shi'wu'hui
第九十一回,di'jiu'shi'yi'hui
地君府听审鬼可怕,di'jun'fu'ting'shen'gui'ke'pa
第六回,di'liu'hui
第六十八回,di'liu'shi'ba'hui
第六十二回,di'liu'shi'er'hui
第六十回,di'liu'shi'hui
第六十九回,di'liu'shi'jiu'hui
第六十六回,di'liu'shi'liu'hui
第六十七回,di'liu'shi'qi'hui
第六十三回,di'liu'shi'san'hui
第六十四回,di'liu'shi'si'hui
第六十五回,di'liu'shi'wu'hui
第六十一回,di'liu'shi'yi'hui
第七回,di'qi'hui
第七十八回,di'qi'shi'ba'hui
第七十二回,di'qi'shi'er'hui
第七十回,di'qi'shi'hui
第七十九回,di'qi'shi'jiu'hui
第七十六回,di'qi'shi'liu'hui
第七十七回,di'qi'shi'qi'hui
第七十三回,di'qi'shi'san'hui
第七十四回,di'qi'shi'si'hui
第七十五回,di'qi'shi'wu'hui
第七十一回,di'qi'shi'yi'hui
狄去邪入深穴,di'qu'xie'ru'shen'xue
第三回,di'san'hui
第三十八回,di'san'shi'ba'hui
第三十二回,di'san'shi'er'hui
第三十回,di'san'shi'hui
第三十九回,di'san'shi'jiu'hui
第三十六回,di'san'shi'liu'hui
第三十七回,di'san'shi'qi'hui
第三十三回,di'san'shi'san'hui
第三十四回,di'san'shi'si'hui
第三十五回,di'san'shi'wu'hui
第三十一回,di'san'shi'yi'hui
第十八回,di'shi'ba'hui
第十二回,di'shi'er'hui
第十回,di'shi'hui
第十九回,di'shi'jiu'hui
第十六回,di'shi'liu'hui
第十七回,di'shi'qi'hui
第十三回,di'shi'san'hui
第十四回,di'shi'si'hui
第十五回,di'shi'wu'hui
第十一回,di'shi'yi'hui
第四回,di'si'hui
第四十八回,di'si'shi'ba'hui
第四十二回,di'si'shi'er'hui
第四十回,di'si'shi'hui
第四十九回,di'si'shi'jiu'hui
第四十六回,di'si'shi'liu'hui
第四十七回,di'si'shi'qi'hui
第四十三回,di'si'shi'san'hui
第四十四回,di'si'shi'si'hui
第四十五回,di'si'shi'wu'hui
第四十一回,di'si'shi'yi'hui
第五回,di'wu'hui
第五十八回,di'wu'shi'ba'hui
第五十二回,di'wu'shi'er'hui
第五十回,di'wu'shi'hui
第五十九回,di'wu'shi'jiu'hui
第五十六回,di'wu'shi'liu'hui
第五十七回,di'wu'shi'qi'hui
第五十三回,di'wu'shi'san'hui
第五十四回,di'wu'shi'si'hui
第五十五回,di'wu'shi'wu'hui
第五十一回,di'wu'shi'yi'hui
弟兄送信马家湖,di'xiong'song'xin'ma'jia'hu
弟兄走路遇凶僧,di'xiong'zou'lu'yu'xiong'seng
地穴门侠女显绝技,di'xue'men'xia'nv'xian'jue'ji
第一百回,di'yi'bai'hui
第一回,di'yi'hui
地震,di'zhen
点白犬耍笑惊奸党,dian'bai'quan'shua'xiao'jing'jian'dang
颠道人,dian'dao'ren
点恶梦难度迷人,dian'e'meng'nan'du'mi'ren
点金济众成仙,dian'jin'ji'zhong'cheng'xian
点妙法戏耍同床人,dian'miao'fa'xi'shua'tong'chuang'ren
点奇梦圣僧善度人,dian'qi'meng'sheng'seng'shan'du'ren
店中初会胡从善,dian'zhong'chu'hui'hu'cong'shan
刁姓,diao'xing
叠居奇程客得助,die'ju'qi'cheng'ke'de'zhu
定挨光王婆受贿,ding'ai'guang'wang'po'shou'hui
丁二爷独受蒙汗药,ding'er'ye'du'shou'meng'han'yao
定罚约月姊助风狂,ding'fa'yue'yue'zi'zhu'feng'kuang
丁奉定计斩孙綝,ding'feng'ding'ji'zhan'sun'shen
丁奉雪中奋短兵,ding'feng'xue'zhong'fen'duan'bing
定计策分路找大人,ding'ji'ce'fen'lu'zhao'da'ren
定计妆扮米面客,ding'ji'zhuang'ban'mi'mian'ke
定兰谱颜生识英雄,ding'lan'pu'yan'sheng'shi'ying'xiong
定埋伏陈玉鏖兵,ding'mai'fu'chen'yu'ao'bing
定妙计佛法捉贼人,ding'miao'ji'fo'fa'zhuo'zei'ren
丁前溪,ding'qian'xi
定情品跳出情关,ding'qing'pin'tiao'chu'qing'guan
丁人虎面禀细根由,ding'ren'hu'mian'bing'xi'gen'you
定日盗簪逢场作戏,ding'ri'dao'zan'feng'chang'zuo'xi
定三分隆中决策,ding'san'fen'long'zhong'jue'ce
顶盛典奉命抡才,ding'sheng'dian'feng'ming'lun'cai
丁兆蕙,ding'zhao'hui
丁兆蕙茶铺偷郑新,ding'zhao'hui'cha'pu'tou'zheng'xin
丁兆兰,ding'zhao'lan
丁兆兰无心遇莽汉,ding'zhao'lan'wu'xin'yu'mang'han
丢差使太爷心急燥,diu'chai'shi'tai'ye'xin'ji'zao
丢公文柴杜被捉,diu'gong'wen'chai'du'bei'zhuo
丢官职狭路逢山寇,diu'guan'zhi'xia'lu'feng'shan'kou
丢马龙艾虎寻踪迹,diu'ma'long'ai'hu'xun'zong'ji
洞宾大排天阵,dong'bin'da'pai'tian'zhen
洞宾店遇云房,dong'bin'dian'yu'yun'fang
洞宾二败太子,dong'bin'er'bai'tai'zi
洞宾酒楼画鹤,dong'bin'jiu'lou'hua'he
洞宾私遣椿精,dong'bin'si'qian'chun'jing
洞宾调戏白牡丹,dong'bin'tiao'xi'bai'mu'dan
东窗下夫妻设计,dong'chuang'xia'fu'qi'she'ji
董公子,dong'gong'zi
董国舅内阁受诏,dong'guo'jiu'nei'ge'shou'zhao
东华传道钟离,dong'hua'chuan'dao'zhong'li
董家店双杰被害,dong'jia'dian'shuang'jie'bei'hai
东门遂援立子倭,dong'men'sui'yuan'li'zi'wo
东南山何立见佛,dong'nan'shan'he'li'jian'fo
东平府误陷九纹龙,dong'ping'fu'wu'xian'jiu'wen'long
董生,dong'sheng
董士宏葬亲卖女,dong'shi'hong'zang'qin'mai'nv
董士元欺心求圣僧,dong'shi'yuan'qi'xin'qiu'sheng'seng
董太清妖术设魂瓶,dong'tai'qing'yao'shu'she'hun'ping
董太师大闹凤仪亭,dong'tai'shi'da'nao'feng'yi'ting
洞庭湖二友观山,dong'ting'hu'er'you'guan'shan
东游记,dong'you'ji
东岳庙英雄染疴,dong'yue'miao'ying'xiong'ran'ke
东周列国志,dong'zhou'lie'guo'zhi
斗百草全除旧套,dou'bai'cao'quan'chu'jiu'tao
窦夫人寺中生世子,dou'fu'ren'si'zhong'sheng'shi'zi
斗幻术法官避妖媛,dou'huan'shu'fa'guan'bi'yao'yuan
斗济公暗施阴魂绦,dou'ji'gong'an'shi'yin'hun'tao
窦建德谷口被擒,dou'jian'de'gu'kou'bei'qin
窦建德折将丧师,dou'jian'de'zhe'jiang'sang'shi
斗金风金光服僧道,dou'jin'feng'jin'guang'fu'seng'dao
窦氏,dou'shi
窦线娘飞章弄美,dou'xian'niang'fei'zhang'nong'mei
窦小姐易服走他乡,dou'xiao'jie'yi'fu'zou'ta'xiang
斗叶子敬济输金,dou'ye'zi'jing'ji'shu'jin
睹碑记默喻仙机,du'bei'ji'mo'yu'xian'ji
杜大夫化厉鸣冤,du'dai'fu'hua'li'ming'yuan
都督冥府指翁孙,du'du'ming'fu'zhi'weng'sun
都督巧计解僧头,du'du'qiao'ji'jie'seng'tou
赌符,du'fu
独孤逞妒杀宫妃,du'gu'cheng'du'sha'gong'fei
度孤魂萧禹正空门,du'gu'hun'xiao'yu'zheng'kong'men
独孤生归途闹梦,du'gu'sheng'gui'tu'nao'meng
独家村赠金辞金,du'jia'cun'zeng'jin'ci'jin
独角蛟夜探葵花庄,du'jiao'jiao'ye'tan'kui'hua'zhuang
睹娇容沈三思恶意,du'jiao'rong'shen'san'si'e'yi
独龙桥盟兄擒义弟,du'long'qiao'meng'xiong'qin'yi'di
渡泸水再缚番王,du'lu'shui'zai'fu'fan'wang
杜娘子大破妖党,du'niang'zi'da'po'yao'dang
睹棋枰瓶儿输钞,du'qi'ping'ping'er'shu'chao
笃亲情佳人盼好音,du'qin'qing'jia'ren'pan'hao'yin
杜琴言避祸华公府,du'qin'yan'bi'huo'hua'gong'fu
杜少卿夫妇游山,du'shao'qing'fu'fu'you'shan
杜少卿平居豪举,du'shao'qing'ping'ju'hao'ju
杜慎卿江郡纳姬,du'shen'qing'jiang'jun'na'ji
读圣经贡生逐邪气,du'sheng'jing'gong'sheng'zhu'xie'qi
度势陈词力排众议,du'shi'chen'ci'li'pai'zhong'yi
杜十娘怒沉百宝箱,du'shi'niang'nu'chen'bai'bao'xiang
赌石砚舅甥斗趣,du'shi'yan'jiu'sheng'dou'qu
杜翁,du'weng
杜小雷,du'xiao'lei
赌新歌宝儿博宠,du'xin'ge'bao'er'bo'chong
读血书伤情思旧友,du'xue'shu'shang'qing'si'jiu'you
度议取梁山泊,du'yi'qu'liang'shan'po
杜雍课读侍妾调奸,du'yong'ke'du'shi'qie'tiao'jian
读谕单文华心恐惧,du'yu'dan'wen'hua'xin'kong'ju
杜元帅纳言正位,du'yuan'shuai'na'yan'zheng'wei
读招贤榜有人偷看,du'zhao'xian'bang'you'ren'tou'kan
杜子春三入长安,du'zi'chun'san'ru'chang'an
段春香月下佳期,duan'chun'xiang'yue'xia'jia'qi
段家庄重招新女婿,duan'jia'zhuang'zhong'zhao'xin'nv'xu
断离异不换遭刑杖,duan'li'yi'bu'huan'zao'xing'zhang
断魔归本合元神,duan'mo'gui'ben'he'yuan'shen
断奇案烈妇遇救星,duan'qi'an'lie'fu'yu'jiu'xing
断奇冤奏参封学士,duan'qi'yuan'zou'can'feng'xue'shi
段氏,duan'shi
对虎峪咬金说罗成,dui'hu'yu'yao'jin'shuo'luo'cheng
对莲瓣太守定良缘,dui'lian'ban'tai'shou'ding'liang'yuan
对群花别出心裁,dui'qun'hua'bie'chu'xin'cai
对戏名二言增至四,dui'xi'ming'er'yan'zeng'zhi'si
钝秀才一朝交泰,dun'xiu'cai'yi'zhao'jiao'tai
敦友谊代兄受过,dun'you'yi'dai'xiong'shou'guo
夺冀州袁尚争锋,duo'ji'zhou'yuan'shang'zheng'feng
夺锦标龙舟竞渡,duo'jin'biao'long'zhou'jing'du
堕三都闻人伏法,duo'san'du'wen'ren'fu'fa
夺先锋教场比武,duo'xian'feng'jiao'chang'bi'wu
夺先锋诸将斗勇,duo'xian'feng'zhu'jiang'dou'yong
夺状元枪挑小梁王,duo'zhuang'yuan'qiang'tiao'xiao'liang'wang
恶高珍信口谣言,e'gao'zhen'xin'kou'yao'yan
饿鬼,e'gui
恶奴才勾贼害主人,e'nu'cai'gou'zei'hai'zhu'ren
恶太岁贪色设奸谋,e'tai'sui'tan'se'she'jian'mou
恶姚成识破旧伙计,e'yao'cheng'shi'po'jiu'huo'ji
恶妖道自炼阴风剑,e'yao'dao'zi'lian'yin'feng'jian
恩州驿狐狸死妲己,en'zhou'yi'hu'li'si'da'ji
二班,er'ban
二班头饥饿寻和尚,er'ban'tou'ji'e'xun'he'shang
二佳人愤深同气苦,er'jia'ren'fen'shen'tong'qi'ku
二将军宫门镇鬼,er'jiang'jun'gong'men'zhen'gui
二龙居耍笑凶徒,er'long'ju'shua'xiao'xiong'tu
二绿林行刺济禅师,er'lu'lin'xing'ci'ji'chan'shi
二拍案惊奇,er'pai'an'jing'qi
二强寇定计伤好汉,er'qiang'kou'ding'ji'shang'hao'han
二亲家相打成词,er'qing'jia'xiang'da'cheng'ci
二人连夜奔家乡,er'ren'lian'ye'ben'jia'xiang
二僧荡怪闹龙宫,er'seng'dang'guai'nao'long'gong
二商,er'shang
二侍女夺水起争端,er'shi'nv'duo'shui'qi'zheng'duan
二提刑庭参太尉,er'ti'xing'ting'can'tai'wei
二位姑娘奋勇闹公堂,er'wei'gu'niang'fen'yong'nao'gong'tang
二侠义巧会钟寨主,er'xia'yi'qiao'hui'zhong'zhai'zhu
二仙华山传道,er'xian'hua'shan'chuan'dao
二贤庄卖马识豪杰,er'xian'zhuang'mai'ma'shi'hao'jie
二贤庄知己谈心,er'xian'zhuang'zhi'ji'tan'xin
二心搅乱大乾坤,er'xin'jiao'luan'da'qian'kun
二妖道贪财施邪术,er'yao'dao'tan'cai'shi'xie'shu
二义士误入八卦山,er'yi'shi'wu'ru'ba'gua'shan
二义士夜探天台山,er'yi'shi'ye'tan'tian'tai'shan
二贼见面嘴甜心苦,er'zei'jian'mian'zui'tian'xin'ku
二贼人错杀郑虎,er'zei'ren'cuo'sha'zheng'hu
耳中人,er'zhong'ren
发慈悲戏耍张妙兴,fa'ci'bei'xi'shua'zhang'miao'xing
发慈心仙子下凡尘,fa'ci'xin'xian'zi'xia'fan'chen
发弹子打伤贼将,fa'dan'zi'da'shang'zei'jiang
发号令进攻山寨,fa'hao'ling'jin'gong'shan'zhai
发矫诏诸镇应曹公,fa'jiao'zhao'zhu'zhen'ying'cao'gong
发慷慨储君结伴,fa'kang'kai'chu'jun'jie'ban
发婆心敬诵真经,fa'po'xin'jing'song'zhen'jing
法身元运逢车力,fa'shen'yuan'yun'feng'che'li
发誓愿结拜假意人,fa'shi'yuan'jie'bai'jia'yi'ren
法王成正体天然,fa'wang'cheng'zheng'ti'tian'ran
法性西来逢女国,fa'xing'xi'lai'feng'nv'guo
发阴私诗人被打,fa'yin'si'shi'ren'bei'da
发正言花仙顺时令,fa'zheng'yan'hua'xian'shun'shi'ling
发至论书生尊孟子,fa'zhi'lun'shu'sheng'zun'meng'zi
伐中原武侯上表,fa'zhong'yuan'wu'hou'shang'biao
蕃兵劫败汉军,fan'bing'jie'bai'han'jun
反风灭火败走妖人,fan'feng'mie'huo'bai'zou'yao'ren
泛洪涛虬王报怨,fan'hong'tao'qiu'wang'bao'yuan
樊家庄争鹿招亲,fan'jia'zhuang'zheng'lu'zhao'qin
樊建威冒雪访良朋,fan'jian'wei'mao'xue'fang'liang'peng
翻江鼠奋勇拿喜鸾,fan'jiang'shu'fen'yong'na'xi'luan
翻江鼠蒋平,fan'jiang'shu'jiang'ping
范节级为表兄医脸,fan'jie'ji'wei'biao'xiong'yi'lian
范巨卿鸡黍死生交,fan'ju'qing'ji'shu'si'sheng'jiao
反囹圄俊杰报仇,fan'ling'yu'jun'jie'bao'chou
范鳅儿双镜重圆,fan'qiu'er'shuang'jing'chong'yuan
番僧,fan'seng
范天保弃家逃生,fan'tian'bao'qi'jia'tao'sheng
反天宫诸神捉怪,fan'tian'gong'zhu'shen'zhuo'guai
反武场放走岳鹏举,fan'wu'chang'fang'zou'yue'peng'ju
范学道视学报师恩,fan'xue'dao'shi'xue'bao'shi'en
反燕山罗艺兴兵,fan'yan'shan'luo'yi'xing'bing
返虞城痛惜亲骨肉,fan'yu'cheng'tong'xi'qin'gu'rou
樊於期传檄讨秦王,fan'yu'qi'chuan'xi'tao'qin'wang
方弼方相反朝歌,fang'bi'fang'xiang'fan'zhao'ge
访筹算畅游智佳国,fang'chou'suan'chang'you'zhi'jia'guo
放蝶火驴,fang'die'huo'lv
访故友夫妻得团圆,fang'gu'you'fu'qi'de'tuan'yuan
方国才避难走他方,fang'guo'cai'bi'nan'zou'ta'fang
放黄榜太后考闺才,fang'huang'bang'tai'hou'kao'gui'cai
访济公路见不平,fang'ji'gong'lu'jian'bu'ping
访奸人假公子正法,fang'jian'ren'jia'gong'zi'zheng'fa
放冷箭燕青救主,fang'leng'jian'yan'qing'jiu'zhu
访良友老翁得凶信,fang'liang'you'lao'weng'de'xiong'xin
访娘亲跋涉天涯,fang'niang'qin'ba'she'tian'ya
访朋友书店会潘三,fang'peng'you'shu'dian'hui'pan'san
方汝浩,fang'ru'hao
房山寨双并旧强人,fang'shan'zhai'shuang'bing'jiu'qiang'ren
房文淑,fang'wen'shu
方盐商大闹节孝祠,fang'yan'shang'da'nao'jie'xiao'ci
访妖仙误逢狐大姐,fang'yao'xian'wu'feng'hu'da'jie
访疑案得线七里村,fang'yi'an'de'xian'qi'li'cun
废曹芳魏家果报,fei'cao'fang'wei'jia'guo'bao
翡翠巢边寻旧冢,fei'cui'chao'bian'xun'jiu'zhong
翡翠瓶污羊脂玉秽,fei'cui'ping'wu'yang'zhi'yu'hui
非非设计擒众杰,fei'fei'she'ji'qin'zhong'jie
废汉帝陈留践位,fei'han'di'chen'liu'jian'wei
飞虎归周见子牙,fei'hu'gui'zhou'jian'zi'ya
非幻妖召神劫大寨,fei'huan'yao'zhao'shen'jie'da'zhai
飞剑山嵎斩虎,fei'jian'shan'yu'zhan'hu
飞旧句当筵行妙令,fei'jiu'ju'dang'yan'xing'miao'ling
飞龙诚心拜圣僧,fei'long'cheng'xin'bai'sheng'seng
飞龙岭火炸五雷峰,fei'long'ling'huo'zha'wu'lei'feng
飞天鬼误入万花山,fei'tian'gui'wu'ru'wan'hua'shan
飞霞楼遇旧叙旧,fei'xia'lou'yu'jiu'xu'jiu
飞云关念榜谈故典,fei'yun'guan'nian'bang'tan'gu'dian
飞云子风鉴识英雄,fei'yun'zi'feng'jian'shi'ying'xiong
飞云子名言劝世,fei'yun'zi'ming'yan'quan'shi
飞云子斩除淫恶,fei'yun'zi'zhan'chu'yin'e
费仲计废姜皇后,fei'zhong'ji'fei'jiang'huang'hou
分丹药诸子问前程,fen'dan'yao'zhu'zi'wen'qian'cheng
粉蝶,fen'die
焚金阙董卓行凶,fen'jin'que'dong'zhuo'xing'xiong
粉面郎缠足受困,fen'mian'lang'chan'zu'shou'kun
粉面儒僧逃命,fen'mian'ru'seng'tao'ming
分水兽弃暗投明,fen'shui'shou'qi'an'tou'ming
奋侠义替死救皇娘,fen'xia'yi'ti'si'jiu'huang'niang
分雄师急救南康城,fen'xiong'shi'ji'jiu'nan'kang'cheng
愤冤情哭诉潮神庙,fen'yuan'qing'ku'su'chao'shen'miao
分赃庭二寇被擒,fen'zang'ting'er'kou'bei'qin
汾州狐,fen'zhou'hu
风波亭父子归神,feng'bo'ting'fu'zi'gui'shen
封常清东京募兵,feng'chang'qing'dong'jing'mu'bing
奉宠召众美赴华筵,feng'chong'zhao'zhong'mei'fu'hua'yan
逢丑父易服免君,feng'chou'fu'yi'fu'mian'jun
鄷都御史,feng'dou'yu'shi
逢恶兽唐生被难,feng'e'shou'tang'sheng'bei'nan
奉父谕主仆离故土,feng'fu'yu'zhu'pu'li'gu'tu
冯怀义建节抚硕贞,feng'huai'yi'jian'jie'fu'shuo'zhen
凤凰山下谒骚坛,feng'huang'shan'xia'ye'sao'tan
逢吝夫抽丰又失意,feng'lin'fu'chou'feng'you'shi'yi
冯妈妈说嫁韩爱姐,feng'ma'ma'shuo'jia'han'ai'jie
冯梦龙,feng'meng'long
冯木匠,feng'mu'jiang
封三娘,feng'san'niang
凤山街师徒定奇谋,feng'shan'jie'shi'tu'ding'qi'mou
封神演义,feng'shen'yan'yi
冯生联句狗屁不通,feng'sheng'lian'ju'gou'pi'bu'tong
奉师命趋吉避凶,feng'shi'ming'qu'ji'bi'xiong
奉师命投信马家湖,feng'shi'ming'tou'xin'ma'jia'hu
奉堂谕监斩华云龙,feng'tang'yu'jian'zhan'hua'yun'long
奉堂谕捉拿段山峰,feng'tang'yu'zhuo'na'duan'shan'feng
凤仙,feng'xian
凤仙郡冒天止雨,feng'xian'jun'mao'tian'zhi'yu
逢凶化吉妇可降夫,feng'xiong'hua'ji'fu'ke'jiang'fu
冯谖弹铗客孟尝,feng'xuan'dan'jia'ke'meng'chang
风阳士人,feng'yang'shi'ren
逢贼党述说慈云观,feng'zei'dang'shu'shuo'ci'yun'guan
奉旨征讨守仁督师,feng'zhi'zheng'tao'shou'ren'du'shi
佛法点化救英雄,fo'fa'dian'hua'jiu'ying'xiong
佛门递呈双乌告状,fo'men'di'cheng'shuang'wu'gao'zhuang
佛印师四调琴娘,fo'yin'shi'si'tiao'qin'niang
佛谪金翅鸟降凡,fo'zhe'jin'chi'niao'jiang'fan
赴伯升茶肆遇仁宗,fu'bo'sheng'cha'si'yu'ren'zong
夫差违谏释越,fu'chai'wei'jian'shi'yue
赴佛会赛玉中机,fu'fo'hui'sai'yu'zhong'ji
抚孤寡员外施恩,fu'gu'gua'yuan'wai'shi'en
伏狐,fu'hu
伏皇后为国捐生,fu'huang'hou'wei'guo'juan'sheng
富家郎浪受惊,fu'jia'lang'lang'shou'jing
复两京广平王奏绩,fu'liang'jing'guang'ping'wang'zou'ji
福禄寿三星度世,fu'lu'shou'san'xing'du'shi
服妙药幼子回春,fu'miao'yao'you'zi'hui'chun
缚魔归正乃修身,fu'mo'gui'zheng'nai'xiu'shen
夫人尽孝祈露医睛,fu'ren'jin'xiao'qi'lu'yi'jing
服肉芝延年益寿,fu'rou'zhi'yan'nian'yi'shou
复三关叔宝扬威,fu'san'guan'shu'bao'yang'wei
富三爷细述华公子,fu'san'ye'xi'shu'hua'gong'zi
