霭霭桑柘墟,ai'ai'sang'zhe'xu
孤城倚薄青天近,gu'cheng'yi'bo'qing'tian'jin
锢党纷纷果是非,gu'dang'fen'fen'guo'shi'fei
故地使人嗟,gu'di'shi'ren'jie
古风久凋零,gu'feng'jiu'diao'ling
孤高几百寻,gu'gao'ji'bai'xun
瞽鳏亲父子,gu'guan'qin'fu'zi
故国凄凉谁与问,gu'guo'qi'liang'shei'yu'wen
孤怀未肯开,gu'huai'wei'ken'kai
故交重趼恩何厚,gu'jiao'chong'jian'en'he'hou
故今二三公,gu'jin'er'san'gong
顾景久徘徊,gu'jing'jiu'pai'huai
故就僧房借榻眠,gu'jiu'seng'fang'jie'ta'mian
故窠遗垤尚依然,gu'ke'yi'die'shang'yi'ran
顾林亭,gu'lin'ting
故畦穿斸知何日,gu'qi'chuan'zhu'zhi'he'ri
故情但有吴塘水,gu'qing'dan'you'wu'tang'shui
孤泉静横分,gu'quan'jing'heng'fen
古人白骨生青苔,gu'ren'bai'gu'sheng'qing'tai
古人不见首空回,gu'ren'bu'jian'shou'kong'hui
故人辞禄未忘情,gu'ren'ci'lu'wei'wang'qing
故人耽田里,gu'ren'dan'tian'li
故人恋恋绨袍意,gu'ren'lian'lian'ti'pao'yi
故人莫在眼,gu'ren'mo'zai'yan
故人舍我闭黄壤,gu'ren'she'wo'bi'huang'rang
古人诗字耻无僧,gu'ren'shi'zi'chi'wu'seng
故人岁岁相逢晚,gu'ren'sui'sui'xiang'feng'wan
故人昔日此水上,gu'ren'xi'ri'ci'shui'shang
古人忧乐有违行,gu'ren'you'le'you'wei'xing
故山何处所,gu'shan'he'chu'suo
古声无慆淫,gu'sheng'wu'tao'yin
古寺,gu'si
古松,gu'song
孤桐,gu'tong
故挽一枝春,gu'wan'yi'zhi'chun
顾未知之耳,gu'wei'zhi'zhi'er
顾我病昏惟未死,gu'wo'bing'hun'wei'wei'si
顾我不知天上乐,gu'wo'bu'zhi'tian'shang'le
顾我独无心,gu'wo'du'wu'xin
古屋为风摧,gu'wu'wei'feng'cui
故物一已尽,gu'wu'yi'yi'jin
姑胥郭,gu'xu'guo
故寻西路一登高,gu'xun'xi'lu'yi'deng'gao
古意,gu'yi
故移修竹拟延驺,gu'yi'xiu'zhu'ni'yan'zou
故应留润作花时,gu'ying'liu'run'zuo'hua'shi
毂有故人推,gu'you'gu'ren'tui
故有临邛客,gu'you'lin'qiong'ke
估玉,gu'yu
顾于山水闲,gu'yu'shan'shui'xian
故自有仁政,gu'zi'you'ren'zheng
孤坐鹿裘重,gu'zuo'lu'qiu'zhong
故作酴醾架,gu'zuo'tu'mi'jia
乖离今数旬,guai'li'jin'shu'xun
冠带安能强修饰,guan'dai'an'neng'qiang'xiu'shi
官府今传在赤城,guan'fu'jin'chuan'zai'chi'cheng
冠盖满津亭,guan'gai'man'jin'ting
冠工新意斲檀栾,guan'gong'xin'yi'zhuo'tan'luan
官过楚荀卿,guan'guo'chu'xun'qing
关河旧路频回首,guan'he'jiu'lu'pin'hui'shou
关雎求窈窕,guan'ju'qiu'yao'tiao
官居甚传舍,guan'ju'shen'chuan'she
观空白足宁知处,guan'kong'bai'zu'ning'zhi'chu
观明州图,guan'ming'zhou'tu
关商闭不行,guan'shang'bi'bu'xing
官身难即问刀头,guan'shen'nan'ji'wen'dao'tou
官身有吏责,guan'shen'you'li'ze
惯食虾蟹蛤,guan'shi'xia'xie'ge
官虽众俊后,guan'sui'zhong'jun'hou
关外寻君信马蹄,guan'wai'xun'jun'xin'ma'ti
观王氏雪图,guan'wang'shi'xue'tu
官闲肯便忘,guan'xian'ken'bian'wang
惯作野人多野兴,guan'zuo'ye'ren'duo'ye'xing
光怪邻里惊相传,guang'guai'lin'li'jing'xiang'chuan
光洁写一镜,guang'jie'xie'yi'jing
光景在铭旌,guang'jing'zai'ming'jing
广庭觞圣寿,guang'ting'shang'sheng'shou
光宅,guang'zhai
光宅寺,guang'zhai'si
光宅相仍一水边,guang'zhai'xiang'reng'yi'shui'bian
归庵,gui'an
归帆去棹斜阳里,gui'fan'qu'zhao'xie'yang'li
归骨万里州,gui'gu'wan'li'zhou
归计何时就一廛,gui'ji'he'shi'jiu'yi'chan
归来却怪丹青手,gui'lai'que'guai'dan'qing'shou
归来亦置酒,gui'lai'yi'zhi'jiu
癸卯追感正月十五事,gui'mao'zhui'gan'zheng'yue'shi'wu'shi
归梦不知山水长,gui'meng'bu'zhi'shan'shui'chang
归梦到天涯,gui'meng'dao'tian'ya
桂宁辞月窟,gui'ning'ci'yue'ku
贵气即难攀,gui'qi'ji'nan'pan
归期尚渺然,gui'qi'shang'miao'ran
归期正自凭蓍蔡,gui'qi'zheng'zi'ping'shi'cai
归去莫言天上事,gui'qu'mo'yan'tian'shang'shi
归荣早晚重携手,gui'rong'zao'wan'zhong'xie'shou
归时始觉远,gui'shi'shi'jue'yuan
归卧庐下夕,gui'wo'lu'xia'xi
归燕,gui'yan
归依法,gui'yi'fa
归依佛,gui'yi'fo
归依众,gui'yi'zhong
归欤汝随我,gui'yu'ru'sui'wo
归欤岩崖居,gui'yu'yan'ya'ju
贵者大其领,gui'zhe'da'qi'ling
桂枝香,gui'zhi'xiang
归佐南州县邑新,gui'zuo'nan'zhou'xian'yi'xin
果承当,guo'cheng'dang
果垂猿对攀,guo'chui'yuan'dui'pan
过法云寺,guo'fa'yun'si
过故居,guo'gu'ju
郭解,guo'jie
国赖姜任盛,guo'lai'jiang'ren'sheng
过刘贡甫,guo'liu'gong'fu
过刘全美所居,guo'liu'quan'mei'suo'ju
果然无所求,guo'ran'wu'suo'qiu
国人谁复记前游,guo'ren'shui'fu'ji'qian'you
国人欲识公归处,guo'ren'yu'shi'gong'gui'chu
过山即事,guo'shan'ji'shi
过食新城藕,guo'shi'xin'cheng'ou
过外弟饮,guo'wai'di'yin
过皖口,guo'wan'kou
过徐城,guo'xu'cheng
过杨德逢庄,guo'yang'de'feng'zhuang
海舶破散身沈浮,hai'bo'po'san'shen'shen'fu
还从柳上归,hai'cong'liu'shang'gui
还当采民力,hai'dang'cai'min'li
还见波涛恐我时,hai'jian'bo'tao'kong'wo'shi
还见诗人咏串夷,hai'jian'shi'ren'yong'chuan'yi
还将牢落对沧洲,hai'jiang'lao'luo'dui'cang'zhou
还能满壁写沧洲,hai'neng'man'bi'xie'cang'zhou
还能使人悲,hai'neng'shi'ren'bei
海气冥冥涨楚氛,hai'qi'ming'ming'zhang'chu'fen
还如佛坐道场时,hai'ru'fo'zuo'dao'chang'shi
还伤老大心,hai'shang'lao'da'xin
海棠,hai'tang
海棠花,hai'tang'hua
海棠乱发皆临水,hai'tang'luan'fa'jie'lin'shui
还闻足宾客,hai'wen'zu'bin'ke
还有诗书能慰我,hai'you'shi'shu'neng'wei'wo
还欲诗经纶,hai'yu'shi'jing'lun
海于天地间,hai'yu'tian'di'jian
还欲迎子游山陂,hai'yu'ying'zi'you'shan'bei
还装欲尽喜舟轻,hai'zhuang'yu'jin'xi'zhou'qing
汉兵不道传烽燧,han'bing'bu'dao'chuan'feng'sui
寒城回首意茫然,han'cheng'hui'shou'yi'mang'ran
韩持国从富并州辟,han'chi'guo'cong'fu'bing'zhou'pi
韩持国见访,han'chi'guo'jian'fang
寒虫欲坏户,han'chong'yu'huai'hu
汉恩自浅胡恩深,han'en'zi'qian'hu'en'shen
汉法归成弃市论,han'fa'gui'cheng'qi'shi'lun
汉宫侍女暗垂泪,han'gong'shi'nv'an'chui'lei
韩侯白鹭下清池,han'hou'bai'lu'xia'qing'chi
韩侯冰玉人,han'hou'bing'yu'ren
含怀孰与语,han'huai'shu'yu'yu
寒鸡未一鸣,han'ji'wei'yi'ming
汉家分土建忠良,han'jia'fen'tu'jian'zhong'liang
汉甲如今不解累,han'jia'ru'jin'bu'jie'lei
翰林所宝此两物,han'lin'suo'bao'ci'liang'wu
翰林谪仙人,han'lin'zhe'xian'ren
寒露净毛骨,han'lu'jing'mao'gu
寒露入暮愁衣单,han'lu'ru'mu'chou'yi'dan
含匿不暴陈,han'ni'bu'bao'chen
含情欲语独无处,han'qing'yu'yu'du'wu'chu
汉人烟火起湟中,han'ren'yan'huo'qi'huang'zhong
汉时苏武与张骞,han'shi'su'wu'yu'zhang'qian
寒暑已不疑,han'shu'yi'bu'yi
汉水泱泱绕凤林,han'shui'yang'yang'rao'feng'lin
汉文帝,han'wen'di
汉武,han'wu
汉武得一角,han'wu'de'yi'jiao
寒乡不念丰年瑞,han'xiang'bu'nian'feng'nian'rui
韩信,han'xin
韩信寄食常歉然,han'xin'ji'shi'chang'qian'ran
含蓄略相同,han'xu'lue'xiang'tong
寒穴,han'xue
含意不自得,han'yi'bu'zi'de
汗与水俱滴,han'yu'shui'ju'di
旱云六月涨林莽,han'yun'liu'yue'zhang'lin'mang
韩子,han'zi
韩子当敌勇,han'zi'dang'di'yong
行数鯈鱼宾共乐,hang'shu'chou'yu'bin'gong'le
杭州呈胜之,hang'zhou'cheng'sheng'zhi
杭州望湖楼回马上作呈玉汝乐道,hang'zhou'wang'hu'lou'hui'ma'shang'zuo'cheng'yu'ru'le'dao
杭州修广师法喜堂,hang'zhou'xiu'guang'shi'fa'xi'tang
浩荡八极中,hao'dang'ba'ji'zhong
浩荡摆羁绁,hao'dang'bai'ji'xie
好古乃天禀,hao'gu'nai'tian'bing
浩浩浮南极,hao'hao'fu'nan'ji
浩浩山风吹,hao'hao'shan'feng'chui
浩浩无春愁,hao'hao'wu'chun'chou
濠梁最忆知鱼乐,hao'liang'zui'yi'zhi'yu'le
好恶尚无朕,hao'wu'shang'wu'zhen
好学少为己,hao'xue'shao'wei'ji
好音而睍睆,hao'yin'er'xian'huan
好在毡城莫相忆,hao'zai'zhan'cheng'mo'xiang'yi
和蔡副枢贺平戎庆捷,he'cai'fu'shu'he'ping'rong'qing'jie
和蔡枢密孟夏旦日西府书事,he'cai'shu'mi'meng'xia'dan'ri'xi'fu'shu'shi
何惭在牛后,he'can'zai'niu'hou
河侧鲍生干尚立,he'ce'bao'sheng'gan'shang'li
何尝敢安枕,he'chang'gan'an'zhen
和陈辅秀才金陵书事,he'chen'fu'xiu'cai'jin'ling'shu'shi
何啻释囚钳,he'chi'shi'qiu'qian
和冲卿雪诗并示持国,he'chong'qing'xue'shi'bing'shi'chi'guo
何处难忘酒,he'chu'nan'wang'jiu
何处难忘酒二首,he'chu'nan'wang'jiu'er'shou
和崔公度家风琴八首,he'cui'gong'du'jia'feng'qin'ba'shou
何当强收拾,he'dang'qiang'shou'shi
何当水石他年住,he'dang'shui'shi'ta'nian'zhu
和甫如京师微之置酒,he'fu'ru'jing'shi'wei'zhi'zhi'jiu
和耿天骘同游定林,he'geng'tian'zhi'tong'you'ding'lin
和耿天骘以竹冠见赠四首,he'geng'tian'zhi'yi'zhu'guan'jian'zeng'si'shou
和公辟转运江西,he'gong'pi'zhuan'yun'jiang'xi
何辜造化恩,he'gu'zao'hua'en
和郭公甫,he'guo'gong'fu
荷花落日红酣,he'hua'luo'ri'hong'han
和惠思波上鸥,he'hui'si'bo'shang'ou
和惠思岁二日二绝,he'hui'si'sui'er'ri'er'jue
和惠思韵二首其二,he'hui'si'yun'er'shou'qi'er
和惠思韵二首其一,he'hui'si'yun'er'shou'qi'yi
何胶胶扰扰,he'jiao'jiao'rao'rao
和金陵怀古,he'jin'ling'huai'gu
和近圣人师展季,he'jin'sheng'ren'shi'zhan'ji
和净因有作,he'jing'yin'you'zuo
何苦绿匆匆,he'ku'lv'cong'cong
和刘贡甫燕集之作,he'liu'gong'fu'yan'ji'zhi'zuo
和平甫寄陈正叔,he'ping'fu'ji'chen'zheng'shu
和平父寄道光法师,he'ping'fu'ji'dao'guang'fa'shi
和平甫招道光法师,he'ping'fu'zhao'dao'guang'fa'shi
和平甫舟中望九华山二首,he'ping'fu'zhou'zhong'wang'jiu'hua'shan'er'shou
和气袭万物,he'qi'xi'wan'wu
和栖霞寂照庵僧云渺,he'qi'xia'ji'zhao'an'seng'yun'miao
和气先熏草树心,he'qi'xian'xun'cao'shu'xin
和钱学士喜雪,he'qian'xue'shi'xi'xue
合如扉上镮,he'ru'fei'shang'huan
何如云屋听窗知,he'ru'yun'wu'ting'chuang'zhi
何如直截,he'ru'zhi'jie
何伤小而椭,he'shang'xiao'er'tuo
和舍弟舟上示沈道源,he'she'di'zhou'shang'shi'shen'dao'yuan
和圣俞农具诗十五其八牛衣,he'sheng'yu'nong'ju'shi'shi'wu'qi'ba'niu'yi
和圣俞农具诗十五其七田漏,he'sheng'yu'nong'ju'shi'shi'wu'qi'qi'tian'lou
和圣俞农具诗十五首其二樵斧,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'er'qiao'fu
和圣俞农具诗十五首其九耧种,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'jiu'lou'zhong
和圣俞农具诗十五首其六扬扇,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'liu'yang'shan
和圣俞农具诗十五首其三耕牛,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'san'geng'niu
和圣俞农具诗十五首其十二耰锄,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'shi'er'you'chu
和圣俞农具诗十五首其十耒耜,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'shi'lei'si
和圣俞农具诗十五首其十三袯襫,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'shi'san'bo'shi
和圣俞农具诗十五首其十四台笠,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'shi'si'tai'li
和圣俞农具诗十五首其十一钱镈,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'shi'yi'qian'bo
和圣俞农具诗十五首其四水车,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'si'shui'che
和圣俞农具诗十五首其五牧笛,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'wu'mu'di
和圣俞农具诗十五首其一田庐,he'sheng'yu'nong'ju'shi'shi'wu'shou'qi'yi'tian'lu
何时出得禁酒国,he'shi'chu'de'jin'jiu'guo
何事低徊两鬓霜,he'shi'di'huai'liang'bin'shuang
河势东南吹地坼,he'shi'dong'nan'chui'di'che
何时归相过,he'shi'gui'xiang'guo
何事临池苦学书,he'shi'lin'chi'ku'xue'shu
何时扁舟却顾我,he'shi'pian'zhou'que'gu'wo
何事阌乡有土思,he'shi'wen'xiang'you'tu'si
何时杖屦却相亲,he'shi'zhang'ju'que'xiang'qin
和叔才岸傍古庙,he'shu'cai'an'bang'gu'miao
和叔雪中见过,he'shu'xue'zhong'jian'guo
何似当时万竹蟠,he'si'dang'shi'wan'zhu'pan
何往为吾丘,he'wang'wei'wu'qiu
壑危通细路,he'wei'tong'xi'lu
何物告无期,he'wu'gao'wu'qi
何须貂暖配金寒,he'xu'diao'nuan'pei'jin'han
荷叶初开笋渐抽,he'ye'chu'kai'sun'jian'chou
荷叶相依万盖阴,he'ye'xiang'yi'wan'gai'yin
何用悠悠身后名,he'yong'you'you'shen'hou'ming
何有江令宅,he'you'jiang'ling'zhai
何缘葅醢赐侯王,he'yuan'ju'hai'ci'hou'wang
何知此邂逅,he'zhi'ci'xie'hou
何知夷与惠,he'zhi'yi'yu'hui
何至羑里辱,he'zhi'you'li'ru
恨不洗征衣,hen'bu'xi'zheng'yi
恨未收身恨外高,hen'wei'shou'shen'hen'wai'gao
恨无瑶玉与公舟,hen'wu'yao'yu'yu'gong'zhou
姮娥交月借光辉,heng'e'jiao'yue'jie'guang'hui
横风高弓弩,heng'feng'gao'gong'nu
横贯东南一道泉,heng'guan'dong'nan'yi'dao'quan
横起寒风占作秋,heng'qi'han'feng'zhan'zuo'qiu
鸿宝烧金竟不成,hong'bao'shao'jin'jing'bu'cheng
虹垂斋镬午还晴,hong'chui'zhai'huo'wu'hai'qing
红萼青跗定满杯,hong'e'qing'fu'ding'man'bei
鸿沟天下已横分,hong'gou'tian'xia'yi'heng'fen
红鹤挥不去,hong'he'hui'bu'qu
红鹤声可恶,hong'he'sheng'ke'wu
红鹤喧无数,hong'he'xuan'wu'shu
红笺寄与添烦恼,hong'jian'ji'yu'tian'fan'nao
红葵紫苋复满眼,hong'kui'zi'xian'fu'man'yan
红罗复叠帕紫毡,hong'luo'fu'die'pa'zi'zhan
红绿纷在眠,hong'lv'fen'zai'mian
红嫩妖饶脸薄妆,hong'nen'yao'rao'lian'bao'zhuang
红蕊似嫌尘染污,hong'rui'si'xian'chen'ran'wu
鸿雁归时又北来,hong'yan'gui'shi'you'bei'lai
虹玉丧气山无辉,hong'yu'sang'qi'shan'wu'hui
后殿朝次偶题,hou'dian'chao'ci'ou'ti
后会纵多无此乐,hou'hui'zong'duo'wu'ci'le
后期惆怅老吴蚕,hou'qi'chou'chang'lao'wu'can
后世不复古,hou'shi'bu'fu'gu
后世始倒持,hou'shi'shi'dao'chi
后庭遗曲,hou'ting'yi'qu
后夜肯思幽兴极,hou'ye'ken'si'you'xing'ji
后苑详定书怀,hou'yuan'xiang'ding'shu'huai
胡地马牛归陇底,hu'di'ma'niu'gui'long'di
呼儿取茅竹,hu'er'qu'mao'zhu
呼工琢圭寘神筵,hu'gong'zhuo'gui'tian'shen'yan
湖海独归时,hu'hai'du'gui'shi
湖海离肠欲万周,hu'hai'li'chang'yu'wan'zhou
湖海元丰岁又登,hu'hai'yuan'feng'sui'you'deng
忽忽笼纱两过梅,hu'hu'long'sha'liang'guo'mei
忽忽日北至,hu'hu'ri'bei'zhi
忽忽远枝空,hu'hu'yuan'zhi'kong
忽见空中散漫飞,hu'jian'kong'zhong'san'man'fei
胡皆跃马去,hu'jie'yue'ma'qu
忽看春色满高低,hu'kan'chun'se'man'gao'di
忽看风雨破骄阳,hu'kan'feng'yu'po'jiao'yang
胡马追随出蹛林,hu'ma'zhui'sui'chu'dai'lin
湖寺西南一径开,hu'si'xi'nan'yi'jing'kai
忽随诸彦登龙尾,hu'sui'zhu'yan'deng'long'wei
呼僮羁我果下骝,hu'tong'ji'wo'guo'xia'liu
户外惊尘尺书至,hu'wai'jing'chen'chi'shu'zhi
胡为慕攀踏,hu'wei'mu'pan'ta
胡为太多知,hu'wei'tai'duo'zhi
忽忆初来秋尚早,hu'yi'chu'lai'qiu'shang'zao
忽忆故人今总老,hu'yi'gu'ren'jin'zong'lao
忽值故人乘雪兴,hu'zhi'gu'ren'cheng'xue'xing
花迟亦度柳前春,hua'chi'yi'du'liu'qian'chun
华灯错出映朱尘,hua'deng'cuo'chu'ying'zhu'chen
花底残红漫不收,hua'di'can'hong'man'bu'shou
花底夹衣朝宿卫,hua'di'jia'yi'chao'su'wei
花底幽人自衰槁,hua'di'you'ren'zi'shuai'gao
画蠹微生故可熏,hua'du'wei'sheng'gu'ke'xun
化而不自知,hua'er'bu'zi'zhi
花发蜂递绕,hua'fa'feng'di'rao
华发寻春喜见梅,hua'fa'xun'chun'xi'jian'mei
华盖北瞻夭帝座,hua'gai'bei'zhan'yao'di'zuo
华毂也曾丹,hua'gu'ye'ceng'dan
花间人语趁朝虚,hua'jian'ren'yu'chen'chao'xu
画恐明妃恨,hua'kong'ming'fei'hen
画楼灯烛映残霞,hua'lou'deng'zhu'ying'can'xia
画镂空尔靡冰脂,hua'lou'kong'er'mi'bing'zhi
画墁营职信悠悠,hua'man'ying'zhi'xin'you'you
花木成畦手自栽,hua'mu'cheng'qi'shou'zi'zai
华年相忠去堂堂,hua'nian'xiang'zhong'qu'tang'tang
画史纷纷何足数,hua'shi'fen'fen'he'zu'shu
画史虽非顾虎头,hua'shi'sui'fei'gu'hu'tou
画手空传净戒身,hua'shou'kong'chuan'jing'jie'shen
华堂不着新歌舞,hua'tang'bu'zhao'xin'ge'wu
华堂岂惜万黄金,hua'tang'qi'xi'wan'huang'jin
华亭谷,hua'ting'gu
画图难足,hua'tu'nan'zu
画图时展为君叉,hua'tu'shi'zhan'wei'jun'cha
华阳仙伯有茆卿,hua'yang'xian'bo'you'mao'qing
花亦有知还有恨,hua'yi'you'zhi'hai'you'hen
花影隙中看袅袅,hua'ying'xi'zhong'kan'niao'niao
花影妖饶各占春,hua'ying'yao'rao'ge'zhan'chun
花远没黄鹂,hua'yuan'mei'huang'li
华簪宁易投,hua'zan'ning'yi'tou
花枝到眼春相照,hua'zhi'dao'yan'chun'xiang'zhao
淮湖江海上,huai'hu'jiang'hai'shang
怀禄讵有耻,huai'lu'ju'you'chi
怀禄尚迟留,huai'lu'shang'chi'liu
淮山但有八公名,huai'shan'dan'you'ba'gong'ming
怀乡访古事悠悠,huai'xiang'fang'gu'shi'you'you
坏檐无幕雁归来,huai'yan'wu'mu'yan'gui'lai
怀砖大岘如迎日,huai'zhuan'da'xian'ru'ying'ri
睆彼天上星,huan'bi'tian'shang'xing
欢传市井声,huan'chuan'shi'jing'sheng
桓公井空在,huan'gong'jing'kong'zai
幻化空身即法身,huan'hua'kong'shen'ji'fa'shen
擐甲徂春冬,huan'jia'cu'chun'dong
欢乐欲与少年期,huan'le'yu'yu'shao'nian'qi
獾脯豕腊如炰煎,huan'pu'shi'la'ru'fou'jian
唤取仙人来住此,huan'qu'xian'ren'lai'zhu'ci
欢声连四夷,huan'sheng'lian'si'yi
浣溪沙,huan'xi'sha
欢嚣满耳不可洗,huan'xiao'man'er'bu'ke'xi
缓寻芳草得归迟,huan'xun'fang'cao'de'gui'chi
欢言俟其成,huan'yan'si'qi'cheng
欢娱慈母终一世,huan'yu'ci'mu'zhong'yi'shi
环坐倾杯杓,huan'zuo'qing'bei'shao
荒乘不知疲,huang'cheng'bu'zhi'pi
黄发咨嗟见未曾,huang'fa'zi'jie'jian'wei'ceng
荒歌野舞同醉醒,huang'ge'ye'wu'tong'zui'xing
黄鹤当年瑞卯金,huang'he'dang'nian'rui'mao'jin
黄花漠漠弄秋晖,huang'hua'mo'mo'nong'qiu'hui
黄昏风雨打园林,huang'hun'feng'yu'da'yuan'lin
黄昏信马江城路,huang'hun'xin'ma'jiang'cheng'lu
荒棘自生针,huang'ji'zi'sheng'zhen
黄金杆拨春风手,huang'jin'gan'bo'chun'feng'shou
黄菊晚村深,huang'ju'wan'cun'shen
黄鹂三两声,huang'li'san'liang'sheng
荒林带昏烟,huang'lin'dai'hun'yan
荒林无空枝,huang'lin'wu'kong'zhi
黄芦低摧雪翳土,huang'lu'di'cui'xue'yi'tu
皇明傥予烛,huang'ming'tang'yu'zhu
黄鸟哀子车,huang'niao'ai'zi'che
荒庭终日守陈荄,huang'ting'zhong'ri'shou'chen'gai
黄屋初启圣,huang'wu'chu'qi'sheng
黄屋上衡灊,huang'wu'shang'heng'qian
荒云凉雨水悠悠,huang'yun'liang'yu'shui'you'you
荒哉我中园,huang'zai'wo'zhong'yuan
篁竹荒茅五亩余,huang'zhu'huang'mao'wu'mu'yu
毁车为屋仅容身,hui'che'wei'wu'jin'rong'shen
惠崇晚出吾最许,hui'chong'wan'chu'wu'zui'xu
会当荐还朝,hui'dang'jian'hai'chao
回灯焟夜长,hui'deng'xi'ye'chang
回顾灊楼只自羞,hui'gu'qian'lou'zhi'zi'xiu
挥毫才足记姓字,hui'hao'cai'zu'ji'xing'zi
挥毫何以报明珠,hui'hao'he'yi'bao'ming'zhu
会合常在夜,hui'he'chang'zai'ye
回环两堤奁,hui'huan'liang'di'lian
惠寄舆人诵,hui'ji'yu'ren'song
会将筑室返耕钓,hui'jiang'zhu'shi'fan'geng'diao
慧可忍寒真觉晚,hui'ke'ren'han'zhen'jue'wan
蕙陋虚侵径,hui'lou'xu'qin'jing
回身却望塞南流,hui'shen'que'wang'sai'nan'liu
惠施文字黑如鸦,hui'shi'wen'zi'hei'ru'ya
回首北城无限思,hui'shou'bei'cheng'wu'xian'si
回首尘沙自郁蒸,hui'shou'chen'sha'zi'yu'zheng
回首春城空黯然,hui'shou'chun'cheng'kong'an'ran
回首此时空慕羡,hui'shou'ci'shi'kong'mu'xian
回首纷纷斗筲窄,hui'shou'fen'fen'dou'shao'zhai
回首江南春水生,hui'shou'jiang'nan'chun'shui'sheng
回首旧游成古今,hui'shou'jiu'you'cheng'gu'jin
回首凉秋知未远,hui'shou'liang'qiu'zhi'wei'yuan
回首千岁梦,hui'shou'qian'sui'meng
回首三君谁更似,hui'shou'san'jun'shui'geng'si
回首山林尚渺然,hui'shou'shan'lin'shang'miao'ran
回首上林颜色空,hui'shou'shang'lin'yan'shai'kong
回头,hui'tou
回头不见辛夷发,hui'tou'bu'jian'xin'yi'fa
会须秋叶向人稀,hui'xu'qiu'ye'xiang'ren'xi
会须重曝阮郎裈,hui'xu'zhong'bao'ruan'lang'kun
会有开帆破浪时,hui'you'kai'fan'po'lang'shi
回舆北苑罢倡优,hui'yu'bei'yuan'ba'chang'you
悔予千里不相将,hui'yu'qian'li'bu'xiang'jiang
蕙帐空留鹤,hui'zhang'kong'liu'he
昏昏老南北,hun'hun'lao'nan'bei
浑家醉不知,hun'jia'zui'bu'zhi
魂梦久向东南驰,hun'meng'jiu'xiang'dong'nan'chi
魂梦已稠沓,hun'meng'yi'chou'ta
昏主虽圣臣,hun'zhu'sui'sheng'chen
祸福易欺人,huo'fu'yi'qi'ren
豁然从所如,huo'ran'cong'suo'ru
或是古史书,huo'shi'gu'shi'shu
或缘香火共灵山,huo'yuan'xiang'huo'gong'ling'shan
疾病乘虚亹亹侵,ji'bing'cheng'xu'wei'wei'qin
肌冰绰约如姑射,ji'bing'chuo'yue'ru'gu'ye
既不责施为,ji'bu'ze'shi'wei
既成春服更何忧,ji'cheng'chun'fu'geng'he'you
屐齿尚苔黏,ji'chi'shang'tai'nian
继此方如织,ji'ci'fang'ru'zhi
记得好处常经过,ji'de'hao'chu'chang'jing'guo
肌粉含风冷太真,ji'fen'han'feng'leng'tai'zhen
霁分星斗风雷静,ji'fen'xing'dou'feng'lei'jing
寄公无国寄锺山,ji'gong'wu'guo'ji'zhong'shan
几家能有一絇丝,ji'jia'neng'you'yi'qu'si
几家清坐得轩眉,ji'jia'qing'zuo'de'xuan'mei
机缄谁使然,ji'jian'shui'shi'ran
藉交唯有不赀恩,ji'jiao'wei'you'bu'zi'en
箕倨岂复论官职,ji'ju'qi'fu'lun'guan'zhi
羁客多伤涕自挥,ji'ke'duo'shang'ti'zi'hui
寂寥谁共樽前酒,ji'liao'shui'gong'zun'qian'jiu
棘门灞上徒儿戏,ji'men'ba'shang'tu'er'xi
攲眠似听朝鸡早,ji'mian'si'ting'zhao'ji'zao
鸡鸣黄尘波浪起,ji'ming'huang'chen'bo'lang'qi
鸡鸣起四散,ji'ming'qi'si'san
鸡鸣入省门,ji'ming'ru'sheng'men
寂寞知谁笑与颦,ji'mo'zhi'shui'xiao'yu'pin
几能孩童旧,ji'neng'hai'tong'jiu
几年相约在林丘,ji'nian'xiang'yue'zai'lin'qiu
几年征泪染衣斑,ji'nian'zheng'lei'ran'yi'ban
跻攀欲绝人间世,ji'pan'yu'jue'ren'jian'shi
疾倾横逗势未足,ji'qing'heng'dou'shi'wei'zu
鸡犬无声到泬寥,ji'quan'wu'sheng'dao'jue'liao
汲泉养之花不老,ji'quan'yang'zhi'hua'bu'lao
鸡犬遥闻路却迷,ji'quan'yao'wen'lu'que'mi
羇人乐此忘归思,ji'ren'le'ci'wang'gui'si
寄声但有加餐饭,ji'sheng'dan'you'jia'can'fan
寄声三足阿环鸦,ji'sheng'san'zu'a'huan'ya
寄声万里心绸缪,ji'sheng'wan'li'xin'chou'mou
寄声欲问塞南事,ji'sheng'yu'wen'sai'nan'shi
既食取琴弹,ji'shi'qu'qin'dan
济时尚负生平学,ji'shi'shang'fu'sheng'ping'xue
几时周宅对漳南,ji'shi'zhou'zhai'dui'zhang'nan
鸡黍从容本不谋,ji'shu'cong'rong'ben'bu'mou
几忘温席荐亲闱,ji'wang'wen'xi'jian'qin'wei
