暗撑,an'cheng
填嵌密实,tian'qian'mi'shi
天桥,tian'qiao
天桥楼梯,tian'qiao'lou'ti
天桥爬梯,tian'qiao'pa'ti
天然地基,tian'ran'di'ji
填土,tian'tu
天线杆,tian'xian'gan
天线塔,tian'xian'ta
天线系统,tian'xian'xi'tong
天线引下线,tian'xian'yin'xia'xian
天线引线,tian'xian'yin'xian
天正,tian'zheng
挑板,tiao'ban
调幅,tiao'fu
调幅系数,tiao'fu'xi'shu
调光器,tiao'guang'qi
调光室,tiao'guang'shi
调光台,tiao'guang'tai
调和漆,tiao'he'qi
条基,tiao'ji
挑尖梁,tiao'jian'liang
调节装置,tiao'jie'zhuang'zhi
挑梁,tiao'liang
条石,tiao'shi
跳台,tiao'tai
跳头,tiao'tou
调压器,tiao'ya'qi
挑檐,tiao'yan
挑檐檩,tiao'yan'lin
挑檐石,tiao'yan'shi
跳闸,tiao'zha
铁钉,tie'ding
铁工厂,tie'gong'chang
铁管,tie'guan
铁规,tie'gui
铁轨,tie'gui
铁路规,tie'lu'gui
铁路建筑,tie'lu'jian'zhu
铁算子,tie'suan'zi
铁心线圈,tie'xin'xian'quan
听阈,ting'yu
同步电动机,tong'bu'dian'dong'ji
同步运行,tong'bu'yun'xing
通长,tong'chang
通长筋,tong'chang'jin
筒灯,tong'deng
通断开关,tong'duan'kai'guan
通风道,tong'feng'dao
通风管道,tong'feng'guan'dao
通风柜,tong'feng'gui
通风机,tong'feng'ji
通风机房,tong'feng'ji'fang
通风井,tong'feng'jing
通风孔,tong'feng'kong
通风口,tong'feng'kou
通风设备,tong'feng'she'bei
通风系统,tong'feng'xi'tong
通风系统进口,tong'feng'xi'tong'jin'kou
通风栅门,tong'feng'zha'men
通风装置,tong'feng'zhuang'zhi
筒拱,tong'gong
筒光,tong'guang
砼规,tong'gui
通进深,tong'jin'shen
通面阔,tong'mian'kuo
筒体,tong'ti
筒瓦,tong'wa
通用大样,tong'yong'da'yang
通用构件,tong'yong'gou'jian
通用图,tong'yong'tu
通用图样,tong'yong'tu'yang
桐油,tong'you
透射率,tou'she'lv
透射系数,tou'she'xi'shu
透视图,tou'shi'tu
透水事故,tou'shui'shi'gu
偷心造,tou'xin'zao
凸窗,tu'chuang
土工布,tu'gong'bu
土工格栅,tu'gong'ge'shan
土工膜,tu'gong'mo
图号,tu'hao
图集,tu'ji
土建工程,tu'jian'gong'cheng
图框,tu'kuang
图例说明,tu'li'shuo'ming
图名,tu'ming
土木工程,tu'mu'gong'cheng
土戚,tu'qi
图签,tu'qian
徒手素描,tu'shou'su'miao
图书馆,tu'shu'guan
图纸,tu'zhi
图纸编号,tu'zhi'bian'hao
图纸复制,tu'zhi'fu'zhi
图纸会审,tu'zhi'hui'shen
图纸名称,tu'zhi'ming'cheng
图纸目录,tu'zhi'mu'lu
凸砖层,tu'zhuan'ceng
推板,tui'ban
推拉门,tui'la'men
推山,tui'shan
退台,tui'tai
退晕,tui'yun
托儿所,tuo'er'suo
托架,tuo'jia
托脚,tuo'jiao
脱扣,tuo'kou
脱扣线圈,tuo'kou'xian'quan
托斯卡柱式,tuo'si'ka'zhu'shi
椭圆抛物面壳顶,tuo'yuan'pao'wu'mian'ke'ding
椭圆形壳顶,tuo'yuan'xing'ke'ding
托座,tuo'zuo
挖沟,wa'gou
挖孔桩,wa'kong'zhuang
瓦楞屋顶,wa'leng'wu'ding
瓦时,wa'shi
瓦特,wa'te
瓦特小时,wa'te'xiao'shi
瓦特小时计,wa'te'xiao'shi'ji
外包柱脚,wai'bao'zhu'jiao
外部管道系统,wai'bu'guan'dao'xi'tong
外部结构,wai'bu'jie'gou
外部排水系统,wai'bu'pai'shui'xi'tong
外加剂,wai'jia'ji
外径,wai'jing
外开窗,wai'kai'chuang
外开门,wai'kai'men
外廊,wai'lang
外立面,wai'li'mian
外露排水管,wai'lu'pai'shui'guan
外露式,wai'lu'shi
外露柱脚,wai'lu'zhu'jiao
外门廊,wai'men'lang
外墙,wai'qiang
外墙板,wai'qiang'ban
外墙挂板,wai'qiang'gua'ban
外审,wai'shen
外涂层,wai'tu'ceng
外檐,wai'yan
外延长度,wai'yan'chang'du
外檐柱,wai'yan'zhu
外柱,wai'zhu
万拱,wan'gong
万栱,wan'gong
弯管,wan'guan
弯管机,wan'guan'ji
弯管接头,wan'guan'jie'tou
弯管器,wan'guan'qi
弯剪扭,wan'jian'niu
弯矩,wan'ju
万能胶,wan'neng'jiao
弯扭,wan'niu
弯起,wan'qi
弯起钢筋,wan'qi'gang'jin
万用表,wan'yong'biao
望板,wang'ban
往复泵,wang'fu'beng
网格,wang'ge
网格生成,wang'ge'sheng'cheng
网架,wang'jia
网络安全,wang'luo'an'quan
网络布线系统,wang'luo'bu'xian'xi'tong
网片,wang'pian
望柱头,wang'zhu'tou
网状拱,wang'zhuang'gong
微安,wei'an
微波,wei'bo
微波接收器,wei'bo'jie'shou'qi
微波烤箱,wei'bo'kao'xiang
微波屏蔽门,wei'bo'ping'bi'men
微穿孔吸声结构,wei'chuan'kong'xi'sheng'jie'gou
微动开关,wei'dong'kai'guan
微法,wei'fa
违反劳动纪律,wei'fan'lao'dong'ji'lv
桅杆结构,wei'gan'jie'gou
围焊,wei'han
维护系数,wei'hu'xi'shu
未加工材料,wei'jia'gong'cai'liao
尾景,wei'jing
微气候,wei'qi'hou
卫生间,wei'sheng'jian
卫生间防滑地砖,wei'sheng'jian'fang'hua'di'zhuan
卫生间防滑地砖铺砌,wei'sheng'jian'fang'hua'di'zhuan'pu'qi
卫生间隔断,wei'sheng'jian'ge'duan
卫生间洁具,wei'sheng'jian'jie'ju
危险标志,wei'xian'biao'zhi
危险场所,wei'xian'chang'suo
危险电压,wei'xian'dian'ya
危险化学品,wei'xian'hua'xue'pin
危险化学品泄漏,wei'xian'hua'xue'pin'xie'lou
危险品库,wei'xian'pin'ku
危险物品,wei'xian'wu'pin
危险物质泄露,wei'xian'wu'zhi'xie'lou
危险信号灯,wei'xian'xin'hao'deng
危险有害因素,wei'xian'you'hai'yin'su
位移,wei'yi
位移比,wei'yi'bi
违章指挥,wei'zhang'zhi'hui
违章作业,wei'zhang'zuo'ye
稳定传热,wen'ding'chuan're
温度报警器,wen'du'bao'jing'qi
温度缝,wen'du'feng
温度梯度,wen'du'ti'du
温度调节,wen'du'tiao'jie
温度调节器,wen'du'tiao'jie'qi
温度应力,wen'du'ying'li
温度振辐,wen'du'zhen'fu
吻合效应,wen'he'xiao'ying
文化石,wen'hua'shi
文脉性,wen'mai'xing
文明施工,wen'ming'shi'gong
稳压,wen'ya
稳压电器,wen'ya'dian'qi
稳压器,wen'ya'qi
五踩,wu'cai
五层,wu'ceng
无尘车间,wu'chen'che'jian
物的不安全状态,wu'de'bu'an'quan'zhuang'tai
庑殿,wu'dian
屋顶,wu'ding
屋顶板,wu'ding'ban
屋顶出入孔,wu'ding'chu'ru'kong
屋顶花园,wu'ding'hua'yuan
屋顶机房,wu'ding'ji'fang
屋顶天线,wu'ding'tian'xian
屋顶通风管,wu'ding'tong'feng'guan
屋顶游泳池,wu'ding'you'yong'chi
屋顶织布,wu'ding'zhi'bu
屋废,wu'fei
无缝钢管,wu'feng'gang'guan
无腹筋,wu'fu'jin
无负筋,wu'fu'jin
圬工,wu'gong
污垢,wu'gou
无规噪声,wu'gui'zao'sheng
屋脊,wu'ji
屋基石,wu'ji'shi
无梁楼盖,wu'liang'lou'gai
五临边,wu'lin'bian
屋面板,wu'mian'ban
屋面覆盖板,wu'mian'fu'gai'ban
屋面上人孔,wu'mian'shang'ren'kong
污泥提升泵站,wu'ni'ti'sheng'beng'zhan
污泥脱水间,wu'ni'tuo'shui'jian
五铺作,wu'pu'zuo
污水暗管,wu'shui'an'guan
污水泵,wu'shui'beng
污水泵房,wu'shui'beng'fang
污水池,wu'shui'chi
污水管,wu'shui'guan
污水管道,wu'shui'guan'dao
污水管线,wu'shui'guan'xian
五跳,wu'tiao
五线制,wu'xian'zhi
五芯电缆,wu'xin'dian'lan
屋檐,wu'yan
五叶饰,wu'ye'shi
无障碍设计,wu'zhang'ai'she'ji
细部设计,xi'bu'she'ji
细部装修,xi'bu'zhuang'xiu
细长柱,xi'chang'zhu
吸尘器,xi'chen'qi
吸尘系统,xi'chen'xi'tong
洗涤槽,xi'di'cao
吸顶暗灯,xi'ding'an'deng
吸顶灯,xi'ding'deng
吸顶小灯,xi'ding'xiao'deng
吸附式净化,xi'fu'shi'jing'hua
细骨料,xi'gu'liao
西立面,xi'li'mian
系列化,xi'lie'hua
细木工板,xi'mu'gong'ban
吸气罩,xi'qi'zhao
吸声,xi'sheng
吸声板,xi'sheng'ban
吸声材料,xi'sheng'cai'liao
吸收玻璃,xi'shou'bo'li
吸收式冰箱,xi'shou'shi'bing'xiang
吸收式制冷系统,xi'shou'shi'zhi'leng'xi'tong
吸水水池,xi'shui'shui'chi
熙提,xi'ti
系统集成,xi'tong'ji'cheng
系统控制,xi'tong'kong'zhi
系统设计,xi'tong'she'ji
系统图,xi'tong'tu
樨头,xi'tou
细纹地板,xi'wen'di'ban
细纹图案,xi'wen'tu'an
吸音板,xi'yin'ban
吸音材料,xi'yin'cai'liao
下昂,xia'ang
下层地下室,xia'ceng'di'xia'shi
下插,xia'cha
下沉式天窗,xia'chen'shi'tian'chuang
下枋,xia'fang
夏令时,xia'ling'shi
下冒头,xia'mao'tou
下袅,xia'niao
下排,xia'pai
下皮,xia'pi
下水道人孔,xia'shui'dao'ren'kong
下水道入口,xia'shui'dao'ru'kou
下水道系统,xia'shui'dao'xi'tong
下水管,xia'shui'guan
下铁,xia'tie
下铁上,xia'tie'shang
下铁下,xia'tie'xia
下网,xia'wang
下弦,xia'xian
下悬窗,xia'xuan'chuang
夏至,xia'zhi
下柱墩,xia'zhu'dun
线材,xian'cai
线槽,xian'cao
现场办公室,xian'chang'ban'gong'shi
现场焊,xian'chang'han
现场勘查资料,xian'chang'kan'cha'zi'liao
线电压,xian'dian'ya
线荷载,xian'he'zai
线间电压,xian'jian'dian'ya
现浇,xian'jiao
线脚,xian'jiao
现浇板,xian'jiao'ban
现浇层,xian'jiao'ceng
现浇钢筋混凝土结构,xian'jiao'gang'jin'hun'ning'tu'jie'gou
现浇混凝土,xian'jiao'hun'ning'tu
现浇混凝土垫层,xian'jiao'hun'ning'tu'dian'ceng
现浇混凝土楼板,xian'jiao'hun'ning'tu'lou'ban
现浇混凝土路面,xian'jiao'hun'ning'tu'lu'mian
现浇梁,xian'jiao'liang
线路,xian'lu
线路开关,xian'lu'kai'guan
线路图,xian'lu'tu
线膨胀系数,xian'peng'zhang'xi'shu
氙气灯,xian'qi'deng
线圈,xian'quan
显热负荷,xian're'fu'he
显色性,xian'se'xing
线弹性,xian'tan'xing
纤维板,xian'wei'ban
纤维材料,xian'wei'cai'liao
线形光源,xian'xing'guang'yuan
线型火灾探测器,xian'xing'huo'zai'tan'ce'qi
线载,xian'zai
先张法,xian'zhang'fa
现值,xian'zhi
限值,xian'zhi
现制水磨石,xian'zhi'shui'mo'shi
现制水磨石面,xian'zhi'shui'mo'shi'mian
现制塑料楼地面,xian'zhi'su'liao'lou'di'mian
相别,xiang'bie
相电压,xiang'dian'ya
响度,xiang'du
相对标高,xiang'dui'biao'gao
相对高差,xiang'dui'gao'cha
厢拱,xiang'gong
厢栱,xiang'gong
相关专业,xiang'guan'zhuan'ye
项海帆,xiang'hai'fan
箱涵,xiang'han
橡胶板,xiang'jiao'ban
橡胶地面,xiang'jiao'di'mian
橡胶垫,xiang'jiao'dian
橡胶止水带,xiang'jiao'zhi'shui'dai
橡皮锤,xiang'pi'chui
橡皮垫,xiang'pi'dian
橡皮电缆,xiang'pi'dian'lan
橡皮垫圈,xiang'pi'dian'quan
橡皮减震器,xiang'pi'jian'zhen'qi
橡皮绝缘,xiang'pi'jue'yuan
橡皮绝缘线,xiang'pi'jue'yuan'xian
橡皮线,xiang'pi'xian
镶入式荧光灯,xiang'ru'shi'ying'guang'deng
镶入式荧光灯带,xiang'ru'shi'ying'guang'deng'dai
详图,xiang'tu
相位差,xiang'wei'cha
象眼,xiang'yan
小侧窗,xiao'ce'chuang
消除静电,xiao'chu'jing'dian
销钉,xiao'ding
消毒设备,xiao'du'she'bei
小额枋,xiao'e'fang
消防安全,xiao'fang'an'quan
消防泵,xiao'fang'beng
消防电梯,xiao'fang'dian'ti
消防干管,xiao'fang'gan'guan
消防供水,xiao'fang'gong'shui
消防立管,xiao'fang'li'guan
消防联动,xiao'fang'lian'dong
消防龙头,xiao'fang'long'tou
消防楼梯,xiao'fang'lou'ti
消防入口,xiao'fang'ru'kou
消防设备,xiao'fang'she'bei
消防设施,xiao'fang'she'shi
消防疏散,xiao'fang'shu'san
消防梯,xiao'fang'ti
消防通道,xiao'fang'tong'dao
消防系统,xiao'fang'xi'tong
消防站,xiao'fang'zhan
效果图,xiao'guo'tu
消火栓,xiao'huo'shuan
消火栓泵,xiao'huo'shuan'beng
消极隔振,xiao'ji'ge'zhen
小偏拉,xiao'pian'la
小偏心,xiao'pian'xin
小偏心受压,xiao'pian'xin'shou'ya
小偏压,xiao'pian'ya
小平锹,xiao'ping'qiao
小穹顶,xiao'qiong'ding
消声坑,xiao'sheng'keng
消烟前室,xiao'yan'qian'shi
消音室,xiao'yin'shi
小震,xiao'zhen
小震弹性,xiao'zhen'tan'xing
销子,xiao'zi
泄爆,xie'bao
斜撑,xie'cheng
斜道,xie'dao
斜度,xie'du
谐和感,xie'he'gan
斜截面,xie'jie'mian
斜拉,xie'la
泄漏事故,xie'lou'shi'gu
斜坡道,xie'po'dao
歇山,xie'shan
斜屋顶,xie'wu'ding
楔形塞尺,xie'xing'sai'chi
斜压,xie'ya
斜照型照明器,xie'zhao'xing'zhao'ming'qi
锌板,xin'ban
心电图,xin'dian'tu
新风,xin'feng
新风机组,xin'feng'ji'zu
信号指示器,xin'hao'zhi'shi'qi
新土,xin'tu
行波效应,xing'bo'xiao'ying
型材,xing'cai
行程开关,xing'cheng'kai'guan
型钢,xing'gang
型钢混凝土,xing'gang'hun'ning'tu
型架,xing'jia
形螺栓,xing'luo'shuan
型式,xing'shi
形式生成,xing'shi'sheng'cheng
锈蚀,xiu'shi
修正图,xiu'zheng'tu
徐变,xu'bian
蓄热器,xu're'qi
蓄热屋顶,xu're'wu'ding
虚声源,xu'sheng'yuan
蓄水隔热,xu'shui'ge're
蓄水屋面,xu'shui'wu'mian
悬板活门,xuan'ban'huo'men
悬臂,xuan'bi
悬臂板,xuan'bi'ban
悬臂梁,xuan'bi'liang
悬臂现象,xuan'bi'xian'xiang
旋床,xuan'chuang
悬垂式照明,xuan'chui'shi'zhao'ming
悬吊管,xuan'diao'guan
悬吊重物,xuan'diao'zhong'wu
悬挂楼梯,xuan'gua'lou'ti
悬挂式照明器,xuan'gua'shi'zhao'ming'qi
眩光,xuan'guang
宣礼塔,xuan'li'ta
悬梁,xuan'liang
旋钮开关,xuan'niu'kai'guan
渲染,xuan'ran
悬索,xuan'suo
悬挑,xuan'tiao
悬挑板,xuan'tiao'ban
悬挑构件,xuan'tiao'gou'jian
悬挑脚手架,xuan'tiao'jiao'shou'jia
悬挑梁,xuan'tiao'liang
选择开关,xuan'ze'kai'guan
选择器,xuan'ze'qi
旋转开关,xuan'zhuan'kai'guan
雪压,xue'ya
循环泵,xun'huan'beng
循环水泵,xun'huan'shui'beng
循环水系统,xun'huan'shui'xi'tong
寻杖,xun'zhang
寻杖合角造,xun'zhang'he'jiao'zao
寻杖绞角造,xun'zhang'jiao'jiao'zao
压顶,ya'ding
压花玻璃,ya'hua'bo'li
压降,ya'jiang
压阑石,ya'lan'shi
压力安全装置,ya'li'an'quan'zhuang'zhi
压力泵,ya'li'beng
压力操纵开关,ya'li'cao'zong'kai'guan
压力罐,ya'li'guan
压力开关,ya'li'kai'guan
压力控制,ya'li'kong'zhi
压力控制器,ya'li'kong'zhi'qi
压力容器,ya'li'rong'qi
压力试验,ya'li'shi'yan
压力水箱,ya'li'shui'xiang
压实赶光,ya'shi'gan'guang
压实系数,ya'shi'xi'shu
压缩机房,ya'suo'ji'fang
压缩机组,ya'suo'ji'zu
压条,ya'tiao
压弯,ya'wan
压型钢板,ya'xing'gang'ban
压型制品,ya'xing'zhi'pin
檐壁,yan'bi
檐部,yan'bu
验槽,yan'cao
檐椽,yan'chuan
檐垫板,yan'dian'ban
檐枋,yan'fang
烟感器,yan'gan'qi
烟感系统,yan'gan'xi'tong
檐沟,yan'gou
验筋,yan'jin
檐口,yan'kou
檐檩,yan'lin
眼螺栓,yan'luo'shuan
檐墙,yan'qiang
延时,yan'shi
延时继电器,yan'shi'ji'dian'qi
延时开关,yan'shi'kai'guan
验算,yan'suan
岩土工程勘察规范,yan'tu'gong'cheng'kan'cha'gui'fan
岩土工程师,yan'tu'gong'cheng'shi
岩土师,yan'tu'shi
燕尾螺栓,yan'wei'luo'shuan
燕尾锚具,yan'wei'mao'ju
檐柱,yan'zhu
阳光入射角,yang'guang'ru'she'jiao
养护,yang'hu
养护期,yang'hu'qi
氧化膜,yang'hua'mo
氧化物,yang'hua'wu
阳极板,yang'ji'ban
仰角,yang'jiao
阳角,yang'jiao
养老院,yang'lao'yuan
样品室,yang'pin'shi
扬声器箱,yang'sheng'qi'xiang
仰视透视,yang'shi'tou'shi
仰视图,yang'shi'tu
扬水泵,yang'shui'beng
羊眼螺栓,yang'yan'luo'shuan
羊眼螺丝,yang'yan'luo'si
遥测,yao'ce
咬底,yao'di
腰筋,yao'jin
窑居,yao'ju
腰线,yao'xian
药座,yao'zuo
液化,ye'hua
易爆物料,yi'bao'wu'liao
易爆物品,yi'bao'wu'pin
一泵房,yi'beng'fang
仪表间,yi'biao'jian
仪表盘,yi'biao'pan
异步电动机,yi'bu'dian'dong'ji
异步发电机,yi'bu'fa'dian'ji
一层,yi'ceng
一次回路,yi'ci'hui'lu
一次线路图,yi'ci'xian'lu'tu
一级负荷,yi'ji'fu'he
一级钢,yi'ji'gang
一类,yi'lei
一类场地,yi'lei'chang'di
一类环境,yi'lei'huan'jing
溢流槽,yi'liu'cao
溢流堰,yi'liu'yan
衣帽间,yi'mao'jian
一跑,yi'pao
翼墙,yi'qiang
乙炔瓶,yi'que'ping
易燃固体,yi'ran'gu'ti
易燃气体,yi'ran'qi'ti
易燃物,yi'ran'wu
易燃液体,yi'ran'ye'ti
溢水管,yi'shui'guan
溢水口,yi'shui'kou
一跳,yi'tiao
意向书,yi'xiang'shu
异形板,yi'xing'ban
异性构件,yi'xing'gou'jian
翼形螺母,yi'xing'luo'mu
翼型螺丝,yi'xing'luo'si
异形柱,yi'xing'zhu
翼缘,yi'yuan
移柱法,yi'zhu'fa
隐蔽工程,yin'bi'gong'cheng
隐蔽工程记录,yin'bi'gong'cheng'ji'lu
隐蔽工程验收,yin'bi'gong'cheng'yan'shou
隐蔽工程验收记录,yin'bi'gong'cheng'yan'shou'ji'lu
引风机,yin'feng'ji
阴沟,yin'gou
阴极板,yin'ji'ban
阴角,yin'jiao
隐框幕墙,yin'kuang'mu'qiang
阴螺纹,yin'luo'wen
银幕,yin'mu
引入端,yin'ru'duan
引入线,yin'ru'xian
引下线,yin'xia'xian
阴影模式分析,yin'ying'mo'shi'fen'xi
音质评价标准,yin'zhi'ping'jia'biao'zhun
应变,ying'bian
应变片,ying'bian'pian
荧光灯,ying'guang'deng
荧光灯带,ying'guang'deng'dai
荧光灯启动器,ying'guang'deng'qi'dong'qi
荧光灯照明,ying'guang'deng'zhao'ming
荧光灯镇流器,ying'guang'deng'zhen'liu'qi
荧光反光灯,ying'guang'fan'guang'deng
应急分析系统,ying'ji'fen'xi'xi'tong
应急救援,ying'ji'jiu'yuan
应急救援体系,ying'ji'jiu'yuan'ti'xi
应急平台,ying'ji'ping'tai
应力,ying'li
楹联,ying'lian
硬山,ying'shan
影响区域,ying'xiang'qu'yu
影响因素,ying'xiang'yin'su
硬质塑料,ying'zhi'su'liao
永冻土,yong'dong'tu
用户名称,yong'hu'ming'cheng
永久荷载,yong'jiu'he'zai
永久性建筑,yong'jiu'xing'jian'zhu
油地毡地面,you'di'zhan'di'mian
有毒有害气体,you'du'you'hai'qi'ti
由额,you'e
由额垫板,you'e'dian'ban
有机玻璃,you'ji'bo'li
油漆,you'qi
有色玻璃,you'se'bo'li
有限元,you'xian'yuan
有效感觉噪声级,you'xiao'gan'jue'zao'sheng'ji
有源减噪,you'yuan'jian'zao
油纸,you'zhi
油脂,you'zhi
预拌混凝土,yu'ban'hun'ning'tu
预拌砼,yu'ban'tong
隅撑,yu'cheng
预处理构筑物,yu'chu'li'gou'zhu'wu
预防为主,yu'fang'wei'zhu
预留孔洞,yu'liu'kong'dong
欲埋吊件,yu'mai'diao'jian
预埋钢筋,yu'mai'gang'jin
预埋件,yu'mai'jian
预埋螺栓,yu'mai'luo'shuan
预埋套管,yu'mai'tao'guan
雨棚,yu'peng
浴室,yu'shi
雨水管,yu'shui'guan
雨水井,yu'shui'jing
雨水口,yu'shui'kou
雨水排水道,yu'shui'pai'shui'dao
遇水燃烧物品,yu'shui'ran'shao'wu'pin
雨水系统,yu'shui'xi'tong
预算,yu'suan
预算师,yu'suan'shi
余同,yu'tong
鱼尾螺栓,yu'wei'luo'shuan
预应力,yu'ying'li
预应力管桩,yu'ying'li'guan'zhuang
预制,yu'zhi
预制板,yu'zhi'ban
预制方桩,yu'zhi'fang'zhuang
预制构件,yu'zhi'gou'jian
预制混凝土盖板,yu'zhi'hun'ning'tu'gai'ban
预制混凝土构件,yu'zhi'hun'ning'tu'gou'jian
预制混凝土过梁,yu'zhi'hun'ning'tu'guo'liang
预制空心楼板,yu'zhi'kong'xin'lou'ban
预制楼板,yu'zhi'lou'ban
预制楼梯,yu'zhi'lou'ti
预制水磨石地面,yu'zhi'shui'mo'shi'di'mian
预制桩,yu'zhi'zhuang
预制装配式结构,yu'zhi'zhuang'pei'shi'jie'gou
元宝螺母,yuan'bao'luo'mu
元宝螺丝,yuan'bao'luo'si
圆攒尖,yuan'cuan'jian
圆钉,yuan'ding
圆砾层,yuan'li'ceng
袁林华,yuan'lin'hua
圆楼梯,yuan'lou'ti
原木,yuan'mu
元盘电锯,yuan'pan'dian'ju
元盘锯,yuan'pan'ju
圆球灯罩,yuan'qiu'deng'zhao
原水磨石,yuan'shui'mo'shi
原位标注,yuan'wei'biao'zhu
圆形荧光灯,yuan'xing'ying'guang'deng
乐池,yue'chi
约束边缘构件,yue'shu'bian'yuan'gou'jian
月台,yue'tai
运距,yun'ju
云石切割机,yun'shi'qie'ge'ji
运输滑道,yun'shu'hua'dao
杂填土,za'tian'tu
载波,zai'bo
载波电流,zai'bo'dian'liu
在建工程,zai'jian'gong'cheng
载流容量,zai'liu'rong'liang
錾子,zan'zi
造价师,zao'jia'shi
澡盆,zao'pen
早强混凝土,zao'qiang'hun'ning'tu
噪声冲击,zao'sheng'chong'ji
噪声级,zao'sheng'ji
噪声控制,zao'sheng'kong'zhi
噪声评价数,zao'sheng'ping'jia'shu
造型天花,zao'xing'tian'hua
皂液盒,zao'ye'he
噪音控制,zao'yin'kong'zhi
噪音污染,zao'yin'wu'ran
增压变压器,zeng'ya'bian'ya'qi
闸刀开关,zha'dao'kai'guan
闸阀,zha'fa
栅栏,zha'lan
闸流管,zha'liu'guan
斩假石做法,zhan'jia'shi'zuo'fa
粘接接合,zhan'jie'jie'he
粘接强度,zhan'jie'qiang'du
粘接试验,zhan'jie'shi'yan
粘土层,zhan'tu'ceng
障碍灯,zhang'ai'deng
胀管螺栓,zhang'guan'luo'shuan
障景,zhang'jing
胀圈,zhang'quan
照度计,zhao'du'ji
照度均匀度,zhao'du'jun'yun'du
照度曲线,zhao'du'qu'xian
着火性能,zhao'huo'xing'neng
照明,zhao'ming
照明变压器,zhao'ming'bian'ya'qi
照明布线,zhao'ming'bu'xian
照明出线口,zhao'ming'chu'xian'kou
照明灯具,zhao'ming'deng'ju
照明负荷,zhao'ming'fu'he
照明干线选,zhao'ming'gan'xian'xuan
照明环境,zhao'ming'huan'jing
照明控制,zhao'ming'kong'zhi
照明控制室,zhao'ming'kong'zhi'shi
照明配电盘,zhao'ming'pei'dian'pan
照明配电箱,zhao'ming'pei'dian'xiang
照明平面图,zhao'ming'ping'mian'tu
照明设计,zhao'ming'she'ji
兆欧表,zhao'ou'biao
找平,zhao'ping
找平层,zhao'ping'ceng
找坡,zhao'po
沼气池,zhao'qi'chi
照像馆,zhao'xiang'guan
找形,zhao'xing
沼泽园,zhao'ze'yuan
沼泽植物,zhao'ze'zhi'wu
折板屋顶,zhe'ban'wu'ding
折倒剖,zhe'dao'pou
折倒剖面,zhe'dao'pou'mian
折叠窗,zhe'die'chuang
折叠门,zhe'die'men
遮光角,zhe'guang'jiao
折减,zhe'jian
折减系数,zhe'jian'xi'shu
折梁,zhe'liang
折射,zhe'she
折现率,zhe'xian'lv
遮阳,zhe'yang
遮阳时间,zhe'yang'shi'jian
遮阳特性图,zhe'yang'te'xing'tu
折中主义,zhe'zhong'zhu'yi
折皱,zhe'zhou
振荡电路,zhen'dang'dian'lu
振荡器,zhen'dang'qi
振捣,zhen'dao
振捣棒,zhen'dao'bang
振动板,zhen'dong'ban
振动等响曲线,zhen'dong'deng'xiang'qu'xian
振动力学,zhen'dong'li'xue
振动试验,zhen'dong'shi'yan
针灸部,zhen'jiu'bu
针灸室,zhen'jiu'shi
真空泵,zhen'kong'beng
真空采暖系统,zhen'kong'cai'nuan'xi'tong
真空系统,zhen'kong'xi'tong
镇流器,zhen'liu'qi
诊室,zhen'shi
振型,zhen'xing
针叶植物,zhen'ye'zhi'wu
针织厂,zhen'zhi'chang
珍珠岩,zhen'zhu'yan
正常照明,zheng'chang'zhao'ming
蒸发冷凝器,zheng'fa'leng'ning'qi
蒸发量,zheng'fa'liang
蒸发器,zheng'fa'qi
正脊,zheng'ji
整剪绿篱,zheng'jian'lv'li
整浇层,zheng'jiao'ceng
正截面,zheng'jie'mian
整流器,zheng'liu'qi
蒸馏水,zheng'liu'shui
蒸馏水系统,zheng'liu'shui'xi'tong
整流装置,zheng'liu'zhuang'zhi
正门,zheng'men
正面入口,zheng'mian'ru'kou
蒸汽泵,zheng'qi'beng
蒸汽采暖系统,zheng'qi'cai'nuan'xi'tong
蒸汽干管,zheng'qi'gan'guan
蒸汽管,zheng'qi'guan
蒸汽管线,zheng'qi'guan'xian
蒸汽扩散,zheng'qi'kuo'san
蒸汽冷凝,zheng'qi'leng'ning
蒸汽喷射热水系统,zheng'qi'pen'she're'shui'xi'tong
蒸汽压力,zheng'qi'ya'li
证券交易所,zheng'quan'jiao'yi'suo
证人室,zheng'ren'shi
整石墙,zheng'shi'qiang
整体面层,zheng'ti'mian'ceng
整体式空调器,zheng'ti'shi'kong'tiao'qi
整体稳定,zheng'ti'wen'ding
正吻,zheng'wen
正心拱,zheng'xin'gong
正心瓜栱,zheng'xin'gua'gong
正心桁,zheng'xin'heng
正心慢栱,zheng'xin'man'gong
正心万栱,zheng'xin'wan'gong
整形草坪,zheng'xing'cao'ping
整形花坛,zheng'xing'hua'tan
整型树,zheng'xing'shu
整形种植,zheng'xing'zhong'zhi
值班室,zhi'ban'shi
值班巡视系统,zhi'ban'xun'shi'xi'tong
植被隔热,zhi'bei'ge're
指北针,zhi'bei'zhen
制冰间,zhi'bing'jian
纸草花式柱,zhi'cao'hua'shi'zhu
滞尘植物,zhi'chen'zhi'wu
支撑胎架,zhi'cheng'tai'jia
支撑体系,zhi'cheng'ti'xi
直达声,zhi'da'sheng
质感,zhi'gan
肢高肢厚比,zhi'gao'zhi'hou'bi
制管厂,zhi'guan'chang
止回阀,zhi'hui'fa
指挥塔,zhi'hui'ta
滞回阻尼,zhi'hui'zu'ni
