阿保机,a'bao'ji
学统五十三卷淸熊赐履撰,xue'tong'wu'shi'san'juan'qing'xiong'ci'lv'zhuan
薛文淸公从政录一卷明薛瑄撰,xue'wen'qing'gong'cong'zheng'lu'yi'juan'ming'xue'xuan'zhuan
薛文淸公从政录一卷明薛瑄撰据宝颜堂秘笈本排印,xue'wen'qing'gong'cong'zheng'lu'yi'juan'ming'xue'xuan'zhuan'ju'bao'yan'tang'mi'ji'ben'pai'yin
薛文淸公读书录八卷明薛瑄撰,xue'wen'qing'gong'du'shu'lu'ba'juan'ming'xue'xuan'zhuan
薛文淸公读书录八卷明薛瑄撰据正谊堂全书本排印,xue'wen'qing'gong'du'shu'lu'ba'juan'ming'xue'xuan'zhuan'ju'zheng'yi'tang'quan'shu'ben'pai'yin
薛文清公要言,xue'wen'qing'gong'yao'yan
学习过程夏承枫上海商务印书馆影印,xue'xi'guo'cheng'xia'cheng'feng'shang'hai'shang'wu'yin'shu'guan'ying'yin
学校卫生论程翰章上海商务印书馆影印,xue'xiao'wei'sheng'lun'cheng'han'zhang'shang'hai'shang'wu'yin'shu'guan'ying'yin
学校卫生上官悟尘上海商务印书馆影印,xue'xiao'wei'sheng'shang'guan'wu'chen'shang'hai'shang'wu'yin'shu'guan'ying'yin
学校问一卷淸毛奇龄撰,xue'xiao'wen'yi'juan'qing'mao'qi'ling'zhuan
学校问一卷淸毛奇龄撰据艺海珠尘本排印,xue'xiao'wen'yi'juan'qing'mao'qi'ling'zhuan'ju'yi'hai'zhu'chen'ben'pai'yin
学校之建筑与设备上海商务印书馆影印,xue'xiao'zhi'jian'zhu'yu'she'bei'shang'hai'shang'wu'yin'shu'guan'ying'yin
学校之视察与指导高君珊上海商务印书馆影印,xue'xiao'zhi'shi'cha'yu'zhi'dao'gao'jun'shan'shang'hai'shang'wu'yin'shu'guan'ying'yin
薛瑄谷中虚,xue'xuan'gu'zhong'xu
薛雪,xue'xue
雪烟过眼录二卷宋周密撰据十万卷楼丛书本排印,xue'yan'guo'yan'lu'er'juan'song'zhou'mi'zhuan'ju'shi'wan'juan'lou'cong'shu'ben'pai'yin
学易集八卷宋李跂撰,xue'yi'ji'ba'juan'song'li'qi'zhuan
学易记五卷明金贲亨撰,xue'yi'ji'wu'juan'ming'jin'ben'heng'zhuan
学医随笔一卷宋魏了翁撰,xue'yi'sui'bi'yi'juan'song'wei'le'weng'zhuan
学医随笔一卷宋魏了翁撰据学海类编本排印,xue'yi'sui'bi'yi'juan'song'wei'le'weng'zhuan'ju'xue'hai'lei'bian'ben'pai'yin
薛应旗,xue'ying'qi
学斋占毕,xue'zhai'zhan'bi
学斋占毕四卷宋史绳祖撰据百川学海本排印,xue'zhai'zhan'bi'si'juan'song'shi'sheng'zu'zhuan'ju'bai'chuan'xue'hai'ben'pai'yin
薛昭传一卷唐撰,xue'zhao'chuan'yi'juan'tang'zhuan
血证论,xue'zheng'lun
学治说赘一卷淸汪辉祖撰,xue'zhi'shuo'zhui'yi'juan'qing'wang'hui'zu'zhuan
学治说赘一卷淸汪辉祖撰据读画斋丛书本排印,xue'zhi'shuo'zhui'yi'juan'qing'wang'hui'zu'zhuan'ju'du'hua'zhai'cong'shu'ben'pai'yin
学制许崇清上海商务印书馆影印,xue'zhi'xu'chong'qing'shang'hai'shang'wu'yin'shu'guan'ying'yin
学治续说一卷淸汪辉祖撰,xue'zhi'xu'shuo'yi'juan'qing'wang'hui'zu'zhuan
学治续说一卷淸汪辉祖撰据读画斋丛书本排印,xue'zhi'xu'shuo'yi'juan'qing'wang'hui'zu'zhuan'ju'du'hua'zhai'cong'shu'ben'pai'yin
学治臆说二卷淸汪辉祖撰,xue'zhi'yi'shuo'er'juan'qing'wang'hui'zu'zhuan
学治臆说二卷淸汪辉祖撰据读画斋丛书本排印,xue'zhi'yi'shuo'er'juan'qing'wang'hui'zu'zhuan'ju'du'hua'zhai'cong'shu'ben'pai'yin
薛子道论三卷明薛瑄撰,xue'zi'dao'lun'san'juan'ming'xue'xuan'zhuan
薛子道论一卷明薛瑄撰据百陵学山本影印,xue'zi'dao'lun'yi'juan'ming'xue'xuan'zhuan'ju'bai'ling'xue'shan'ben'ying'yin
薛子庸语,xue'zi'yong'yu
询蒭录一卷明陈沂撰,xun'chu'lu'yi'juan'ming'chen'yi'zhuan
循道宪仁,xun'dao'xian'ren
寻芳咏二卷明周履靖撰,xun'fang'yong'er'juan'ming'zhou'lv'jing'zhuan
循陔纂闻,xun'gai'zuan'wen
逊功圣文,xun'gong'sheng'wen
循环器病戴棣龄上海商务印书馆影印,xun'huan'qi'bing'dai'di'ling'shang'hai'shang'wu'yin'shu'guan'ying'yin
训练法范寿康上海商务印书馆影印,xun'lian'fa'fan'shou'kang'shang'hai'shang'wu'yin'shu'guan'ying'yin
殉身录一卷明裘玉撰,xun'shen'lu'yi'juan'ming'qiu'yu'zhuan
蟫史集,xun'shi'ji
训俗遗规,xun'su'yi'gui
寻找食人部落,xun'zhao'shi'ren'bu'luo
逊志斋集明方孝孺,xun'zhi'zhai'ji'ming'fang'xiao'ru
荀子,xun'zi
荀子集解,xun'zi'ji'jie
荀子集解王先谦上海商务印书馆影印,xun'zi'ji'jie'wang'xian'qian'shang'hai'shang'wu'yin'shu'guan'ying'yin
荀子考异,xun'zi'kao'yi
荀子评注,xun'zi'ping'zhu
荀子微言,xun'zi'wei'yan
荀子校,xun'zi'xiao
训子言一卷明袁黄撰据稗乘本影印,xun'zi'yan'yi'juan'ming'yuan'huang'zhuan'ju'bai'cheng'ben'ying'yin
荀子叶绍钧上海商务印书馆影印,xun'zi'ye'shao'jun'shang'hai'shang'wu'yin'shu'guan'ying'yin
荀子哲学陈登元上海商务印书馆影印,xun'zi'zhe'xue'chen'deng'yuan'shang'hai'shang'wu'yin'shu'guan'ying'yin
亚达斯,ya'da'si
亚丹斯密刘秉麟上海商务印书馆影印,ya'dan'si'mi'liu'bing'lin'shang'hai'shang'wu'yin'shu'guan'ying'yin
亚丹斯密原富严复上海商务印书馆影印,ya'dan'si'mi'yuan'fu'yan'fu'shang'hai'shang'wu'yin'shu'guan'ying'yin
崖考古录,ya'kao'gu'lu
雅肯静坐心理学,ya'ken'jing'zuo'xin'li'xue
亚里士多德十讲,ya'li'shi'duo'de'shi'jiang
亚理斯多德范寿康上海商务印书馆影印,ya'li'si'duo'de'fan'shou'kang'shang'hai'shang'wu'yin'shu'guan'ying'yin
亚里斯多德全集,ya'li'si'duo'de'quan'ji
亚理斯多德政治学吴颂皋译上海商务印书馆影印,ya'li'si'duo'de'zheng'zhi'xue'wu'song'gao'yi'shang'hai'shang'wu'yin'shu'guan'ying'yin
哑铃与棍棒体操李培藻上海商务印书馆影印,ya'ling'yu'gun'bang'ti'cao'li'pei'zao'shang'hai'shang'wu'yin'shu'guan'ying'yin
鸦片战争武干编蒋尊簋校上海商务印书馆影印,ya'pian'zhan'zheng'wu'gan'bian'jiang'zun'gui'xiao'shang'hai'shang'wu'yin'shu'guan'ying'yin
压伤的芦苇,ya'shang'de'lu'wei
雅述,ya'shu
雅颂新考刘毓庆太原山西高校联合出版社,ya'song'xin'kao'liu'yu'qing'tai'yuan'shan'xi'gao'xiao'lian'he'chu'ban'she
雅颂新考姚奠中文艺研究,ya'song'xin'kao'yao'dian'zhong'wen'yi'yan'jiu
雅颂选译陈子展上海古典文学出版社,ya'song'xuan'yi'chen'zi'zhan'shang'hai'gu'dian'wen'xue'chu'ban'she
雅颂选译陈子展上海古籍出版社,ya'song'xuan'yi'chen'zi'zhan'shang'hai'gu'ji'chu'ban'she
雅颂选译增订本陈子展撰上海古籍出版社,ya'song'xuan'yi'zeng'ding'ben'chen'zi'zhan'zhuan'shang'hai'gu'ji'chu'ban'she
雅笑,ya'xiao
偃曝谈余二卷明陈继儒撰,yan'bao'tan'yu'er'juan'ming'chen'ji'ru'zhuan
檐曝杂记六卷,yan'bao'za'ji'liu'juan
眼病刘雄上海商务印书馆影印,yan'bing'liu'xiong'shang'hai'shang'wu'yin'shu'guan'ying'yin
衍波词二卷附录一卷淸王士禛撰据榆园丛刻本排印,yan'bo'ci'er'juan'fu'lu'yi'juan'qing'wang'shi'zhen'zhuan'ju'yu'yuan'cong'ke'ben'pai'yin
衍波词一卷淸孙荪意撰,yan'bo'ci'yi'juan'qing'sun'sun'yi'zhuan
烟草谱,yan'cao'pu
延昌,yan'chang
阎纯玺,yan'chun'xi
燕丹子,yan'dan'zi
燕丹子传三卷淸孙星衍辑,yan'dan'zi'chuan'san'juan'qing'sun'xing'yan'ji
燕丹子三卷淸孙星衍校据平津馆丛书本排印,yan'dan'zi'san'juan'qing'sun'xing'yan'xiao'ju'ping'jin'guan'cong'shu'ben'pai'yin
盐法考略一卷明丘浚撰,yan'fa'kao'lue'yi'juan'ming'qiu'jun'zhuan
盐法考略一卷明丘浚撰据学海类编本排印,yan'fa'kao'lue'yi'juan'ming'qiu'jun'zhuan'ju'xue'hai'lei'bian'ben'pai'yin
严复,yan'fu
严复译,yan'fu'yi
延光,yan'guang
延光元年,yan'guang'yuan'nian
延和,yan'he
咽喉脉证通论,yan'hou'mai'zheng'tong'lun
研几录,yan'ji'lu
燕几图一卷宋黄伯思撰景欣赏编本,yan'ji'tu'yi'juan'song'huang'bo'si'zhuan'jing'xin'shang'bian'ben
燕几图一卷宋黄伯思撰据欣赏编本影印,yan'ji'tu'yi'juan'song'huang'bo'si'zhuan'ju'xin'shang'bian'ben'ying'yin
研几图一卷宋王柏撰据金华丛书本影印,yan'ji'tu'yi'juan'song'wang'bai'zhuan'ju'jin'hua'cong'shu'ben'ying'yin
炎徼纪闻四卷明田汝成撰,yan'jiao'ji'wen'si'juan'ming'tian'ru'cheng'zhuan
揅经室集一集十四卷二集八卷三集五卷四集二卷四集诗十一卷淸阮元撰据文选,yan'jing'shi'ji'yi'ji'shi'si'juan'er'ji'ba'juan'san'ji'wu'juan'si'ji'er'juan'si'ji'shi'shi'yi'juan'qing'ruan'yuan'zhuan'ju'wen'xuan
揅经室诗录五卷淸阮元撰,yan'jing'shi'shi'lu'wu'juan'qing'ruan'yuan'zhuan
揅经室诗录五卷淸阮元撰据文选楼丛书本排印,yan'jing'shi'shi'lu'wu'juan'qing'ruan'yuan'zhuan'ju'wen'xuan'lou'cong'shu'ben'pai'yin
揅经室十四卷二集八卷三集五卷四集二卷四集诗十一卷淸阮元撰,yan'jing'shi'shi'si'juan'er'ji'ba'juan'san'ji'wu'juan'si'ji'er'juan'si'ji'shi'shi'yi'juan'qing'ruan'yuan'zhuan
揅经室续集十一卷淸阮元撰,yan'jing'shi'xu'ji'shi'yi'juan'qing'ruan'yuan'zhuan
揅经室续集十一卷淸阮元撰据文选楼丛书本排印,yan'jing'shi'xu'ji'shi'yi'juan'qing'ruan'yuan'zhuan'ju'wen'xuan'lou'cong'shu'ben'pai'yin
研经言,yan'jing'yan
研究论文精选集,yan'jiu'lun'wen'jing'xuan'ji
延康,yan'kang
延康元年,yan'kang'yuan'nian
严可均,yan'ke'jun
燕乐考原六卷淸凌廷勘撰,yan'le'kao'yuan'liu'juan'qing'ling'ting'kan'zhuan
燕乐考原六卷淸凌廷堪撰据粤雅堂丛书本排印,yan'le'kao'yuan'liu'juan'qing'ling'ting'kan'zhuan'ju'yue'ya'tang'cong'shu'ben'pai'yin
演连珠编一卷明王祎撰,yan'lian'zhu'bian'yi'juan'ming'wang'yi'zhuan
颜料及涂料戴济上海商务印书馆影印,yan'liao'ji'tu'liao'dai'ji'shang'hai'shang'wu'yin'shu'guan'ying'yin
鷃林子五卷坿校讹一卷坿续校一卷明赵釴撰淸胡珽撰校讹淸董金鉴撰续校,yan'lin'zi'wu'juan'fu'xiao'e'yi'juan'fu'xu'xiao'yi'juan'ming'zhao'yi'zhuan'qing'hu'ting'zhuan'xiao'e'qing'dong'jin'jian'zhuan'xu'xiao
严陵集九卷宋董棻辑,yan'ling'ji'jiu'juan'song'dong'fen'ji
严陵集九卷宋董棻辑据渐西村舍丛刊本排印,yan'ling'ji'jiu'juan'song'dong'fen'ji'ju'jian'xi'cun'she'cong'kan'ben'pai'yin
延令宋板书目,yan'ling'song'ban'shu'mu
延露词清彭孙,yan'lu'ci'qing'peng'sun
延平,yan'ping
延平元年,yan'ping'yuan'nian
烟谱,yan'pu
巗栖幽事一卷明陈继儒撰,yan'qi'you'shi'yi'juan'ming'chen'ji'ru'zhuan
岩栖幽事一卷明陈继儒撰据宝颜堂秘笈本排印,yan'qi'you'shi'yi'juan'ming'chen'ji'ru'zhuan'ju'bao'yan'tang'mi'ji'ben'pai'yin
阎潜邱先生若璩年谱四卷淸张穆撰,yan'qian'qiu'xian'sheng'ruo'qu'nian'pu'si'juan'qing'zhang'mu'zhuan
弇山草衣,yan'shan'cao'yi
演山省翁活幼口议,yan'shan'sheng'weng'huo'you'kou'yi
俨山外纂,yan'shan'wai'zuan
俨山纂录,yan'shan'zuan'lu
俨山纂录一卷明陆深撰据百陵学山本排印,yan'shan'zuan'lu'yi'juan'ming'lu'shen'zhuan'ju'bai'ling'xue'shan'ben'pai'yin
晏氏春秋音义二卷淸孙星衍撰,yan'shi'chun'qiu'yin'yi'er'juan'qing'sun'xing'yan'zhuan
颜师古,yan'shi'gu
严式诲,yan'shi'hui
颜氏家藏尺牍四卷坿姓氏考一卷淸颜光敏辑,yan'shi'jia'cang'chi'du'si'juan'fu'xing'shi'kao'yi'juan'qing'yan'guang'min'ji
颜氏家训,yan'shi'jia'xun
颜氏家训补校注,yan'shi'jia'xun'bu'jiao'zhu
颜氏家训解读,yan'shi'jia'xun'jie'du
颜氏家训七卷注补并重校一卷注补正一卷王子年重校记一卷北齐颜之推撰淸赵,yan'shi'jia'xun'qi'juan'zhu'bu'bing'zhong'xiao'yi'juan'zhu'bu'zheng'yi'juan'wang'zi'nian'zhong'xiao'ji'yi'juan'bei'qi'yan'zhi'tui'zhuan'qing'zhao
颜氏家训注清赵曦明注,yan'shi'jia'xun'zhu'qing'zhao'xi'ming'zhu
颜氏学记,yan'shi'xue'ji
颜氏学记颜元上海商务印书馆影印,yan'shi'xue'ji'yan'yuan'shang'hai'shang'wu'yin'shu'guan'ying'yin
燕史一卷后魏高闾撰,yan'shi'yi'juan'hou'wei'gao'lv'zhuan
砚史一卷宋米芾撰,yan'shi'yi'juan'song'mi'fu'zhuan
砚史一卷宋米芾撰据百川学海本排印,yan'shi'yi'juan'song'mi'fu'zhuan'ju'bai'chuan'xue'hai'ben'pai'yin
燕市杂诗一卷明于燕芳撰,yan'shi'za'shi'yi'juan'ming'yu'yan'fang'zhuan
岩石周则岳上海商务印书馆影印,yan'shi'zhou'ze'yue'shang'hai'shang'wu'yin'shu'guan'ying'yin
延寿第一绅言一卷宋愚谷老人撰,yan'shou'di'yi'shen'yan'yi'juan'song'yu'gu'lao'ren'zhuan
延寿第一绅言一卷宋愚谷老人撰据学海类编本排印,yan'shou'di'yi'shen'yan'yi'juan'song'yu'gu'lao'ren'zhuan'ju'xue'hai'lei'bian'ben'pai'yin
演说学杨炳干上海商务印书馆影印,yan'shuo'xue'yang'bing'gan'shang'hai'shang'wu'yin'shu'guan'ying'yin
延嗣宁国,yan'si'ning'guo
燕台笔录一卷淸项维贞辑,yan'tai'bi'lu'yi'juan'qing'xiang'wei'zhen'ji
盐铁论,yan'tie'lun
盐铁论汉桓宽撰明涂桢校,yan'tie'lun'han'huan'kuan'zhuan'ming'tu'zhen'xiao
严万里,yan'wan'li
燕魏杂记一卷宋吕颐浩撰,yan'wei'za'ji'yi'juan'song'lv'yi'hao'zhuan
延熙,yan'xi
延熹,yan'xi
燕喜词一卷宋曹冠撰,yan'xi'ci'yi'juan'song'cao'guan'zhuan
颜习斋先生辟异录二卷淸颜元撰,yan'xi'zhai'xian'sheng'pi'yi'lu'er'juan'qing'yan'yuan'zhuan
颜习斋先生辟异录二卷淸锺錂撰据畿辅丛书本排印,yan'xi'zhai'xian'sheng'pi'yi'lu'er'juan'qing'zhong'ling'zhuan'ju'ji'fu'cong'shu'ben'pai'yin
颜习斋先生言行录二卷淸颜元撰,yan'xi'zhai'xian'sheng'yan'xing'lu'er'juan'qing'yan'yuan'zhuan
颜习斋先生言行录二卷淸锺錂撰据畿辅丛书本排印,yan'xi'zhai'xian'sheng'yan'xing'lu'er'juan'qing'zhong'ling'zhuan'ju'ji'fu'cong'shu'ben'pai'yin
颜习斋先生元年谱二卷淸李塨撰,yan'xi'zhai'xian'sheng'yuan'nian'pu'er'juan'qing'li'gong'zhuan
烟霞万古楼诗选二卷淸王昙撰,yan'xia'wan'gu'lou'shi'xuan'er'juan'qing'wang'tan'zhuan
烟霞万古楼文集淸王昙撰,yan'xia'wan'gu'lou'wen'ji'qing'wang'tan'zhuan
燕闲录一卷明陆深撰,yan'xian'lu'yi'juan'ming'lu'shen'zhuan
燕闲四适,yan'xian'si'shi
延兴,yan'xing
炎兴,yan'xing
严毅,yan'yi
衍义,yan'yi
艳异编,yan'yi'bian
演义小说,yan'yi'xiao'shuo
盐邑志林本,yan'yi'zhi'lin'ben
延佑,yan'you
延佑元年,yan'you'yuan'nian
烟屿楼读书志,yan'yu'lou'du'shu'zhi
阎禹锡,yan'yu'xi
颜元,yan'yuan
严元照,yan'yuan'zhao
延载,yan'zai
燕在阁知新录,yan'zai'ge'zhi'xin'lu
阎照祥著,yan'zhao'xiang'zhu
盐郑尊法上海商务印书馆影印,yan'zheng'zun'fa'shang'hai'shang'wu'yin'shu'guan'ying'yin
颜之推,yan'zhi'tui
严州图经三卷坿校字记一卷宋陈公亮修淸袁昶撰校字记,yan'zhou'tu'jing'san'juan'fu'xiao'zi'ji'yi'juan'song'chen'gong'liang'xiu'qing'yuan'chang'zhuan'xiao'zi'ji
晏子春秋七卷淸孙星衍校,yan'zi'chun'qiu'qi'juan'qing'sun'xing'yan'xiao
晏子春秋周晏婴撰清孙星衍等校,yan'zi'chun'qiu'zhou'yan'ying'zhuan'qing'sun'xing'yan'deng'xiao
严遵,yan'zun
杨表正辑,yang'biao'zheng'ji
杨伯岩,yang'bo'yan
杨伯嵒,yang'bo'yan
养蚕,yang'can
养蚕法关维震上海商务印书馆影印,yang'can'fa'guan'wei'zhen'shang'hai'shang'wu'yin'shu'guan'ying'yin
养蚕秘诀,yang'can'mi'jue
阳春白雪元杨朝英,yang'chun'bai'xue'yuan'yang'chao'ying
阳春集一卷宋米友仁撰,yang'chun'ji'yi'juan'song'mi'you'ren'zhuan
阳春集一卷宋米友仁撰据知不足斋丛书本排印,yang'chun'ji'yi'juan'song'mi'you'ren'zhuan'ju'zhi'bu'zu'zhai'cong'shu'ben'pai'yin
杨大洪先生文集二卷明杨涟撰,yang'da'hong'xian'sheng'wen'ji'er'juan'ming'yang'lian'zhuan
杨大洪先生文集二卷明杨涟撰据正谊堂全书本排印,yang'da'hong'xian'sheng'wen'ji'er'juan'ming'yang'lian'zhuan'ju'zheng'yi'tang'quan'shu'ben'pai'yin
杨方达,yang'fang'da
养蜂法刘大纶上海商务印书馆影印,yang'feng'fa'liu'da'lun'shang'hai'shang'wu'yin'shu'guan'ying'yin
杨公来路玄空烟火活法,yang'gong'lai'lu'xuan'kong'yan'huo'huo'fa
杨公政续纪一卷淸黄家遴撰,yang'gong'zheng'xu'ji'yi'juan'qing'huang'jia'lin'zhuan
杨光先,yang'guang'xian
杨龟山先生集六卷宋阳时撰,yang'gui'shan'xian'sheng'ji'liu'juan'song'yang'shi'zhuan
杨龟山先生集六卷宋杨时撰据正谊堂全书本排印,yang'gui'shan'xian'sheng'ji'liu'juan'song'yang'shi'zhuan'ju'zheng'yi'tang'quan'shu'ben'pai'yin
养龢轩随笔,yang'he'xuan'sui'bi
炀皇帝,yang'huang'di
杨辉,yang'hui
杨辉算法,yang'hui'suan'fa
杨辉算法札记一卷淸宋景昌撰,yang'hui'suan'fa'zha'ji'yi'juan'qing'song'jing'chang'zhuan
养鸡法王言纶刘大纶上海商务印书馆影印,yang'ji'fa'wang'yan'lun'liu'da'lun'shang'hai'shang'wu'yin'shu'guan'ying'yin
养吉斋丛录,yang'ji'zhai'cong'lu
杨继洲,yang'ji'zhou
阳嘉,yang'jia
杨绛作品集,yang'jiang'zuo'pin'ji
杨景仁,yang'jing'ren
杨救贫先师宅宝经,yang'jiu'pin'xian'shi'zhai'bao'jing
疡科临证心得集,yang'ke'lin'zheng'xin'de'ji
杨明,yang'ming
阳明先生保甲法一卷明王守仁撰明陈龙正录,yang'ming'xian'sheng'bao'jia'fa'yi'juan'ming'wang'shou'ren'zhuan'ming'chen'long'zheng'lu
阳明先生保甲法一卷明玉守仁撰明陈龙正录据学海类编本排印,yang'ming'xian'sheng'bao'jia'fa'yi'juan'ming'yu'shou'ren'zhuan'ming'chen'long'zheng'lu'ju'xue'hai'lei'bian'ben'pai'yin
阳明先生道学钞,yang'ming'xian'sheng'dao'xue'chao
阳明先生乡约法一卷明王守仁撰明陈龙正录,yang'ming'xian'sheng'xiang'yue'fa'yi'juan'ming'wang'shou'ren'zhuan'ming'chen'long'zheng'lu
阳明先生乡约法一卷明玉守仁撰明陈龙正录据学海类编本排印,yang'ming'xian'sheng'xiang'yue'fa'yi'juan'ming'yu'shou'ren'zhuan'ming'chen'long'zheng'lu'ju'xue'hai'lei'bian'ben'pai'yin
阳明先生则言,yang'ming'xian'sheng'ze'yan
杨念群,yang'nian'qun
养牛法龙厥民上海商务印书馆影印,yang'niu'fa'long'jue'min'shang'hai'shang'wu'yin'shu'guan'ying'yin
杨齐福,yang'qi'fu
杨起元,yang'qi'yuan
扬善赋简,yang'shan'fu'jian
扬善赋简曰圣,yang'shan'fu'jian'yue'sheng
杨上善,yang'shang'shan
杨屾,yang'shen
杨慎,yang'shen
杨慎辑,yang'shen'ji
杨慎撰,yang'shen'zhuan
杨慎僎,yang'shen'zun
养生类纂,yang'sheng'lei'zuan
养生月览,yang'sheng'yue'lan
杨氏,yang'shi
杨士聪,yang'shi'cong
杨士奇,yang'shi'qi
阳朔,yang'shuo
养素居画学钩深,yang'su'ju'hua'xue'gou'shen
杨万树,yang'wan'shu
杨惟德,yang'wei'de
杨维德,yang'wei'de
杨惟明,yang'wei'ming
杨文言,yang'wen'yan
阳羡名陶录,yang'xian'ming'tao'lu
养小录三卷淸顾仲撰,yang'xiao'lu'san'juan'qing'gu'zhong'zhuan
养性延命录,yang'xing'yan'ming'lu
杨秀沅,yang'xiu'yuan
杨璇,yang'xuan
养鸭法吴德铭上海商务印书馆影印,yang'ya'fa'wu'de'ming'shang'hai'shang'wu'yin'shu'guan'ying'yin
养羊法许心芸上海商务印书馆影印,yang'yang'fa'xu'xin'yun'shang'hai'shang'wu'yin'shu'guan'ying'yin
杨晔,yang'ye
疡医大全,yang'yi'da'quan
养鱼法陈椿寿上海商务印书馆影印,yang'yu'fa'chen'chun'shou'shang'hai'shang'wu'yin'shu'guan'ying'yin
楊園先生全集,yang'yuan'xian'sheng'quan'ji
阳宅大全,yang'zhai'da'quan
阳宅辟谬一卷淸梅漪老人姚文田撰,yang'zhai'pi'miu'yi'juan'qing'mei'yi'lao'ren'yao'wen'tian'zhuan
阳宅神搜经心传秘法,yang'zhai'shen'sou'jing'xin'chuan'mi'fa
阳宅真诀,yang'zhai'zhen'jue
养正类编十三卷淸张伯行撰,yang'zheng'lei'bian'shi'san'juan'qing'zhang'bo'xing'zhuan
养正图解,yang'zheng'tu'jie
养正遗规,yang'zheng'yi'gui
杨志疆,yang'zhi'jiang
杨忠愍公集二卷明杨继盛撰,yang'zhong'min'gong'ji'er'juan'ming'yang'ji'sheng'zhuan
杨忠愍公集二卷杨椒山先生文集二卷明杨继盛撰据畿辅丛书正谊堂全书本排印,yang'zhong'min'gong'ji'er'juan'yang'jiao'shan'xian'sheng'wen'ji'er'juan'ming'yang'ji'sheng'zhuan'ju'ji'fu'cong'shu'zheng'yi'tang'quan'shu'ben'pai'yin
杨忠愍公遗笔一卷卽一名椒山遗嘱明杨继盛撰,yang'zhong'min'gong'yi'bi'yi'juan'ji'yi'ming'jiao'shan'yi'zhu'ming'yang'ji'sheng'zhuan
杨忠愍公遗笔一卷明杨继盛撰据学海类编本排印,yang'zhong'min'gong'yi'bi'yi'juan'ming'yang'ji'sheng'zhuan'ju'xue'hai'lei'bian'ben'pai'yin
杨州鼓吹词序一卷淸吴绮撰,yang'zhou'gu'chui'ci'xu'yi'juan'qing'wu'qi'zhuan
扬州画苑录,yang'zhou'hua'yuan'lu
扬州焦氏读诗地理考札记孙常叙辑录吉东书店,yang'zhou'jiao'shi'du'shi'di'li'kao'zha'ji'sun'chang'xu'ji'lu'ji'dong'shu'dian
杨州梦记一卷唐于邺撰,yang'zhou'meng'ji'yi'juan'tang'yu'ye'zhuan
杨州芍药谱一卷宋王观撰,yang'zhou'shao'yao'pu'yi'juan'song'wang'guan'zhuan
杨朱陈此生上海商务印书馆影印,yang'zhu'chen'ci'sheng'shang'hai'shang'wu'yin'shu'guan'ying'yin
养猪法许心芸上海商务印书馆影印,yang'zhu'fa'xu'xin'yun'shang'hai'shang'wu'yin'shu'guan'ying'yin
仰子遗语,yang'zi'yi'yu
杨子折衷,yang'zi'zhe'zhong
药地炮庄九卷总论,yao'di'pao'zhuang'jiu'juan'zong'lun
姚范,yao'fan
姚福,yao'fu
姚观元,yao'guan'yuan
姚国祯,yao'guo'zhen
姚衡,yao'heng
姚际恒,yao'ji'heng
姚际隆,yao'ji'long
姚江学辨,yao'jiang'xue'bian
姚可成,yao'ke'cheng
姚宽,yao'kuan
姚旅,yao'lv
姚曼波,yao'man'bo
姚鼐,yao'nai
姚培谦,yao'pei'qian
药品化义,yao'pin'hua'yi
窑器说,yao'qi'shuo
姚球,yao'qiu
尧山堂外纪,yao'shan'tang'wai'ji
姚舜牧,yao'shun'mu
姚文敏公遗稿九卷奏议补缺校勘记一卷附录一卷明姚夔撰淸袁昶撰校勘记,yao'wen'min'gong'yi'gao'jiu'juan'zou'yi'bu'que'jiao'kan'ji'yi'juan'fu'lu'yi'juan'ming'yao'kui'zhuan'qing'yuan'chang'zhuan'jiao'kan'ji
药物要义姚昶绪上海商务印书馆影印,yao'wu'yao'yi'yao'chang'xu'shang'hai'shang'wu'yin'shu'guan'ying'yin
药性通考,yao'xing'tong'kao
药言一卷明姚舜牧撰,yao'yan'yi'juan'ming'yao'shun'mu'zhuan
姚元之,yao'yuan'zhi
姚志仁,yao'zhi'ren
叶釆,ye'bian
野菜赞,ye'cai'zan
野蚕录,ye'can'lu
叶德辉,ye'de'hui
叶蕡,ye'fen
叶桂,ye'gui
夜航船,ye'hang'chuan
野航史话,ye'hang'shi'hua
叶灏,ye'hao
叶赫那拉氏,ye'he'na'la'shi
野获编,ye'huo'bian
野记一卷明祝允明撰,ye'ji'yi'juan'ming'zhu'yun'ming'zhuan
野记一卷明祝允明撰景历代小史本,ye'ji'yi'juan'ming'zhu'yun'ming'zhuan'jing'li'dai'xiao'shi'ben
冶金工程胡庶华上海商务印书馆影印,ye'jin'gong'cheng'hu'shu'hua'shang'hai'shang'wu'yin'shu'guan'ying'yin
冶金录,ye'jin'lu
野客丛书,ye'ke'cong'shu
耶路撒冷,ye'lu'sa'leng
耶律氏,ye'lv'shi
叶名澧,ye'ming'li
野人淸啸二卷明周履靖撰,ye'ren'qing'xiao'er'juan'ming'zhou'lv'jing'zhuan
野人淸啸二卷明周履靖撰景夷门广牍本,ye'ren'qing'xiao'er'juan'ming'zhou'lv'jing'zhuan'jing'yi'men'guang'du'ben
业儒臆说一卷淸陶圻撰,ye'ru'yi'shuo'yi'juan'qing'tao'qi'zhuan
叶盛,ye'sheng
叶氏菉竹堂书目,ye'shi'lu'zhu'tang'shu'mu
