爱辰,ai'chen
剩磁通密度,sheng'ci'tong'mi'du
生粉云母带,sheng'fen'yun'mu'dai
升高速度,sheng'gao'su'du
盛国喾,sheng'guo'ku
生计部,sheng'ji'bu
生技处,sheng'ji'chu
胜锦工贸,sheng'jin'gong'mao
盛明华,sheng'ming'hua
声速的,sheng'su'de
生铁,sheng'tie
生橡胶,sheng'xiang'jiao
生锈的,sheng'xiu'de
声学,sheng'xue
升压,sheng'ya
升压机,sheng'ya'ji
声音,sheng'yin
剩余,sheng'yu
剩余磁通,sheng'yu'ci'tong
剩余电流,sheng'yu'dian'liu
剩余电压,sheng'yu'dian'ya
剩余励磁电流,sheng'yu'li'ci'dian'liu
盛跃,sheng'yue
盛兆均,sheng'zhao'jun
盛兆钧,sheng'zhao'jun
失败,shi'bai
识别,shi'bie
示波器,shi'bo'qi
示波图,shi'bo'tu
失步,shi'bu
实测冲击脉冲,shi'ce'chong'ji'mai'chong
试车,shi'che
试车站,shi'che'zhan
试车站东门,shi'che'zhan'dong'men
试车站机房,shi'che'zhan'ji'fang
试车站控制室,shi'che'zhan'kong'zhi'shi
试凑法,shi'cou'fa
适当的,shi'dang'de
矢的,shi'de
史德利,shi'de'li
湿度,shi'du
湿法云母带,shi'fa'yun'mu'dai
释放,shi'fang
十分的,shi'fen'de
湿干球温度计,shi'gan'qiu'wen'du'ji
湿割锯机,shi'ge'ju'ji
施工布置,shi'gong'bu'zhi
施工图,shi'gong'tu
事故,shi'gu
实际,shi'ji
时基,shi'ji
实际尺寸,shi'ji'chi'cun
实际情况,shi'ji'qing'kuang
实际上,shi'ji'shang
史佳,shi'jia
施佳杰,shi'jia'jie
事件,shi'jian
时间,shi'jian
试件,shi'jian
时间常数,shi'jian'chang'shu
时间继电器,shi'jian'ji'dian'qi
时间座标,shi'jian'zuo'biao
视角,shi'jiao
十进制,shi'jin'zhi
石竞哲,shi'jing'zhe
湿锯机,shi'ju'ji
视觉的,shi'jue'de
视觉检查,shi'jue'jian'cha
施俊俊,shi'jun'jun
石腊,shi'la
失腊精密铸造,shi'la'jing'mi'zhu'zao
施立梅,shi'li'mei
矢量,shi'liang
矢量场,shi'liang'chang
失量磁位,shi'liang'ci'wei
矢量的,shi'liang'de
矢量电流,shi'liang'dian'liu
矢量分析,shi'liang'fen'xi
矢量图,shi'liang'tu
石棉,shi'mian
石棉板,shi'mian'ban
石棉垫料,shi'mian'dian'liao
石棉绝缘纸,shi'mian'jue'yuan'zhi
石棉尼压板,shi'mian'ni'ya'ban
石棉纤维压塑料,shi'mian'xian'wei'ya'su'liao
石墨,shi'mo
室内照明,shi'nei'zhao'ming
使便宜,shi'pian'yi
使容易,shi'rong'yi
使润滑,shi'run'hua
湿砂,shi'sha
湿闪络,shi'shan'luo
事实,shi'shi
实时分析,shi'shi'fen'xi
石书华,shi'shu'hua
使熟悉,shi'shu'xi
食堂,shi'tang
实体,shi'ti
使同步,shi'tong'bu
使同相,shi'tong'xiang
试图,shi'tu
室温,shi'wen
室温固化,shi'wen'gu'hua
石夏娟,shi'xia'juan
实线,shi'xian
实效,shi'xiao
时效处理,shi'xiao'chu'li
时效硬化,shi'xiao'ying'hua
实心股线,shi'xin'gu'xian
实心圆柱形转子,shi'xin'yuan'zhu'xing'zhuan'zi
适形材料,shi'xing'cai'liao
失修,shi'xiu
时序的,shi'xu'de
实验,shi'yan
试验,shi'yan
试验办公室,shi'yan'ban'gong'shi
试验报告,shi'yan'bao'gao
试验磁密,shi'yan'ci'mi
试验人员,shi'yan'ren'yuan
实验室,shi'yan'shi
试验室,shi'yan'shi
实验台,shi'yan'tai
试验线路,shi'yan'xian'lu
试验仪器,shi'yan'yi'qi
试验组,shi'yan'zu
试样,shi'yang
试样化学分析,shi'yang'hua'xue'fen'xi
示意图,shi'yi'tu
实用的,shi'yong'de
使用期限,shi'yong'qi'xian
使用寿命,shi'yong'shou'ming
时域,shi'yu
视在功率,shi'zai'gong'lv
实在瓦特,shi'zai'wa'te
视在瓦特,shi'zai'wa'te
示振仪,shi'zhen'yi
实质上,shi'zhi'shang
失重,shi'zhong
时准,shi'zhun
使最优化,shi'zui'you'hua
手柄,shou'bing
手册,shou'ce
收到,shou'dao
手电筒,shou'dian'tong
手风箱,shou'feng'xiang
手弓,shou'gong
手弓锯片,shou'gong'ju'pian
手工馈料钎焊,shou'gong'kui'liao'qian'han
手工台,shou'gong'tai
收回,shou'hui
收据,shou'ju
手控,shou'kong
手控的,shou'kong'de
手轮,shou'lun
寿命缩短,shou'ming'suo'duan
受迫振动,shou'po'zhen'dong
手钳,shou'qian
收缩,shou'suo
收缩量,shou'suo'liang
收缩率,shou'suo'lv
手提,shou'ti
受托者,shou'tuo'zhe
手摇,shou'yao
手摇钻床,shou'yao'zuan'chuang
输出,shu'chu
输出电压,shu'chu'dian'ya
输出端,shu'chu'duan
输出功率,shu'chu'gong'lv
竖井,shu'jing
数据分析,shu'ju'fen'xi
数控仿形钻铣两,shu'kong'fang'xing'zuan'xi'liang
数控机罩加工装置,shu'kong'ji'zhao'jia'gong'zhuang'zhi
数控立式仿形机床,shu'kong'li'shi'fang'xing'ji'chuang
数控普通车床,shu'kong'pu'tong'che'chuang
数控搪杆,shu'kong'tang'gan
数控卧式钻床,shu'kong'wo'shi'zuan'chuang
数控铣键机,shu'kong'xi'jian'ji
数控摇臂钻,shu'kong'yao'bi'zuan
数量,shu'liang
鼠笼式异步电动机,shu'long'shi'yi'bu'dian'dong'ji
输入,shu'ru
输入功率,shu'ru'gong'lv
术数据,shu'shu'ju
熟铁,shu'tie
舒武庆,shu'wu'qing
熟悉,shu'xi
梳形,shu'xing
术语,shu'yu
数值,shu'zhi
树脂,shu'zhi
树脂储存罐,shu'zhi'chu'cun'guan
树脂处理装置,shu'zhi'chu'li'zhuang'zhi
树脂填充系统,shu'zhi'tian'chong'xi'tong
数字滤波器,shu'zi'lv'bo'qi
刷杆座,shua'gan'zuo
刷杆座调节装置,shua'gan'zuo'tiao'jie'zhuang'zhi
刷盒,shua'he
刷架,shua'jia
刷握,shua'wo
刷握臂,shua'wo'bi
刷握轭,shua'wo'e
衰减时间,shuai'jian'shi'jian
衰减系数,shuai'jian'xi'shu
双层绕,shuang'ceng'rao
双叠绕组,shuang'die'rao'zu
双反应法,shuang'fan'ying'fa
双方会谈,shuang'fang'hui'tan
双机架轧机,shuang'ji'jia'zha'ji
双尼绕组,shuang'ni'rao'zu
双水内冷,shuang'shui'nei'leng
双通,shuang'tong
双通接头,shuang'tong'jie'tou
双柱龙门刨床,shuang'zhu'long'men'bao'chuang
水泵站,shui'beng'zhan
水变阻器,shui'bian'zu'qi
水电,shui'dian
水电监造,shui'dian'jian'zao
水电站,shui'dian'zhan
水电阻器,shui'dian'zu'qi
水解,shui'jie
水浸试样鉴别报告,shui'jin'shi'yang'jian'bie'bao'gao
水冷,shui'leng
水冷的,shui'leng'de
水冷却,shui'leng'que
水冷系统,shui'leng'xi'tong
水轮发电机,shui'lun'fa'dian'ji
水密封电机,shui'mi'feng'dian'ji
水泥,shui'ni
水平,shui'ping
水平的,shui'ping'de
水氢氢,shui'qing'qing
水位表,shui'wei'biao
水位指示器,shui'wei'zhi'shi'qi
水箱环,shui'xiang'huan
水锈垢,shui'xiu'gou
水循环系统,shui'xun'huan'xi'tong
水压,shui'ya
水压机,shui'ya'ji
水压试验,shui'ya'shi'yan
水银,shui'yin
水银温度计,shui'yin'wen'du'ji
水柱,shui'zhu
瞬变电抗,shun'bian'dian'kang
瞬变现象,shun'bian'xian'xiang
瞬变振动,shun'bian'zhen'dong
顺磁的,shun'ci'de
顺磁性,shun'ci'xing
顺磁质,shun'ci'zhi
顺浩,shun'hao
瞬时的,shun'shi'de
顺时针,shun'shi'zhen
顺时针方向,shun'shi'zhen'fang'xiang
顺特电气,shun'te'dian'qi
顺特电气有限公司,shun'te'dian'qi'you'xian'gong'si
顺序冲模,shun'xu'chong'mu
顺序关系,shun'xu'guan'xi
说明,shuo'ming
说明书,shuo'ming'shu
丝包,si'bao
四边形的,si'bian'xing'de
死点,si'dian
伺服控制,si'fu'kong'zhi
丝杆,si'gan
丝距,si'ju
撕开,si'kai
似稳的,si'wen'de
松驰,song'chi
松的,song'de
松动,song'dong
松动配合,song'dong'pei'he
松开线圈,song'kai'xian'quan
松螺钉,song'luo'ding
宋瑞龙,song'rui'long
松香,song'xiang
松懈,song'xie
苏变,su'bian
苏步伟,su'bu'wei
速动,su'dong
速动的,su'dong'de
速动开关,su'dong'kai'guan
速度,su'du
速度变化,su'du'bian'hua
速度不足,su'du'bu'zu
速度导纳,su'du'dao'na
速度探针,su'du'tan'zhen
速度阻抗,su'du'zu'kang
速断,su'duan
速断开关,su'duan'kai'guan
苏建萍,su'jian'ping
塑料,su'liao
速率,su'lv
苏旻佳,su'min'jia
速起动,su'qi'dong
宿舍,su'she
宿舍门房,su'she'men'fang
速释,su'shi
塑性断口,su'xing'duan'kou
塑型云母板,su'xing'yun'mu'ban
苏宇,su'yu
苏州变电设备厂,su'zhou'bian'dian'she'bei'chang
苏州华宇精密铸造有限公司,su'zhou'hua'yu'jing'mi'zhu'zao'you'xian'gong'si
苏州巨峰绝缘材料有限公司,su'zhou'ju'feng'jue'yuan'cai'liao'you'xian'gong'si
苏州巨能发电配套设备有限公司,su'zhou'ju'neng'fa'dian'pei'tao'she'bei'you'xian'gong'si
苏州市海威特铸造厂,su'zhou'shi'hai'wei'te'zhu'zao'chang
酸度,suan'du
酸度计,suan'du'ji
酸干,suan'gan
算术平均,suan'shu'ping'jun
酸洗池,suan'xi'chi
酸性,suan'xing
酸性的,suan'xing'de
酸值,suan'zhi
随机的,sui'ji'de
随机过程,sui'ji'guo'cheng
随机振动,sui'ji'zhen'dong
随时间而变化,sui'shi'jian'er'bian'hua
碎屑,sui'xie
孙超,sun'chao
孙德成,sun'de'cheng
损害,sun'hai
损耗,sun'hao
损耗因素,sun'hao'yin'su
损坏,sun'huai
孙家旸,sun'jia'yang
孙建伟,sun'jian'wei
榫接合,sun'jie'he
损伤,sun'shang
损失角,sun'shi'jiao
损失角正切,sun'shi'jiao'zheng'qie
孙宗扬,sun'zong'yang
孙宗杨,sun'zong'yang
锁槽刨床,suo'cao'bao'chuang
锁槽铣床,suo'cao'xi'chuang
锁紧垫圈,suo'jin'dian'quan
锁紧钢丝,suo'jin'gang'si
锁紧螺钉,suo'jin'luo'ding
锁紧装置,suo'jin'zhuang'zhi
索氏体,suo'shi'ti
梭型图,suo'xing'tu
锁眼,suo'yan
他激,ta'ji
他励的,ta'li'de
太仓环龙,tai'cang'huan'long
太仓市环龙电磁线厂,tai'cang'shi'huan'long'dian'ci'xian'chang
台式钻床,tai'shi'zuan'chuang
泰兴,tai'xing
泰兴市圣达铜业有限公司,tai'xing'shi'sheng'da'tong'ye'you'xian'gong'si
泰州市通鑫起重机械设备厂,tai'zhou'shi'tong'xin'qi'zhong'ji'xie'she'bei'chang
泰州通鑫,tai'zhou'tong'xin
台钻,tai'zuan
探测,tan'ce
探测器,tan'ce'qi
探测设备,tan'ce'she'bei
探测线圈,tan'ce'xian'quan
探察线圈,tan'cha'xian'quan
碳当量,tan'dang'liang
碳粉末,tan'fen'mo
碳钢,tan'gang
碳弧钎焊,tan'hu'qian'han
碳化物,tan'hua'wu
弹簧,tan'huang
弹簧板,tan'huang'ban
弹簧钢板,tan'huang'gang'ban
弹力,tan'li
谈梦镛,tan'meng'yong
谈判,tan'pan
谭鹏程,tan'peng'cheng
碳氢,tan'qing
探伤,tan'shang
探伤组,tan'shang'zu
碳素钢,tan'su'gang
檀祥武,tan'xiang'wu
弹性,tan'xing
弹性的,tan'xing'de
弹性极限,tan'xing'ji'xian
弹性联轴器,tan'xing'lian'zhou'qi
弹性模拟,tan'xing'mo'ni
弹性耦合,tan'xing'ou'he
弹性碰撞,tan'xing'peng'zhuang
谭雪梅,tan'xue'mei
谭一平,tan'yi'ping
探针,tan'zhen
汤爱明,tang'ai'ming
汤宝月,tang'bao'yue
镗车两用机,tang'che'liang'yong'ji
镗床,tang'chuang
镗床工作台,tang'chuang'gong'zuo'tai
镗刀,tang'dao
镗杆,tang'gan
唐吉萍,tang'ji'ping
镗孔,tang'kong
镗孔刀,tang'kong'dao
唐青,tang'qing
搪锡,tang'xi
唐晓隆,tang'xiao'long
唐诤言,tang'zheng'yan
套管,tao'guan
套管装配,tao'guan'zhuang'pei
套护环,tao'hu'huan
讨论,tao'lun
套筒,tao'tong
套筒扳手,tao'tong'ban'shou
逃脱,tao'tuo
逃亡,tao'wang
陶质焊剂,tao'zhi'han'ji
特点,te'dian
特精密加工,te'jing'mi'jia'gong
特权,te'quan
特殊的,te'shu'de
特殊工,te'shu'gong
特殊合金钢,te'shu'he'jin'gang
特殊加工工艺,te'shu'jia'gong'gong'yi
特细牙螺纹,te'xi'ya'luo'wen
特性,te'xing
特性曲线,te'xing'qu'xian
特征,te'zheng
特征向量,te'zheng'xiang'liang
特征值,te'zheng'zhi
特种工艺室,te'zhong'gong'yi'shi
誊本,teng'ben
滕朝全,teng'chao'quan
腾泰,teng'tai
梯步,ti'bu
提出,ti'chu
梯度,ti'du
体积电阻,ti'ji'dian'zu
体积电阻系数,ti'ji'dian'zu'xi'shu
提交,ti'jiao
提起,ti'qi
提取,ti'qu
提升,ti'sheng
提示,ti'shi
梯形截面,ti'xing'jie'mian
填充,tian'chong
填充金属,tian'chong'jin'shu
天花板,tian'hua'ban
添加物,tian'jia'wu
填料,tian'liao
填密圈,tian'mi'quan
填片,tian'pian
天平,tian'ping
天然橡胶,tian'ran'xiang'jiao
填砂,tian'sha
天时,tian'shi
田文彬,tian'wen'bin
填隙片,tian'xi'pian
调电压,tiao'dian'ya
跳焊,tiao'han
跳火,tiao'huo
调节,tiao'jie
调节范围,tiao'jie'fan'wei
调节器,tiao'jie'qi
条款,tiao'kuan
调速方式,tiao'su'fang'shi
调速器,tiao'su'qi
条铁,tiao'tie
条文,tiao'wen
调压器,tiao'ya'qi
跳跃,tiao'yue
跳闸,tiao'zha
调整,tiao'zheng
调正电压范围,tiao'zheng'dian'ya'fan'wei
调整螺杆,tiao'zheng'luo'gan
调整片,tiao'zheng'pian
调整楔,tiao'zheng'xie
调质,tiao'zhi
调准,tiao'zhun
铁耗,tie'hao
铁耗试验,tie'hao'shi'yan
铁鳞,tie'lin
铁路,tie'lu
铁水,tie'shui
铁素体,tie'su'ti
铁心,tie'xin
铁芯,tie'xin
铁心冲片,tie'xin'chong'pian
铁心迭片,tie'xin'die'pian
铁心迭装,tie'xin'die'zhuang
铁心端部,tie'xin'duan'bu
铁心风道,tie'xin'feng'dao
铁心冷却,tie'xin'leng'que
铁心损耗,tie'xin'sun'hao
铁心压紧结构,tie'xin'ya'jin'jie'gou
铁心支承板,tie'xin'zhi'cheng'ban
铁心装配,tie'xin'zhuang'pei
铁渣,tie'zha
铁钻,tie'zuan
停车,ting'che
停车制动,ting'che'zhi'dong
停机,ting'ji
听觉的,ting'jue'de
听觉范围,ting'jue'fan'wei
听筒,ting'tong
停止工作,ting'zhi'gong'zuo
停止运行,ting'zhi'yun'xing
停转滑差率,ting'zhuan'hua'cha'lv
停转力矩,ting'zhuan'li'ju
铜板,tong'ban
同步,tong'bu
同步电动机,tong'bu'dian'dong'ji
同步电机,tong'bu'dian'ji
同步电抗,tong'bu'dian'kang
同步发电机,tong'bu'fa'dian'ji
同步调相机,tong'bu'tiao'xiang'ji
同步转速,tong'bu'zhuan'su
同步装置,tong'bu'zhuang'zhi
铜槽楔,tong'cao'xie
铜衬,tong'chen
通道,tong'dao
铜导线管,tong'dao'xian'guan
通风,tong'feng
通风槽,tong'feng'cao
通风槽片,tong'feng'cao'pian
通风道,tong'feng'dao
通风沟加工,tong'feng'gou'jia'gong
通风管,tong'feng'guan
通风机,tong'feng'ji
通风孔,tong'feng'kong
通风式电动机,tong'feng'shi'dian'dong'ji
通风损失,tong'feng'sun'shi
通风系统,tong'feng'xi'tong
通风装置,tong'feng'zhuang'zhi
通风组,tong'feng'zu
通风阻力,tong'feng'zu'li
铜管,tong'guan
通规,tong'gui
通径,tong'jing
同立,tong'li
铜屏敝,tong'ping'bi
同事,tong'shi
铜实心导线,tong'shi'xin'dao'xian
通水管,tong'shui'guan
铜丝刷,tong'si'shua
同心的,tong'xin'de
同心绕组,tong'xin'rao'zu
同意,tong'yi
通用的,tong'yong'de
通用数字计算机,tong'yong'shu'zi'ji'suan'ji
通用自动计算机,tong'yong'zi'dong'ji'suan'ji
桐油酸肝,tong'you'suan'gan
通知,tong'zhi
铜纸板,tong'zhi'ban
通知单,tong'zhi'dan
通止规,tong'zhi'gui
同轴的,tong'zhou'de
投递,tou'di
透明胶带,tou'ming'jiao'dai
透平端,tou'ping'duan
透平油,tou'ping'you
透气性,tou'qi'xing
透热的,tou're'de
投入运行,tou'ru'yun'xing
透视,tou'shi
透视图,tou'shi'tu
投影,tou'ying
投资于,tou'zi'yu
投资与能源管理室,tou'zi'yu'neng'yuan'guan'li'shi
图表,tu'biao
涂层,tu'ceng
突出,tu'chu
图的计算,tu'de'ji'suan
涂复,tu'fu
图号,tu'hao
图和文字标记,tu'he'wen'zi'biao'ji
凸极电机,tu'ji'dian'ji
凸极转子,tu'ji'zhuan'zi
图解,tu'jie
图库,tu'ku
涂料,tu'liao
凸轮,tu'lun
图盘,tu'pan
屠培德,tu'pei'de
涂漆,tu'qi
凸起焊缝,tu'qi'han'feng
突然短路试,tu'ran'duan'lu'shi
土壤,tu'rang
图象,tu'xiang
凸缘,tu'yuan
图章,tu'zhang
退拔,tui'ba
退拔快卸导柱,tui'ba'kuai'xie'dao'zhu
退磁,tui'ci
推断,tui'duan
退火,tui'huo
退火炉,tui'huo'lu
退火状态,tui'huo'zhuang'tai
退火组织,tui'huo'zu'zhi
推荐,tui'jian
推进器,tui'jin'qi
推力,tui'li
推理,tui'li
推力轴承,tui'li'zhou'cheng
推入,tui'ru
推入配合,tui'ru'pei'he
拖板,tuo'ban
托架,tuo'jia
脱扣,tuo'kou
脱扣装置,tuo'kou'zhuang'zhi
脱模剂,tuo'mo'ji
脱水,tuo'shui
椭圆,tuo'yuan
椭圆的,tuo'yuan'de
椭圆度,tuo'yuan'du
椭圆孔,tuo'yuan'kong
椭圆振动,tuo'yuan'zhen'dong
椭圆轴承,tuo'yuan'zhou'cheng
脱渣性,tuo'zha'xing
脱脂,tuo'zhi
脱脂的,tuo'zhi'de
瓦块,wa'kuai
瓦块轴承,wa'kuai'zhou'cheng
蛙绕组,wa'rao'zu
瓦时计,wa'shi'ji
瓦时计法,wa'shi'ji'fa
瓦特数,wa'te'shu
外表面,wai'biao'mian
外部,wai'bu
外部的,wai'bu'de
外齿,wai'chi
外端盖密封沟,wai'duan'gai'mi'feng'gou
外端屏敝,wai'duan'ping'bi
外购件,wai'gou'jian
外购件及外购原材料,wai'gou'jian'ji'wai'gou'yuan'cai'liao
外观检查,wai'guan'jian'cha
外汇,wai'hui
外加的,wai'jia'de
外检,wai'jian
外检处,wai'jian'chu
外检二组,wai'jian'er'zu
外检一组,wai'jian'yi'zu
外径,wai'jing
外径配合,wai'jing'pei'he
外径千分表,wai'jing'qian'fen'biao
外壳,wai'ke
外廓,wai'kuo
外量规,wai'liang'gui
外露的,wai'lu'de
外面的,wai'mian'de
外皮,wai'pi
外视图,wai'shi'tu
外特性曲线,wai'te'xing'qu'xian
外推,wai'tui
外线,wai'xian
外协处,wai'xie'chu
外协组,wai'xie'zu
外形,wai'xing
外圆磨床,wai'yuan'mo'chuang
外罩板,wai'zhao'ban
外轴承,wai'zhou'cheng
弯度,wan'du
弯管,wan'guan
弯管机,wan'guan'ji
弯管旋塞,wan'guan'xuan'sai
弯矩,wan'ju
万能车床,wan'neng'che'chuang
万能的,wan'neng'de
万能工具磨床,wan'neng'gong'ju'mo'chuang
万能磨床,wan'neng'mo'chuang
万能镗床,wan'neng'tang'chuang
万能镗钻两用机床,wan'neng'tang'zuan'liang'yong'ji'chuang
万能铣床,wan'neng'xi'chuang
弯曲,wan'qu
弯曲模数,wan'qu'mo'shu
弯曲振动,wan'qu'zhen'dong
完全,wan'quan
完全的,wan'quan'de
完全固化,wan'quan'gu'hua
完全焊透,wan'quan'han'tou
完全退火,wan'quan'tui'huo
完全允许应力,wan'quan'yun'xu'ying'li
弯头,wan'tou
弯压铁,wan'ya'tie
万用表,wan'yong'biao
完整,wan'zheng
弯轴,wan'zhou
王保强,wang'bao'qiang
王朝灿,wang'chao'can
王大泉,wang'da'quan
王登科,wang'deng'ke
王迪,wang'di
王飞,wang'fei
往复的,wang'fu'de
往复运动,wang'fu'yun'dong
汪耕,wang'geng
王功良,wang'gong'liang
王佳,wang'jia
王佳卿,wang'jia'qing
王坚,wang'jian
王剑明,wang'jian'ming
王建萍,wang'jian'ping
王瑾,wang'jin
王晶,wang'jing
王炯,wang'jiong
汪澜,wang'lan
王磊,wang'lei
王镭,wang'lei
王丽佳,wang'li'jia
王立军,wang'li'jun
王莉萍,wang'li'ping
王林峰,wang'lin'feng
王林锋,wang'lin'feng
网络,wang'luo
王萌,wang'meng
王敏捷,wang'min'jie
王明洁,wang'ming'jie
王楠,wang'nan
王盘铭,wang'pan'ming
王若擎,wang'ruo'qing
王生发,wang'sheng'fa
王世全,wang'shi'quan
王庭山,wang'ting'shan
王伟,wang'wei
王伟锋,wang'wei'feng
网纹,wang'wen
王文铮,wang'wen'zheng
王祥,wang'xiang
王晓博,wang'xiao'bo
王新华,wang'xin'hua
王鑫童,wang'xin'tong
王馨盈,wang'xin'ying
王扬帆,wang'yang'fan
王耀华,wang'yao'hua
王易超,wang'yi'chao
王应丰,wang'ying'feng
王瑜,wang'yu
王玉琴,wang'yu'qin
王悦,wang'yue
王云能,wang'yun'neng
王志鹏,wang'zhi'peng
王作民,wang'zuo'min
未饱和,wei'bao'he
韦伯,wei'bo
微程电气,wei'cheng'dian'qi
维护,wei'hu
维护组,wei'hu'zu
尾架,wei'jia
魏建树,wei'jian'shu
未接地的,wei'jie'di'de
卫洁忠,wei'jie'zhong
卫瑾,wei'jin
未精加工的,wei'jing'jia'gong'de
未经检验的,wei'jing'jian'yan'de
未经试验的,wei'jing'shi'yan'de
未经整理的,wei'jing'zheng'li'de
未绝缘的,wei'jue'yuan'de
未励磁的,wei'li'ci'de
微粒胶片,wei'li'jiao'pian
微米,wei'mi
微米等离子弧焊接,wei'mi'deng'li'zi'hu'han'jie
卫强,wei'qiang
维氏电桥,wei'shi'dian'qiao
威氏硬度,wei'shi'ying'du
未衰减的,wei'shuai'jian'de
微调,wei'tiao
未完工的,wei'wan'gong'de
危险,wei'xian
危险标示牌,wei'xian'biao'shi'pai
危险信号,wei'xian'xin'hao
维修,wei'xiu
维修班,wei'xiu'ban
卫旭东,wei'xu'dong
魏燕飞,wei'yan'fei
位移,wei'yi
位移阻抗,wei'yi'zu'kang
卫友根,wei'you'gen
位于,wei'yu
韦昱,wei'yu
韦振兴,wei'zhen'xing
未蒸发的,wei'zheng'fa'de
位置,wei'zhi
未知量,wei'zhi'liang
未知数,wei'zhi'shu
未装备的,wei'zhuang'bei'de
未阻尼的,wei'zu'ni'de
温宝华,wen'bao'hua
温差,wen'cha
稳定,wen'ding
稳定的,wen'ding'de
稳定负载电阻,wen'ding'fu'zai'dian'zu
稳定器,wen'ding'qi
稳定性,wen'ding'xing
温度,wen'du
温度计,wen'du'ji
闻峰,wen'feng
稳弧剂,wen'hu'ji
稳弧装置,wen'hu'zhuang'zhi
稳极,wen'ji
文件,wen'jian
文具,wen'ju
温升,wen'sheng
温升试验,wen'sheng'shi'yan
文氏电桥,wen'shi'dian'qiao
稳态或暂态不平衡负载,wen'tai'huo'zan'tai'bu'ping'heng'fu'zai
稳态振动,wen'tai'zhen'dong
稳压二极管,wen'ya'er'ji'guan
稳压器,wen'ya'qi
文耀华,wen'yao'hua
蜗杆传动,wo'gan'chuan'dong
涡流,wo'liu
涡流损耗,wo'liu'sun'hao
卧式刨床,wo'shi'bao'chuang
卧式车床,wo'shi'che'chuang
卧式的,wo'shi'de
卧式镗床,wo'shi'tang'chuang
卧式镗铣床,wo'shi'tang'xi'chuang
卧式铣床,wo'shi'xi'chuang
吴变桃,wu'bian'tao
吴斌,wu'bin
吴波,wu'bo
无补偿的,wu'bu'chang'de
误差,wu'cha
误差百分数,wu'cha'bai'fen'shu
误差的,wu'cha'de
误差率,wu'cha'lv
邬春珍,wu'chun'zhen
吴大成,wu'da'cheng
五钢,wu'gang
无功,wu'gong
无功的,wu'gong'de
无功电动势,wu'gong'dian'dong'shi
无功电流,wu'gong'dian'liu
无功电压,wu'gong'dian'ya
无功电压降,wu'gong'dian'ya'jiang
无功分量,wu'gong'fen'liang
无功负载,wu'gong'fu'zai
无功功率,wu'gong'gong'lv
无功功率计,wu'gong'gong'lv'ji
无功功率因素,wu'gong'gong'lv'yin'su
无规则的,wu'gui'ze'de
武汉洪山电工科技有限公司,wu'han'hong'shan'dian'gong'ke'ji'you'xian'gong'si
吴辉,wu'hui
吴慧云,wu'hui'yun
吴吉,wu'ji
无畸变的,wu'ji'bian'de
无畸变的波形,wu'ji'bian'de'bo'xing
无机的,wu'ji'de
无机物,wu'ji'wu
无碱玻璃丝带,wu'jian'bo'li'si'dai
吴江市平望溪港塑料厂,wu'jiang'shi'ping'wang'xi'gang'su'liao'chang
武进泵业,wu'jin'beng'ye
五金器材,wu'jin'qi'cai
吴骏,wu'jun
吴克腾,wu'ke'teng
无励磁,wu'li'ci
吴莉敏,wu'li'min
吴令成,wu'ling'cheng
无毛绒布,wu'mao'rong'bu
无气味,wu'qi'wei
吴庆军,wu'qing'jun
污染,wu'ran
污染的,wu'ran'de
无溶剂,wu'rong'ji
无色,wu'se
无事故运行,wu'shi'gu'yun'xing
无失真的,wu'shi'zhen'de
无刷励磁,wu'shua'li'ci
无刷励磁机,wu'shua'li'ci'ji
无损检验,wu'sun'jian'yan
无损试验,wu'sun'shi'yan
无铁心的,wu'tie'xin'de
屋外布线,wu'wai'bu'xian
无锡二绝,wu'xi'er'jue
无锡配件,wu'xi'pei'jian
无锡市第二绝缘材料有限公司,wu'xi'shi'di'er'jue'yuan'cai'liao'you'xian'gong'si
无锡市蠡湖铁路机车配件厂,wu'xi'shi'li'hu'tie'lu'ji'che'pei'jian'chang
无锡市羊尖飞虹金属制品厂,wu'xi'shi'yang'jian'fei'hong'jin'shu'zhi'pin'chang
无锡透平叶片有限公司,wu'xi'tou'ping'ye'pian'you'xian'gong'si
无锡叶片,wu'xi'ye'pian
无线电干扰,wu'xian'dian'gan'rao
吴晓君,wu'xiao'jun
吴晓蕾,wu'xiao'lei
吴晓燕,wu'xiao'yan
吴新亚,wu'xin'ya
吴扬,wu'yang
吴洋海,wu'yang'hai
无氧铜,wu'yang'tong
吴越强,wu'yue'qiang
无载,wu'zai
无载的,wu'zai'de
吴作栋,wu'zuo'dong
西安龙伸,xi'an'long'shen
西安益诺,xi'an'yi'nuo
西安益诺电力电子有限责任公司,xi'an'yi'nuo'dian'li'dian'zi'you'xian'ze'ren'gong'si
锡箔,xi'bo
铣槽,xi'cao
铣槽刀,xi'cao'dao
细长,xi'chang
细长的,xi'chang'de
吸潮试验,xi'chao'shi'yan
吸尘装置,xi'chen'zhuang'zhi
细齿,xi'chi
铣床,xi'chuang
铣刀,xi'dao
铣刀端面后角,xi'dao'duan'mian'hou'jiao
铣刀盘,xi'dao'pan
铣刀轴,xi'dao'zhou
锡焊,xi'han
锡焊料,xi'han'liao
熄弧,xi'hu
细锯,xi'ju
细粒的,xi'li'de
西门子,xi'men'zi
西南铝加工厂,xi'nan'lv'jia'gong'chang
细平衡,xi'ping'heng
吸热装置,xi're'zhuang'zhi
吸入,xi'ru
