阿坝当归,a'ba'dang'gui
白八宝,bai'ba'bao
白巴子,bai'ba'zi
白斑凹唇姜,bai'ban'ao'chun'jiang
白瓣虎耳草,bai'ban'hu'er'cao
白斑水鸭脚,bai'ban'shui'ya'jiao
白斑万年青,bai'ban'wan'nian'qing
白苞蒿,bai'bao'hao
白苞筋骨草,bai'bao'jin'gu'cao
白苞裸蒴,bai'bao'luo'shuo
白苞南星,bai'bao'nan'xing
白苞芹,bai'bao'qin
白苞芹属,bai'bao'qin'shu
白苞猩猩草,bai'bao'xing'xing'cao
白背大丁草,bai'bei'da'ding'cao
白背杜鹃,bai'bei'du'juan
白背鹅掌柴,bai'bei'e'zhang'chai
白背枫,bai'bei'feng
白背凤毛菊,bai'bei'feng'mao'ju
白背风毛菊,bai'bei'feng'mao'ju
白背麸杨,bai'bei'fu'yang
白背厚壳桂,bai'bei'hou'ke'gui
白背黄花稔,bai'bei'huang'hua'ren
白背黄肉楠,bai'bei'huang'rou'nan
白背柳,bai'bei'liu
白背木耳,bai'bei'mu'er
白背牛尾菜,bai'bei'niu'wei'cai
白背爬藤榕,bai'bei'pa'teng'rong
白背蒲儿根,bai'bei'pu'er'gen
白背桤叶树,bai'bei'qi'ye'shu
白背千里光,bai'bei'qian'li'guang
白背忍冬,bai'bei'ren'dong
白背瑞木,bai'bei'rui'mu
白背鼠麹草,bai'bei'shu'qu'cao
白背丝绸,bai'bei'si'chou
白背算盘子,bai'bei'suan'pan'zi
白背铁线蕨,bai'bei'tie'xian'jue
白背兔儿风,bai'bei'tu'er'feng
白背委陵菜,bai'bei'wei'ling'cai
白背五蕊柳,bai'bei'wu'rui'liu
白背小报春,bai'bei'xiao'bao'chun
白背小舌紫菀,bai'bei'xiao'she'zi'wan
白背绣球,bai'bei'xiu'qiu
白背亚飞廉,bai'bei'ya'fei'lian
白背叶,bai'bei'ye
白背野扁豆,bai'bei'ye'bian'dou
白背叶葱木,bai'bei'ye'cong'mu
白背玉山竹,bai'bei'yu'shan'zhu
白背紫菀,bai'bei'zi'wan
白背紫珠,bai'bei'zi'zhu
白背钻地风,bai'bei'zuan'di'feng
白萆薢,bai'bi'xie
白边沿阶草,bai'bian'yan'jie'cao
白滨藜,bai'bin'li
百部,bai'bu
百部草,bai'bu'cao
白布果,bai'bu'guo
白哺鸡竹,bai'bu'ji'zhu
白布荆,bai'bu'jing
白菜,bai'cai
白草,bai'cao
白草木樨,bai'cao'mu'xi
白侧耳根,bai'ce'er'gen
白茶木,bai'cha'mu
白茶树,bai'cha'shu
白茶树属,bai'cha'shu'shu
白柴果,bai'chai'guo
白菖蒲,bai'chang'pu
白车轴草,bai'che'zhou'cao
白齿唇兰,bai'chi'chun'lan
白赤木,bai'chi'mu
百齿卫矛,bai'chi'wei'mao
白虫豆,bai'chong'dou
白椽,bai'chuan
白唇杓兰,bai'chun'biao'lan
白唇槽舌兰,bai'chun'cao'she'lan
白刺,bai'ci
白刺花,bai'ci'hua
白刺锦鸡儿,bai'ci'jin'ji'er
白刺菊,bai'ci'ju
白刺菊属,bai'ci'ju'shu
白刺属,bai'ci'shu
白大凤,bai'da'feng
白大花千斤藤,bai'da'hua'qian'jin'teng
百荡草,bai'dang'cao
白点兰,bai'dian'lan
白点兰属,bai'dian'lan'shu
白蝶兰属,bai'die'lan'shu
白丁香,bai'ding'xiang
白顶早熟禾,bai'ding'zao'shu'he
白豆,bai'dou
稗豆,bai'dou
白豆杉,bai'dou'shan
白豆杉属,bai'dou'shan'shu
白杜,bai'du
白杜仲,bai'du'zhong
白垩假木贼,bai'e'jia'mu'zei
白萼青兰,bai'e'qing'lan
白萼素馨,bai'e'su'xin
白萼委陵菜,bai'e'wei'ling'cai
白耳菜,bai'er'cai
白发藓,bai'fa'xian
白饭公,bai'fan'gong
白番红花,bai'fan'hong'hua
白反栎,bai'fan'li
白饭树,bai'fan'shu
白饭树属,bai'fan'shu'shu
白粉青荚叶,bai'fen'qing'jia'ye
白粉藤,bai'fen'teng
白粉藤属,bai'fen'teng'shu
白粉玉簪,bai'fen'yu'zan
白粉圆叶报春,bai'fen'yuan'ye'bao'chun
白凤菜,bai'feng'cai
白附子,bai'fu'zi
白杆,bai'gan
白根独活,bai'gen'du'huo
白钩藤,bai'gou'teng
白狗牙,bai'gou'ya
白鼓钉,bai'gu'ding
白鼓丁属,bai'gu'ding'shu
白骨藤,bai'gu'teng
白瓜,bai'gua
白挂木,bai'gua'mu
白冠蒲公英,bai'guan'pu'gong'ying
白桂木,bai'gui'mu
白果,bai'guo
白果华白珠,bai'guo'hua'bai'zhu
白果花楸,bai'guo'hua'qiu
白果堇菜,bai'guo'jin'cai
白果景天,bai'guo'jing'tian
白果树,bai'guo'shu
白果树萝卜,bai'guo'shu'luo'bo
白果松,bai'guo'song
白果香楠,bai'guo'xiang'nan
白果越桔,bai'guo'yue'ju
白汉洛凤仙花,bai'han'luo'feng'xian'hua
白蒿,bai'hao
百合,bai'he
白鹤参,bai'he'can
百合花杜鹃,bai'he'hua'du'juan
白合欢,bai'he'huan
百合科,bai'he'ke
白鹤灵芝,bai'he'ling'zhi
白鹤灵芝属,bai'he'ling'zhi'shu
白河柳,bai'he'liu
百合属,bai'he'shu
白鹤藤,bai'he'teng
白鹤藤属,bai'he'teng'shu
白喉崩,bai'hou'beng
白喉乌头,bai'hou'wu'tou
白蝴蝶,bai'hu'die
白虎木,bai'hu'mu
白胡枝子,bai'hu'zhi'zi
白桦,bai'hua
白花艾,bai'hua'ai
白花八角,bai'hua'ba'jiao
白花败酱,bai'hua'bai'jiang
白花白酒草,bai'hua'bai'jiu'cao
白花苞裂芹,bai'hua'bao'lie'qin
白花贝母兰,bai'hua'bei'mu'lan
白花菜,bai'hua'cai
白花菜科,bai'hua'cai'ke
白花菜属,bai'hua'cai'shu
白花草木樨,bai'hua'cao'mu'xi
白花长白棘豆,bai'hua'chang'bai'ji'dou
白花长瓣铁线莲,bai'hua'chang'ban'tie'xian'lian
白花长距虾脊兰,bai'hua'chang'ju'xia'ji'lan
白花柽柳,bai'hua'cheng'liu
白花重楼,bai'hua'chong'lou
白花川滇米口袋,bai'hua'chuan'dian'mi'kou'dai
白花刺参,bai'hua'ci'shen
白花大苞苣苔,bai'hua'da'bao'ju'tai
白花大苞兰,bai'hua'da'bao'lan
白花大野豌豆,bai'hua'da'ye'wan'dou
白花丹,bai'hua'dan
白花单瓣木槿,bai'hua'dan'ban'mu'jin
白花灯笼,bai'hua'deng'long
白花地蚕,bai'hua'di'can
白花地胆草,bai'hua'di'dan'cao
白花地丁,bai'hua'di'ding
白花点地梅,bai'hua'dian'di'mei
白花滇山茶,bai'hua'dian'shan'cha
白花滇紫草,bai'hua'dian'zi'cao
白花东北堇菜,bai'hua'dong'bei'jin'cai
白花兜兰,bai'hua'dou'lan
白花杜鹃,bai'hua'du'juan
白花独蒜兰,bai'hua'du'suan'lan
白花多齿山茶,bai'hua'duo'chi'shan'cha
白花耳唇兰,bai'hua'er'chun'lan
白花凤蝶兰,bai'hua'feng'die'lan
白花凤仙花,bai'hua'feng'xian'hua
白花风筝果,bai'hua'feng'zheng'guo
白花附地菜,bai'hua'fu'di'cai
白花伏地杜鹃,bai'hua'fu'di'du'juan
白花甘蓝,bai'hua'gan'lan
白花甘青黄耆,bai'hua'gan'qing'huang'qi
白花甘西鼠尾草,bai'hua'gan'xi'shu'wei'cao
白花冠唇花,bai'hua'guan'chun'hua
白花鬼针草,bai'hua'gui'zhen'cao
白花过路黄,bai'hua'guo'lu'huang
白花含笑,bai'hua'han'xiao
白花杭子梢,bai'hua'hang'zi'shao
白花蒿,bai'hua'hao
百花蒿,bai'hua'hao
百花蒿属,bai'hua'hao'shu
白花合欢,bai'hua'he'huan
白花合景天,bai'hua'he'jing'tian
白花鹤虱,bai'hua'he'shi
白花黑环罂粟,bai'hua'hei'huan'ying'su
白花红门兰,bai'hua'hong'men'lan
白花胡颓子,bai'hua'hu'tui'zi
白花花旗杆,bai'hua'hua'qi'gan
白花华山黄耆,bai'hua'hua'shan'huang'qi
白花槐,bai'hua'huai
白花黄芩,bai'hua'huang'qin
白花棘豆,bai'hua'ji'dou
白花假糙苏,bai'hua'jia'cao'su
白花结,bai'hua'jie
白花堇菜,bai'hua'jin'cai
白花堇兰,bai'hua'jin'lan
白花卷瓣兰,bai'hua'juan'ban'lan
白花苦灯笼,bai'hua'ku'deng'long
白花老鹳草,bai'hua'lao'guan'cao
白花梨果寄生,bai'hua'li'guo'ji'sheng
白花列当,bai'hua'lie'dang
白花铃铛刺,bai'hua'ling'dang'ci
白花铃子香,bai'hua'ling'zi'xiang
白花柳叶箬,bai'hua'liu'ye'ruo
白花龙,bai'hua'long
白花龙船花,bai'hua'long'chuan'hua
白花耧斗菜,bai'hua'lou'dou'cai
白花鹿角兰,bai'hua'lu'jiao'lan
白花鹿蹄草,bai'hua'lu'ti'cao
白花卵叶杜鹃,bai'hua'luan'ye'du'juan
白花绿绒蒿,bai'hua'lv'rong'hao
白花驴蹄草,bai'hua'lv'ti'cao
白花马蔺,bai'hua'ma'lin
白花曼陀罗,bai'hua'man'tuo'luo
白花毛蕊红山茶,bai'hua'mao'rui'hong'shan'cha
白花毛轴莎草,bai'hua'mao'zhou'suo'cao
白花梅花草,bai'hua'mei'hua'cao
白花米口袋,bai'hua'mi'kou'dai
白花木,bai'hua'mu
白花木通,bai'hua'mu'tong
白花苜蓿,bai'hua'mu'xu
白花南山茶,bai'hua'nan'shan'cha
白花拟万代兰,bai'hua'ni'wan'dai'lan
白花牛角瓜,bai'hua'niu'jiao'gua
白花泡桐,bai'hua'pao'tong
白花蓬子菜,bai'hua'peng'zi'cai
白花匹菊,bai'hua'pi'ju
白花珀菊,bai'hua'po'ju
白花蒲公英,bai'hua'pu'gong'ying
白花前胡,bai'hua'qian'hu
白花球蕊五味子,bai'hua'qiu'rui'wu'wei'zi
白花荛花,bai'hua'rao'hua
白花萨乌尔翠雀花,bai'hua'sa'wu'er'cui'que'hua
白花三宝木,bai'hua'san'bao'mu
白花砂珍棘豆,bai'hua'sha'zhen'ji'dou
百花山柴胡,bai'hua'shan'chai'hu
百花山鹅观草,bai'hua'shan'e'guan'cao
白花山柰,bai'hua'shan'nai
白花山野豌豆,bai'hua'shan'ye'wan'dou
白花芍药,bai'hua'shao'yao
白花蛇舌草,bai'hua'she'she'cao
白花神血宁,bai'hua'shen'xue'ning
白花石蚕,bai'hua'shi'can
白花石豆兰,bai'hua'shi'dou'lan
白花石芥菜,bai'hua'shi'jie'cai
白花树,bai'hua'shu
白花树萝卜,bai'hua'shu'luo'bo
白花双蝴蝶,bai'hua'shuang'hu'die
白花水八角,bai'hua'shui'ba'jiao
白花松潘乌头,bai'hua'song'pan'wu'tou
白花酸藤果,bai'hua'suan'teng'guo
白花碎米荠,bai'hua'sui'mi'ji
白花台东红门兰,bai'hua'tai'dong'hong'men'lan
白花藤萝,bai'hua'teng'luo
白花头嘴菊,bai'hua'tou'zui'ju
白花菟葵,bai'hua'tu'kui
白花歪头菜,bai'hua'wai'tou'cai
白花万带兰,bai'hua'wan'dai'lan
白花夏枯草,bai'hua'xia'ku'cao
白花苋,bai'hua'xian
白花苋属,bai'hua'xian'shu
白花线柱兰,bai'hua'xian'zhu'lan
白花薤,bai'hua'xie
白花蟹甲草,bai'hua'xie'jia'cao
白花悬钩子,bai'hua'xuan'gou'zi
白花岩梅,bai'hua'yan'mei
白花羊耳蒜,bai'hua'yang'er'suan
白花羊蹄甲,bai'hua'yang'ti'jia
白花洋紫荆,bai'hua'yang'zi'jing
白花叶,bai'hua'ye
白花野火球,bai'hua'ye'huo'qiu
白花异叶苣苔,bai'hua'yi'ye'ju'tai
白花银背藤,bai'hua'yin'bei'teng
白花蝇子草,bai'hua'ying'zi'cao
白花油麻藤,bai'hua'you'ma'teng
白花鱼藤,bai'hua'yu'teng
白花越桔,bai'hua'yue'ju
白花藏芥,bai'hua'zang'jie
白花张口杜鹃,bai'hua'zhang'kou'du'juan
白花獐牙菜,bai'hua'zhang'ya'cai
白花浙江山茶,bai'hua'zhe'jiang'shan'cha
白花枝子花,bai'hua'zhi'zi'hua
白花重瓣木槿,bai'hua'zhong'ban'mu'jin
白花蛛毛苣苔,bai'hua'zhu'mao'ju'tai
白花紫金牛,bai'hua'zi'jin'niu
白花紫荆,bai'hua'zi'jing
白花紫藤,bai'hua'zi'teng
白花酢浆草,bai'hua'zuo'jiang'cao
白槐,bai'huai
白环异枝竹,bai'huan'yi'zhi'zhu
白喙刺子莞,bai'hui'ci'zi'guan
白及,bai'ji
白极,bai'ji
白芨,bai'ji
白蒺藜,bai'ji'li
白及属,bai'ji'shu
白夹竹,bai'jia'zhu
白健秆,bai'jian'gan
白兼果,bai'jian'guo
白尖苔草,bai'jian'tai'cao
败酱,bai'jiang
败酱草,bai'jiang'cao
败酱耳草,bai'jiang'er'cao
白浆果苋,bai'jiang'guo'xian
败酱科,bai'jiang'ke
败酱属,bai'jiang'shu
败酱叶菊芹,bai'jiang'ye'ju'qin
白胶木,bai'jiao'mu
白脚桐,bai'jiao'tong
白脚桐棉,bai'jiao'tong'mian
白芥,bai'jie
白接骨,bai'jie'gu
白接骨属,bai'jie'gu'shu
白节簕竹,bai'jie'le'zhu
百解马兜铃,bai'jie'ma'dou'ling
白节赛爵床,bai'jie'sai'jue'chuang
白结香,bai'jie'xiang
白筋,bai'jin
稗荩,bai'jin
白金花,bai'jin'hua
百金花,bai'jin'hua
百金花属,bai'jin'hua'shu
稗荩属,bai'jin'shu
白锦条,bai'jin'tiao
白茎绢蒿,bai'jing'juan'hao
白荆树,bai'jing'shu
白茎唐松草,bai'jing'tang'song'cao
白景天,bai'jing'tian
白茎鸦葱,bai'jing'ya'cong
白茎盐生草,bai'jing'yan'sheng'cao
白茎眼子菜,bai'jing'yan'zi'cai
白镜子,bai'jing'zi
白韭,bai'jiu
白酒草,bai'jiu'cao
白菊木,bai'ju'mu
白菊木属,bai'ju'mu'shu
白鹃梅,bai'juan'mei
白鹃梅属,bai'juan'mei'shu
柏科,bai'ke
白柯,bai'ke
白蜡,bai'la
白喇叭杜鹃,bai'la'ba'du'juan
柏拉木,bai'la'mu
柏拉木属,bai'la'mu'shu
白腊树,bai'la'shu
白蜡树,bai'la'shu
白蜡树属,bai'la'shu'shu
白蜡叶风筝果,bai'la'ye'feng'zheng'guo
白蜡叶荛花,bai'la'ye'rao'hua
白兰,bai'lan
白榄,bai'lan
白蓝翠雀花,bai'lan'cui'que'hua
白兰花,bai'lan'hua
白狼葱,bai'lang'cong
白狼乌头,bai'lang'wu'tou
百劳舌,bai'lao'she
白簕,bai'le
百簕花,bai'le'hua
白肋翻唇兰,bai'lei'fan'chun'lan
柏蕾荠属,bai'lei'ji'shu
白肋万年青,bai'lei'wan'nian'qing
白肋线柱兰,bai'lei'xian'zhu'lan
白栎,bai'li
白梨,bai'li
白里蒿,bai'li'hao
白梨么,bai'li'me
百里香,bai'li'xiang
百里香属,bai'li'xiang'shu
白蔹,bai'lian
白莲蒿,bai'lian'hao
白亮独活,bai'liang'du'huo
百两金,bai'liang'jin
百裂风毛菊,bai'lie'feng'mao'ju
白鳞刺子莞,bai'lin'ci'zi'guan
白鳞木姜子,bai'lin'mu'jiang'zi
白鳞莎草,bai'lin'suo'cao
白鳞苔草,bai'lin'tai'cao
白鳞酢浆草,bai'lin'zuo'jiang'cao
百灵草,bai'ling'cao
白灵菇,bai'ling'gu
白柳,bai'liu
白龙串彩,bai'long'chuan'cai
白龙藁本,bai'long'gao'ben
白龙骨,bai'long'gu
白龙须,bai'long'xu
白露红,bai'lu'hong
白萝卜,bai'luo'bo
白绿苔草,bai'lv'tai'cao
白绿叶,bai'lv'ye
白麻,bai'ma
白马吊灯花,bai'ma'diao'deng'hua
白马骨,bai'ma'gu
白马芥,bai'ma'jie
白麻栎,bai'ma'li
白马桑,bai'ma'sang
白马山虎耳草,bai'ma'shan'hu'er'cao
白马山荛花,bai'ma'shan'rao'hua
白麻属,bai'ma'shu
白马鼠尾草,bai'ma'shu'wei'cao
白马苔草,bai'ma'tai'cao
白马蹄莲,bai'ma'ti'lian
白蚂蚁花,bai'ma'yi'hua
白马银花,bai'ma'yin'hua
百脉根,bai'mai'gen
百脉根属,bai'mai'gen'shu
白脉犁头尖,bai'mai'li'tou'jian
白脉瑞香,bai'mai'rui'xiang
白脉山葱,bai'mai'shan'cong
白脉野靛棵,bai'mai'ye'dian'ke
白蔓草虫豆,bai'man'cao'chong'dou
白茅,bai'mao
白毛草,bai'mao'cao
白毛茶,bai'mao'cha
白毛杜鹃,bai'mao'du'juan
白毛椴,bai'mao'duan
白毛多花蒿,bai'mao'duo'hua'hao
白毛繁缕,bai'mao'fan'lv
白毛粉钟杜鹃,bai'mao'fen'zhong'du'juan
白毛风毛菊,bai'mao'feng'mao'ju
白毛杭子梢,bai'mao'hang'zi'shao
白毛华丽杜鹃,bai'mao'hua'li'du'juan
白毛花楸,bai'mao'hua'qiu
白毛火把花,bai'mao'huo'ba'hua
白毛鸡矢藤,bai'mao'ji'shi'teng
白毛假糙苏,bai'mao'jia'cao'su
白毛锦鸡儿,bai'mao'jin'ji'er
白毛金露梅,bai'mao'jin'lu'mei
白毛茎虎耳草,bai'mao'jing'hu'er'cao
白毛巨竹,bai'mao'ju'zhu
白毛卷瓣兰,bai'mao'juan'ban'lan
白毛雷波槭,bai'mao'lei'bo'qi
白毛柳,bai'mao'liu
白毛鹿茸草,bai'mao'lu'rong'cao
白毛马蓝,bai'mao'ma'lan
白毛磨芋,bai'mao'mo'yu
白毛桤叶树,bai'mao'qi'ye'shu
白毛蕊茶,bai'mao'rui'cha
白茅属,bai'mao'shu
白毛四照花,bai'mao'si'zhao'hua
白毛算盘子,bai'mao'suan'pan'zi
白毛桃,bai'mao'tao
白毛乌蔹莓,bai'mao'wu'lian'mei
白毛乌头,bai'mao'wu'tou
白毛小叶金露梅,bai'mao'xiao'ye'jin'lu'mei
白毛小叶栒子,bai'mao'xiao'ye'xun'zi
白毛栒子,bai'mao'xun'zi
白毛岩蚕,bai'mao'yan'can
白毛羊胡子草,bai'mao'yang'hu'zi'cao
白毛羊胡子革,bai'mao'yang'hu'zi'ge
白毛野丁香,bai'mao'ye'ding'xiang
白毛银露梅,bai'mao'yin'lu'mei
白毛长叶紫珠,bai'mao'zhang'ye'zi'zhu
白毛子楝树,bai'mao'zi'lian'shu
白毛紫珠,bai'mao'zi'zhu
白楣椆树,bai'mei'zhou'shu
白面,bai'mian
白面柴,bai'mian'chai
白面杜鹃,bai'mian'du'juan
白面风,bai'mian'feng
白面槁,bai'mian'gao
白面姑,bai'mian'gu
白绵毛荆芥,bai'mian'mao'jing'jie
白绵毛兰,bai'mian'mao'lan
白面苎麻,bai'mian'zhu'ma
白棉子树,bai'mian'zi'shu
柏木,bai'mu
百慕大草,bai'mu'da'cao
柏木属,bai'mu'shu
白木通,bai'mu'tong
白木乌桕,bai'mu'wu'jiu
白木犀草,bai'mu'xi'cao
白木香,bai'mu'xiang
白楠,bai'nan
百能葳,bai'neng'wei
白牛胆,bai'niu'dan
白牛皮消,bai'niu'pi'xiao
白牛槭,bai'niu'qi
白牛子,bai'niu'zi
白皮椴,bai'pi'duan
白皮鹅耳枥,bai'pi'e'er'li
白皮锦鸡儿,bai'pi'jin'ji'er
白皮柯,bai'pi'ke
白皮柳,bai'pi'liu
白皮松,bai'pi'song
白皮素馨,bai'pi'su'xin
白皮唐竹,bai'pi'tang'zhu
白皮乌口树,bai'pi'wu'kou'shu
白皮云杉,bai'pi'yun'shan
百坡山苔草,bai'po'shan'tai'cao
白埔姜,bai'pu'jiang
白杞柳,bai'qi'liu
白前,bai'qian
白扦,bai'qian
白千层,bai'qian'ceng
白千层属,bai'qian'ceng'shu
白杄云杉,bai'qian'yun'shan
白枪杆,bai'qiang'gan
白蔷薇,bai'qiang'wei
白楸,bai'qiu
白萩,bai'qiu
百球藨草,bai'qiu'biao'cao
白屈菜,bai'qu'cai
白屈莱属,bai'qu'lai'shu
百日草,bai'ri'cao
百日菊,bai'ri'ju
百日菊属,bai'ri'ju'shu
百日青,bai'ri'qing
白绒草,bai'rong'cao
白柔毛香茶菜,bai'rou'mao'xiang'cha'cai
白肉榕,bai'rou'rong
白薷,bai'ru
白乳木,bai'ru'mu
白蕊巴戟,bai'rui'ba'ji
百蕊草,bai'rui'cao
百蕊草属,bai'rui'cao'shu
败蕊无距花,bai'rui'wu'ju'hua
白瑞香,bai'rui'xiang
白三叶草,bai'san'ye'cao
百色豆腐柴,bai'se'dou'fu'chai
百色猴欢喜,bai'se'hou'huan'xi
百色黄精,bai'se'huang'jing
百色楼梯草,bai'se'lou'ti'cao
百色螺序草,bai'se'luo'xu'cao
白色木,bai'se'mu
白沙虫药,bai'sha'chong'yao
白沙蒿,bai'sha'hao
白莎蒿,bai'sha'hao
白沙黄檀,bai'sha'huang'tan
白扇宝心,bai'shan'bao'xin
白山蒿,bai'shan'hao
白山耧斗菜,bai'shan'lou'dou'cai
白山毛茛,bai'shan'mao'gen
白山神血宁,bai'shan'shen'xue'ning
白山苔草,bai'shan'tai'cao
百山祖八角,bai'shan'zu'ba'jiao
百山祖冷杉,bai'shan'zu'leng'shan
百山祖玉山竹,bai'shan'zu'yu'shan'zhu
白舌短葶飞蓬,bai'she'duan'ting'fei'peng
白舌飞蓬,bai'she'fei'peng
白舌骨,bai'she'gu
白射千,bai'she'qian
白舌紫菀,bai'she'zi'wan
白石栗,bai'shi'li
白氏马先蒿,bai'shi'ma'xian'hao
百寿唇柱苣苔,bai'shou'chun'zhu'ju'tai
白首乌,bai'shou'wu
柏树,bai'shu
白树,bai'shu
白薯,bai'shu
稗属,bai'shu
白树沟瓣,bai'shu'gou'ban
白薯莨,bai'shu'liang
白树属,bai'shu'shu
白睡莲,bai'shui'lian
白水藤,bai'shui'teng
白丝草,bai'si'cao
白丝草属,bai'si'cao'shu
白松,bai'song
白溲疏,bai'sou'shu
白苏,bai'su
百穗藨草,bai'sui'biao'cao
白穗花,bai'sui'hua
白穗花属,bai'sui'hua'shu
白穗柯,bai'sui'ke
白碎米花,bai'sui'mi'hua
白穗紫堇,bai'sui'zi'jin
白梭梭,bai'suo'suo
稗苔草,bai'tai'cao
白檀,bai'tan
白檀木,bai'tan'mu
白檀山矾,bai'tan'shan'fan
白棠子树,bai'tang'zi'shu
白桃,bai'tao
白藤,bai'teng
白藤梨,bai'teng'li
白甜车轴草,bai'tian'che'zhou'cao
白条纹龙胆,bai'tiao'wen'long'dan
白桐树,bai'tong'shu
白桐树属,bai'tong'shu'shu
百头,bai'tou
白头风,bai'tou'feng
白透骨消,bai'tou'gu'xiao
白头金足草,bai'tou'jin'zu'cao
白头韭,bai'tou'jiu
白头婆,bai'tou'po
白头山苔草,bai'tou'shan'tai'cao
白头树,bai'tou'shu
白头翁,bai'tou'weng
白头翁属,bai'tou'weng'shu
白头蟹甲草,bai'tou'xie'jia'cao
白兔儿尾苗,bai'tu'er'wei'miao
白土苓,bai'tu'ling
白碗杜鹃,bai'wan'du'juan
白网脉斑叶兰,bai'wang'mai'ban'ye'lan
白薇,bai'wei
白苋,bai'xian
白鲜,bai'xian
白线薯,bai'xian'shu
白鲜属,bai'xian'shu
白香草木樨,bai'xiang'cao'mu'xi
柏香莲,bai'xiang'lian
白香薷,bai'xiang'ru
白象牙参,bai'xiang'ya'can
白小伞虎耳草,bai'xiao'san'hu'er'cao
白血藤,bai'xie'teng
白心木,bai'xin'mu
白心球花报春,bai'xin'qiu'hua'bao'chun
白辛树,bai'xin'shu
白杏花,bai'xing'hua
白序黄耆,bai'xu'huang'qi
白序楼梯草,bai'xu'lou'ti'cao
白序橐吾,bai'xu'tuo'wu
白雪花,bai'xue'hua
白雪火绒草,bai'xue'huo'rong'cao
白雪银鳞紫菀,bai'xue'yin'lin'zi'wan
白颜树,bai'yan'shu
白颜树属,bai'yan'shu'shu
百眼藤,bai'yan'teng
白羊草,bai'yang'cao
白杨树,bai'yang'shu
白药根,bai'yao'gen
白药谷精草,bai'yao'gu'jing'cao
白药牛奶菜,bai'yao'niu'nai'cai
白叶不翻,bai'ye'bu'fan
白叶风毛菊,bai'ye'feng'mao'ju
白叶藁本,bai'ye'gao'ben
白野槁树,bai'ye'gao'shu
白叶瓜馥木,bai'ye'gua'fu'mu
白叶蒿,bai'ye'hao
白叶花楸,bai'ye'hua'qiu
白叶莓,bai'ye'mei
白叶山莓草,bai'ye'shan'mei'cao
白叶藤,bai'ye'teng
白叶藤属,bai'ye'teng'shu
白叶藓,bai'ye'xian
白叶香茶菜,bai'ye'xiang'cha'cai
白叶莸,bai'ye'you
白叶子,bai'ye'zi
白异钟花,bai'yi'zhong'hua
白英,bai'ying
白颖苔草,bai'ying'tai'cao
白榆,bai'yu
白玉草,bai'yu'cao
白玉大油芒,bai'yu'da'you'mang
白玉兰,bai'yu'lan
白羽扇豆,bai'yu'shan'dou
白玉山蔷薇,bai'yu'shan'qiang'wei
白玉簪,bai'yu'zan
白缘翠雀花,bai'yuan'cui'que'hua
白缘蒲公英,bai'yuan'pu'gong'ying
白元参,bai'yuan'shen
白云百蕊草,bai'yun'bai'rui'cao
白皂药,bai'zao'yao
白仗木,bai'zhang'mu
白折耳根,bai'zhe'er'gen
白芷,bai'zhi
白纸宝,bai'zhi'bao
白枝杜鹃,bai'zhi'du'juan
白枝黄耆,bai'zhi'huang'qi
白指甲花,bai'zhi'jia'hua
白枝柯,bai'zhi'ke
百枝莲,bai'zhi'lian
白枝流苏树,bai'zhi'liu'su'shu
白枝青冈,bai'zhi'qing'gang
白纸扇,bai'zhi'shan
白枝羊蹄甲,bai'zhi'yang'ti'jia
白枝猪毛菜,bai'zhi'zhu'mao'cai
白钟杜鹃,bai'zhong'du'juan
白钟花,bai'zhong'hua
摆竹,bai'zhu
白术,bai'zhu
白竹,bai'zhu
白猪栗,bai'zhu'li
白珠树,bai'zhu'shu
白珠树属,bai'zhu'shu'shu
白柱万代兰,bai'zhu'wan'dai'lan
百珠篠,bai'zhu'xiao
白子菜,bai'zi'cai
白紫荆,bai'zi'jing
百子莲,bai'zi'lian
百子莲属,bai'zi'lian'shu
白紫千里光,bai'zi'qian'li'guang
白紫树,bai'zi'shu
白走马胎,bai'zou'ma'tai
百足草,bai'zu'cao
百足藤,bai'zu'teng
半抱茎风毛菊,ban'bao'jing'feng'mao'ju
半抱茎婆婆纳,ban'bao'jing'po'po'na
半抱茎葶苈,ban'bao'jing'ting'li
半边风,ban'bian'feng
半边莲,ban'bian'lian
半边莲科,ban'bian'lian'ke
半边莲属,ban'bian'lian'shu
半边旗,ban'bian'qi
半边伞,ban'bian'san
半边苏,ban'bian'su
半边铁角蕨,ban'bian'tie'jiao'jue
半边月,ban'bian'yue
半侧蔓龙胆,ban'ce'man'long'dan
斑蝉姜,ban'chan'jiang
斑赤瓟,ban'chi'bo
半齿柃,ban'chi'ling
斑唇贝母兰,ban'chun'bei'mu'lan
斑唇红门兰,ban'chun'hong'men'lan
斑唇卷瓣兰,ban'chun'juan'ban'lan
斑唇马先蒿,ban'chun'ma'xian'hao
板凳果,ban'deng'guo
斑地锦,ban'di'jin
斑点楮头红,ban'dian'chu'tou'hong
斑点光果荚蒾,ban'dian'guang'guo'jia'mi
斑点虎耳草,ban'dian'hu'er'cao
斑点龙胆,ban'dian'long'dan
斑点苔草,ban'dian'tai'cao
斑点橐吾,ban'dian'tuo'wu
半凋萎绢蒿,ban'diao'wei'juan'hao
瓣萼杜鹃,ban'e'du'juan
斑萼溲疏,ban'e'sou'shu
半耳箬竹,ban'er'ruo'zhu
半枫荷,ban'feng'he
半枫荷属,ban'feng'he'shu
斑稃碱茅,ban'fu'jian'mao
