班格尔马辛席,ban'ge'er'ma'xin'xi
笑口枣,xiao'kou'zao
殽框,xiao'kuang
小女孩,xiao'nv'hai
小朋友,xiao'peng'you
小朋友头,xiao'peng'you'tou
小气,xiao'qi
笑骑骑,xiao'qi'qi
笑甩棚牙,xiao'shuai'peng'ya
潇湘,xiao'xiang
笑笑口,xiao'xiao'kou
小心驶得晚年船,xiao'xin'shi'de'wan'nian'chuan
小学鷄,xiao'xue'ji
小学鸡,xiao'xue'ji
小厣,xiao'yan
霄夜,xiao'ye
宵夜,xiao'ye
宵夜宵夜,xiao'ye'xiao'ye
小意思,xiao'yi'si
笑吟吟,xiao'yin'yin
消滞,xiao'zhi
写包单,xie'bao'dan
卸膊,xie'bo
鞋抽,xie'chou
蟹弶,xie'jiang
歇脚,xie'jiao
些厘酒,xie'li'jiu
斜喱眼,xie'li'yan
鞋码,xie'ma
些少,xie'shao
歇手,xie'shou
歇宿,xie'su
蟹厣,xie'yan
蟹爪笔,xie'zhao'bi
鞋踭,xie'zheng
写字楼,xie'zi'lou
心抱,xin'bao
新潮,xin'chao
心大心细,xin'da'xin'xi
心淡,xin'dan
新哋,xin'di
心多,xin'duo
心多多,xin'duo'duo
新妇,xin'fu
心甘,xin'gan
心肝椗,xin'gan'ding
心肝碇,xin'gan'ding
信瓜,xin'gua
心挂挂,xin'gua'gua
心喐喐,xin'guo'guo
心火盛,xin'huo'sheng
心机,xin'ji
新净,xin'jing
心口,xin'kou
心口翳,xin'kou'yi
新郎哥,xin'lang'ge
新郞哥,xin'lang'ge
新历年,xin'li'nian
新年头,xin'nian'tou
信皮,xin'pi
新人,xin'ren
信肉,xin'rou
心实,xin'shi
新屎坑,xin'shi'keng
新尸萝卜皮新地,xin'shi'luo'bo'pi'xin'di
心水,xin'shui
心水清,xin'shui'qing
心思思,xin'si'si
新闻纸,xin'wen'zhi
心息,xin'xi
新鲜滚热辣,xin'xian'gun're'la
新鲜热辣,xin'xian're'la
心罨,xin'yan
心痒痒,xin'yang'yang
心悒,xin'yi
心郁郁,xin'yu'yu
新正头,xin'zheng'tou
心知肚明,xin'zhi'du'ming
擤鼻涕,xing'bi'ti
行差踏错,xing'cha'ta'cuo
行车天桥,xing'che'tian'qiao
行出行入,xing'chu'xing'ru
行船,xing'chuan
行档,xing'dang
行得埋,xing'de'mai
醒定,xing'ding
醒瞓,xing'fen
行街,xing'jie
行经,xing'jing
星君,xing'jun
星君仔,xing'jun'zi
行雷,xing'lei
行嚟行去,xing'li'xing'qu
行路,xing'lu
行路唔带眼,xing'lu'wu'dai'yan
腥闷,xing'men
醒目,xing'mu
醒目仔,xing'mu'zi
形女,xing'nv
星期美点,xing'qi'mei'dian
行人路,xing'ren'lu
行人天桥,xing'ren'tian'qiao
醒神,xing'shen
行时,xing'shi
擤甩边髀,xing'shuai'bian'bi
行衰运,xing'shuai'yun
醒水,xing'shui
星铁,xing'tie
醒胃,xing'wei
腥鰮鰮,xing'wen'wen
行唔起,xing'wu'qi
行运,xing'yun
行运行到脚趾屘,xing'yun'xing'dao'jiao'zhi'man
行转背,xing'zhuan'bei
形仔,xing'zi
凶神恶煞,xiong'shen'e'sha
秀才手巾包书,xiu'cai'shou'jin'bao'shu
绣花袋仔人人啱,xiu'hua'dai'zi'ren'ren'yan
羞家,xiu'jia
修游,xiu'you
修整,xiu'zheng
墟巴嘈闭,xu'ba'cao'bi
须刨,xu'bao
墟场,xu'chang
恤发,xu'fa
墟咁嘈,xu'gan'cao
墟冚,xu'kan
戌门,xu'men
墟日,xu'ri
裇衫,xu'shan
恤衫,xu'shan
轩芝斯,xuan'zhi'si
血本无归,xue'ben'wu'gui
削膊,xue'bo
雪耳,xue'er
雪糕,xue'gao
雪糕批,xue'gao'pi
雪柜,xue'gui
雪屐,xue'ji
雪茄,xue'jia
雪梨,xue'li
雪褛,xue'lv
雪帽,xue'mao
雪批,xue'pi
学神,xue'shen
学生哥,xue'sheng'ge
学师仔,xue'shi'zi
雪条,xue'tiao
噱头,xue'tou
血压高,xue'ya'gao
雪藏,xue'zang
雪种,xue'zhong
雪猪,xue'zhu
雪珠,xue'zhu
削仔,xue'zi
循例,xun'li
驯品,xun'pin
寻日,xun'ri
训王,xun'wang
训未,xun'wei
揗揗震,xun'xun'zhen
亚爸,ya'ba
亚保亚胜,ya'bao'ya'sheng
亚崩,ya'beng
牙擦,ya'ca
牙擦擦,ya'ca'ca
芽菜,ya'cai
牙齿当金使,ya'chi'dang'jin'shi
亚单睇榜一眼睇晒,ya'dan'di'bang'yi'yan'di'shai
亚斗官,ya'dou'guan
亚奀,ya'en
亚福,ya'fu
亚哥,ya'ge
亚公,ya'gong
亚狗亚猫,ya'gou'ya'mao
亚姑,ya'gu
牙灰,ya'hui
牙尖嘴利,ya'jian'zui'li
牙铰,ya'jiao
丫角髻,ya'jiao'ji
鸭脚粟,ya'jiao'su
牙力,ya'li
亚妈,ya'ma
亚嫲,ya'ma
亚茂,ya'mao
亚妹,ya'mei
鸭乸,ya'na
鸭乸蹄,ya'na'ti
亚奶,ya'nai
亚婆,ya'po
牙肉,ya'rou
牙软,ya'ruan
亚嫂,ya'sao
牙哨,ya'shao
亚蛇,ya'she
亚婶,ya'shen
牙屎,ya'shi
牙屎屎,ya'shi'shi
亚叔,ya'shu
牙痛啖声,ya'tong'dan'sheng
牙痛噉声,ya'tong'dan'sheng
亚驼,ya'tuo
亚细,ya'xi
牙罅,ya'xia
掗掗拃拃掗拃,ya'ya'zha'zha'ya'zha
伢孲仔,ya'ya'zi
牙烟,ya'yan
亚爷,ya'ye
亚姨,ya'yi
崖鹰,ya'ying
掗拃,ya'zha
牙斩斩,ya'zhan'zhan
岩巉,yan'chan
巖巉,yan'chan
烟铲,yan'chan
烟尘,yan'chen
研船,yan'chuan
晏蒂,yan'di
眼定定,yan'ding'ding
眼肚,yan'du
眼瞓,yan'fen
眼甘甘,yan'gan'gan
烟杠,yan'gang
眼公仔,yan'gong'zai
烟骨,yan'gu
眼光光,yan'guang'guang
眼核,yan'he
眼花花,yan'hua'hua
烟灰缸,yan'hui'gang
眼火爆,yan'huo'bao
啱偈,yan'ji
眼枷,yan'jia
奄尖,yan'jian
淹尖,yan'jian
眼见功夫,yan'jian'gong'fu
眼见心谋,yan'jian'xin'mou
眼角高,yan'jiao'gao
眼界,yan'jie
烟精,yan'jing
盐焗鷄,yan'ju'ji
盐焗鸡,yan'ju'ji
晏觉,yan'jue
眼崛崛,yan'jue'jue
眼倔倔眼,yan'jue'jue'yan
眼阔肚窄,yan'kuo'du'zhai
眼泪嗲嗲渧,yan'lei'dia'dia'di
眼矋矋,yan'lei'lei
眼辘辘,yan'lu'lu
眼睩睩,yan'lu'lu
眼毛,yan'mao
眼眉,yan'mei
眼眉毛,yan'mei'mao
眼眉毛长,yan'mei'mao'chang
眼眉跳,yan'mei'tiao
厣门,yan'men
眼蒙,yan'meng
眼蒙蒙,yan'meng'meng
眼浅,yan'qian
啱荞,yan'qiao
眼热,yan're
啱晒,yan'shai
啱晒合尺,yan'shai'he'chi
檐蛇,yan'she
盐蛇,yan'she
眼蛇蛇,yan'she'she
烟士,yan'shi
眼屎,yan'shi
眼湿湿,yan'shi'shi
烟屎烟友,yan'shi'yan'you
燕梳,yan'shu
演双簧,yan'shuang'huang
眼水,yan'shui
研碎,yan'sui
眼坦坦,yan'tan'tan
眼瘫瘫,yan'tan'tan
眼挑针,yan'tiao'zhen
烟头,yan'tou
眼凸凸,yan'tu'tu
眼唔见为净,yan'wu'jian'wei'jing
眼唔见爲净,yan'wu'jian'wei'jing
眼翕毛,yan'xi'mao
啱先,yan'xian
啱心水,yan'xin'shui
躽胸凸肚,yan'xiong'tu'du
啱牙,yan'ya
啱啱,yan'yan
岩岩巉巉,yan'yan'chan'chan
巖巖巉巉,yan'yan'chan'chan
啱啱线,yan'yan'xian
演嘢,yan'ye
眼冤,yan'yuan
腌臢,yan'za
腌臢腥闷,yan'za'xing'men
眼斩斩,yan'zhan'zhan
罨汁,yan'zhi
胭脂红,yan'zhi'hong
胭脂脚,yan'zhi'jiao
烟盅,yan'zhong
晏昼,yan'zhou
罨住,yan'zhu
烟仔,yan'zi
烟子,yan'zi
洋瓷,yang'ci
洋货铺,yang'huo'pu
洋楼,yang'lou
羊咩,yang'mie
杨桃,yang'tao
洋烛,yang'zhu
药材铺,yao'cai'pu
腰骨,yao'gu
要颈唔要命,yao'jing'wu'yao'ming
肴框,yao'kuang
咬唔入,yao'wu'ru
要唔要,yao'wu'yao
椰菜,ye'cai
椰菜花,ye'cai'hua
夜啲,ye'di
掖高裤脚,ye'gao'ku'jiao
野鷄,ye'ji
野鸡,ye'ji
夜麻麻,ye'ma'ma
夜晚,ye'wan
夜晚黑,ye'wan'hei
也文也武,ye'wen'ye'wu
椰衣,ye'yi
夜游神,ye'you'shen
野仔,ye'zi
一凹一凸,yi'ao'yi'tu
一把火,yi'ba'huo
一坺迾,yi'ba'lie
一坺牛屎,yi'ba'niu'shi
一便,yi'bian
医病,yi'bing
一部通书睇到老,yi'bu'tong'shu'di'dao'lao
衣车,yi'che
一沉百踩,yi'chen'bai'cai
一搊锁匙,yi'chou'suo'chi
一抽一掕,yi'chou'yi'ling
一啖,yi'dan
一担担,yi'dan'dan
宜得咿咿哦啊,yi'de'yi'yi'o'a
椅垫,yi'dian
一戙都冇,yi'dong'dou'mao
一戙都无,yi'dong'dou'wu
亦都,yi'dou
一度,yi'du
一肚子气,yi'du'zi'qi
一堆,yi'dui
一唪臭味,yi'feng'chou'wei
一哥,yi'ge
一个鏰都冇,yi'ge'beng'dou'mao
一个对,yi'ge'dui
一个骨,yi'ge'gu
一个字,yi'ge'zi
咿喐,yi'guo
易过借火,yi'guo'jie'huo
易话为,yi'hua'wei
易话爲,yi'hua'wei
抑或,yi'huo
一嚿饭,yi'huo'fan
一嚿溜,yi'huo'liu
一镬泡,yi'huo'pao
一镬熟,yi'huo'shu
依家,yi'jia
一脚踢,yi'jiao'ti
翳焗,yi'ju
一句钟,yi'ju'zhong
一句锺,yi'ju'zhong
一樖树,yi'ke'shu
伊捞七,yi'lao'qi
一粒色,yi'li'se
一粒神,yi'li'shen
一粒嘢,yi'li'ye
一流,yi'liu
椅笼,yi'long
一竉蛇,yi'long'she
一路,yi'lu
一路路,yi'lu'lu
一辘木,yi'lu'mu
一碌木,yi'lu'mu
一辘杉,yi'lu'shan
姨妈,yi'ma
姨妈姑爹,yi'ma'gu'die
姨妈姑姐,yi'ma'gu'jie
伊面,yi'mian
一面屁,yi'mian'pi
一揇,yi'nan
一排,yi'pai
一拍行,yi'pai'xing
一泡气,yi'pao'qi
一淠屎,yi'pi'shi
一撇嘢一盘水,yi'pie'ye'yi'pan'shui
一仆一碌,yi'pu'yi'lu
翳气,yi'qi
一人行喊窄霸道,yi'ren'hang'han'zhai'ba'dao
一日,yi'ri
一日到黑,yi'ri'dao'hei
一沈百踩,yi'shen'bai'cai
一身筋,yi'shen'jin
一身松,yi'shen'song
一身蚁,yi'shen'yi
医生,yi'sheng
姨甥,yi'sheng
一实,yi'shi
一式,yi'shi
伊士,yi'shi
一时时,yi'shi'shi
依时依候,yi'shi'yi'hou
一手一脚,yi'shou'yi'jiao
熠熟狗头,yi'shu'gou'tou
一沓,yi'ta
一天都光晒,yi'tian'dou'guang'shai
一天光晒,yi'tian'guang'shai
一条气,yi'tiao'qi
一头,yi'tou
意头,yi'tou
一头半月,yi'tou'ban'yue
一头雾水,yi'tou'wu'shui
一头烟,yi'tou'yan
一味,yi'wei
一喺,yi'xi
一系,yi'xi
异相,yi'xiang
一眼关七,yi'yan'guan'qi
咿挹,yi'yi
咿咿哦哦,yi'yi'e'e
一一二二,yi'yi'er'er
一于,yi'yu
姨丈,yi'zhang
一张嘢,yi'zhang'ye
一阵,yi'zhen
一阵间,yi'zhen'jian
翳滞,yi'zhi
一支公,yi'zhi'gong
一只屐,yi'zhi'ji
一只貍,yi'zhi'li
一只狸,yi'zhi'li
一住,yi'zhu
一自,yi'zi
姨仔,yi'zi
一字咁浅,yi'zi'gan'qian
一字角,yi'zi'jiao
银包,yin'bao
饮茶,yin'cha
吟沉,yin'chen
阴干,yin'gan
阴功,yin'gong
音柜,yin'gui
因何,yin'he
银鷄,yin'ji
银鸡,yin'ji
饮姜酒,yin'jiang'jiu
银脚带,yin'jiao'dai
银钱,yin'qian
引擎,yin'qing
银棯,yin'ren
噖日,yin'ri
吟沈,yin'shen
饮胜,yin'sheng
阴声细气,yin'sheng'xi'qi
阴湿,yin'shi
阴司纸,yin'si'zhi
饮筒,yin'tong
瘾头,yin'tou
阴阴沉沉,yin'yin'chen'chen
吟吟沉沉,yin'yin'chen'chen
阴阴湿湿,yin'yin'shi'shi
阴阴笑,yin'yin'xiao
因由人,yin'you'ren
银粘,yin'zhan
银纸,yin'zhi
阴骘,yin'zhi
阴枝,yin'zhi
因住,yin'zhu
银仔,yin'zi
应承,ying'cheng
英寸,ying'cun
硬打硬,ying'da'ying
应份,ying'fen
罂告,ying'gao
硬颈,ying'jing
硬净,ying'jing
硬晒舦,ying'shai'tai
影相,ying'xiang
影相机,ying'xiang'ji
罂硬系,ying'ying'xi
鹰爪,ying'zhao
拥趸,yong'dun
用晒,yong'shai
用信用卡签帐,yong'xin'yong'ka'qian'zhang
鳙鱼,yong'yu
有宝,you'bao
右便,you'bian
游车河,you'che'he
油螆,you'ci
由得,you'de
有得有分数,you'de'you'fen'shu
有啲人,you'di'ren
有定冇,you'ding'mao
有定无,you'ding'wu
油耳,you'er
幼儿园,you'er'yuan
有风驶尽,you'feng'shi'jin
有风驶尽利,you'feng'shi'jin'li
有咁,you'gan
有咁得咁,you'gan'de'gan
油甘子,you'gan'zi
有几何,you'ji'he
油角,you'jiao
游离浪荡,you'li'lang'dang
有理冇理,you'li'mao'li
有理无理,you'li'wu'li
有路数,you'lu'shu
油麦菜,you'mai'cai
有慢,you'man
有冇,you'mao
有冇搞错,you'mao'gao'cuo
有乜冬瓜豆腐,you'mie'dong'gua'dou'fu
有咩搞,you'mie'gao
有咩事,you'mie'shi
油淰淰,you'nian'nian
有排,you'pai
有便宜唔使颈,you'pian'yi'wu'shi'jing
油器,you'qi
犹如,you'ru
有声气,you'sheng'qi
又试,you'shi
右手便,you'shou'bian
游水,you'shui
有头威冇尾阵,you'tou'wei'mao'wei'zhen
有头威无尾阵,you'tou'wei'wu'wei'zhen
有突,you'tu
有碗话碗有碟话碟,you'wan'hua'wan'you'die'hua'die
有味,you'wei
有纹有路,you'wen'you'lu
有无,you'wu
有无搞错,you'wu'gao'cuo
又唔系,you'wu'xi
幼细,you'xi
又系噃,you'xi'bo
有限,you'xian
油香饼,you'xiang'bing
忧心,you'xin
有心,you'xin
有心冇神,you'xin'mao'shen
忧心热头,you'xin're'tou
有心无神,you'xin'wu'shen
有行,you'xing
有型有款,you'xing'you'kuan
有血性,you'xue'xing
有嘢睇,you'ye'di
有蚁,you'yi
有瘾,you'yin
甴曱,you'yue
油炸鬼,you'zha'gui
油炸蟹,you'zha'xie
有着数,you'zhao'shu
有之,you'zhi
油脂,you'zhi
幼稚园,you'zhi'yuan
油纸遮,you'zhi'zhe
友仔,you'zi
油嘴,you'zui
有咗又点话,you'zuo'you'dian'hua
鱼蛋,yu'dan
与共,yu'gong
鱼笱,yu'gou
玉荷包,yu'he'bao
瘀黑,yu'hei
鱼滑,yu'hua
与及,yu'ji
芋荚,yu'jia
玉糠,yu'kang
鱼栏,yu'lan
鱼露,yu'lu
雨褛,yu'lv
鱼腩,yu'nan
鱼片粥岩岩熟,yu'pian'zhou'yan'yan'shu
鱼癯,yu'qu
羽绒褛,yu'rong'lv
鱼生粥仅熟,yu'sheng'zhou'jin'shu
浴室,yu'shi
于是乎,yu'shi'hu
鱼丝袋,yu'si'dai
雨溦,yu'wei
雨溦溦,yu'wei'wei
鱼尾云,yu'wei'yun
鱼云,yu'yun
预早,yu'zao
雨遮,yu'zhe
原本,yuan'ben
葾崩烂臭,yuan'beng'lan'chou
冤崩烂臭,yuan'beng'lan'chou
杬豉,yuan'chi
冤臭,yuan'chou
圆凼,yuan'dang
圆凼凼,yuan'dang'dang
圆凼朶,yuan'dang'duo
原底,yuan'di
杬角,yuan'jiao
员警,yuan'jing
冤戾,yuan'li
原嚟,yuan'li
芫茜,yuan'qian
杬仁,yuan'ren
元肉,yuan'rou
圆蹄,yuan'ti
鸳鸯,yuan'yang
原装,yuan'zhuang
原子粒,yuan'zi'li
月大,yue'da
越发,yue'fa
岳高头,yue'gao'tou
月光,yue'guang
约莫,yue'mo
月头,yue'tou
月尾,yue'wei
月小,yue'xiao
曱甴,yue'you
云耳,yun'er
运脚,yun'jiao
晕浪,yun'lang
韵律体操,yun'lv'ti'cao
云纱,yun'sha
云石,yun'shi
云吞,yun'tun
云吞面,yun'tun'mian
晕酡酡,yun'tuo'tuo
匀巡,yun'xun
晕晕沌沌,yun'yun'dun'dun
韫住,yun'zhu
杂差,za'cha
杂柴,za'chai
杂货铺,za'huo'pu
扎起,za'qi
在生,zai'sheng
在世,zai'shi
早晨,zao'chen
早唞,zao'dou
早抖,zao'dou
躁火,zao'huo
燥火,zao'huo
灶君跌落镬精神,zao'jun'die'luo'huo'jing'shen
灶窟,zao'ku
竈窟,zao'ku
早排,zao'pai
早上,zao'shang
灶头抹布咸湿,zao'tou'ma'bu'xian'shi
灶虾,zao'xia
竈虾,zao'xia
早一排,zao'yi'pai
糟质,zao'zhi
早知冇乞丐,zao'zhi'mao'qi'gai
啫屐,ze'ji
啫喱,ze'li
择食,ze'shi
择使,ze'shi
仄纸,ze'zhi
贼公,zei'gong
贼佬,zei'lao
贼亚爸,zei'ya'ba
贼仔,zei'zi
谮气,zen'qi
谮赵,zen'zhao
谮醉,zen'zui
赠闭,zeng'bi
赠庆,zeng'qing
闸侧,zha'ce
揸车,zha'che
诈谛,zha'di
诈弟,zha'di
诈嗲,zha'dia
诈癫扮傻,zha'dian'ban'sha
鮓斗,zha'dou
揸篼乞食,zha'dou'qi'shi
揸二摊,zha'er'tan
揸咈,zha'fu
诈假意,zha'jia'yi
诈奸,zha'jian
诈娇,zha'jiao
扎脚,zha'jiao
扎脚婆,zha'jiao'po
揸颈,zha'jing
揸颈就命,zha'jing'jiu'ming
札马,zha'ma
札码字,zha'ma'zi
揸拿,zha'na
扎炮,zha'pao
鮓皮,zha'pi
痄腮,zha'sai
揸手,zha'shou
诈诈谛谛,zha'zha'di'di
扎扎跳,zha'zha'tiao
揸正嚟做,zha'zheng'li'zuo
闸住,zha'zhu
诈戆,zha'zhuang
揸庄,zha'zhuang
扎仔粉,zha'zi'fen
斋卤味,zhai'lu'wei
窄搣搣,zhai'mie'mie
盏鬼,zhan'gui
斩件,zhan'jian
斩脚趾避沙虫,zhan'jiao'zhi'bi'sha'chong
毡酒,zhan'jiu
斩缆,zhan'lan
斩料,zhan'liao
粘米,zhan'mi
粘仔,zhan'zi
胀泵泵,zhang'beng'beng
胀卜卜,zhang'bu'bu
招呼,zhao'hu
棹忌,zhao'ji
照计,zhao'ji
招牌饭,zhao'pai'fan
照杀,zhao'sha
找赎,zhao'shu
找数,zhao'shu
着数,zhao'shu
棹艇,zhao'ting
找续,zhao'xu
照照板煮碗,zhao'zhao'ban'zhu'wan
浙醋,zhe'cu
摺叠,zhe'die
折堕,zhe'duo
遮骨,zhe'gu
蔗鷄,zhe'ji
蔗鸡,zhe'ji
蔗荚,zhe'jia
折伞,zhe'san
摺伞,zhe'san
着衫,zhe'shan
摺纸,zhe'zhi
珍宝机,zhen'bao'ji
针波,zhen'bo
枕长,zhen'chang
针唛,zhen'ma
针冇两头利,zhen'mao'liang'tou'li
斟盘,zhen'pan
枕头包,zhen'tou'bao
枕头袋,zhen'tou'dai
针无两头利,zhen'wu'liang'tou'li
真系有心,zhen'xi'you'xin
震震贡,zhen'zhen'gong
枕住,zhen'zhu
整定,zheng'ding
正斗,zheng'dou
整蛊,zheng'gu
整蛊弄怪,zheng'gu'nong'guai
整蛊作怪,zheng'gu'zuo'guai
整鬼整怪,zheng'gui'zheng'guai
整鬼整马,zheng'gui'zheng'ma
正话,zheng'hua
争交,zheng'jiao
睁眉突眼,zheng'mei'tu'yan
正气,zheng'qi
整色水,zheng'se'shui
正晒,zheng'shai
蒸生瓜,zheng'sheng'gua
蒸生瓜神神地,zheng'sheng'gua'shen'shen'di
正式,zheng'shi
正系,zheng'xi
郑秀文跑步吴镇宇,zheng'xiu'wen'pao'bu'wu'zhen'yu
正嘢,zheng'ye
正一,zheng'yi
直白,zhi'bai
直笔甩,zhi'bi'shuai
之不过,zhi'bu'guo
执茶,zhi'cha
直肠直肚,zhi'chang'zhi'du
直程,zhi'cheng
执筹,zhi'chou
之啖,zhi'dan
之噉,zhi'dan
至到,zhi'dao
知到,zhi'dao
执到正,zhi'dao'zheng
质地,zhi'di
执地,zhi'di
执地仔,zhi'di'zi
指冬瓜画葫芦,zhi'dong'gua'hua'hu'lu
至多,zhi'duo
至多唔系,zhi'duo'wu'xi
执二摊,zhi'er'tan
执福,zhi'fu
至好,zhi'hao
至好唔系,zhi'hao'wu'xi
炙火,zhi'huo
雉鷄,zhi'ji
雉鸡,zhi'ji
滞鷄,zhi'ji
滞鸡,zhi'ji
置家,zhi'jia
指甲刀,zhi'jia'dao
指甲钳,zhi'jia'qian
窒脚,zhi'jiao
止咳,zhi'ke
滞口,zhi'kou
窒口窒舌,zhi'kou'zhi'she
执笠,zhi'li
执漏,zhi'lou
之嘛,zhi'ma
纸皮,zhi'pi
瀄起,zhi'qi
知悭识俭,zhi'qian'shi'jian
直情,zhi'qing
执人口水溦,zhi'ren'kou'shui'wei
枳入去,zhi'ru'qu
指桑骂槐,zhi'sang'ma'huai
执生,zhi'sheng
知声,zhi'sheng
芝士,zhi'shi
执尸,zhi'shi
执式,zhi'shi
执拾,zhi'shi
滞市,zhi'shi
指手厾脚,zhi'shou'du'jiao
执手尾,zhi'shou'wei
执输,zhi'shu
知书识墨,zhi'shu'shi'mo
织蟀,zhi'shuai
执私,zhi'si
执死鷄,zhi'si'ji
执死鸡,zhi'si'ji
执死鷄仔,zhi'si'ji'zi
执死鸡仔,zhi'si'ji'zi
指天椒,zhi'tian'jiao
直头,zhi'tou
扻头埋墙,zhi'tou'mai'qiang
执头执尾,zhi'tou'zhi'wei
知微,zhi'wei
知微麻利,zhi'wei'ma'li
之唔系,zhi'wu'xi
至无至话,zhi'wu'zhi'hua
至系,zhi'xi
只系,zhi'xi
知醒,zhi'xing
执药,zhi'yao
纸鹞,zhi'yao
指意,zhi'yi
执赢,zhi'ying
志在,zhi'zai
吱喳,zhi'zha
纸扎下扒,zhi'zha'xia'ba
纸扎下巴口轻轻,zhi'zha'xia'ba'kou'qing'qing
织针,zhi'zhen
支整,zhi'zheng
支质,zhi'zhi
汁执,zhi'zhi
制制得过,zhi'zhi'de'guo
支支整整,zhi'zhi'zheng'zheng
枝竹,zhi'zhu
执仔婆,zhi'zi'po
重秤,zhong'cheng
钟点工,zhong'dian'gong
终归,zhong'gui
仲话,zhong'hua
重兼,zhong'jian
仲讲,zhong'jiang
中褛,zhong'lv
重冇咁嬲,zhong'mao'gan'niao
重皮,zhong'pi
钟数,zhong'shu
锺数,zhong'shu
仲未,zhong'wei
重无咁嬲,zhong'wu'gan'niao
重系,zhong'xi
仲系,zhong'xi
仲想,zhong'xiang
终须,zhong'xu
中学鸡,zhong'xue'ji
仲要,zhong'yao
钟意,zhong'yi
锺意,zhong'yi
中意,zhong'yi
重有,zhong'you
中中等等,zhong'zhong'deng'deng
周不时,zhou'bu'shi
周街,zhou'jie
周身,zhou'shen
周身八宝,zhou'shen'ba'bao
周身刀冇张利,zhou'shen'dao'mao'zhang'li
周身刀无张利,zhou'shen'dao'wu'zhang'li
周身屎,zhou'shen'shi
周身唔聚财,zhou'shen'wu'ju'cai
周身蚁,zhou'shen'yi
周时,zhou'shi
周时无日,zhou'shi'wu'ri
周先生教书有警逛,zhou'xian'sheng'jiao'shu'you'jing'guang
猪扒,zhu'ba
珠被,zhu'bei
猪婄腩,zhu'bu'nan
猪肠粉,zhu'chang'fen
猪肚棉,zhu'du'mian
柱趸,zhu'dun
猪甘,zhu'gan
猪膏,zhu'gao
竹篙,zhu'gao
猪公,zhu'gong
朱古力,zhu'gu'li
猪横脷猪膶,zhu'heng'li'zhu'run
猪红,zhu'hong
猪脚,zhu'jiao
竹篮打水一场空,zhu'lan'da'shui'yi'chang'kong
猪郎,zhu'lang
猪脷,zhu'li
猪笼车,zhu'long'che
猪笼入水,zhu'long'ru'shui
猪陆,zhu'lu
猪唛,zhu'ma
煮米,zhu'mi
竹篾,zhu'mie
猪乸,zhu'na
猪乸菜,zhu'na'cai
住年妹,zhu'nian'mei
猪尿煲,zhu'niao'bao
猪朋狗友,zhu'peng'gou'you
猪膶,zhu'run
猪润,zhu'run
竹纱,zhu'sha
猪潲,zhu'shao
竹升捉错用神,zhu'sheng'zhuo'cuo'yong'shen
猪手,zhu'shou
竹丝鸡,zhu'si'ji
猪头丙,zhu'tou'bing
猪网油,zhu'wang'you
朱义盛,zhu'yi'sheng
朱油,zhu'you
住月婆,zhu'yue'po
猪杂,zhu'za
猪仔,zhu'zai
猪仔得食墟墟冚,zhu'zai'de'shi'xu'xu'kan
竹战,zhu'zhan
猪踭肉,zhu'zheng'rou
竹枝,zhu'zhi
竹织批荡,zhu'zhi'pi'dang
竹织鸭,zhu'zhi'ya
煮重米,zhu'zhong'mi
抓车,zhua'che
专登,zhuan'deng
转行,zhuan'hang
转头,zhuan'tou
赚头蚀尾,zhuan'tou'shi'wei
转吓眼,zhuan'xia'yan
转性,zhuan'xing
撞板,zhuang'ban
撞板多过食饭撞彩,zhuang'ban'duo'guo'shi'fan'zhuang'cai
戆叱鸠,zhuang'chi'jiu
装弹弓,zhuang'dan'gong
装疯卖傻,zhuang'feng'mai'sha
撞鬼,zhuang'gui
撞棍,zhuang'gun
状棍,zhuang'gun
撞火,zhuang'huo
装假狗,zhuang'jia'gou
撞见,zhuang'jian
戆勼勼,zhuang'jiu'jiu
戆居,zhuang'ju
戆居居,zhuang'ju'ju
戆居仔,zhuang'ju'zi
撞口卦,zhuang'kou'gua
撞冧,zhuang'lin
撞聋,zhuang'long
装起个弶,zhuang'qi'ge'jiang
撞亲,zhuang'qin
状师,zhuang'shi
撞手神,zhuang'shou'shen
撞死马,zhuang'si'ma
装香,zhuang'xiang
撞啱,zhuang'yan
状元红,zhuang'yuan'hong
坠火,zhui'huo
锥仔,zhui'zi
捉到鹿唔识脱角,zhuo'dao'lu'wu'shi'tuo'jiao
捉黄脚鸡,zhuo'huang'jiao'ji
捉棋,zhuo'qi
浊亲,zhuo'qin
桌球,zhuo'qiu
捉蛇入屎窟,zhuo'she'ru'shi'ku
捉伊人,zhuo'yi'ren
捉用神,zhuo'yong'shen
捉字虱,zhuo'zi'shi
仔大仔世界,zi'da'zi'shi'jie
字花,zi'hua
子姜,zi'jiang
字粒,zi'li
字墨,zi'mo
仔乸,zi'na
仔女,zi'nv
自梳,zi'shu
自梳女,zi'shu'nv
滋味,zi'wei
自细,zi'xi
滋油,zi'you
自在,zi'zai
仔仔,zi'zi
自自然然,zi'zi'ran'ran
走白地,zou'bai'de
走宝,zou'bao
走埠,zou'bu
走电,zou'dian
走鬼,zou'gui
走红,zou'hong
走鸡,zou'ji
走夹唔唞,zou'jia'wu'dou
走夹唔抖,zou'jia'wu'dou
走精便,zou'jing'bian
走路,zou'lu
走路不长眼睛,zou'lu'bu'chang'yan'jing
走难,zou'nan
走人,zou'ren
走人走油,zou'ren'zou'you
走水,zou'shui
走趯,zou'ti
走投,zou'tou
走唔起,zou'wu'qi
走学,zou'xue
走眼,zou'yan
