阿贝比长原理,a'bei'bi'chang'yuan'li
通行力,tong'xing'li
通行能力,tong'xing'neng'li
通用横墨卡托投影,tong'yong'heng'mo'ka'tuo'tou'ying
通用极球面投影,tong'yong'ji'qiu'mian'tou'ying
通用物资,tong'yong'wu'zi
通用装备,tong'yong'zhuang'bei
通知,tong'zhi
同轴电缆线路,tong'zhou'dian'lan'xian'lu
桶装油料,tong'zhuang'you'liao
偷步如钉,tou'bu'ru'ding
投诚,tou'cheng
投弹训练,tou'dan'xun'lian
投弹中心线,tou'dan'zhong'xin'xian
偷渡,tou'du
偷渡登陆,tou'du'deng'lu
透光率,tou'guang'lv
投雷,tou'lei
投雷靶场,tou'lei'ba'chang
投雷航路,tou'lei'hang'lu
投雷航线,tou'lei'hang'xian
投雷要素,tou'lei'yao'su
投雷诸元,tou'lei'zhu'yuan
透明弹匣,tou'ming'dan'xia
透明负片,tou'ming'fu'pian
透明正片,tou'ming'zheng'pian
透明注记,tou'ming'zhu'ji
投入生产,tou'ru'sheng'chan
投射,tou'she
投射武器,tou'she'wu'qi
投射鱼雷,tou'she'yu'lei
透视截面法,tou'shi'jie'mian'fa
透视投影,tou'shi'tou'ying
透视旋转定律,tou'shi'xuan'zhuan'ding'lv
透水路基,tou'shui'lu'ji
透水路提,tou'shui'lu'ti
投物器材,tou'wu'qi'cai
偷袭,tou'xi
偷袭珍珠港,tou'xi'zhen'zhu'gang
投降,tou'xiang
透写图,tou'xie'tu
投影变换,tou'ying'bian'huan
投影变形,tou'ying'bian'xing
投影差,tou'ying'cha
投影方程,tou'ying'fang'cheng
投影器,tou'ying'qi
投影器主距,tou'ying'qi'zhu'ju
投影晒印,tou'ying'shai'yin
投掷,tou'zhi
投掷式电子侦察器材,tou'zhi'shi'dian'zi'zhen'cha'qi'cai
投掷式干扰机,tou'zhi'shi'gan'rao'ji
突岸式码头,tu'an'shi'ma'tou
徒步,tu'bu
徒步浮桥,tu'bu'fu'qiao
徒步开进,tu'bu'kai'jin
徒步桥,tu'bu'qiao
徒步行军,tu'bu'xing'jun
凸出式打磨,tu'chu'shi'da'mo
图传,tu'chuan
土地革命战争,tu'di'ge'ming'zhan'zheng
土地规划测量,tu'di'gui'hua'ce'liang
土地利用现状图,tu'di'li'yong'xian'zhuang'tu
土地信息系统,tu'di'xin'xi'xi'tong
土耳其及,tu'er'qi'ji
土耳其军,tu'er'qi'jun
突发事件,tu'fa'shi'jian
突防,tu'fang
突防能力,tu'fang'neng'li
突防装置,tu'fang'zhuang'zhi
图幅,tu'fu
图幅编号,tu'fu'bian'hao
图幅接边,tu'fu'jie'bian
图幅接合表,tu'fu'jie'he'biao
图根点,tu'gen'dian
图根控制,tu'gen'kong'zhi
土工作业,tu'gong'zuo'ye
突贯,tu'guan
突贯纵深,tu'guan'zong'shen
突击,tu'ji
突击兵器,tu'ji'bing'qi
突击步枪,tu'ji'bu'qiang
突击点,tu'ji'dian
突击队,tu'ji'dui
突击队刀锋,tu'ji'dui'dao'feng
突击队员,tu'ji'dui'yuan
突击方向,tu'ji'fang'xiang
突击海域,tu'ji'hai'yu
突击基准兵力,tu'ji'ji'zhun'bing'li
突击基准时间,tu'ji'ji'zhun'shi'jian
突击力,tu'ji'li
突击力量,tu'ji'li'liang
突击连,tu'ji'lian
突击目标,tu'ji'mu'biao
突击群,tu'ji'qun
突击上陆,tu'ji'shang'lu
突击顺序,tu'ji'shun'xu
突击训练,tu'ji'xun'lian
突击组,tu'ji'zu
图解纠正,tu'jie'jiu'zheng
图解图根点,tu'jie'tu'gen'dian
图解战斗文书,tu'jie'zhan'dou'wen'shu
图库,tu'ku
图廓,tu'kuo
图例,tu'li
图历簿,tu'li'bu
土联军,tu'lian'jun
图面配置,tu'mian'pei'zhi
突破,tu'po
突破地段,tu'po'di'duan
突破敌方,tu'po'di'fang
突破地区,tu'po'di'qu
突破口,tu'po'kou
突然袭击,tu'ran'xi'ji
突然性,tu'ran'xing
突入,tu'ru
图上作业,tu'shang'zuo'ye
徒涉,tu'she
徒涉场,tu'she'chang
徒涉渡河,tu'she'du'he
突围,tu'wei
图像,tu'xiang
图像变换,tu'xiang'bian'huan
图像编码,tu'xiang'bian'ma
图像处理,tu'xiang'chu'li
图像分割,tu'xiang'fen'ge
图像分析,tu'xiang'fen'xi
图像复合,tu'xiang'fu'he
图像复原,tu'xiang'fu'yuan
图像几何纠正,tu'xiang'ji'he'jiu'zheng
图像几何配准,tu'xiang'ji'he'pei'zhun
图像理解,tu'xiang'li'jie
图像描述,tu'xiang'miao'shu
图像识别,tu'xiang'shi'bie
图像数字化,tu'xiang'shu'zi'hua
图像镶嵌,tu'xiang'xiang'qian
图像增强,tu'xiang'zeng'qiang
图形,tu'xing
图形符号,tu'xing'fu'hao
图形记号,tu'xing'ji'hao
图形权倒数,tu'xing'quan'dao'shu
凸形斜面,tu'xing'xie'mian
图形元素,tu'xing'yuan'su
秃鹰战术折刀,tu'ying'zhan'shu'zhe'dao
途中,tu'zhong
途中补给,tu'zhong'bu'ji
团部,tuan'bu
团参谋长,tuan'can'mou'zhang
团次,tuan'ci
团队,tuan'dui
团级,tuan'ji
团首长,tuan'shou'zhang
团卫生队,tuan'wei'sheng'dui
团长,tuan'zhang
团支部,tuan'zhi'bu
团指挥所,tuan'zhi'hui'suo
退出现役,tui'chu'xian'yi
退出战斗,tui'chu'zhan'dou
推荐航线,tui'jian'hang'xian
推进,tui'jin
推进飞行器,tui'jin'fei'xing'qi
推进剂,tui'jin'ji
推进剂库,tui'jin'ji'ku
推进机械化条件下军事训练向信息化条件下军事训练转变,tui'jin'ji'xie'hua'tiao'jian'xia'jun'shi'xun'lian'xiang'xin'xi'hua'tiao'jian'xia'jun'shi'xun'lian'zhuan'bian
推进装置,tui'jin'zhuang'zhi
退壳,tui'ke
推力,tui'li
退却,tui'que
退却方向,tui'que'fang'xiang
退却终点,tui'que'zhong'dian
退守,tui'shou
退弹,tui'tan
推弹嘴,tui'tan'zui
推土铲,tui'tu'chan
推土齿,tui'tu'chi
退伍,tui'wu
退伍军人,tui'wu'jun'ren
退休,tui'xiu
推演,tui'yan
退役,tui'yi
退役装备,tui'yi'zhuang'bei
退战,tui'zhan
退职,tui'zhi
退子弹,tui'zi'dan
屯兵工事,tun'bing'gong'shi
脱靶,tuo'ba
拖靶,tuo'ba
脱靶量,tuo'ba'liang
拖船,tuo'chuan
拖底扫海,tuo'di'sao'hai
托管,tuo'guan
托管地,tuo'guan'di
脱机道,tuo'ji'dao
拖机道,tuo'ji'dao
拖救,tuo'jiu
脱离接触,tuo'li'jie'chu
陀螺方位角,tuo'luo'fang'wei'jiao
陀螺经纬仪,tuo'luo'jing'wei'yi
陀螺仪定向测量,tuo'luo'yi'ding'xiang'ce'liang
脱密变换,tuo'mi'bian'huan
脱密密钥,tuo'mi'mi'yao
托帕克斯卫星,tuo'pa'ke'si'wei'xing
拓扑地图,tuo'pu'di'tu
拓扑关系,tuo'pu'guan'xi
拓扑检索,tuo'pu'jian'suo
椭球扁率,tuo'qiu'bian'lv
椭球长半轴,tuo'qiu'chang'ban'zhou
椭球短半轴,tuo'qiu'duan'ban'zhou
椭球面大地测量学,tuo'qiu'mian'da'di'ce'liang'xue
椭球偏心率,tuo'qiu'pian'xin'lv
脱水食品,tuo'shui'shi'pin
脱叶,tuo'ye
拖曳飞行,tuo'ye'fei'xing
拖曳式,tuo'ye'shi
脱叶致死,tuo'ye'zhi'si
挖壕机,wa'hao'ji
瓦解敌军,wa'jie'di'jun
挖掘式,wa'jue'shi
挖入式码头,wa'ru'shi'ma'tou
瓦特,wa'te
外部定向,wai'bu'ding'xiang
外部动力,wai'bu'dong'li
外层空间核试验,wai'ceng'kong'jian'he'shi'yan
外层空间战略,wai'ceng'kong'jian'zhan'lue
外场,wai'chang
外场降落,wai'chang'jiang'luo
外场值班室,wai'chang'zhi'ban'shi
外弹道,wai'dan'dao
外弹道测量,wai'dan'dao'ce'liang
外弹道学,wai'dan'dao'xue
外观景象,wai'guan'jing'xiang
外壕,wai'hao
外红,wai'hong
外红点,wai'hong'dian
外军,wai'jun
外军研究,wai'jun'yan'jiu
外围,wai'wei
外线,wai'xian
外线兵团,wai'xian'bing'tuan
外线作战,wai'xian'zuo'zhan
外照射,wai'zhao'she
外照射伤害,wai'zhao'she'shang'hai
完成时限,wan'cheng'shi'xian
完成系,wan'cheng'xi
晚点名,wan'dian'ming
弯管目镜,wan'guan'mu'jing
完好车日,wan'hao'che'ri
完好率,wan'hao'lv
皖南事变,wan'nan'shi'bian
弯曲弹道,wan'qu'dan'dao
完全毁伤,wan'quan'hui'shang
万枝,wan'zhi
网点,wang'dian
网点或网穴,wang'dian'huo'wang'xue
网格地图,wang'ge'di'tu
网格法,wang'ge'fa
网格结构,wang'ge'jie'gou
网路开辟,wang'lu'kai'pi
网屏,wang'ping
王铁枪,wang'tie'qiang
网纹片,wang'wen'pian
网线,wang'xian
王彦章传,wang'yan'zhang'chuan
望远镜,wang'yuan'jing
望战,wang'zhan
网状阵地,wang'zhuang'zhen'di
维埃克斯,wei'ai'ke'si
位变率,wei'bian'lv
卫兵守则,wei'bing'shou'ze
卫兵特别守则,wei'bing'te'bie'shou'ze
微波,wei'bo
微波波段,wei'bo'bo'duan
微波测距仪,wei'bo'ce'ju'yi
微波侧视雷达,wei'bo'ce'shi'lei'da
微波辐射,wei'bo'fu'she
微波辐射计,wei'bo'fu'she'ji
微波通信,wei'bo'tong'xin
微波图像,wei'bo'tu'xiang
微薄无线电通信,wei'bo'wu'xian'dian'tong'xin
微波遥感,wei'bo'yao'gan
微波遥感器,wei'bo'yao'gan'qi
为不得已,wei'bu'de'yi
伪彩色图像,wei'cai'se'tu'xiang
未曾公亮,wei'ceng'gong'liang
纬差,wei'cha
围城打援,wei'cheng'da'yuan
伪等值线地图,wei'deng'zhi'xian'di'tu
围点打援,wei'dian'da'yuan
尾顶,wei'ding
纬度,wei'du
纬度圈,wei'du'quan
围而不打,wei'er'bu'da
微分法测图,wei'fen'fa'ce'tu
微分纠正,wei'fen'jiu'zheng
尾杆,wei'gan
桅杆,wei'gan
围攻,wei'gong
尉官,wei'guan
微光,wei'guang
微光夜视仪,wei'guang'ye'shi'yi
卫国战争,wei'guo'zhan'zheng
威海卫,wei'hai'wei
尾击,wei'ji
微技术,wei'ji'shu
微技术超科技,wei'ji'shu'chao'ke'ji
微技术光芒萬丈,wei'ji'shu'guang'mang'wan'zhang
微技术伤齿龙,wei'ji'shu'shang'chi'long
微技术圣甲虫,wei'ji'shu'sheng'jia'chong
微技术双锋圣甲虫,wei'ji'shu'shuang'feng'sheng'jia'chong
尾桨,wei'jiang
围剿,wei'jiao
伪距测量,wei'ju'ce'liang
微口径步枪,wei'kou'jing'bu'qiang
围困,wei'kun
围困战,wei'kun'zhan
未来信息战,wei'lai'xin'xi'zhan
威力半径,wei'li'ban'jing
威力大大,wei'li'da'da
卫立煌,wei'li'huang
威力外,wei'li'wai
威廉亨利,wei'lian'heng'li
尉缭子,wei'liao'zi
尾楼,wei'lou
维纳频谱,wei'na'pin'pu
尾炮塔,wei'pao'ta
卫青,wei'qing
围三缺一,wei'san'que'yi
微声冲锋枪,wei'sheng'chong'feng'qiang
卫生船舶,wei'sheng'chuan'bo
卫生防护,wei'sheng'fang'hu
卫生防护学,wei'sheng'fang'hu'xue
卫生防疫,wei'sheng'fang'yi
卫生防疫队,wei'sheng'fang'yi'dui
卫生飞机,wei'sheng'fei'ji
卫生分队,wei'sheng'fen'dui
卫生舰船,wei'sheng'jian'chuan
卫生减员,wei'sheng'jian'yuan
卫生列车,wei'sheng'lie'che
卫生勤务,wei'sheng'qin'wu
卫生勤务学,wei'sheng'qin'wu'xue
卫生员,wei'sheng'yuan
卫生运输船,wei'sheng'yun'shu'chuan
卫生侦察,wei'sheng'zhen'cha
卫戍,wei'shu
卫戍部队,wei'shu'bu'dui
卫戍勤务,wei'shu'qin'wu
卫戍区,wei'shu'qu
惟无一定,wei'wu'yi'ding
危险,wei'xian
纬线,wei'xian
危险界,wei'xian'jie
危险界线,wei'xian'jie'xian
危险区,wei'xian'qu
危险深度,wei'xian'shen'du
危险天气,wei'xian'tian'qi
卫星,wei'xing
卫星测高,wei'xing'ce'gao
卫星大地测量,wei'xing'da'di'ce'liang
卫星大地测量学,wei'xing'da'di'ce'liang'xue
卫星导航,wei'xing'dao'hang
卫星定位,wei'xing'ding'wei
卫星多普勒定位,wei'xing'duo'pu'le'ding'wei
卫星高度,wei'xing'gao'du
卫星跟踪卫星技术,wei'xing'gen'zong'wei'xing'ji'shu
卫星跟踪站,wei'xing'gen'zong'zhan
卫星共振分析,wei'xing'gong'zhen'fen'xi
卫星构形,wei'xing'gou'xing
卫星轨道改进,wei'xing'gui'dao'gai'jin
卫星激光测距,wei'xing'ji'guang'ce'ju
卫星激光测距仪,wei'xing'ji'guang'ce'ju'yi
卫星寿命,wei'xing'shou'ming
卫星受摄运动,wei'xing'shou'she'yun'dong
卫星通信,wei'xing'tong'xin
卫星通信地面站,wei'xing'tong'xin'di'mian'zhan
卫星像片图,wei'xing'xiang'pian'tu
卫星星下点,wei'xing'xing'xia'dian
卫星运动方程,wei'xing'yun'dong'fang'cheng
卫星云图,wei'xing'yun'tu
卫星制导,wei'xing'zhi'dao
卫星重力梯度测量,wei'xing'zhong'li'ti'du'ce'liang
卫星姿态,wei'xing'zi'tai
为要法,wei'yao'fa
尾翼,wei'yi
位移观测,wei'yi'guan'ce
惟以矛,wei'yi'mao
尾翼片,wei'yi'pian
为一体的,wei'yi'ti'de
位于车体,wei'yu'che'ti
位于坦克中部,wei'yu'tan'ke'zhong'bu
危战,wei'zhan
围战,wei'zhan
威战,wei'zhan
畏战,wei'zhan
未战而庙算不胜者,wei'zhan'er'miao'suan'bu'sheng'zhe
位置函数,wei'zhi'han'shu
位置精度,wei'zhi'jing'du
位置线,wei'zhi'xian
位置线方程,wei'zhi'xian'fang'cheng
未之有也,wei'zhi'you'ye
谓之曰梨花,wei'zhi'yue'li'hua
微重力测量,wei'zhong'li'ce'liang
尾舟,wei'zhou
伪装,wei'zhuang
伪装部队,wei'zhuang'bu'dui
伪装措施,wei'zhuang'cuo'shi
伪装分队,wei'zhuang'fen'dui
伪装服,wei'zhuang'fu
伪装捡验器材,wei'zhuang'jian'yan'qi'cai
伪装器材,wei'zhuang'qi'cai
伪装伞,wei'zhuang'san
为装饰片,wei'zhuang'shi'pian
伪装网,wei'zhuang'wang
伪装效果检验,wei'zhuang'xiao'guo'jian'yan
伪装衣,wei'zhuang'yi
为最适宜,wei'zui'shi'yi
温差,wen'cha
稳定飞行,wen'ding'fei'xing
稳定器,wen'ding'qi
稳定性,wen'ding'xing
温度影响因素,wen'du'ying'xiang'yin'su
文化地图,wen'hua'di'tu
稳健,wen'jian
文件发送,wen'jian'fa'song
文件发送时间表,wen'jian'fa'song'shi'jian'biao
稳健估计,wen'jian'gu'ji
纹理分析,wen'li'fen'xi
纹理增强,wen'li'zeng'qiang
稳扎稳打,wen'zha'wen'da
沃尔什变换,wo'er'shi'bian'huan
沃尔特布兰登,wo'er'te'bu'lan'deng
我方,wo'fang
我国于,wo'guo'yu
我机,wo'ji
我军的宗旨,wo'jun'de'zong'zhi
我军陆军,wo'jun'lu'jun
我军现代化的跨越式发展,wo'jun'xian'dai'hua'de'kua'yue'shi'fa'zhan
我军新世纪的奋斗目标,wo'jun'xin'shi'ji'de'fen'dou'mu'biao
我军信息化建设,wo'jun'xin'xi'hua'jian'she
我军性质,wo'jun'xing'zhi
我军指挥自动化系统,wo'jun'zhi'hui'zi'dong'hua'xi'tong
涡轮螺旋桨,wo'lun'luo'xuan'jiang
涡轮喷气发动机,wo'lun'pen'qi'fa'dong'ji
沃伦托马斯,wo'lun'tuo'ma'si
沃伦托马斯颈刀,wo'lun'tuo'ma'si'jing'dao
沃伦托马斯猎豹碳纤维刀,wo'lun'tuo'ma'si'lie'bao'tan'xian'wei'dao
误差,wu'cha
误差检验,wu'cha'jian'yan
误差理论,wu'cha'li'lun
误差椭圆,wu'cha'tuo'yuan
武吃氏,wu'chi'shi
武吃氏者,wu'chi'shi'zhe
武吃氏之族,wu'chi'shi'zhi'zu
五次战役,wu'ci'zhan'yi
五代史,wu'dai'shi
武当剑对练法,wu'dang'jian'dui'lian'fa
武当剑法,wu'dang'jian'fa
舞动时,wu'dong'shi
无防护,wu'fang'hu
无防护人员,wu'fang'hu'ren'yuan
钨铬钴合金,wu'ge'gu'he'jin
武工队,wu'gong'dui
武汉军区,wu'han'jun'qu
无后方作战,wu'hou'fang'zuo'zhan
五虎断门枪,wu'hu'duan'men'qiang
五角精英,wu'jiao'jing'ying
五角棱镜,wu'jiao'leng'jing
雾警,wu'jing
武警,wu'jing
武警大队,wu'jing'da'dui
物镜分辨力,wu'jing'fen'bian'li
武经七书,wu'jing'qi'shu
雾警设备,wu'jing'she'bei
武警序列,wu'jing'xu'lie
武警支队,wu'jing'zhi'dui
武警中队,wu'jing'zhong'dui
武警总队,wu'jing'zong'dui
武经总要,wu'jing'zong'yao
无壳,wu'ke
无壳弹,wu'ke'tan
无控火箭,wu'kong'huo'jian
物空间坐标系,wu'kong'jian'zuo'biao'xi
物理大地测量学,wu'li'da'di'ce'liang'xue
无名高地,wu'ming'gao'di
五炮手,wu'pao'shou
吴起,wu'qi
武器,wu'qi
武器管理,wu'qi'guan'li
武器架座,wu'qi'jia'zuo
武器是,wu'qi'shi
武器系统计划,wu'qi'xi'tong'ji'hua
武器装备,wu'qi'zhuang'bei
污染区,wu'ran'qu
无人驾驶,wu'ren'jia'shi
无人驾驶飞机,wu'ren'jia'shi'fei'ji
无人气象站,wu'ren'qi'xiang'zhan
无人增音站,wu'ren'zeng'yin'zhan
武胜关,wu'sheng'guan
无声手枪,wu'sheng'shou'qiang
武术长器械,wu'shu'chang'qi'xie
吴淞口,wu'song'kou
无所阻挡,wu'suo'zu'dang
物体染毒,wu'ti'ran'du
无线电,wu'xian'dian
无线电波束制导,wu'xian'dian'bo'shu'zhi'dao
无线电测向,wu'xian'dian'ce'xiang
无线电测向台,wu'xian'dian'ce'xiang'tai
无线电导航,wu'xian'dian'dao'hang
无线电导航设备,wu'xian'dian'dao'hang'she'bei
无线电导航系统,wu'xian'dian'dao'hang'xi'tong
无线电电子斗争,wu'xian'dian'dian'zi'dou'zheng
无线电定位,wu'xian'dian'ding'wei
无线电发信,wu'xian'dian'fa'xin
无线电干扰,wu'xian'dian'gan'rao
无线电跟踪,wu'xian'dian'gen'zong
无线电跟踪指令制导,wu'xian'dian'gen'zong'zhi'ling'zhi'dao
无线电管理,wu'xian'dian'guan'li
无线电管制,wu'xian'dian'guan'zhi
无线电航行警告,wu'xian'dian'hang'xing'jing'gao
无线电技术管理,wu'xian'dian'ji'shu'guan'li
无线电技术侦察,wu'xian'dian'ji'shu'zhen'cha
无线电监测,wu'xian'dian'jian'ce
无线电接力通信,wu'xian'dian'jie'li'tong'xin
无线电静默,wu'xian'dian'jing'mo
无线电纠察,wu'xian'dian'jiu'cha
无线电领航图,wu'xian'dian'ling'hang'tu
无线电罗盘,wu'xian'dian'luo'pan
无线电频率管理,wu'xian'dian'pin'lv'guan'li
无线电频谱,wu'xian'dian'pin'pu
无线电窃密,wu'xian'dian'qie'mi
无线电收发信区,wu'xian'dian'shou'fa'xin'qu
无线电台通信,wu'xian'dian'tai'tong'xin
无线电台站,wu'xian'dian'tai'zhan
无线电通信,wu'xian'dian'tong'xin
无线电通信电子侦察,wu'xian'dian'tong'xin'dian'zi'zhen'cha
无线电通信对抗部队,wu'xian'dian'tong'xin'dui'kang'bu'dui
无线电通信对抗计划,wu'xian'dian'tong'xin'dui'kang'ji'hua
无线电通信对抗侦察,wu'xian'dian'tong'xin'dui'kang'zhen'cha
无线电通信反干扰,wu'xian'dian'tong'xin'fan'gan'rao
无线电通信反侦察,wu'xian'dian'tong'xin'fan'zhen'cha
无线电通信干扰,wu'xian'dian'tong'xin'gan'rao
无线电通信干扰群,wu'xian'dian'tong'xin'gan'rao'qun
无线电通信干扰站,wu'xian'dian'tong'xin'gan'rao'zhan
无线电通信冒充,wu'xian'dian'tong'xin'mao'chong
无线电通信迷惑,wu'xian'dian'tong'xin'mi'huo
无线电通信网,wu'xian'dian'tong'xin'wang
无线电通信侦听引导台,wu'xian'dian'tong'xin'zhen'ting'yin'dao'tai
无线电网路,wu'xian'dian'wang'lu
无线电信号,wu'xian'dian'xin'hao
无线电信号通信,wu'xian'dian'xin'hao'tong'xin
无线电寻的制导,wu'xian'dian'xun'de'zhi'dao
无线电佯动,wu'xian'dian'yang'dong
无线电员,wu'xian'dian'yuan
无线电侦收,wu'xian'dian'zhen'shou
无线电侦听,wu'xian'dian'zhen'ting
无线电制导,wu'xian'dian'zhi'dao
无线电指令制导,wu'xian'dian'zhi'ling'zhi'dao
无线电指向标,wu'xian'dian'zhi'xiang'biao
无线电指向标表,wu'xian'dian'zhi'xiang'biao'biao
无线电中继通信,wu'xian'dian'zhong'ji'tong'xin
无线电专向,wu'xian'dian'zhuan'xiang
无线制导,wu'xian'zhi'dao
无线指挥,wu'xian'zhi'hui
无需再担心,wu'xu'zai'dan'xin
无烟火药,wu'yan'huo'yao
吾以此观之,wu'yi'ci'guan'zhi
吾以此知胜负矣,wu'yi'ci'zhi'sheng'fu'yi
物用伞,wu'yong'san
伍员,wu'yuan
无源,wu'yuan
无源定位,wu'yuan'ding'wei
无源干扰,wu'yuan'gan'rao
五曰法,wu'yue'fa
误越国境,wu'yue'guo'jing
五则攻之,wu'ze'gong'zhi
伍长,wu'zhang
武装部队,wu'zhuang'bu'dui
武装斗争,wu'zhuang'dou'zheng
武装警察,wu'zhuang'jing'cha
武装警察部队,wu'zhuang'jing'cha'bu'dui
武装力量,wu'zhuang'li'liang
武装人员,wu'zhuang'ren'yuan
武装直升机,wu'zhuang'zhi'sheng'ji
吴子,wu'zi
物资补给,wu'zi'bu'ji
物资储备,wu'zi'chu'bei
物资供应,wu'zi'gong'ying
物资准备,wu'zi'zhun'bei
五纵,wu'zong
无坐力炮,wu'zuo'li'pao
西阿尔,xi'a'er
西埃斯,xi'ai'si
西安事变,xi'an'shi'bian
西安坐标系,xi'an'zuo'biao'xi
西班牙海军格斗刀,xi'ban'ya'hai'jun'ge'dou'dao
西班牙毛瑟砍刀,xi'ban'ya'mao'se'kan'dao
西北军区,xi'bei'jun'qu
西北野战军,xi'bei'ye'zhan'jun
希波战争,xi'bo'zhan'zheng
洗车台,xi'che'tai
系船,xi'chuan
系船浮筒,xi'chuan'fu'tong
惜当时虽为,xi'dang'shi'sui'wei
西点军校,xi'dian'jun'xiao
西方有,xi'fang'you
西方最早,xi'fang'zui'zao
熄火,xi'huo
袭击,xi'ji
细菌,xi'jun
细菌战,xi'jun'zhan
熄了火,xi'le'huo
系列地图,xi'lie'di'tu
细麻绳,xi'ma'sheng
西南军区,xi'nan'jun'qu
吸入,xi'ru
西沙自卫反击战,xi'sha'zi'wei'fan'ji'zhan
细式,xi'shi
吸收材料,xi'shou'cai'liao
吸收剂量,xi'shou'ji'liang
系统集成,xi'tong'ji'cheng
系统误差,xi'tong'wu'cha
西西里岛,xi'xi'li'dao
西西里岛登陆战役,xi'xi'li'dao'deng'lu'zhan'yi
洗消,xi'xiao
洗消分队,xi'xiao'fen'dui
洗消器材,xi'xiao'qi'cai
洗消设备,xi'xiao'she'bei
洗消通过,xi'xiao'tong'guo
洗消站,xi'xiao'zhan
西行漫记,xi'xing'man'ji
西洋,xi'yang
洗衣粉,xi'yi'fen
西藏平叛,xi'zang'ping'pan
吸阻毒剂,xi'zu'du'ji
下车,xia'che
下车战斗,xia'che'zhan'dou
下车战斗地点,xia'che'zhan'dou'di'dian
下滑,xia'hua
下滑灯,xia'hua'deng
下滑轰炸,xia'hua'hong'zha
下滑天线,xia'hua'tian'xian
下级,xia'ji
下架,xia'jia
下令起飞线,xia'ling'qi'fei'xian
下平,xia'ping
下坡度,xia'po'du
下潜,xia'qian
下潜点,xia'qian'dian
下情上报,xia'qing'shang'bao
下士,xia'shi
下属部队,xia'shu'bu'dui
狭水道,xia'shui'dao
夏用驻锄,xia'yong'zhu'chu
下游,xia'you
狭窄目标,xia'zhai'mu'biao
侠战,xia'zhan
舷侧式,xian'ce'shi
限差,xian'cha
现场勘查计划,xian'chang'kan'cha'ji'hua
现代化程度,xian'dai'hua'cheng'du
现代化战争,xian'dai'hua'zhan'zheng
现代坦克,xian'dai'tan'ke
现代战争,xian'dai'zhan'zheng
线导,xian'dao
线导鱼雷,xian'dao'yu'lei
先敌,xian'di
现地备课,xian'di'bei'ke
先敌开火,xian'di'kai'huo
现地勘察,xian'di'kan'cha
先敌展开,xian'di'zhan'kai
现地作业,xian'di'zuo'ye
显而易见,xian'er'yi'jian
先发,xian'fa
先发制人,xian'fa'zhi'ren
先锋,xian'feng
线改正,xian'gai'zheng
限航区,xian'hang'qu
舷号,xian'hao
仙后星座,xian'hou'xing'zuo
先后研制成,xian'hou'yan'zhi'cheng
先机制敌,xian'ji'zhi'di
舷角,xian'jiao
先进的计算机,xian'jin'de'ji'suan'ji
先进战术折刀,xian'jin'zhan'shu'zhe'dao
陷阱,xian'jing
限量,xian'liang
线路平面图,xian'lu'ping'mian'tu
显露色光三原色,xian'lu'se'guang'san'yuan'se
线路水准测量,xian'lu'shui'zhun'ce'liang
线路图,xian'lu'tu
线路中线测量,xian'lu'zhong'xian'ce'liang
舷内式,xian'nei'shi
先遣,xian'qian
先遣侦察,xian'qian'zhen'cha
先遣支队,xian'qian'zhi'dui
现势地图,xian'shi'di'tu
线锁,xian'suo
线膛炮,xian'tang'pao
先头,xian'tou
先头部队,xian'tou'bu'dui
先头梯队,xian'tou'ti'dui
显微摄影,xian'wei'she'ying
线纹米尺,xian'wen'mi'chi
仙霞关,xian'xia'guan
弦线支距法,xian'xian'zhi'ju'fa
现象发生,xian'xiang'fa'sheng
线形锁,xian'xing'suo
线性调频脉冲,xian'xing'tiao'pin'mai'chong
线形网,xian'xing'wang
先训连,xian'xun'lian
险易,xian'yi
现役,xian'yi
显影,xian'ying
现有装备,xian'you'zhuang'bei
现在世界上,xian'zai'shi'jie'shang
先战,xian'zhan
线阵遥感器,xian'zhen'yao'gan'qi
限制人员外出,xian'zhi'ren'yuan'wai'chu
线状符号,xian'zhuang'fu'hao
线状干扰遮障,xian'zhuang'gan'rao'zhe'zhang
镶白旗,xiang'bai'qi
向北发展,xiang'bei'fa'zhan
相差不大,xiang'cha'bu'da
像场角,xiang'chang'jiao
相传枪,xiang'chuan'qiang
乡村规划测量,xiang'cun'gui'hua'ce'liang
向导,xiang'dao
像等角点,xiang'deng'jiao'dian
像底点,xiang'di'dian
像地平线,xiang'di'ping'xian
向敌前进,xiang'di'qian'jin
像点位移,xiang'dian'wei'yi
想定,xiang'ding
想定作业,xiang'ding'zuo'ye
像对,xiang'dui
相对定位,xiang'dui'ding'wei
相对定向,xiang'dui'ding'xiang
相对定向元素,xiang'dui'ding'xiang'yuan'su
相对高程,xiang'dui'gao'cheng
相对高度,xiang'dui'gao'du
相对航高,xiang'dui'hang'gao
相对论改正,xiang'dui'lun'gai'zheng
相对误差,xiang'dui'wu'cha
相对重力测量,xiang'dui'zhong'li'ce'liang
像幅,xiang'fu
向甫鲁条件,xiang'fu'lu'tiao'jian
相干声呐测深系统,xiang'gan'sheng'na'ce'shen'xi'tong
向公众展示,xiang'gong'zhong'zhan'shi
相关平差,xiang'guan'ping'cha
相关器,xiang'guan'qi
镶红旗,xiang'hong'qi
向后转,xiang'hou'zhuan
相互识别,xiang'hu'shi'bie
镶黄旗,xiang'huang'qi
相机,xiang'ji
像空间坐标系,xiang'kong'jian'zuo'biao'xi
