阿魏,a'wei
下焦湿热证,xia'jiao'shi're'zheng
下焦虚冷证,xia'jiao'xu'leng'zheng
下焦蓄血瘀阴膀胱证,xia'jiao'xu'xue'yu'yin'pang'guang'zheng
下焦蓄血证,xia'jiao'xu'xue'zheng
下焦瘀滞证,xia'jiao'yu'zhi'zheng
夏枯草,xia'ku'cao
下利清谷,xia'li'qing'gu
下迫,xia'po
下窍,xia'qiao
夏天无,xia'tian'wu
下阴,xia'yin
侠瘿瘅,xia'ying'dan
下淤血汤,xia'yu'xue'tang
下元亏损,xia'yuan'kui'sun
下元虚寒肾气不足证,xia'yuan'xu'han'shen'qi'bu'zu'zheng
下元虚寒证,xia'yuan'xu'han'zheng
下元虚弱,xia'yuan'xu'ruo
仙半夏,xian'ban'xia
痫病,xian'bing
仙方活命饮,xian'fang'huo'ming'yin
仙鹤草,xian'he'cao
仙灵脾,xian'ling'pi
仙茅,xian'mao
仙人掌,xian'ren'zhang
仙桃草,xian'tao'cao
先天不足证,xian'tian'bu'zu'zheng
先天遗毒证,xian'tian'yi'du'zheng
仙遗粮,xian'yi'liang
痫证,xian'zheng
鲜竹沥,xian'zhu'li
香白芷,xiang'bai'zhi
象贝,xiang'bei
项背强几几,xiang'bei'qiang'ji'ji
项痹,xiang'bi
相乘,xiang'cheng
香附,xiang'fu
相府之官,xiang'fu'zhi'guan
香果脂,xiang'guo'zhi
相火炽盛证,xiang'huo'chi'sheng'zheng
相火上炎证,xiang'huo'shang'yan'zheng
相火妄动,xiang'huo'wang'dong
香加皮,xiang'jia'pi
相兼脉,xiang'jian'mai
相克,xiang'ke
香连丸,xiang'lian'wan
象皮,xiang'pi
向前,xiang'qian
项强,xiang'qiang
香茹,xiang'ru
香薷,xiang'ru
香薷散,xiang'ru'san
香砂六君子汤,xiang'sha'liu'jun'zi'tang
相生,xiang'sheng
香嵩,xiang'song
向天盏,xiang'tian'zhan
相侮,xiang'wu
相须,xiang'xu
象牙,xiang'ya
香橼,xiang'yuan
小百科,xiao'bai'ke
小半夏汤,xiao'ban'xia'tang
小便不禁,xiao'bian'bu'jin
哮病,xiao'bing
小驳骨,xiao'bo'gu
小柴胡汤,xiao'chai'hu'tang
小产病,xiao'chan'bing
小肠,xiao'chang
小肠瘅,xiao'chang'dan
小肠气痛,xiao'chang'qi'tong
小肠气滞证,xiao'chang'qi'zhi'zheng
小肠实热,xiao'chang'shi're
小肠虚寒,xiao'chang'xu'han
小肠虚寒证,xiao'chang'xu'han'zheng
小肠主受盛,xiao'chang'zhu'shou'sheng
小肠主液,xiao'chang'zhu'ye
小承气汤,xiao'cheng'qi'tang
哮喘,xiao'chuan
哮喘病,xiao'chuan'bing
小春花,xiao'chun'hua
消导,xiao'dao
小儿肺气虚弱证,xiao'er'fei'qi'xu'ruo'zheng
小儿肺热炽盛证,xiao'er'fei're'chi'sheng'zheng
小儿风寒束表证,xiao'er'feng'han'shu'biao'zheng
小儿风温束表证,xiao'er'feng'wen'shu'biao'zheng
小儿腹痛病,xiao'er'fu'tong'bing
小儿感冒病,xiao'er'gan'mao'bing
小儿汗病,xiao'er'han'bing
小儿咳嗽病,xiao'er'ke'sou'bing
小儿口疮病,xiao'er'kou'chuang'bing
小儿内热炽盛证,xiao'er'nei're'chi'sheng'zheng
小儿呕吐病,xiao'er'ou'tu'bing
小儿脾胃食滞证,xiao'er'pi'wei'shi'zhi'zheng
小儿脾胃虚寒证,xiao'er'pi'wei'xu'han'zheng
小儿脾胃虚弱证,xiao'er'pi'wei'xu'ruo'zheng
小儿脾虚生风证,xiao'er'pi'xu'sheng'feng'zheng
小儿热极生风证,xiao'er're'ji'sheng'feng'zheng
小儿乳蛾病,xiao'er'ru'e'bing
小儿肾气虚弱证,xiao'er'shen'qi'xu'ruo'zheng
小儿水肿病,xiao'er'shui'zhong'bing
小儿痰热蒙闭心窍证,xiao'er'tan're'meng'bi'xin'qiao'zheng
小儿脱肛病,xiao'er'tuo'gang'bing
小儿痿病,xiao'er'wei'bing
小儿胃火上炎证,xiao'er'wei'huo'shang'yan'zheng
小儿痫病,xiao'er'xian'bing
小儿泄泻病,xiao'er'xie'xie'bing
小儿心经实热证,xiao'er'xin'jing'shi're'zheng
小儿疫毒痢病,xiao'er'yi'du'li'bing
小儿遗尿病,xiao'er'yi'niao'bing
小儿元气虚弱证,xiao'er'yuan'qi'xu'ruo'zheng
小儿紫癜病,xiao'er'zi'dian'bing
消法,xiao'fa
小飞扬,xiao'fei'yang
小飞扬草,xiao'fei'yang'cao
消风散,xiao'feng'san
消谷善饥,xiao'gu'shan'ji
小红莲,xiao'hong'lian
小红参,xiao'hong'shen
小胡麻,xiao'hu'ma
小黄药,xiao'huang'yao
小茴香,xiao'hui'xiang
小活络丹,xiao'huo'luo'dan
小蓟,xiao'ji
消积,xiao'ji
小蓟炭,xiao'ji'tan
小蓟饮子,xiao'ji'yin'zi
小建中汤,xiao'jian'zhong'tang
小结胸证,xiao'jie'xiong'zheng
小金丹,xiao'jin'dan
消渴,xiao'ke
消渴病,xiao'ke'bing
消渴厥,xiao'ke'jue
小兰花,xiao'lan'hua
小麦,xiao'mai
消满,xiao'man
小蘖,xiao'nie
消痞,xiao'pi
小青龙汤,xiao'qing'long'tang
小青皮,xiao'qing'pi
消食化滞,xiao'shi'hua'zhi
小石韦,xiao'shi'wei
消水,xiao'shui
消痰,xiao'tan
小通草,xiao'tong'cao
小陷胸汤,xiao'xian'xiong'tang
逍遥散,xiao'yao'san
小野鸡尾,xiao'ye'ji'wei
小叶朴,xiao'ye'pu
消痈,xiao'yong
消瘀,xiao'yu
消胀,xiao'zhang
薤白,xie'bai
泻白散,xie'bai'san
邪不可干,xie'bu'ke'gan
缬草,xie'cao
邪窜肝经证,xie'cuan'gan'jing'zheng
邪窜经络证,xie'cuan'jing'luo'zheng
邪毒传里肺胃热盛证,xie'du'chuan'li'fei'wei're'sheng'zheng
邪毒久留气滞血瘀证,xie'du'jiu'liu'qi'zhi'xue'yu'zheng
邪毒久留证,xie'du'jiu'liu'zheng
邪毒内扰证,xie'du'nei'rao'zheng
邪毒内陷心肝证,xie'du'nei'xian'xin'gan'zheng
邪毒内陷证,xie'du'nei'xian'zheng
邪毒热证,xie'du're'zheng
邪毒入营证,xie'du'ru'ying'zheng
邪毒引睾窜腹证,xie'du'yin'gao'cuan'fu'zheng
邪毒壅塞证,xie'du'yong'se'zheng
邪毒在表证,xie'du'zai'biao'zheng
邪毒滞留气血瘀阻证,xie'du'zhi'liu'qi'xue'yu'zu'zheng
邪遏卫气证,xie'e'wei'qi'zheng
邪犯肺胃证,xie'fan'fei'wei'zheng
邪犯肝脾证,xie'fan'gan'pi'zheng
邪犯厥阴证,xie'fan'jue'yin'zheng
邪犯心肝证,xie'fan'xin'gan'zheng
邪犯胸肺证,xie'fan'xiong'fei'zheng
邪犯脏腑证,xie'fan'zang'fu'zheng
邪伏膜原证,xie'fu'mo'yuan'zheng
泻黄散,xie'huang'san
泻火,xie'huo
邪结肠腑证,xie'jie'chang'fu'zheng
蟹睛病,xie'jing'bing
蟹壳,xie'ke
胁肋痛,xie'lei'tong
泄利,xie'li
邪恋阴伤证,xie'lian'yin'shang'zheng
邪留三焦,xie'liu'san'jiao
邪留阴分证,xie'liu'yin'fen'zheng
邪留营分证,xie'liu'ying'fen'zheng
邪气,xie'qi
邪气盛则实,xie'qi'sheng'ze'shi
邪气阻闭证,xie'qi'zu'bi'zheng
邪侵肺卫证,xie'qin'fei'wei'zheng
邪热炽盛证,xie're'chi'sheng'zheng
邪热传里肺胃热盛证,xie're'chuan'li'fei'wei're'sheng'zheng
邪热传里证,xie're'chuan'li'zheng
协热利,xie're'li
邪热留恋证,xie're'liu'lian'zheng
邪热内闭证,xie're'nei'bi'zheng
邪热内扰证,xie're'nei'rao'zheng
邪热内陷证,xie're'nei'xian'zheng
邪热未清阴液亏损证,xie're'wei'qing'yin'ye'kui'sun'zheng
邪热未清证,xie're'wei'qing'zheng
邪热下利证,xie're'xia'li'zheng
邪热壅结证,xie're'yong'jie'zheng
邪热瘀结肌肤证,xie're'yu'jie'ji'fu'zheng
邪热郁蒸证,xie're'yu'zheng'zheng
邪入肺卫证,xie'ru'fei'wei'zheng
邪入气分证,xie'ru'qi'fen'zheng
邪入气营热毒内陷证,xie'ru'qi'ying're'du'nei'xian'zheng
邪入气营热毒内蕴证,xie'ru'qi'ying're'du'nei'yun'zheng
邪入气营证,xie'ru'qi'ying'zheng
邪入少阳证,xie'ru'shao'yang'zheng
邪入卫气证,xie'ru'wei'qi'zheng
邪入血分证,xie'ru'xue'fen'zheng
邪入营分证,xie'ru'ying'fen'zheng
邪入营血证,xie'ru'ying'xue'zheng
邪盛正衰,xie'sheng'zheng'shuai
胁痛,xie'tong
胁痛病,xie'tong'bing
邪袭肺卫证,xie'xi'fei'wei'zheng
泻下,xie'xia
邪陷心包证,xie'xian'xin'bao'zheng
邪陷心肝血热动风证,xie'xian'xin'gan'xue're'dong'feng'zheng
邪陷心肝证,xie'xian'xin'gan'zheng
邪陷正脱证,xie'xian'zheng'tuo'zheng
泄泻,xie'xie
泄泻病,xie'xie'bing
泻心,xie'xin
邪壅经络证,xie'yong'jing'luo'zheng
邪郁肺胃证,xie'yu'fei'wei'zheng
邪郁肺卫证,xie'yu'fei'wei'zheng
邪郁化火证,xie'yu'hua'huo'zheng
邪郁化热证,xie'yu'hua're'zheng
邪郁少阳证,xie'yu'shao'yang'zheng
邪郁卫气证,xie'yu'wei'qi'zheng
血晕,xie'yun
邪在肺卫证,xie'zai'fei'wei'zheng
邪在气他证,xie'zai'qi'ta'zheng
邪在气营证,xie'zai'qi'ying'zheng
邪在少阳证,xie'zai'shao'yang'zheng
邪在卫气证,xie'zai'wei'qi'zheng
邪在血分证,xie'zai'xue'fen'zheng
邪在营分证,xie'zai'ying'fen'zheng
邪在营血证,xie'zai'ying'xue'zheng
邪正相搏,xie'zheng'xiang'bo
邪注经络证,xie'zhu'jing'luo'zheng
邪阻膜原证,xie'zu'mo'yuan'zheng
蟹足肿病,xie'zu'zhong'bing
囟凹,xin'ao
心包,xin'bao
心包络,xin'bao'luo
心痹,xin'bi
心藏神,xin'cang'shen
心瘅,xin'dan
心胆不宁证,xin'dan'bu'ning'zheng
心胆气虚证,xin'dan'qi'xu'zheng
心动悸,xin'dong'ji
心肺风热证,xin'fei'feng're'zheng
心肺气虚证,xin'fei'qi'xu'zheng
心肺热毒证,xin'fei're'du'zheng
心肺阴虚证,xin'fei'yin'xu'zheng
心肺郁热证,xin'fei'yu're'zheng
心肝风火证,xin'gan'feng'huo'zheng
心肝热炽热壅血瘀证,xin'gan're'chi're'yong'xue'yu'zheng
心肝热炽证,xin'gan're'chi'zheng
心肝血虚证,xin'gan'xue'xu'zheng
心肝阴虚证,xin'gan'yin'xu'zheng
心火,xin'huo
心火炽盛证,xin'huo'chi'sheng'zheng
心火亢盛证,xin'huo'kang'sheng'zheng
心火偏亢证,xin'huo'pian'kang'zheng
心火上炎,xin'huo'shang'yan
心火上炎证,xin'huo'shang'yan'zheng
心火盛,xin'huo'sheng
心悸,xin'ji
心悸病,xin'ji'bing
新加黄龙汤,xin'jia'huang'long'tang
新加香薷饮,xin'jia'xiang'ru'yin
心经火盛证,xin'jing'huo'sheng'zheng
心经积热证,xin'jing'ji're'zheng
心经实火证,xin'jing'shi'huo'zheng
心经虚火证,xin'jing'xu'huo'zheng
心厥,xin'jue
辛谅解表,xin'liang'jie'biao
心脉痹阻证,xin'mai'bi'zu'zheng
心脉搏痹阻证,xin'mai'bo'bi'zu'zheng
心脉搏瘀阻证,xin'mai'bo'yu'zu'zheng
囟门不合,xin'men'bu'he
心脾风热证,xin'pi'feng're'zheng
心脾火炽证,xin'pi'huo'chi'zheng
心脾火郁证,xin'pi'huo'yu'zheng
心脾积热循经上炎证,xin'pi'ji're'xun'jing'shang'yan'zheng
心脾积热证,xin'pi'ji're'zheng
心脾亏虚证,xin'pi'kui'xu'zheng
心脾两虚,xin'pi'liang'xu
心脾两虚虚风动越证,xin'pi'liang'xu'xu'feng'dong'yue'zheng
心脾两虚证,xin'pi'liang'xu'zheng
心脾气虚证,xin'pi'qi'xu'zheng
心脾湿热证,xin'pi'shi're'zheng
心脾受损证,xin'pi'shou'sun'zheng
心脾血虚证,xin'pi'xue'xu'zheng
心脾郁热证,xin'pi'yu're'zheng
心气不足证,xin'qi'bu'zu'zheng
心气亏虚证,xin'qi'kui'xu'zheng
心气虚,xin'qi'xu
心气虚证,xin'qi'xu'zheng
心气血两虚证,xin'qi'xue'liang'xu'zheng
心气阴两虚证,xin'qi'yin'liang'xu'zheng
信前期,xin'qian'qi
心热,xin're
心神不安,xin'shen'bu'an
心肾不交,xin'shen'bu'jiao
心肾不交证,xin'shen'bu'jiao'zheng
心神不宁证,xin'shen'bu'ning'zheng
心神惑乱证,xin'shen'huo'luan'zheng
心肾亏虚证,xin'shen'kui'xu'zheng
心肾气虚证,xin'shen'qi'xu'zheng
心肾阳虚证,xin'shen'yang'xu'zheng
心肾阴虚证,xin'shen'yin'xu'zheng
心生血,xin'sheng'xue
信石,xin'shi
心衰,xin'shuai
心衰病,xin'shuai'bing
心痛,xin'tong
囟凸,xin'tu
心胃火盛证,xin'wei'huo'sheng'zheng
辛温解表,xin'wen'jie'biao
心下急,xin'xia'ji
心下满,xin'xia'man
心下逆满,xin'xia'ni'man
心下痞,xin'xia'pi
心下痞硬,xin'xia'pi'ying
心下硬满,xin'xia'ying'man
心虚胆怯,xin'xu'dan'qie
心虚胆怯证,xin'xu'dan'qie'zheng
心虚血少证,xin'xu'xue'shao'zheng
心血不足,xin'xue'bu'zu
心血不足证,xin'xue'bu'zu'zheng
心血亏虚证,xin'xue'kui'xu'zheng
心血虚,xin'xue'xu
心血虚证,xin'xue'xu'zheng
心血瘀阻,xin'xue'yu'zu
心血瘀阻证,xin'xue'yu'zu'zheng
心阳暴脱证,xin'yang'bao'tuo'zheng
心阳不通,xin'yang'bu'tong
心阳不振证,xin'yang'bu'zhen'zheng
心阳不足证,xin'yang'bu'zu'zheng
心阳亏虚证,xin'yang'kui'xu'zheng
心阳虚,xin'yang'xu
心阳虚衰证,xin'yang'xu'shuai'zheng
心阳虚证,xin'yang'xu'zheng
心阳欲脱证,xin'yang'yu'tuo'zheng
辛夷,xin'yi
辛夷花,xin'yi'hua
心阴不足证,xin'yin'bu'zu'zheng
心阴亏损证,xin'yin'kui'sun'zheng
心阴亏虚证,xin'yin'kui'xu'zheng
心阴虚,xin'yin'xu
心阴虚证,xin'yin'xu'zheng
心营耗损肝肾不足证,xin'ying'hao'sun'gan'shen'bu'zu'zheng
心营耗损证,xin'ying'hao'sun'zheng
心营亏虚证,xin'ying'kui'xu'zheng
心与小肠相表里,xin'yu'xiao'chang'xiang'biao'li
新制橘皮竹茹汤,xin'zhi'ju'pi'zhu'ru'tang
心中懊憹,xin'zhong'ao'nao
心主汗,xin'zhu'han
心主血脉,xin'zhu'xue'mai
行痹,xing'bi
行军散,xing'jun'san
性能,xing'neng
醒脾,xing'pi
行气,xing'qi
行气化水,xing'qi'hua'shui
杏仁,xing'ren
杏苏散,xing'su'san
性味,xing'wei
行血,xing'xue
兴阳,xing'yang
行瘀,xing'yu
行滞,xing'zhi
胸痹,xiong'bi
胸痹心痛病,xiong'bi'xin'tong'bing
胸部内伤病,xiong'bu'nei'shang'bing
熊胆,xiong'dan
雄黄,xiong'huang
胸络不和证,xiong'luo'bu'he'zheng
胸痞,xiong'pi
胸痛,xiong'tong
胸胁苦满,xiong'xie'ku'man
胸阳不通,xiong'yang'bu'tong
虚不养肝,xu'bu'yang'gan
徐长卿,xu'chang'qing
续断,xu'duan
虚烦不眠,xu'fan'bu'mian
虚风内动证,xu'feng'nei'dong'zheng
虚寒,xu'han
虚寒证,xu'han'zheng
虚火上浮证,xu'huo'shang'fu'zheng
虚火上炎证,xu'huo'shang'yan'zheng
虚火烁喉证,xu'huo'shuo'hou'zheng
虚火灼络证,xu'huo'zhuo'luo'zheng
虚劳病,xu'lao'bing
虚热,xu're
虚热证,xu're'zheng
虚实,xu'shi
虚实夹杂证,xu'shi'jia'za'zheng
虚实兼证,xu'shi'jian'zheng
续随子,xu'sui'zi
虚邪贼风,xu'xie'zei'feng
虚眩,xu'xuan
蓄血病,xu'xue'bing
虚阳上浮证,xu'yang'shang'fu'zheng
虚则补之,xu'ze'bu'zhi
虚证,xu'zheng
宣痹汤,xuan'bi'tang
癣病,xuan'bing
萱草根,xuan'cao'gen
旋耳疮病,xuan'er'chuang'bing
宣肺,xuan'fei
玄府,xuan'fu
旋覆代赭汤,xuan'fu'dai'zhe'tang
旋覆花,xuan'fu'hua
旋复花,xuan'fu'hua
玄胡索,xuan'hu'suo
宣剂,xuan'ji
玄明粉,xuan'ming'fen
宣木瓜,xuan'mu'gua
痃癖,xuan'pi
玄参,xuan'shen
宣通水道,xuan'tong'shui'dao
悬饮,xuan'yin
悬饮病,xuan'yin'bing
眩晕,xuan'yun
眩晕病,xuan'yun'bing
悬珠痔病,xuan'zhu'zhi'bing
血败肉腐证,xue'bai'rou'fu'zheng
血崩,xue'beng
血痹,xue'bi
血不濡筋证,xue'bu'ru'jin'zheng
血不养心证,xue'bu'yang'xin'zheng
血疸,xue'dan
雪胆,xue'dan
血分,xue'fen
血分证,xue'fen'zheng
血府逐瘀汤,xue'fu'zhu'yu'tang
血臌病,xue'gu'bing
血灌瞳神病,xue'guan'tong'shen'bing
血海,xue'hai
血寒,xue'han
血寒凝滞证,xue'han'ning'zhi'zheng
血寒证,xue'han'zheng
血行郁滞证,xue'hang'yu'zhi'zheng
血竭,xue'jie
血结胸证,xue'jie'xiong'zheng
血精病,xue'jing'bing
血厥,xue'jue
血厥病,xue'jue'bing
血枯,xue'ku
血枯证,xue'ku'zheng
血劳,xue'lao
雪梨干,xue'li'gan
雪莲花,xue'lian'hua
血淋病,xue'lin'bing
血瘤病,xue'liu'bing
血轮实热证,xue'lun'shi're'zheng
血轮虚热证,xue'lun'xu're'zheng
血脉瘀阻证,xue'mai'yu'zu'zheng
血尿,xue'niao
血热,xue're
血热肠燥证,xue're'chang'zao'zheng
血热动风证,xue're'dong'feng'zheng
血热内扰证,xue're'nei'rao'zheng
血热内盛证,xue're'nei'sheng'zheng
血热内陷证,xue're'nei'xian'zheng
血热伤络证,xue're'shang'luo'zheng
血热妄行,xue're'wang'xing
血热妄行证,xue're'wang'xing'zheng
血热壅滞证,xue're'yong'zhi'zheng
血热瘀结证,xue're'yu'jie'zheng
血热瘀滞证,xue're'yu'zhi'zheng
血热在上,xue're'zai'shang
血热证,xue're'zheng
血涩,xue'se
雪上一枝蒿,xue'shang'yi'zhi'hao
血脱,xue'tuo
血脱证,xue'tuo'zheng
血蝎,xue'xie
血泄,xue'xie
血虚,xue'xu
血虚肠燥证,xue'xu'chang'zao'zheng
血虚风动证,xue'xu'feng'dong'zheng
血虚风扰证,xue'xu'feng'rao'zheng
血虚风燥证,xue'xu'feng'zao'zheng
血虚肝旺证,xue'xu'gan'wang'zheng
血虚寒凝证,xue'xu'han'ning'zheng
血虚津亏证,xue'xu'jin'kui'zheng
血虚络损证,xue'xu'luo'sun'zheng
血虚气脱证,xue'xu'qi'tuo'zheng
血虚生风,xue'xu'sheng'feng
血虚生风证,xue'xu'sheng'feng'zheng
血虚失养证,xue'xu'shi'yang'zheng
血虚眩晕,xue'xu'xuan'yun
血虚血瘀证,xue'xu'xue'yu'zheng
血虚阳浮证,xue'xu'yang'fu'zheng
血虚阴亏证,xue'xu'yin'kui'zheng
血虚证,xue'xu'zheng
血翳包睛病,xue'yi'bao'jing'bing
血溢病,xue'yi'bing
血余,xue'yu
血瘀,xue'yu
血瘀成积证,xue'yu'cheng'ji'zheng
血瘀成痈证,xue'yu'cheng'yong'zheng
血瘀风燥证,xue'yu'feng'zao'zheng
血瘀化火证,xue'yu'hua'huo'zheng
血瘀化热证,xue'yu'hua're'zheng
血瘀积结证,xue'yu'ji'jie'zheng
血瘀络滞证,xue'yu'luo'zhi'zheng
血瘀气逆证,xue'yu'qi'ni'zheng
血瘀气逆阻塞清窍证,xue'yu'qi'ni'zu'se'qing'qiao'zheng
血瘀气滞证,xue'yu'qi'zhi'zheng
血瘀肉腐证,xue'yu'rou'fu'zheng
血瘀失养证,xue'yu'shi'yang'zheng
血余炭,xue'yu'tan
血瘀痰凝证,xue'yu'tan'ning'zheng
血瘀痰滞证,xue'yu'tan'zhi'zheng
血瘀证,xue'yu'zheng
血瘀阻络证,xue'yu'zu'luo'zheng
血燥生风证,xue'zao'sheng'feng'zheng
血燥失养证,xue'zao'shi'yang'zheng
血燥证,xue'zao'zheng
血证,xue'zheng
血滞,xue'zhi
血之府,xue'zhi'fu
血滞证,xue'zhi'zheng
寻骨风,xun'gu'feng
偱经传,xun'jing'zhuan
循衣摸床,xun'yi'mo'chuang
鸦胆子,ya'dan'zi
亚乎奴,ya'hu'nu
亚吉玛,ya'ji'ma
亚麻子,ya'ma'zi
鸦片,ya'pian
牙痛病,ya'tong'bing
崖香,ya'xiang
牙宣病,ya'xuan'bing
牙痈病,ya'yong'bing
牙皂,ya'zao
鸭跖草,ya'zhi'cao
岩白菜,yan'bai'cai
岩白菜素,yan'bai'cai'su
盐补骨脂,yan'bu'gu'zhi
盐车前子,yan'che'qian'zi
眼丹病,yan'dan'bing
盐杜仲,yan'du'zhong
咽喉不利,yan'hou'bu'li
咽喉菌病,yan'hou'jun'bing
咽后痈,yan'hou'yong
延胡索,yan'hu'suo
盐黄柏,yan'huang'bo
盐橘核,yan'ju'he
咽菌病,yan'jun'bing
眼科癌病,yan'ke'ai'bing
眼科瘤病,yan'ke'liu'bing
眼科其他病近视病,yan'ke'qi'ta'bing'jin'shi'bing
眼科其他病老视病,yan'ke'qi'ta'bing'lao'shi'bing
眼科其他病远视病,yan'ke'qi'ta'bing'yuan'shi'bing
眼科证候,yan'ke'zheng'hou
盐荔枝核,yan'li'zhi'he
咽门,yan'men
颜面疔疮病,yan'mian'ding'chuang'bing
盐盘,yan'pan
盐沙苑子,yan'sha'yuan'zi
盐蛇,yan'she
厌食,yan'shi
厌食病,yan'shi'bing
芫荽,yan'sui
盐汤探吐方,yan'tang'tan'tu'fang
盐菟丝子,yan'tu'si'zi
岩陀,yan'tuo
燕窝,yan'wo
盐吴茱萸,yan'wu'zhu'yu
盐小茴香,yan'xiao'hui'xiang
盐益智仁,yan'yi'zhi'ren
盐知母,yan'zhi'mu
眼珠破损风邪乘袭证,yan'zhu'po'sun'feng'xie'cheng'xi'zheng
眼珠破损证,yan'zhu'po'sun'zheng
阳闭,yang'bi
阳闭证,yang'bi'zheng
阳病治阴,yang'bing'zhi'yin
阳疮,yang'chuang
洋地黄叶,yang'di'huang'ye
阳毒外发证,yang'du'wai'fa'zheng
羊耳菊,yang'er'ju
养肝,yang'gan
羊肝,yang'gan
阳和汤,yang'he'tang
阳黄,yang'huang
阳黄病,yang'huang'bing
羊角,yang'jiao
阳结,yang'jie
洋金花,yang'jin'hua
养津液,yang'jin'ye
阳厥,yang'jue
阳绝,yang'jue
阳脉之海,yang'mai'zhi'hai
阳明病,yang'ming'bing
阳明发黄证,yang'ming'fa'huang'zheng
阳明腑实小肠热盛证,yang'ming'fu'shi'xiao'chang're'sheng'zheng
阳明腑实证,yang'ming'fu'shi'zheng
阳明津伤肠燥证,yang'ming'jin'shang'chang'zao'zheng
阳明经证阳明腑实证,yang'ming'jing'zheng'yang'ming'fu'shi'zheng
阳明热结气液两虚证,yang'ming're'jie'qi'ye'liang'xu'zheng
阳明热结阴液亏损证,yang'ming're'jie'yin'ye'kui'sun'zheng
阳明热结证,yang'ming're'jie'zheng
阳明热盛证,yang'ming're'sheng'zheng
阳明热证,yang'ming're'zheng
阳明湿热兼表证,yang'ming'shi're'jian'biao'zheng
阳明湿热里实证,yang'ming'shi're'li'shi'zheng
阳明湿热证,yang'ming'shi're'zheng
阳明实证,yang'ming'shi'zheng
阳明水热互结证,yang'ming'shui're'hu'jie'zheng
阳明血热证,yang'ming'xue're'zheng
阳明瘀血证,yang'ming'yu'xue'zheng
阳明燥化证,yang'ming'zao'hua'zheng
阳明燥结证,yang'ming'zao'jie'zheng
阳明证,yang'ming'zheng
阳气暴脱证,yang'qi'bao'tuo'zheng
阳气亏虚证,yang'qi'kui'xu'zheng
阳起石,yang'qi'shi
阳气虚衰证,yang'qi'xu'shuai'zheng
阳气欲脱证,yang'qi'yu'tuo'zheng
阳热内闭证,yang're'nei'bi'zheng
羊肉,yang'rou
羊乳,yang'ru
阳盛,yang'sheng
阳盛格阴,yang'sheng'ge'yin
阳事,yang'shi
杨树花,yang'shu'hua
阳暑证,yang'shu'zheng
阳水病,yang'shui'bing
羊蹄,yang'ti
阳痿,yang'wei
阳萎病,yang'wei'bing
阳痫,yang'xian
养心,yang'xin
阳虚,yang'xu
阳虚寒凝证,yang'xu'han'ning'zheng
阳虚寒盛证,yang'xu'han'sheng'zheng
阳虚寒湿阻络证,yang'xu'han'shi'zu'luo'zheng
阳虚寒痰证,yang'xu'han'tan'zheng
阳虚内寒证,yang'xu'nei'han'zheng
阳虚失养证,yang'xu'shi'yang'zheng
阳虚水泛,yang'xu'shui'fan
阳虚水泛证,yang'xu'shui'fan'zheng
阳虚痰凝证,yang'xu'tan'ning'zheng
阳虚血瘀证,yang'xu'xue'yu'zheng
阳虚欲脱证,yang'xu'yu'tuo'zheng
阳虚证,yang'xu'zheng
疡医,yang'yi
养阴,yang'yin
养阴清肺汤,yang'yin'qing'fei'tang
阳证,yang'zheng
阳证治阴,yang'zheng'zhi'yin
阳中求阴,yang'zhong'qiu'yin
腰痹,yao'bi
药毒病,yao'du'bing
腰黄,yao'huang
药芹,yao'qin
腰痛病,yao'tong'bing
野艾,ye'ai
也白头,ye'bai'tou
叶底珠,ye'di'zhu
射干,ye'gan
液干便结证,ye'gan'bian'jie'zheng
噎膈,ye'ge
噎膈病,ye'ge'bing
夜合,ye'he
野姜,ye'jiang
野菊,ye'ju
野菊花,ye'ju'hua
野菱,ye'ling
野马追,ye'ma'zhui
夜明砂,ye'ming'sha
野木瓜,ye'mu'gua
叶上珠,ye'shang'zhu
叶酸病,ye'suan'bing
夜啼病,ye'ti'bing
液脱,ye'tuo
腋痈病,ye'yong'bing
胰癌,yi'ai
医案,yi'an
疫斑热,yi'ban're
伊贝母,yi'bei'mu
异病同治,yi'bing'tong'zhi
胰瘅,yi'dan
一点红,yi'dian'hong
疫疔病,yi'ding'bing
疫毒,yi'du
疫毒攻窜证,yi'du'gong'cuan'zheng
疫毒攻喉证,yi'du'gong'hou'zheng
疫毒痢病,yi'du'li'bing
疫毒内闭证,yi'du'nei'bi'zheng
疫毒侵袭证,yi'du'qin'xi'zheng
疫毒薰蒸证,yi'du'xun'zheng'zheng
医方解集,yi'fang'jie'ji
异功散,yi'gong'san
一贯煎,yi'guan'jian
医话,yi'hua
易黄汤,yi'huang'tang
益火之源,yi'huo'zhi'yuan
一剂,yi'ji
一见喜,yi'jian'xi
一见消,yi'jian'xiao
以降为顺,yi'jiang'wei'shun
遗精,yi'jing
医经,yi'jing
遗精病,yi'jing'bing
疫咳,yi'ke
医淋,yi'lin
益母草,yi'mu'cao
遗尿,yi'niao
遗尿病,yi'niao'bing
已破损期,yi'po'sun'qi
一期,yi'qi
噫气,yi'qi
益气,yi'qi
噫气不出,yi'qi'bu'chu
益气生津,yi'qi'sheng'jin
疫热伤络证,yi're'shang'luo'zheng
苡仁,yi'ren
饴糖,yi'tang
一条鞭,yi'tiao'bian
益胃,yi'wei
益胃汤,yi'wei'tang
异物梗喉病,yi'wu'geng'hou'bing
异物入鼻病,yi'wu'ru'bi'bing
