阿部敦,a'bu'dun
樱通信,ying'tong'xin
鹦鹉女神,ying'wu'nv'shen
英雄年代,ying'xiong'nian'dai
英雄时代,ying'xiong'shi'dai
萤之光,ying'zhi'guang
永仓新八,yong'cang'xin'ba
永恒之恋曲,yong'heng'zhi'lian'qu
永井大,yong'jing'da
拥有意识的都市,yong'you'yi'shi'de'du'shi
勇者传说,yong'zhe'chuan'shuo
勇者王,yong'zhe'wang
永作博美,yong'zuo'bo'mei
友坂理惠,you'ban'li'hui
友阪理惠,you'ban'li'hui
悠长假期,you'chang'jia'qi
有冈大贵,you'gang'da'gui
游魂,you'hun
悠久之翼,you'jiu'zhi'yi
悠久之翼第二季,you'jiu'zhi'yi'di'er'ji
幽灵公主,you'ling'gong'zhu
幽灵朋友,you'ling'peng'you
悠木碧,you'mu'bi
祐麒,you'qi
友人帐,you'ren'zhang
有森也实,you'sen'ye'shi
由希,you'xi
优希比吕,you'xi'bi'lv
游戏王,you'xi'wang
有闲俱乐部,you'xian'ju'le'bu
幽游白书,you'you'bai'shu
游佐浩二,you'zuo'hao'er
御坂美琴,yu'ban'mei'qin
羽多野涉,yu'duo'ye'she
宇航鼠勇,yu'hang'shu'yong
于吉,yu'ji
御伽草子,yu'jia'cao'zi
宇津井健,yu'jin'jing'jian
玉井夕海,yu'jing'xi'hai
羽濑川玲穗,yu'lai'chuan'ling'sui
羽濑川拓人,yu'lai'chuan'tuo'ren
驭龙少年,yu'long'shao'nian
玉木宏,yu'mu'hong
羽染达也,yu'ran'da'ye
玉森裕太,yu'sen'yu'tai
玉山铁二,yu'shan'tie'er
羽田美智子,yu'tian'mei'zhi'zi
宇梶刚士,yu'wei'gang'shi
御影柚姫,yu'ying'you'zhen
御中广人,yu'zhong'guang'ren
宇宙骑士,yu'zhou'qi'shi
宇宙战舰大和号,yu'zhou'zhan'jian'da'he'hao
宇佐见秋彦,yu'zuo'jian'qiu'yan
垣巢冻二郎,yuan'chao'dong'er'lang
愿此刻永恒,yuan'ci'ke'yong'heng
远冈明,yuan'gang'ming
元气爆发,yuan'qi'bao'fa
源千鹤,yuan'qian'he
元神灵,yuan'shen'ling
远矢莉磨,yuan'shi'li'mo
源氏物语,yuan'shi'wu'yu
元素猎人,yuan'su'lie'ren
远藤静奈,yuan'teng'jing'nai
远藤久美子,yuan'teng'jiu'mei'zi
远藤泉奈,yuan'teng'quan'nai
远藤雄弥,yuan'teng'xiong'mi
原田泰造,yuan'tian'tai'zao
原田左之助,yuan'tian'zuo'zhi'zhu
怨屋本铺,yuan'wu'ben'pu
月島小恋,yue'dao'xiao'lian
月海,yue'hai
月咏,yue'yong
云波,yun'bo
云界迷宫,yun'jie'mi'gong
云平帷,yun'ping'wei
雑贺八寻,za'he'ba'xun
再次,zai'ci
再见绝望先生,zai'jian'jue'wang'xian'sheng
载宁龙二,zai'ning'long'er
在世界中心呼喊爱,zai'shi'jie'zhong'xin'hu'han'ai
再造人卡夏,zai'zao'ren'ka'xia
早川美咲,zao'chuan'mei'xiao
早川泉,zao'chuan'quan
早就被安排好的相遇你相信吗,zao'jiu'bei'an'pai'hao'de'xiang'yu'ni'xiang'xin'ma
早濑浩一,zao'lai'hao'yi
早水,zao'shui
早乙女雀,zao'yi'nv'que
早乙女太一,zao'yi'nv'tai'yi
早园瑠佳,zao'yuan'liu'jia
沢城,ze'cheng
泽尻绘里香,ze'kao'hui'li'xiang
泽斯,ze'si
增田贵久,zeng'tian'gui'jiu
增血鬼果林,zeng'xue'gui'guo'lin
诈欺游戏,zha'qi'you'xi
斋藤千和,zhai'teng'qian'he
斋藤一,zhai'teng'yi
战场女武神,zhan'chang'nv'wu'shen
战斗司书,zhan'dou'si'shu
战斗陀螺,zhan'dou'tuo'luo
战斗妖精雪风,zhan'dou'yao'jing'xue'feng
战斗之魂少年突破巴辛,zhan'dou'zhi'hun'shao'nian'tu'po'ba'xin
战国,zhan'guo
战栗的乐谱,zhan'li'de'yue'pu
战争程序员,zhan'zheng'cheng'xu'yuan
长长部澪,zhang'chang'bu'ling
张飞益徳,zhang'fei'yi'de
赵云子龙,zhao'yun'zi'long
这丑陋又美丽的世界,zhe'chou'lou'you'mei'li'de'shi'jie
折笠富美子,zhe'li'fu'mei'zi
真爱无畏,zhen'ai'wu'wei
真白,zhen'bai
振臂高挥,zhen'bi'gao'hui
真纪,zhen'ji
阵内孝则,zhen'nei'xiao'ze
阵平,zhen'ping
真实的眼泪,zhen'shi'de'yan'lei
真实梦境,zhen'shi'meng'jing
真矢未树,zhen'shi'wei'shu
真实之泪,zhen'shi'zhi'lei
侦探学园,zhen'tan'xue'yuan
侦探学院,zhen'tan'xue'yuan
真田光一,zhen'tian'guang'yi
真田幸村,zhen'tian'xing'cun
真王,zhen'wang
真月谭月姬,zhen'yue'tan'yue'ji
拯救德尔托拉,zheng'jiu'de'er'tuo'la
正义必胜,zheng'yi'bi'sheng
正义的伙伴,zheng'yi'de'huo'ban
支仓令,zhi'cang'ling
支葵千里,zhi'kui'qian'li
直美,zhi'mei
致命紫罗兰编号,zhi'ming'zi'luo'lan'bian'hao
植木法则,zhi'mu'fa'ze
志木绚璃,zhi'mu'xuan'li
知念,zhi'nian
置鲇龙太郎,zhi'nian'long'tai'lang
知念侑李,zhi'nian'you'li
智秋,zhi'qiu
只属于我的女神,zhi'shu'yu'wo'de'nv'shen
只堂鞠也,zhi'tang'ju'ye
植田佳奈,zhi'tian'jia'nai
志田未来,zhi'tian'wei'lai
织田信长,zhi'tian'xin'chang
织田裕二,zhi'tian'yu'er
只条深月,zhi'tiao'shen'yue
祗王,zhi'wang
祗王橘,zhi'wang'ju
祗王天白,zhi'wang'tian'bai
祗王夕月,zhi'wang'xi'yue
智一,zhi'yi
蜘蛛骑士,zhi'zhu'qi'shi
至尊勇者,zhi'zun'yong'zhe
冢本高史,zhong'ben'gao'shi
塚本高史,zhong'ben'gao'shi
中別府葵,zhong'bie'fu'kui
仲村彻,zhong'cun'che
中村俊介,zhong'cun'jun'jie
中村悠一,zhong'cun'you'yi
中村知世,zhong'cun'zhi'shi
种岛白杨,zhong'dao'bai'yang
中岛裕翔,zhong'dao'yu'xiang
冢地武雅,zhong'di'wu'ya
中谷美纪,zhong'gu'mei'ji
中华料理屋,zhong'hua'liao'li'wu
中华小当家,zhong'hua'xiao'dang'jia
仲间由纪恵,zhong'jian'you'ji'hui
中江川力也,zhong'jiang'chuan'li'ye
中井贵一,zhong'jing'gui'yi
终究,zhong'jiu
中居正广,zhong'ju'zheng'guang
仲里依纱,zhong'li'yi'sha
柊明良,zhong'ming'liang
中山美穗,zhong'shan'mei'sui
仲上真一郎,zhong'shang'zhen'yi'lang
冢田僚一,zhong'tian'liao'yi
中田让治,zhong'tian'rang'zhi
中丸雄一,zhong'wan'xiong'yi
中尾衣里,zhong'wei'yi'li
中原麻衣,zhong'yuan'ma'yi
中越典子,zhong'yue'dian'zi
钟之音学院,zhong'zhi'yin'xue'yuan
周瑜公瑾,zhou'yu'gong'jin
竹财辉之助,zhu'cai'hui'zhi'zhu
竹达彩奈,zhu'da'cai'nai
竹刀少女,zhu'dao'shao'nv
祝福的钟声,zhu'fu'de'zhong'sheng
诸葛亮孔明,zhu'ge'liang'kong'ming
竹马园夏帆,zhu'ma'yuan'xia'fan
竹内结子,zhu'nei'jie'zi
朱染心爱,zhu'ran'xin'ai
竹野内丰,zhu'ye'nei'feng
竹原,zhu'yuan
竹原流造,zhu'yuan'liu'zao
竹原明行,zhu'yuan'ming'xing
竹原明之,zhu'yuan'ming'zhi
竹中直人,zhu'zhong'zhi'ren
朱子,zhu'zi
椎菜,zhui'cai
追梦人,zhui'meng'ren
椎名,zhui'ming
椎名观月,zhui'ming'guan'yue
椎名桔平,zhui'ming'ju'ping
锥生零,zhui'sheng'ling
追忆篇,zhui'yi'pian
捉鬼天狗帮,zhuo'gui'tian'gou'bang
灼眼的夏娜,zhuo'yan'de'xia'na
子安武人,zi'an'wu'ren
诹访部顺一,zou'fang'bu'shun'yi
足球风云,zu'qiu'feng'yun
足球小子,zu'qiu'xiao'zi
最高恋人,zui'gao'lian'ren
最后大魔王,zui'hou'da'mo'wang
最后的吸血鬼,zui'hou'de'xi'xue'gui
最上恭子,zui'shang'gong'zi
最游记,zui'you'ji
最终兵器彼女,zui'zhong'bing'qi'bi'nv
最终幻想,zui'zhong'huan'xiang
最终考试,zui'zhong'kao'shi
佐仓美咲,zuo'cang'mei'xiao
佐仓美笑,zuo'cang'mei'xiao
左慈元放,zuo'ci'yuan'fang
佐久夜,zuo'jiu'ye
佐桥高美,zuo'qiao'gao'mei
佐桥皆人,zuo'qiao'jie'ren
佐桥由佳利,zuo'qiao'you'jia'li
佐清,zuo'qing
佐藤聪美,zuo'teng'cong'mei
佐藤敦启,zuo'teng'dun'qi
佐藤健,zuo'teng'jian
佐藤降太,zuo'teng'jiang'tai
佐藤蓝子,zuo'teng'lan'zi
佐藤利奈,zuo'teng'li'nai
佐藤良太,zuo'teng'liang'tai
佐藤隆太,zuo'teng'long'tai
佐藤润,zuo'teng'run
佐藤雄大,zuo'teng'xiong'da
佐野茜,zuo'ye'qian
佐野瑞树,zuo'ye'rui'shu
佐野史郎,zuo'ye'shi'lang
佐佐木蔵之介,zuo'zuo'mu'cang'zhi'jie
佐佐木之战,zuo'zuo'mu'zhi'zhan
