矮胖型,ai'pang'xing
视觉障碍,shi'jue'zhang'ai
视觉中枢,shi'jue'zhong'shu
视器,shi'qi
视区,shi'qu
湿润,shi'run
视上核,shi'shang'he
室上嵴,shi'shang'ji
视神经,shi'shen'jing
视神经管,shi'shen'jing'guan
视神经管口,shi'shen'jing'guan'kou
视神经盘,shi'shen'jing'pan
视束,shi'shu
嗜酸性,shi'suan'xing
视网膜,shi'wang'mo
视网膜中央凹,shi'wang'mo'zhong'yang'ao
视网膜中央动脉,shi'wang'mo'zhong'yang'dong'mai
视隐窝,shi'yin'wo
始于右心室,shi'yu'you'xin'shi
食欲增进剂,shi'yu'zeng'jin'ji
始于左心室,shi'yu'zuo'xin'shi
是指,shi'zhi
适中型,shi'zhong'xing
嗜中性粒细胞,shi'zhong'xing'li'xi'bao
视轴,shi'zhou
矢状,shi'zhuang
矢状断层,shi'zhuang'duan'ceng
矢状断层常用基线,shi'zhuang'duan'ceng'chang'yong'ji'xian
矢状缝,shi'zhuang'feng
矢状面,shi'zhuang'mian
矢状位,shi'zhuang'wei
视锥,shi'zhui
手背静脉网,shou'bei'jing'mai'wang
手背静脉网尺侧,shou'bei'jing'mai'wang'chi'ce
手背静脉网挠侧,shou'bei'jing'mai'wang'nao'ce
瘦长型,shou'chang'xing
手骨,shou'gu
手关节,shou'guan'jie
收和展,shou'he'zhan
收肌结节,shou'ji'jie'jie
收缩,shou'suo
收缩时,shou'suo'shi
收缩性,shou'suo'xing
收缩作用,shou'suo'zuo'yong
兽医门诊,shou'yi'men'zhen
收展,shou'zhan
手指骨,shou'zhi'gu
手指骨间关节,shou'zhi'gu'jian'guan'jie
手指间关节,shou'zhi'jian'guan'jie
手舟骨,shou'zhou'gu
竖脊肌,shu'ji'ji
输精管,shu'jing'guan
输精管道,shu'jing'guan'dao
输精管壶腹,shu'jing'guan'hu'fu
输精管精索部,shu'jing'guan'jing'suo'bu
输卵管,shu'luan'guan
输卵管端,shu'luan'guan'duan
输卵管壶腹,shu'luan'guan'hu'fu
输卵管漏斗,shu'luan'guan'lou'dou
输卵管妊娠,shu'luan'guan'ren'shen
输卵管伞,shu'luan'guan'san
输卵管退化,shu'luan'guan'tui'hua
输卵管峡部,shu'luan'guan'xia'bu
输卵管子宫部,shu'luan'guan'zi'gong'bu
输尿管,shu'niao'guan
输尿管后方,shu'niao'guan'hou'fang
输尿管间襞,shu'niao'guan'jian'bi
输尿管下方,shu'niao'guan'xia'fang
输乳管窦,shu'ru'guan'dou
输送管道,shu'song'guan'dao
疏松结缔组织,shu'song'jie'di'zu'zhi
属于不随意肌,shu'yu'bu'sui'yi'ji
属于随意肌,shu'yu'sui'yi'ji
舒张,shu'zhang
属支,shu'zhi
枢椎,shu'zhui
枢椎齿突,shu'zhui'chi'tu
枢椎上份,shu'zhui'shang'fen
衰老,shuai'lao
栓状核,shuan'zhuang'he
双侧收缩使舌尖向前下,shuang'ce'shou'suo'shi'she'jian'xiang'qian'xia
双层腹膜,shuang'ceng'fu'mo
霜冻,shuang'dong
双极神经元,shuang'ji'shen'jing'yuan
双轴,shuang'zhou
双肘关节,shuang'zhou'guan'jie
双轴关节,shuang'zhou'guan'jie
双轴性椭圆关节,shuang'zhou'xing'tuo'yuan'guan'jie
双子宫,shuang'zi'gong
水貂,shui'diao
水平,shui'ping
水平板,shui'ping'ban
水平部,shui'ping'bu
水平裂,shui'ping'lie
水平裂和斜裂,shui'ping'lie'he'xie'lie
水平位,shui'ping'wei
四部分,si'bu'fen
四层结构,si'ceng'jie'gou
四叠体,si'die'ti
四叠体池,si'die'ti'chi
四个胃,si'ge'wei
饲料添加剂,si'liao'tian'jia'ji
四肢骨,si'zhi'gu
四肢骨的关节,si'zhi'gu'de'guan'jie
丝状乳头,si'zhuang'ru'tou
松弛部,song'chi'bu
松果体,song'guo'ti
松果体池,song'guo'ti'chi
松果体上隐窝,song'guo'ti'shang'yin'wo
松果体隐窝,song'guo'ti'yin'wo
松质,song'zhi
搜索,sou'suo
苏氨酸,su'an'suan
嗉囊,su'nang
酸性粒细胞,suan'xing'li'xi'bao
髓核,sui'he
髓腔,sui'qiang
髓鞘,sui'qiao
髓纹,sui'wen
随意肌,sui'yi'ji
髓质,sui'zhi
锁骨,suo'gu
锁骨的胸骨端,suo'gu'de'xiong'gu'duan
锁骨上神经,suo'gu'shang'shen'jing
锁骨上窝,suo'gu'shang'wo
锁骨下动静脉,suo'gu'xia'dong'jing'mai
锁骨下动静脉沟,suo'gu'xia'dong'jing'mai'gou
锁骨下动脉,suo'gu'xia'dong'mai
锁骨下静脉,suo'gu'xia'jing'mai
锁骨下窝,suo'gu'xia'wo
锁间韧带,suo'jian'ren'dai
锁切迹,suo'qie'ji
碳水化合物,tan'shui'hua'he'wu
弹性圆锥,tan'xing'yuan'zhui
糖皮质激素,tang'pi'zhi'ji'su
套状结构,tao'zhuang'jie'gou
特殊部位,te'shu'bu'wei
蹄白线,ti'bai'xian
体表,ti'biao
蹄叉,ti'cha
提肛肌,ti'gang'ji
提睾肌,ti'gao'ji
体积大,ti'ji'da
蹄球,ti'qiu
提上睑肌,ti'shang'jian'ji
体温,ti'wen
体温调节,ti'wen'tiao'jie
提携角,ti'xie'jiao
体循环静脉,ti'xun'huan'jing'mai
体液,ti'ye
蹄真皮,ti'zhen'pi
体脂肪,ti'zhi'fang
条件性旋转运动,tiao'jian'xing'xuan'zhuan'yun'dong
调节血钙作用,tiao'jie'xue'gai'zuo'yong
跳跃韧带,tiao'yue'ren'dai
听辐射,ting'fu'she
听结节,ting'jie'jie
听觉传导路,ting'jue'chuan'dao'lu
听觉感受器,ting'jue'gan'shou'qi
听觉中枢,ting'jue'zhong'shu
听区,ting'qu
听小骨,ting'xiao'gu
听诊三角,ting'zhen'san'jiao
瞳孔,tong'kong
瞳孔开大肌,tong'kong'kai'da'ji
同名动脉,tong'ming'dong'mai
桶状胸,tong'zhuang'xiong
头半棘肌,tou'ban'ji'ji
头臂干,tou'bi'gan
头臂干的分支,tou'bi'gan'de'fen'zhi
头臂静脉,tou'bi'jing'mai
头部,tou'bu
头部的标志性结构,tou'bu'de'biao'zhi'xing'jie'gou
头长肌,tou'chang'ji
骰骨,tou'gu
头后大直肌,tou'hou'da'zhi'ji
头夹肌,tou'jia'ji
头颈,tou'jing
头静脉,tou'jing'mai
头面部浅感觉,tou'mian'bu'qian'gan'jue
透明隔,tou'ming'ge
透明软骨,tou'ming'ruan'gu
透明软骨结合,tou'ming'ruan'gu'jie'he
头皮,tou'pi
头上下斜肌,tou'shang'xia'xie'ji
投射纤维,tou'she'xian'wei
头状骨,tou'zhuang'gu
突触,tu'chu
突触后部,tu'chu'hou'bu
突触间隙,tu'chu'jian'xi
突触前部,tu'chu'qian'bu
突触小泡,tu'chu'xiao'pao
土丘水平,tu'qiu'shui'ping
凸向前,tu'xiang'qian
推动脉的分支,tui'dong'mai'de'fen'zhi
臀大肌,tun'da'ji
臀后神经,tun'hou'shen'jing
臀肌粗隆,tun'ji'cu'long
臀肌粗隆异常粗大,tun'ji'cu'long'yi'chang'cu'da
臀面,tun'mian
臀前神经,tun'qian'shen'jing
臀上皮神经,tun'shang'pi'shen'jing
臀上下动脉,tun'shang'xia'dong'mai
臀上下神经,tun'shang'xia'shen'jing
臀下皮神经,tun'xia'pi'shen'jing
臀小肌,tun'xiao'ji
臀中肌,tun'zhong'ji
臀中皮神经,tun'zhong'pi'shen'jing
唾液,tuo'ye
唾液腺,tuo'ye'xian
椭圆关节,tuo'yuan'guan'jie
椭圆囊,tuo'yuan'nang
椭圆形,tuo'yuan'xing
外板,wai'ban
外半规管,wai'ban'gui'guan
外鼻,wai'bi
外侧,wai'ce
外侧半月板,wai'ce'ban'yue'ban
外侧壁,wai'ce'bi
外侧部,wai'ce'bu
外侧沟,wai'ce'gou
外侧角,wai'ce'jiao
外侧髁,wai'ce'ke
外侧丘系,wai'ce'qiu'xi
外侧群,wai'ce'qun
外侧韧带,wai'ce'ren'dai
外侧束,wai'ce'shu
外侧索,wai'ce'suo
外侧膝状体,wai'ce'xi'zhuang'ti
外侧膝状体核,wai'ce'xi'zhuang'ti'he
外侧楔骨,wai'ce'xie'gu
外侧嗅纹,wai'ce'xiu'wen
外侧缘,wai'ce'yuan
外侧纵弓,wai'ce'zong'gong
外耳,wai'er
外耳道,wai'er'dao
外耳门,wai'er'men
外翻,wai'fan
外感受器,wai'gan'shou'qi
外踝,wai'huai
外踝后,wai'huai'hou
外踝后方,wai'huai'hou'fang
外踝前方,wai'huai'qian'fang
外科颈,wai'ke'jing
外淋巴,wai'lin'ba
外上髁,wai'shang'ke
外髓板,wai'sui'ban
外支,wai'zhi
外直肌,wai'zhi'ji
外眦,wai'zi
豌豆骨,wan'dou'gu
腕骨,wan'gu
腕骨沟,wan'gu'gou
腕骨间,wan'gu'jian
腕骨间关节,wan'gu'jian'guan'jie
腕管,wan'guan
腕关节,wan'guan'jie
腕关节面,wan'guan'jie'mian
腕关节面关节盘,wan'guan'jie'mian'guan'jie'pan
腕横韧带,wan'heng'ren'dai
腕内收,wan'nei'shou
腕掌关节,wan'zhang'guan'jie
网膜,wang'mo
网膜孔,wang'mo'kong
网膜囊,wang'mo'nang
网胃,wang'wei
网状核,wang'zhuang'he
网状脊髓束,wang'zhuang'ji'sui'shu
网状结构,wang'zhuang'jie'gou
网状组织,wang'zhuang'zu'zhi
胃襞,wei'bi
尾侧,wei'ce
维持子宫不脱垂的,wei'chi'zi'gong'bu'tuo'chui'de
维持子宫前倾的,wei'chi'zi'gong'qian'qing'de
维持子宫前倾的韧带,wei'chi'zi'gong'qian'qing'de'ren'dai
胃大弯,wei'da'wan
胃蛋白酶原,wei'dan'bai'mei'yuan
胃底,wei'di
胃底部,wei'di'bu
尾骨,wei'gu
尾骨肌,wei'gu'ji
胃结肠韧带,wei'jie'chang'ren'dai
味蕾,wei'lei
胃酶细胞,wei'mei'xi'bao
胃内,wei'nei
胃泡,wei'pao
维生素饲料,wei'sheng'su'si'liao
胃十二指肠动脉,wei'shi'er'zhi'chang'dong'mai
胃体,wei'ti
胃体部,wei'ti'bu
尾头核,wei'tou'he
胃网膜右动脉,wei'wang'mo'you'dong'mai
胃网膜左动脉,wei'wang'mo'zuo'dong'mai
胃腺,wei'xian
胃小弯,wei'xiao'wan
胃压迹,wei'ya'ji
胃液,wei'ye
胃右动脉,wei'you'dong'mai
胃右静脉,wei'you'jing'mai
位于膀胱的后方,wei'yu'pang'guang'de'hou'fang
位于盆腔内,wei'yu'pen'qiang'nei
位于舌尖,wei'yu'she'jian
位于舌两侧,wei'yu'she'liang'ce
位于直肠的前方,wei'yu'zhi'chang'de'qian'fang
为中心,wei'zhong'xin
尾状核,wei'zhuang'he
尾状叶,wei'zhuang'ye
胃左动静脉,wei'zuo'dong'jing'mai
胃左静脉,wei'zuo'jing'mai
胃左右动脉,wei'zuo'you'dong'mai
吻合,wen'he
吻合管,wen'he'guan
纹状体,wen'zhuang'ti
蜗窗,wo'chuang
蜗管,wo'guan
蜗管前庭壁,wo'guan'qian'ting'bi
蜗管外侧壁,wo'guan'wai'ce'bi
蜗孔,wo'kong
蜗螺旋管,wo'luo'xuan'guan
蜗神经,wo'shen'jing
蜗神经核,wo'shen'jing'he
无氮浸出物,wu'dan'jin'chu'wu
无导管,wu'dao'guan
无机盐,wu'ji'yan
无机质,wu'ji'zhi
无结肠袋,wu'jie'chang'dai
无静脉瓣,wu'jing'mai'ban
无粒白细胞,wu'li'bai'xi'bao
无系膜,wu'xi'mo
无血管,wu'xue'guan
细而长,xi'er'chang
细而短,xi'er'duan
膝关节,xi'guan'jie
膝横韧带,xi'heng'ren'dai
膝交叉韧带,xi'jiao'cha'ren'dai
系解,xi'jie
吸气,xi'qi
膝上内侧动脉,xi'shang'nei'ce'dong'mai
膝上外侧动脉,xi'shang'wai'ce'dong'mai
吸收,xi'shou
系统,xi'tong
膝下内侧动脉,xi'xia'nei'ce'dong'mai
膝下外侧动脉,xi'xia'wai'ce'dong'mai
膝中动脉,xi'zhong'dong'mai
下壁,xia'bi
下鼻道,xia'bi'dao
下鼻甲,xia'bi'jia
下唇,xia'chun
下方,xia'fang
下橄榄核,xia'gan'lan'he
下关节突,xia'guan'jie'tu
下颌骨,xia'he'gu
下颌骨髁突,xia'he'gu'ke'tu
下颌骨牙槽突,xia'he'gu'ya'cao'tu
下颌关节,xia'he'guan'jie
下颌关节脱位,xia'he'guan'jie'tuo'wei
下颌关节为,xia'he'guan'jie'wei
下颌角,xia'he'jiao
下颌颈,xia'he'jing
下颌孔,xia'he'kong
下颌切迹,xia'he'qie'ji
下颌舌骨肌,xia'he'she'gu'ji
下颌舌骨线,xia'he'she'gu'xian
下颌神经,xia'he'shen'jing
下颌体,xia'he'ti
下颌头,xia'he'tou
下颌窝,xia'he'wo
下颌下神经节,xia'he'xia'shen'jing'jie
下颌下腺,xia'he'xia'xian
下颌下腺管,xia'he'xia'xian'guan
下颌小舌,xia'he'xiao'she
下颌支,xia'he'zhi
下睑,xia'jian
下睑板,xia'jian'ban
下角,xia'jiao
下筋膜,xia'jin'mo
下胫腓关节,xia'jing'fei'guan'jie
下肋凹,xia'lei'ao
下列说法中错误的是,xia'lie'shuo'fa'zhong'cuo'wu'de'shi
下泌涎核,xia'mi'xian'he
下磨牙,xia'mo'ya
下内方,xia'nei'fang
下颞线,xia'nie'xian
下腔静脉,xia'qiang'jing'mai
下腔静脉瓣,xia'qiang'jing'mai'ban
下腔静脉的属支,xia'qiang'jing'mai'de'shu'zhi
下腔静脉口,xia'qiang'jing'mai'kou
下切齿,xia'qie'chi
下丘,xia'qiu
下丘脑,xia'qiu'nao
下丘脑后部,xia'qiu'nao'hou'bu
下丘脑前部,xia'qiu'nao'qian'bu
下丘水平,xia'qiu'shui'ping
下矢状窦,xia'shi'zhuang'dou
下外方,xia'wai'fang
下项线,xia'xiang'xian
下消化道,xia'xiao'hua'dao
下斜肌,xia'xie'ji
下行传导束,xia'xing'chuan'dao'shu
下牙槽动脉,xia'ya'cao'dong'mai
下牙槽神经,xia'ya'cao'shen'jing
下缘,xia'yuan
下肢带连结,xia'zhi'dai'lian'jie
下直肌,xia'zhi'ji
下纵隔,xia'zong'ge
下纵肌,xia'zong'ji
霰粒肿,xian'li'zhong
腺上皮,xian'shang'pi
腺体,xian'ti
纤维,xian'wei
腺胃,xian'wei
纤维层,xian'wei'ceng
纤维蛋白,xian'wei'dan'bai
纤维蛋白原,xian'wei'dan'bai'yuan
纤维环,xian'wei'huan
纤维结缔组织,xian'wei'jie'di'zu'zhi
纤维连结,xian'wei'lian'jie
纤维膜,xian'wei'mo
纤维囊,xian'wei'nang
纤维软骨,xian'wei'ruan'gu
纤维软骨联合,xian'wei'ruan'gu'lian'he
纤维束,xian'wei'shu
纤维心包,xian'wei'xin'bao
限制子宫向两侧移位的韧带是,xian'zhi'zi'gong'xiang'liang'ce'yi'wei'de'ren'dai'shi
项韧带,xiang'ren'dai
小凹,xiao'ao
小肠,xiao'chang
小肠系膜,xiao'chang'xi'mo
小肠系膜根,xiao'chang'xi'mo'gen
小肠液,xiao'chang'ye
小多角骨,xiao'duo'jiao'gu
小儿的咽鼓管,xiao'er'de'yan'gu'guan
小骨盆,xiao'gu'pen
消化氮,xiao'hua'dan
消化酶,xiao'hua'mei
消化酶的,xiao'hua'mei'de
消化器,xiao'hua'qi
消化食物,xiao'hua'shi'wu
消化系统,xiao'hua'xi'tong
消化腺,xiao'hua'xian
消化液,xiao'hua'ye
消化液中,xiao'hua'ye'zhong
小角,xiao'jiao
小胶质,xiao'jiao'zhi
小结节,xiao'jie'jie
小结节嵴,xiao'jie'jie'ji
小梁,xiao'liang
小脑,xiao'nao
小脑半球,xiao'nao'ban'qiu
小脑扁桃体,xiao'nao'bian'tao'ti
小脑镰,xiao'nao'lian
小脑幕,xiao'nao'mu
小脑皮质,xiao'nao'pi'zhi
小脑丘脑束,xiao'nao'qiu'nao'shu
小脑绒球,xiao'nao'rong'qiu
小脑上池,xiao'nao'shang'chi
小脑上动脉,xiao'nao'shang'dong'mai
小脑上脚,xiao'nao'shang'jiao
小脑上脚交叉,xiao'nao'shang'jiao'jiao'cha
小脑下后动脉,xiao'nao'xia'hou'dong'mai
小脑下脚,xiao'nao'xia'jiao
小脑下前动脉,xiao'nao'xia'qian'dong'mai
小脑延髓池,xiao'nao'yan'sui'chi
小脑蚓,xiao'nao'yin
小脑中脚,xiao'nao'zhong'jiao
小舌,xiao'she
小腿骨,xiao'tui'gu
小腿骨间膜,xiao'tui'gu'jian'mo
小腿关节,xiao'tui'guan'jie
小腿后肌群,xiao'tui'hou'ji'qun
小腿三头肌,xiao'tui'san'tou'ji
小网膜,xiao'wang'mo
小循环,xiao'xun'huan
小翼,xiao'yi
小阴唇,xiao'yin'chun
小隐静脉,xiao'yin'jing'mai
效应器,xiao'ying'qi
小鱼际,xiao'yu'ji
小圆肌,xiao'yuan'ji
小指短屈肌,xiao'zhi'duan'qu'ji
小指伸肌,xiao'zhi'shen'ji
小指展肌,xiao'zhi'zhan'ji
小趾展肌,xiao'zhi'zhan'ji
小转子,xiao'zhuan'zi
斜方肌,xie'fang'ji
楔骨,xie'gu
楔回,xie'hui
楔间骨,xie'jian'gu
斜角肌,xie'jiao'ji
斜角肌间隙,xie'jiao'ji'jian'xi
斜裂,xie'lie
斜坡,xie'po
楔前回,xie'qian'hui
楔前叶,xie'qian'ye
楔束,xie'shu
楔束副核,xie'shu'fu'he
楔束核,xie'shu'he
楔束结节,xie'shu'jie'jie
斜向内下,xie'xiang'nei'xia
楔叶,xie'ye
心包,xin'bao
心包腔,xin'bao'qiang
新陈代谢,xin'chen'dai'xie
心丛,xin'cong
心大静脉,xin'da'jing'mai
心底,xin'di
心房,xin'fang
新房,xin'fang
心肌,xin'ji
心肌层,xin'ji'ceng
心尖,xin'jian
心尖切迹,xin'jian'qie'ji
心内膜,xin'nei'mo
新皮质,xin'pi'zhi
心切迹,xin'qie'ji
新生儿膀胱,xin'sheng'er'pang'guang
心室,xin'shi
心室的,xin'shi'de
心外膜,xin'wai'mo
新纹状体,xin'wen'zhuang'ti
新小脑,xin'xiao'nao
心血管,xin'xue'guan
心血管系,xin'xue'guan'xi
心血管系统,xin'xue'guan'xi'tong
心压迹,xin'ya'ji
心脏,xin'zang
心中静脉,xin'zhong'jing'mai
性别差异,xing'bie'cha'yi
性反射,xing'fan'she
兴奋性,xing'fen'xing
杏仁体,xing'ren'ti
形态,xing'tai
形态为,xing'tai'wei
型题,xing'ti
星形,xing'xing
星形细胞,xing'xing'xi'bao
星状神经节,xing'zhuang'shen'jing'jie
胸部,xiong'bu
胸长神经,xiong'chang'shen'jing
胸大肌,xiong'da'ji
胸导管,xiong'dao'guan
胸骨,xiong'gu
胸骨柄,xiong'gu'bing
胸骨的锁切迹,xiong'gu'de'suo'qie'ji
胸骨端,xiong'gu'duan
胸骨甲状肌,xiong'gu'jia'zhuang'ji
胸骨角,xiong'gu'jiao
胸骨角平面,xiong'gu'jiao'ping'mian
胸骨上窝,xiong'gu'shang'wo
胸骨舌骨肌,xiong'gu'she'gu'ji
胸骨体,xiong'gu'ti
胸骨下角,xiong'gu'xia'jiao
胸核,xiong'he
胸横肌,xiong'heng'ji
胸肩峰动脉,xiong'jian'feng'dong'mai
胸交感干神经节,xiong'jiao'gan'gan'shen'jing'jie
胸廓,xiong'kuo
胸廓的组成,xiong'kuo'de'zu'cheng
胸廓关节,xiong'kuo'guan'jie
胸廓内动脉,xiong'kuo'nei'dong'mai
胸廓内静脉,xiong'kuo'nei'jing'mai
胸廓上口,xiong'kuo'shang'kou
胸廓下口,xiong'kuo'xia'kou
胸廊上口,xiong'lang'shang'kou
胸肋关节,xiong'lei'guan'jie
胸膜,xiong'mo
胸膜窦,xiong'mo'dou
胸膜腔,xiong'mo'qiang
胸膜液,xiong'mo'ye
胸膜隐窝,xiong'mo'yin'wo
胸腔,xiong'qiang
胸腔纵隔,xiong'qiang'zong'ge
胸曲,xiong'qu
胸神经,xiong'shen'jing
胸锁关节,xiong'suo'guan'jie
胸锁后韧带,xiong'suo'hou'ren'dai
胸锁前韧带,xiong'suo'qian'ren'dai
胸锁乳突肌,xiong'suo'ru'tu'ji
胸外侧神经,xiong'wai'ce'shen'jing
胸腺,xiong'xian
胸小肌,xiong'xiao'ji
胸腰筋膜,xiong'yao'jin'mo
胸主动脉,xiong'zhu'dong'mai
胸主动脉的凸侧,xiong'zhu'dong'mai'de'tu'ce
胸椎,xiong'zhui
嗅部,xiu'bu
嗅脑,xiu'nao
嗅球,xiu'qiu
嗅三角,xiu'san'jiao
嗅神经,xiu'shen'jing
嗅束,xiu'shu
嗅束沟,xiu'shu'gou
绪论,xu'lun
畜禽,xu'qin
畜禽体,xu'qin'ti
畜禽体内,xu'qin'ti'nei
续于气管,xu'yu'qi'guan
旋股外侧动脉,xuan'gu'wai'ce'dong'mai
旋后,xuan'hou
旋肩胛动脉,xuan'jian'jia'dong'mai
旋内,xuan'nei
旋髂浅静脉,xuan'qia'qian'jing'mai
旋前,xuan'qian
旋前圆肌,xuan'qian'yuan'ji
旋外,xuan'wai
选择题,xuan'ze'ti
旋支,xuan'zhi
旋转,xuan'zhuan
旋转运动,xuan'zhuan'yun'dong
血管,xue'guan
血管格,xue'guan'ge
血管膜,xue'guan'mo
血管少,xue'guan'shao
血管损伤处,xue'guan'sun'shang'chu
血红蛋白,xue'hong'dan'bai
血浆胶体,xue'jiang'jiao'ti
血浆晶体,xue'jiang'jing'ti
血流快,xue'liu'kuai
血流慢,xue'liu'man
血小板,xue'xiao'ban
血压下降,xue'ya'xia'jiang
血液循环,xue'ye'xun'huan
循环,xun'huan
循环系统,xun'huan'xi'tong
循环中,xun'huan'zhong
牙本质,ya'ben'zhi
牙槽骨,ya'cao'gu
牙槽孔,ya'cao'kong
牙槽突,ya'cao'tu
牙根,ya'gen
牙骨质,ya'gu'zhi
牙冠,ya'guan
压迹,ya'ji
牙颈,ya'jing
牙髓,ya'sui
牙体,ya'ti
牙龈,ya'yin
牙周膜,ya'zhou'mo
牙周组织,ya'zhou'zu'zhi
牙组织,ya'zu'zhi
咽扁桃体,yan'bian'tao'ti
岩部,yan'bu
延池,yan'chi
岩大神经,yan'da'shen'jing
眼动脉,yan'dong'mai
眼房液,yan'fang'ye
咽鼓管,yan'gu'guan
咽鼓管鼓室口,yan'gu'guan'gu'shi'kou
咽鼓管口,yan'gu'guan'kou
咽鼓管软骨,yan'gu'guan'ruan'gu
咽鼓管咽肌,yan'gu'guan'yan'ji
咽鼓管咽口,yan'gu'guan'yan'kou
咽鼓管圆枕,yan'gu'guan'yuan'zhen
咽后间隙,yan'hou'jian'xi
咽结节,yan'jie'jie
咽淋巴环,yan'lin'ba'huan
眼轮匝肌,yan'lun'za'ji
咽旁间隙,yan'pang'jian'xi
盐皮质激素,yan'pi'zhi'ji'su
眼前房,yan'qian'fang
眼球,yan'qiu
眼球壁,yan'qiu'bi
岩上窦,yan'shang'dou
眼神经,yan'shen'jing
盐酸,yan'suan
延髓,yan'sui
延髓脑桥沟,yan'sui'nao'qiao'gou
咽缩肌,yan'suo'ji
咽峡,yan'xia
咽下缩肌,yan'xia'suo'ji
咽隐窝,yan'yin'wo
岩枕软骨结合,yan'zhen'ruan'gu'jie'he
炎症,yan'zheng
羊毛,yang'mao
腰大肌,yao'da'ji
腰骶丛,yao'di'cong
腰骶干,yao'di'gan
腰骶膨大,yao'di'peng'da
腰动脉,yao'dong'mai
腰方肌,yao'fang'ji
腰干,yao'gan
咬肌,yao'ji
咬肌粗隆,yao'ji'cu'long
咬肌间隙,yao'ji'jian'xi
腰内脏神经,yao'nei'zang'shen'jing
腰曲,yao'qu
腰神经,yao'shen'jing
腰下三角,yao'xia'san'jiao
腰椎,yao'zhui
腰椎骶化,yao'zhui'di'hua
叶菜类,ye'cai'lei
腋动静脉,ye'dong'jing'mai
腋动脉,ye'dong'mai
腋尖群,ye'jian'qun
腋淋巴结,ye'lin'ba'jie
腋腔,ye'qiang
腋神经,ye'shen'jing
腋窝,ye'wo
腋缘,ye'yuan
叶支气管,ye'zhi'qi'guan
异常,yi'chang
翼丛,yi'cong
翼点,yi'dian
移动,yi'dong
翼腭神经节,yi'e'shen'jing'jie
翼腭窝,yi'e'wo
易发生部位为,yi'fa'sheng'bu'wei'wei
翼钩,yi'gou
翼管,yi'guan
移行,yi'hang
疑核,yi'he
胰横动脉,yi'heng'dong'mai
翼肌粗隆,yi'ji'cu'long
胰颈,yi'jing
翼内肌,yi'nei'ji
翼上颌裂,yi'shang'he'lie
以上均不对,yi'shang'jun'bu'dui
胰十二指肠上动脉,yi'shi'er'zhi'chang'shang'dong'mai
胰体,yi'ti
胰头,yi'tou
翼突,yi'tu
翼突内侧板,yi'tu'nei'ce'ban
翼突内外侧板,yi'tu'nei'wai'ce'ban
翼突外侧板,yi'tu'wai'ce'ban
翼外肌,yi'wai'ji
胰尾,yi'wei
翼窝,yi'wo
翼下颌间隙,yi'xia'he'jian'xi
胰腺,yi'xian
胰液,yi'ye
易引起,yi'yin'qi
易于损伤,yi'yu'sun'shang
一支,yi'zhi
抑制胰液的分泌,yi'zhi'yi'ye'de'fen'mi
翼状襞,yi'zhuang'bi
乙状窦,yi'zhuang'dou
乙状窦沟,yi'zhuang'dou'gou
翼状肩,yi'zhuang'jian
乙状结肠,yi'zhuang'jie'chang
乙状结肠动脉,yi'zhuang'jie'chang'dong'mai
乙状结肠系膜,yi'zhuang'jie'chang'xi'mo
翼状韧带,yi'zhuang'ren'dai
乙状弯曲,yi'zhuang'wan'qu
阴部管,yin'bu'guan
阴部内动脉,yin'bu'nei'dong'mai
阴部神经,yin'bu'shen'jing
阴部外静脉,yin'bu'wai'jing'mai
蚓垂,yin'chui
阴道,yin'dao
阴道部,yin'dao'bu
阴道口,yin'dao'kou
阴道前庭,yin'dao'qian'ting
阴道穹,yin'dao'qiong
阴道上部,yin'dao'shang'bu
阴蒂,yin'di
阴蒂脚,yin'di'jiao
阴阜,yin'fu
阴茎,yin'jing
阴茎包皮,yin'jing'bao'pi
阴茎骨,yin'jing'gu
阴茎海绵体,yin'jing'hai'mian'ti
阴茎脚,yin'jing'jiao
阴茎体,yin'jing'ti
阴茎头,yin'jing'tou
阴囊,yin'nang
隐神经,yin'shen'jing
蚓小结,yin'xiao'jie
蚓状肌,yin'zhuang'ji
蚓锥体,yin'zhui'ti
硬腭,ying'e
硬脊膜,ying'ji'mo
硬膜,ying'mo
硬膜外麻醉,ying'mo'wai'ma'zui
硬膜外腔,ying'mo'wai'qiang
硬膜外隙,ying'mo'wai'xi
硬膜外脂肪,ying'mo'wai'zhi'fang
硬脑膜,ying'nao'mo
硬脑膜窦,ying'nao'mo'dou
营养,ying'yang
营养内囊,ying'yang'nei'nang
营养物质,ying'yang'wu'zhi
营养物质的,ying'yang'wu'zhi'de
营养性,ying'yang'xing
营养需要,ying'yang'xu'yao
营养眼球,ying'yang'yan'qiu
鹰嘴,ying'zui
鹰嘴窝,ying'zui'wo
右半心,you'ban'xin
右侧半身软瘫,you'ce'ban'shen'ruan'tan
右侧半身硬瘫,you'ce'ban'shen'ying'tan
右侧薄束,you'ce'bo'shu
右侧内侧丘系,you'ce'nei'ce'qiu'xi
右侧楔束,you'ce'xie'shu
有导管,you'dao'guan
右房,you'fang
右方,you'fang
右房室口,you'fang'shi'kou
右肺,you'fei
右肺除斜裂,you'fei'chu'xie'lie
右肺动脉,you'fei'dong'mai
右肺根,you'fei'gen
右肺静脉口,you'fei'jing'mai'kou
右肺上静脉,you'fei'shang'jing'mai
右肺上叶,you'fei'shang'ye
右肺上叶支气管,you'fei'shang'ye'zhi'qi'guan
