阿谁扶上马,a'shui'fu'shang'ma
浮桡值早梅,fu'rao'zhi'zao'mei
浮人若云归,fu'ren'ruo'yun'gui
浮人少荡析,fu'ren'shao'dang'xi
浮荣安足珍,fu'rong'an'zu'zhen
芙蓉出水妒花钿,fu'rong'chu'shui'du'hua'dian
芙蓉老秋霜,fu'rong'lao'qiu'shuang
芙蓉十二池心漏,fu'rong'shi'er'chi'xin'lou
芙蓉帐底奈君何,fu'rong'zhang'di'nai'jun'he
复如竹林下,fu'ru'zhu'lin'xia
扶桑半摧折,fu'sang'ban'cui'zhe
扶桑已成薪,fu'sang'yi'cheng'xin
拂沙陇头寝,fu'sha'long'tou'qin
福善竟成虚,fu'shan'jing'cheng'xu
俯身逐南北,fu'shen'zhu'nan'bei
浮生共多故,fu'sheng'gong'duo'gu
浮生事渐多,fu'sheng'shi'jian'duo
浮生速流电,fu'sheng'su'liu'dian
浮生已半空,fu'sheng'yi'ban'kong
伏轼出京城,fu'shi'chu'jing'cheng
俯视但冥冥,fu'shi'dan'ming'ming
拂拭还光辉,fu'shi'hai'guang'hui
俯视何楷台,fu'shi'he'kai'tai
拂拭交冰月,fu'shi'jiao'bing'yue
拂拭竟无言,fu'shi'jing'wu'yan
服食可延年,fu'shi'ke'yan'nian
赋诗乐无事,fu'shi'le'wu'shi
赋诗留岩屏,fu'shi'liu'yan'ping
拂拭龙唇琴,fu'shi'long'chun'qin
俯视洛阳川,fu'shi'luo'yang'chuan
覆石如覆屋,fu'shi'ru'fu'wu
伏轼省顽鄙,fu'shi'sheng'wan'bi
复是谁家女,fu'shi'shui'jia'nv
拂石卧秋霜,fu'shi'wo'qiu'shuang
赋诗延众宾,fu'shi'yan'zhong'bin
拂拭倚天剑,fu'shi'yi'tian'jian
俯视鸳鹭群,fu'shi'yuan'lu'qun
赋诗旃檀阁,fu'shi'zhan'tan'ge
符守岂暇馀,fu'shou'qi'xia'yu
拂曙听初惊,fu'shu'ting'chu'jing
拂霜弄瑶轸,fu'shuang'nong'yao'zhen
覆水不可收,fu'shui'bu'ke'shou
拂水生连珠,fu'shui'sheng'lian'zhu
拂水枝偏弱,fu'shui'zhi'pian'ruo
拂水状翻潮,fu'shui'zhuang'fan'chao
傅说版筑臣,fu'shuo'ban'zhu'chen
傅说降霖雨,fu'shuo'jiang'lin'yu
傅说未梦时,fu'shuo'wei'meng'shi
浮天渤澥宽,fu'tian'bo'xie'kuan
复听菱歌愁,fu'ting'ling'ge'chou
复听清猿哀,fu'ting'qing'yuan'ai
福庭长自然,fu'ting'zhang'zi'ran
浮湍戏渚,fu'tuan'xi'zhu
复闻严陵濑,fu'wen'yan'ling'lai
复闻紫阳客,fu'wen'zi'yang'ke
复卧浔阳楼,fu'wo'xun'yang'lou
覆溪窈窕波,fu'xi'yao'tiao'bo
复羡二龙去,fu'xian'er'long'qu
府县尽为门下客,fu'xian'jin'wei'men'xia'ke
府县同趋昨日事,fu'xian'tong'qu'zuo'ri'shi
浮湘又入闽,fu'xiang'you'ru'min
复携两少女,fu'xie'liang'shao'nv
夫婿久离别,fu'xu'jiu'li'bie
拂雪凌云端,fu'xue'ling'yun'duan
复言欢乐殊,fu'yan'huan'le'shu
俯仰垂华缨,fu'yang'chui'hua'ying
浮阳灭霁景,fu'yang'mie'ji'jing
俯仰人间易凋朽,fu'yang'ren'jian'yi'diao'xiu
俯仰叙存殁,fu'yang'xu'cun'mo
俯仰豸角冠,fu'yang'zhi'jiao'guan
俯仰转惊惕,fu'yang'zhuan'jing'ti
服药炼金骨,fu'yao'lian'jin'gu
服药求仙事不违,fu'yao'qiu'xian'shi'bu'wei
服药闲眠养不才,fu'yao'xian'mian'yang'bu'cai
扶摇应借力,fu'yao'ying'jie'li
拂衣从此去,fu'yi'cong'ci'qu
拂衣归林峦,fu'yi'gui'lin'luan
拂衣何处去,fu'yi'he'chu'qu
拂衣可同调,fu'yi'ke'tong'diao
拂衣栖江濆,fu'yi'qi'jiang'fen
拂衣逃人群,fu'yi'tao'ren'qun
拂衣向仙路,fu'yi'xiang'xian'lu
拂衣自西东,fu'yi'zi'xi'dong
俯饮一杯酒,fu'yin'yi'bei'jiu
服膺理庶甿,fu'ying'li'shu'mang
复咏在原诗,fu'yong'zai'yuan'shi
复欲镐京去,fu'yu'hao'jing'qu
拂羽泪满面,fu'yu'lei'man'mian
复与三山邻,fu'yu'san'shan'lin
伏馀西景移,fu'yu'xi'jing'yi
复与诸弟子,fu'yu'zhu'di'zi
府掾有包子,fu'yuan'you'bao'zi
浮云本无意,fu'yun'ben'wu'yi
浮云蔽日去不返,fu'yun'bi'ri'qu'bu'fan
浮云蔽颓阳,fu'yun'bi'tui'yang
浮云蔽紫闼,fu'yun'bi'zi'ta
浮云不共此山齐,fu'yun'bu'gong'ci'shan'qi
浮云辞故关,fu'yun'ci'gu'guan
浮云隔两曜,fu'yun'ge'liang'yao
浮云挂空名,fu'yun'gua'kong'ming
浮云何由卷,fu'yun'he'you'juan
浮云横远山,fu'yun'heng'yuan'shan
浮云空古城,fu'yun'kong'gu'cheng
浮云类此身,fu'yun'lei'ci'shen
浮云那得知,fu'yun'na'de'zhi
浮云乃吾身,fu'yun'nai'wu'shen
浮云色最明,fu'yun'se'zui'ming
浮云深兮不得语,fu'yun'shen'xi'bu'de'yu
浮云失旧居,fu'yun'shi'jiu'ju
浮云四塞道路赊,fu'yun'si'sai'dao'lu'she
浮云无定端,fu'yun'wu'ding'duan
浮云一别后,fu'yun'yi'bie'hou
浮云游子意,fu'yun'you'zi'yi
浮云在吴会,fu'yun'zai'wu'hui
浮云在一决,fu'yun'zai'yi'jue
浮云知古城,fu'yun'zhi'gu'cheng
抚掌黄河曲,fu'zhang'huang'he'qu
抚掌黄泉里,fu'zhang'huang'quan'li
抚枕愁华鬓,fu'zhen'chou'hua'bin
伏枕寄宾馆,fu'zhen'ji'bin'guan
伏枕嗟公干,fu'zhen'jie'gong'gan
伏枕旧游旷,fu'zhen'jiu'you'kuang
覆阵乌鸢起,fu'zhen'wu'yuan'qi
抚之潸然感旧,fu'zhi'shan'ran'gan'jiu
服之与君俱神仙,fu'zhi'yu'jun'ju'shen'xian
府中丞相阁,fu'zhong'cheng'xiang'ge
府中连骑出,fu'zhong'lian'qi'chu
浮舟触处通,fu'zhou'chu'chu'tong
浮舟弄水箫鼓鸣,fu'zhou'nong'shui'xiao'gu'ming
浮舟望安极,fu'zhou'wang'an'ji
浮舟压芳草,fu'zhou'ya'fang'cao
符竹领诸侯,fu'zhu'ling'zhu'hou
夫子秉家义,fu'zi'bing'jia'yi
父子得闲安,fu'zi'de'xian'an
夫子工文绝世奇,fu'zi'gong'wen'jue'shi'qi
夫子还倜傥,fu'zi'hai'ti'tang
夫子红颜我少年,fu'zi'hong'yan'wo'shao'nian
夫子华阴居,fu'zi'hua'yin'ju
夫子即琼树,fu'zi'ji'qiong'shu
夫子今管乐,fu'zi'jin'guan'yue
夫子觉者也,fu'zi'jue'zhe'ye
夫子理宿松,fu'zi'li'su'song
夫子如何涉江路,fu'zi'ru'he'she'jiang'lu
夫子世称贤,fu'zi'shi'cheng'xian
复兹霜月霁,fu'zi'shuang'yue'ji
夫子虽蹭蹬,fu'zi'sui'ceng'deng
夫子王佐才,fu'zi'wang'zuo'cai
夫子闻洛诵,fu'zi'wen'luo'song
夫子扬清芬,fu'zi'yang'qing'fen
夫子有盛才,fu'zi'you'sheng'cai
夫子在其间,fu'zi'zai'qi'jian
夫子自南楚,fu'zi'zi'nan'chu
伏奏归北阙,fu'zou'gui'bei'que
复作淮南客,fu'zuo'huai'nan'ke
复作清浅流,fu'zuo'qing'qian'liu
感别但开襟,gan'bie'dan'kai'jin
感别空长叹,gan'bie'kong'chang'tan
肝肠日忧煎,gan'chang'ri'you'jian
感此怀故人,gan'ci'huai'gu'ren
感此穷秋气,gan'ci'qiong'qiu'qi
感此劝一觞,gan'ci'quan'yi'shang
感此三叹息,gan'ci'san'tan'xi
感此伤妾心,gan'ci'shang'qie'xin
感此潇湘客,gan'ci'xiao'xiang'ke
甘从玉石焚,gan'cong'yu'shi'fen
甘脆朝不足,gan'cui'chao'bu'zu
肝胆不楚越,gan'dan'bu'chu'yue
肝胆诚难隐,gan'dan'cheng'nan'yin
肝胆反为贼,gan'dan'fan'wei'zei
绀殿横江上,gan'dian'heng'jiang'shang
感恩知有地,gan'en'zhi'you'di
敢拂黄金床,gan'fu'huang'jin'chuang
感激黄石老,gan'ji'huang'shi'lao
感激慕清风,gan'ji'mu'qing'feng
感激平生意,gan'ji'ping'sheng'yi
感激情深过楚词,gan'ji'qing'shen'guo'chu'ci
感激遂弹冠,gan'ji'sui'tan'guan
感激无时闲,gan'ji'wu'shi'xian
感激仰空名,gan'ji'yang'kong'ming
感激一然诺,gan'ji'yi'ran'nuo
感激赠夫君,gan'ji'zeng'fu'jun
敢将心事向玄成,gan'jiang'xin'shi'xiang'xuan'cheng
敢进兴亡言,gan'jin'xing'wang'yan
感君拂拭遗音在,gan'jun'fu'shi'yi'yin'zai
感君贵义轻黄金,gan'jun'gui'yi'qing'huang'jin
甘露莹心灵,gan'lu'ying'xin'ling
甘罗亦小儿,gan'luo'yi'xiao'er
感念同怀子,gan'nian'tong'huai'zi
感秋意已违,gan'qiu'yi'yi'wei
敢阙河梁诗,gan'que'he'liang'shi
感深迹所经,gan'shen'ji'suo'jing
赣石三百里,gan'shi'san'bai'li
甘酸不私人,gan'suan'bu'si'ren
感叹发秋兴,gan'tan'fa'qiu'xing
感往在兹会,gan'wang'zai'zi'hui
甘为乡曲号涪翁,gan'wei'xiang'qu'hao'fu'weng
敢问贤主人,gan'wen'xian'zhu'ren
感我涕沾衣,gan'wo'ti'zhan'yi
感物动我心,gan'wu'dong'wo'xin
感悟遂晚,gan'wu'sui'wan
感物忧不歇,gan'wu'you'bu'xie
敢献绕朝策,gan'xian'rao'chao'ce
甘心长闭关,gan'xin'chang'bi'guan
甘心为转蓬,gan'xin'wei'zhuan'peng
感兴六首,gan'xing'liu'shou
感遇明主恩,gan'yu'ming'zhu'en
甘与齐民耕,gan'yu'qi'min'geng
甘与秋草同,gan'yu'qiu'cao'tong
感遇四首,gan'yu'si'shou
感之欲叹息,gan'zhi'yu'tan'xi
感兹栖寓词,gan'zi'qi'yu'ci
纲纪多闲日,gang'ji'duo'xian'ri
冈陇多屈伏,gang'long'duo'qu'fu
高岸迷陵谷,gao'an'mi'ling'gu
高标回落日,gao'biao'hui'luo'ri
高标绝人喧,gao'biao'jue'ren'xuan
高标尚可仰,gao'biao'shang'ke'yang
告别恋音徽,gao'bie'lian'yin'hui
高步不可攀,gao'bu'bu'ke'pan
高步凌四明,gao'bu'ling'si'ming
高步蹑华嵩,gao'bu'nie'hua'song
高步振英声,gao'bu'zhen'ying'sheng
高才列华堂,gao'cai'lie'hua'tang
高才掞天庭,gao'cai'shan'tian'ting
高出世尘间,gao'chu'shi'chen'jian
高窗不可望,gao'chuang'bu'ke'wang
高窗瞰远郊,gao'chuang'kan'yuan'jiao
高窗照日初,gao'chuang'zhao'ri'chu
高词弃浮靡,gao'ci'qi'fu'mi
高低俱出叶,gao'di'ju'chu'ye
高低晓吹轻,gao'di'xiao'chui'qing
高点雁山晴,gao'dian'yan'shan'qing
高殿映杉柳,gao'dian'ying'shan'liu
高殿坐幽人,gao'dian'zuo'you'ren
高飞去自遥,gao'fei'qu'zi'yao
高飞向蓬瀛,gao'fei'xiang'peng'ying
高飞仰冥鸿,gao'fei'yang'ming'hong
高坟渐成道,gao'fen'jian'cheng'dao
高坟五六墩,gao'fen'wu'liu'dun
高风吹玉柱,gao'feng'chui'yu'zhu
高风摧秀木,gao'feng'cui'xiu'mu
高风缅邈,gao'feng'mian'miao
高风邈已远,gao'feng'miao'yi'yuan
高风起遐旷,gao'feng'qi'xia'kuang
高峰是会稽,gao'feng'shi'kuai'ji
杲杲朝阳时,gao'gao'chao'yang'shi
高高翠微里,gao'gao'cui'wei'li
高高望不分,gao'gao'wang'bu'fen
高高至天门,gao'gao'zhi'tian'men
高歌长安酒,gao'ge'chang'an'jiu
高歌赋还邛,gao'ge'fu'hai'qiong
高阁横秀气,gao'ge'heng'xiu'qi
高阁凝馀霰,gao'ge'ning'yu'xian
高歌取醉欲自慰,gao'ge'qu'zui'yu'zi'wei
高阁收烟雾,gao'ge'shou'yan'wu
高歌谁为媒,gao'ge'shui'wei'mei
高阁似阴岑,gao'ge'si'yin'cen
高歌羡鸿冥,gao'ge'xian'hong'ming
高阁夜无喧,gao'ge'ye'wu'xuan
高阁一攀缘,gao'ge'yi'pan'yuan
高阁犹相望,gao'ge'you'xiang'wang
高阁在林端,gao'ge'zai'lin'duan
高歌在岩户,gao'ge'zai'yan'hu
高歌振林木,gao'ge'zhen'lin'mu
高公镇淮海,gao'gong'zhen'huai'hai
高冠长剑立石堂,gao'guan'chang'jian'li'shi'tang
高冠何赩赫,gao'guan'he'xi'he
高冠佩雄剑,gao'guan'pei'xiong'jian
告归应未得,gao'gui'ying'wei'de
高后海心明,gao'hou'hai'xin'ming
高乎视低,gao'hu'shi'di
告急清宪台,gao'ji'qing'xian'tai
高价动殊邻,gao'jia'dong'shu'lin
高驾空踟蹰,gao'jia'kong'chi'chu
高驾临长路,gao'jia'lin'chang'lu
高价倾宇宙,gao'jia'qing'yu'zhou
高价掩山东,gao'jia'yan'shan'dong
高节不可夺,gao'jie'bu'ke'duo
高举凌紫霞,gao'ju'ling'zi'xia
高旷出尘表,gao'kuang'chu'chen'biao
高陵书情,gao'ling'shu'qing
高岭虚晶,gao'ling'xu'jing
高楼当此夜,gao'lou'dang'ci'ye
高楼对紫陌,gao'lou'dui'zi'mo
高楼非别处,gao'lou'fei'bie'chu
高楼晴见水,gao'lou'qing'jian'shui
高楼入青天,gao'lou'ru'qing'tian
高楼邀上客,gao'lou'yao'shang'ke
高论动侯伯,gao'lun'dong'hou'bo
高论横青云,gao'lun'heng'qing'yun
高论良难测,gao'lun'liang'nan'ce
高论莫能酬,gao'lun'mo'neng'chou
高门大士家,gao'men'da'shi'jia
高门有才子,gao'men'you'cai'zi
高眠竹挂衣,gao'mian'zhu'gua'yi
高名动京师,gao'ming'dong'jing'shi
高木莎城小,gao'mu'sha'cheng'xiao
高年觉宋聋,gao'nian'jue'song'long
高鸟能择木,gao'niao'neng'ze'mu
高栖琼树枝,gao'qi'qiong'shu'zhi
高樯帆自满,gao'qiang'fan'zi'man
高情出人间,gao'qing'chu'ren'jian
高丘怀宋玉,gao'qiu'huai'song'yu
高秋天地清,gao'qiu'tian'di'qing
高秋远上巴,gao'qiu'yuan'shang'ba
高人不易合,gao'ren'bu'yi'he
高人屡解陈蕃榻,gao'ren'lv'jie'chen'bo'ta
高人月下看,gao'ren'yue'xia'kan
高僧拂玉柄,gao'seng'fu'yu'bing
高僧静望山僮逐,gao'seng'jing'wang'shan'tong'zhu
高僧居处似天台,gao'seng'ju'chu'si'tian'tai
高僧无迹本难寻,gao'seng'wu'ji'ben'nan'xun
高僧知所之,gao'seng'zhi'suo'zhi
高山安可仰,gao'shan'an'ke'yang
高深以意裁,gao'shen'yi'yi'cai
高士不羁世,gao'shi'bu'ji'shi
高士何处来,gao'shi'he'chu'lai
高士何年更发心,gao'shi'he'nian'geng'fa'xin
高树出宫城,gao'shu'chu'gong'cheng
高松来好月,gao'song'lai'hao'yue
高松连寺影,gao'song'lian'si'ying
高松先草晚,gao'song'xian'cao'wan
高松月下一僧行,gao'song'yue'xia'yi'seng'xing
高台纪彩云,gao'tai'ji'cai'yun
高台空数层,gao'tai'kong'shu'ceng
高谈百战术,gao'tan'bai'zhan'shu
高谈出有无,gao'tan'chu'you'wu
高谈满四座,gao'tan'man'si'zuo
高谈竹屿间,gao'tan'zhu'yu'jian
高堂粉壁图蓬瀛,gao'tang'fen'bi'tu'peng'ying
高堂列众宾,gao'tang'lie'zhong'bin
高堂露瓦松,gao'tang'lu'wa'song
高堂倚门望伯鱼,gao'tang'yi'men'wang'bo'yu
高天澄遥滓,gao'tian'cheng'yao'zi
高天池阁静,gao'tian'chi'ge'jing
高文禀天机,gao'wen'bing'tian'ji
高文激颓波,gao'wen'ji'tui'bo
高卧成长策,gao'wo'cheng'chang'ce
高卧披道帙,gao'wo'pi'dao'zhi
高卧三十年,gao'wo'san'shi'nian
高卧沙丘城,gao'wo'sha'qiu'cheng
高梧一叶下,gao'wu'yi'ye'xia
高贤当庶几,gao'xian'dang'shu'ji
高贤能创物,gao'xian'neng'chuang'wu
高贤侍天陛,gao'xian'shi'tian'bi
高闲庶务理,gao'xian'shu'wu'li
高兴共徘徊,gao'xing'gong'pai'huai
高宴及时光,gao'yan'ji'shi'guang
羔雁礼将行,gao'yan'li'jiang'xing
高宴阙英僚,gao'yan'que'ying'liao
高阳小饮真琐琐,gao'yang'xiao'yin'zhen'suo'suo
高义炳丹雘,gao'yi'bing'dan'huo
高揖黄金鞭,gao'yi'huang'jin'bian
高揖九州伯,gao'yi'jiu'zhou'bo
高揖卫叔卿,gao'yi'wei'shu'qing
高咏遂起予,gao'yong'sui'qi'yu
高宇亦遐朗,gao'yu'yi'xia'lang
高在白云陲,gao'zai'bai'yun'chui
高斋出林杪,gao'zhai'chu'lin'miao
高斋乐宴罢,gao'zhai'le'yan'ba
高斋明月夜,gao'zhai'ming'yue'ye
高斋属多暇,gao'zhai'shu'duo'xia
高斋遥致敬,gao'zhai'yao'zhi'jing
高斋谒谢公,gao'zhai'ye'xie'gong
高斋犹宿远山曙,gao'zhai'you'su'yuan'shan'shu
高斋征学问,gao'zhai'zheng'xue'wen
高斋坐超忽,gao'zhai'zuo'chao'hu
高栈有猿愁,gao'zhan'you'yuan'chou
高枕碧霞里,gao'zhen'bi'xia'li
高枕南山南,gao'zhen'nan'shan'nan
稿砧一别若箭弦,gao'zhen'yi'bie'ruo'jian'xian
高枝分晓日,gao'zhi'fen'xiao'ri
高枝寄一名,gao'zhi'ji'yi'ming
高竹林居接翠微,gao'zhu'lin'ju'jie'cui'wei
告诸吴子弟,gao'zhu'wu'zi'di
高踪罢驰驱,gao'zong'ba'chi'qu
高踪邈难追,gao'zong'miao'nan'zhui
各拔五色毛,ge'ba'wu'se'mao
戈鋋若罗星,ge'chan'ruo'luo'xing
隔窗爱竹有人问,ge'chuang'ai'zhu'you'ren'wen
歌吹孙楚楼,ge'chui'sun'chu'lou
阁道步行月,ge'dao'bu'xing'yue
阁道乘空出,ge'dao'cheng'kong'chu
歌动白纻山,ge'dong'bai'zhu'shan
歌动郢中儿,ge'dong'ying'zhong'er
格斗尘沙昏,ge'dou'chen'sha'hun
歌翻子夜声,ge'fan'zi'ye'sheng
歌逢彭泽令,ge'feng'peng'ze'ling
葛服龙钟篷下语,ge'fu'long'zhong'peng'xia'yu
歌鼓川上亭,ge'gu'chuan'shang'ting
歌鼓燕赵儿,ge'gu'yan'zhao'er
歌酣易水动,ge'han'yi'shui'dong
革侯遁南浦,ge'hou'dun'nan'pu
戈挥日回,ge'hui'ri'hui
歌妓莫停声,ge'ji'mo'ting'sheng
戈甲如云屯,ge'jia'ru'yun'tun
歌竟乘流去,ge'jing'cheng'liu'qu
割据资豪英,ge'ju'zi'hao'ying
葛藟附柔木,ge'lei'fu'rou'mu
隔林分落景,ge'lin'fen'luo'jing
各勉黄金躯,ge'mian'huang'jin'qu
歌曲动寒川,ge'qu'dong'han'chuan
歌曲上云霄,ge'qu'shang'yun'xiao
歌曲自绕行云飞,ge'qu'zi'rao'xing'yun'fei
割壤开吴京,ge'rang'kai'wu'jing
各散洞庭流,ge'san'dong'ting'liu
歌声识采莲,ge'sheng'shi'cai'lian
歌声送落日,ge'sheng'song'luo'ri
歌声犹自逐清湘,ge'sheng'you'zi'zhu'qing'xiang
歌声逐流水,ge'sheng'zhu'liu'shui
各守麋鹿志,ge'shou'mi'lu'zhi
隔水一蝉鸣,ge'shui'yi'chan'ming
各投赠二首,ge'tou'zeng'er'shou
隔我浮与沉,ge'wo'fu'yu'chen
歌舞白铜鞮,ge'wu'bai'tong'di
歌舞淹留玳瑁筵,ge'wu'yan'liu'dai'mao'yan
各希存令名,ge'xi'cun'ling'ming
割鲜若虎餐,ge'xian'ruo'hu'can
歌笑矜朱颜,ge'xiao'jin'zhu'yan
歌啸宛溪湄,ge'xiao'wan'xi'mei
隔岫窥红蕖,ge'xiu'kui'hong'qu
歌筵闻早鸿,ge'yan'wen'zao'hong
格言雅诲阙,ge'yan'ya'hui'que
歌疑郢中客,ge'yi'ying'zhong'ke
歌吟渌水动三湘,ge'yin'lu'shui'dong'san'xiang
歌咏复何为,ge'yong'fu'he'wei
歌咏徐安宜,ge'yong'xu'an'yi
各有千金裘,ge'you'qian'jin'qiu
隔雨怪舒霞,ge'yu'guai'shu'xia
各在青山崖,ge'zai'qing'shan'ya
各在一峰居,ge'zai'yi'feng'ju
隔栈见罛师,ge'zhan'jian'gu'shi
歌钟不尽意,ge'zhong'bu'jin'yi
歌钟但相催,ge'zhong'dan'xiang'cui
歌钟清夜阑,ge'zhong'qing'ye'lan
歌钟昔追攀,ge'zhong'xi'zhui'pan
歌钟溢雅声,ge'zhong'yi'ya'sheng
歌钟乐未休,ge'zhong'yue'wei'xiu
割珠两分赠,ge'zhu'liang'fen'zeng
各自东西流,ge'zi'dong'xi'liu
各自有枯荣,ge'zi'you'ku'rong
给园支遁隐,gei'yuan'zhi'dun'yin
根柯洒芳津,gen'ke'sa'fang'jin
更爱疏篱下,geng'ai'shu'li'xia
更抱别离酸,geng'bao'bie'li'suan
更报长相思,geng'bao'chang'xiang'si
更被一年催,geng'bei'yi'nian'cui
更惭君侍坐,geng'can'jun'shi'zuo
更长几千尺,geng'chang'ji'qian'chi
更当斋夜忆玄晖,geng'dang'zhai'ye'yi'xuan'hui
更得禅行去转深,geng'de'chan'xing'qu'zhuan'shen
耕钓方自逸,geng'diao'fang'zi'yi
耿耿抱私戚,geng'geng'bao'si'qi
耿耿对金陵,geng'geng'dui'jin'ling
耿耿金波里,geng'geng'jin'bo'li
耿耿忆琼树,geng'geng'yi'qiong'shu
更话府中人,geng'hua'fu'zhong'ren
耕稼不及春,geng'jia'bu'ji'chun
耿贾摧欃枪,geng'jia'cui'chan'qiang
更饯白眉还,geng'jian'bai'mei'hai
更将心事问情亲,geng'jiang'xin'shi'wen'qing'qin
更嗟别调流纤指,geng'jie'bie'tiao'liu'xian'zhi
更进手中杯,geng'jin'shou'zhong'bei
更览诸公作,geng'lan'zhu'gong'zuo
更怜花月夜,geng'lian'hua'yue'ye
更怜斜日照,geng'lian'xie'ri'zhao
更能连骑出,geng'neng'lian'qi'chu
更能整衣冠,geng'neng'zheng'yi'guan
更遣诣公车,geng'qian'yi'gong'che
更惬野人意,geng'qie'ye'ren'yi
更取金陵作小山,geng'qu'jin'ling'zuo'xiao'shan
更上西楼看远帆,geng'shang'xi'lou'kan'yuan'fan
更胜百花名,geng'sheng'bai'hua'ming
更是草生时,geng'shi'cao'sheng'shi
更事五原西,geng'shi'wu'yuan'xi
更说本师同学在,geng'shuo'ben'shi'tong'xue'zai
更说谢公南座好,geng'shuo'xie'gong'nan'zuo'hao
更似发云阳,geng'si'fa'yun'yang
更听猿夜啼,geng'ting'yuan'ye'ti
更未到人间,geng'wei'dao'ren'jian
更闻枫叶下,geng'wen'feng'ye'xia
更闻寒雨劝飞觞,geng'wen'han'yu'quan'fei'shang
更闻横笛关山远,geng'wen'heng'di'guan'shan'yuan
更问洛阳才,geng'wen'luo'yang'cai
更闻书即事,geng'wen'shu'ji'shi
更闻仙士友,geng'wen'xian'shi'you
更喜贤王远道来,geng'xi'xian'wang'yuan'dao'lai
更羡尔同归,geng'xian'er'tong'gui
更向巴陵宿,geng'xiang'ba'ling'su
更向郡斋闻,geng'xiang'jun'zhai'wen
更贻魑魅忧,geng'yi'chi'mei'you
更忆临海峤,geng'yi'lin'hai'qiao
更忆陆平原,geng'yi'lu'ping'yuan
更咏西楼篇,geng'yong'xi'lou'pian
更游龙潭去,geng'you'long'tan'qu
更有明朝恨,geng'you'ming'zhao'hen
更有携手人,geng'you'xie'shou'ren
更有真僧来,geng'you'zhen'seng'lai
更与步兵邻,geng'yu'bu'bing'lin
更欲剪刀裁,geng'yu'jian'dao'cai
更欲结深庐,geng'yu'jie'shen'lu
更与李膺同,geng'yu'li'ying'tong
更欲凌昆墟,geng'yu'ling'kun'xu
更与五英同,geng'yu'wu'ying'tong
更欲携君虎丘寺,geng'yu'xie'jun'hu'qiu'si
更欲异乡期,geng'yu'yi'xiang'qi
更在秋风百尺台,geng'zai'qiu'feng'bai'chi'tai
更指茅山与蜀通,geng'zhi'mao'shan'yu'shu'tong
更值早梅春,geng'zhi'zao'mei'chun
耕种汉水濆,geng'zhong'han'shui'fen
耕种满郊岐,geng'zhong'man'jiao'qi
耕种满田园,geng'zhong'man'tian'yuan
更逐巴东客,geng'zhu'ba'dong'ke
更著老莱衣,geng'zhu'lao'lai'yi
更奏新声明月天,geng'zou'xin'sheng'ming'yue'tian
更奏远清朝,geng'zou'yuan'qing'chao
耕作五原多,geng'zuo'wu'yuan'duo
共爱朝来何处雪,gong'ai'chao'lai'he'chu'xue
共爱芳菲此树中,gong'ai'fang'fei'ci'shu'zhong
共爱风满林,gong'ai'feng'man'lin
共爱奇音那可亲,gong'ai'qi'yin'na'ke'qin
共爱青山住近南,gong'ai'qing'shan'zhu'jin'nan
共壁题诗君独在,gong'bi'ti'shi'jun'du'zai
共别此宵月,gong'bie'ci'xiao'yue
公伯之愬,gong'bo'zhi'shuo
宫车上渭桥,gong'che'shang'wei'qiao
宫车终不还,gong'che'zhong'bu'huan
功成报天子,gong'cheng'bao'tian'zi
功成道路嗟,gong'cheng'dao'lu'jie
恭承凤凰诏,gong'cheng'feng'huang'zhao
功成复潇洒,gong'cheng'fu'xiao'sa
功成拂衣去,gong'cheng'fu'yi'qu
恭承共理诏,gong'cheng'gong'li'zhao
功成还旧林,gong'cheng'hai'jiu'lin
功成画麟阁,gong'cheng'hua'lin'ge
宫城尽倾倒,gong'cheng'jin'qing'dao
功成名遂身自退,gong'cheng'ming'sui'shen'zi'tui
功成去五湖,gong'cheng'qu'wu'hu
功成身不居,gong'cheng'shen'bu'ju
功成身不退,gong'cheng'shen'bu'tui
共乘双飞鸾,gong'cheng'shuang'fei'luan
公程傥见责,gong'cheng'tang'jian'ze
功成无所用,gong'cheng'wu'suo'yong
功成谢人间,gong'cheng'xie'ren'jian
共乘休沐暇,gong'cheng'xiu'mu'xia
功成衣锦还,gong'cheng'yi'jin'hai
恭承中外亲,gong'cheng'zhong'wai'qin
功成追鲁连,gong'cheng'zhui'lu'lian
宫池柳色轻,gong'chi'liu'se'qing
弓摧南山虎,gong'cui'nan'shan'hu
共到影堂中,gong'dao'ying'tang'zhong
共滴长门一夜长,gong'di'chang'men'yi'ye'chang
宫殿如星树似毫,gong'dian'ru'xing'shu'si'hao
共妒青蛾眉,gong'du'qing'e'mei
共对一尊酒,gong'dui'yi'zun'jiu
共尔髫年故,gong'er'tiao'nian'gu
觥罚屡见酬,gong'fa'lv'jian'chou
共泛沔城隅,gong'fan'mian'cheng'yu
公方尔所存,gong'fang'er'suo'cun
公赋鸱鸮诗,gong'fu'chi'xiao'shi
躬服古人言,gong'fu'gu'ren'yan
公府适烦倦,gong'fu'shi'fan'juan
共拂元规尘,gong'fu'yuan'gui'chen
功高名亦尊,gong'gao'ming'yi'zun
躬耕在岩石,gong'geng'zai'yan'shi
共公赫怒,gong'gong'he'nu
宫官识赐衣,gong'guan'shi'ci'yi
公馆夜云寂,gong'guan'ye'yun'ji
共恨川路永,gong'hen'chuan'lu'yong
宫花一落已成尘,gong'hua'yi'luo'yi'cheng'chen
