阿党,a'dang
派生的犯罪构成,pai'sheng'de'fan'zui'gou'cheng
派生证据,pai'sheng'zheng'ju
攀供,pan'gong
判决,pan'jue
判决延期,pan'jue'yan'qi
叛逆罪,pan'ni'zui
庞德,pang'de
膀胱损伤,pang'guang'sun'shang
旁听,pang'ting
旁听纪律,pang'ting'ji'lv
炮烙,pao'luo
抛弃物,pao'qi'wu
赔偿令,pei'chang'ling
赔偿受害者,pei'chang'shou'hai'zhe
陪审裁决书,pei'shen'cai'jue'shu
陪审制度,pei'shen'zhi'du
皮发刑,pi'fa'xing
皮肤金属化,pi'fu'jin'shu'hua
皮革样化,pi'ge'yang'hua
皮下出血,pi'xia'chu'xie
脾脏损伤,pi'zang'sun'shang
骗奸,pian'jian
片面共犯,pian'mian'gong'fan
嫖客,piao'ke
品格证据,pin'ge'zheng'ju
姘居,pin'ju
聘请鉴定,pin'qing'jian'ding
平等法院,ping'deng'fa'yuan
评议,ping'yi
评议笔录,ping'yi'bi'lu
平庸赁,ping'yong'lin
平赃,ping'zang
破案,po'an
破坏和平罪,po'huai'he'ping'zui
破坏环境罪,po'huai'huan'jing'zui
破坏集体生产罪,po'huai'ji'ti'sheng'chan'zui
破坏交通工具罪,po'huai'jiao'tong'gong'ju'zui
破坏交通设备罪,po'huai'jiao'tong'she'bei'zui
破坏界碑界桩罪,po'huai'jie'bei'jie'zhuang'zui
破坏军婚罪,po'huai'jun'hun'zui
破坏名胜古迹罪,po'huai'ming'sheng'gu'ji'zui
破坏社会主义经济秩序罪,po'huai'she'hui'zhu'yi'jing'ji'zhi'xu'zui
破坏通讯设备罪,po'huai'tong'xun'she'bei'zui
破坏选举罪,po'huai'xuan'ju'zui
破坏易燃易爆设备罪,po'huai'yi'ran'yi'bao'she'bei'zui
破坏永久性测量标志罪,po'huai'yong'jiu'xing'ce'liang'biao'zhi'zui
破坏珍贵文物罪,po'huai'zhen'gui'wen'wu'zui
剖腹,pou'fu
剖心,pou'xin
浦罗达热与乌罗克,pu'luo'da're'yu'wu'luo'ke
普通程序,pu'tong'cheng'xu
普通的犯罪构成,pu'tong'de'fan'zui'gou'cheng
普通法法院,pu'tong'fa'fa'yuan
普通法犯罪,pu'tong'fa'fan'zui
普通法纪检察,pu'tong'fa'ji'jian'cha
普通犯,pu'tong'fan
普通管束的劳动改造队,pu'tong'guan'shu'de'lao'dong'gai'zao'dui
普通管束的劳动教养营,pu'tong'guan'shu'de'lao'dong'jiao'yang'ying
普通过失,pu'tong'guo'shi
普通累犯,pu'tong'lei'fan
普通杀人罪,pu'tong'sha'ren'zui
普通受贿罪,pu'tong'shou'hui'zui
普通未遂,pu'tong'wei'sui
普通刑法,pu'tong'xing'fa
普通刑事案件,pu'tong'xing'shi'an'jian
普通证人,pu'tong'zheng'ren
期待可能性理论,qi'dai'ke'neng'xing'li'lun
期待罪,qi'dai'zui
乞丐罪,qi'gai'zui
期间,qi'jian
乞鞫,qi'ju
七杀,qi'sha
弃市,qi'shi
骑士法院,qi'shi'fa'yuan
起诉,qi'su
起诉程序,qi'su'cheng'xu
起诉独占主义,qi'su'du'zhan'zhu'yi
起诉法定主义,qi'su'fa'ding'zhu'yi
起诉决定,qi'su'jue'ding
起诉便宜主义,qi'su'pian'yi'zhu'yi
起诉审,qi'su'shen
起诉书,qi'su'shu
起诉形式,qi'su'xing'shi
起诉状一本主义,qi'su'zhuang'yi'ben'zhu'yi
起刑点,qi'xing'dian
气压损伤,qi'ya'sun'shang
前半,qian'ban
前科,qian'ke
牵连犯,qian'lian'fan
牵连管辖,qian'lian'guan'xia
前谋,qian'mou
铅中毒,qian'zhong'du
枪弹创,qiang'dan'chuang
枪弹检验,qiang'dan'jian'yan
强盗,qiang'dao
强盗罪,qiang'dao'zui
抢赌,qiang'du
抢夺公文证件印章罪,qiang'duo'gong'wen'zheng'jian'yin'zhang'zui
抢夺枪支弹药罪,qiang'duo'qiang'zhi'dan'yao'zui
抢夺罪,qiang'duo'zui
强化保护对象,qiang'hua'bao'hu'dui'xiang
强奸妇女罪,qiang'jian'fu'nv'zui
强奸杀人罪,qiang'jian'sha'ren'zui
强碱中毒,qiang'jian'zhong'du
抢劫罪,qiang'jie'zui
枪决,qiang'jue
强迫妇女卖淫罪,qiang'po'fu'nv'mai'yin'zui
抢亲,qiang'qin
强酸中毒,qiang'suan'zhong'du
强行性规范,qiang'xing'xing'gui'fan
强制措施,qiang'zhi'cuo'shi
强制缴纳,qiang'zhi'jiao'na
强制留场就业,qiang'zhi'liu'chang'jiu'ye
强制猥亵罪,qiang'zhi'wei'xie'zui
强制性判决,qiang'zhi'xing'pan'jue
强制罪,qiang'zhi'zui
乔达摩法经,qiao'da'mo'fa'jing
敲诈勒索罪,qiao'zha'le'suo'zui
切创,qie'chuang
窃盗罪,qie'dao'zui
侵犯财产罪,qin'fan'cai'chan'zui
侵犯公民人身权利民主权利罪,qin'fan'gong'min'ren'shen'quan'li'min'zhu'quan'li'zui
侵犯公民通讯自由罪,qin'fan'gong'min'tong'xun'zi'you'zui
侵犯国家法益的犯罪,qin'fan'guo'jia'fa'yi'de'fan'zui
侵犯少数民族风俗习惯罪,qin'fan'shao'shu'min'zu'feng'su'xi'guan'zui
侵犯社会法益的犯罪,qin'fan'she'hui'fa'yi'de'fan'zui
侵犯者自卫权,qin'fan'zhe'zi'wei'quan
亲告罪,qin'gao'zui
侵害犯,qin'hai'fan
侵害坟墓尸体罪,qin'hai'fen'mu'shi'ti'zui
侵害故意,qin'hai'gu'yi
侵害受国际保护人员罪,qin'hai'shou'guo'ji'bao'hu'ren'yuan'zui
侵害刑法,qin'hai'xing'fa
秦简,qin'jian
侵略,qin'lue
侵略罪,qin'lue'zui
秦律,qin'lv
亲手犯,qin'shou'fan
侵占罪,qin'zhan'zui
亲子鉴定,qin'zi'jian'ding
亲族连坐,qin'zu'lian'zuo
轻犯罪法,qing'fan'zui'fa
情感障碍,qing'gan'zhang'ai
氰化物中毒,qing'hua'wu'zhong'du
情节加重犯,qing'jie'jia'zhong'fan
情况证据,qing'kuang'zheng'ju
轻伤罪,qing'shang'zui
青少年法,qing'shao'nian'fa
青少年法典,qing'shao'nian'fa'dian
青少年犯教养法,qing'shao'nian'fan'jiao'yang'fa
青少年犯罪,qing'shao'nian'fan'zui
青少年劣行,qing'shao'nian'lie'xing
青少年刑法,qing'shao'nian'xing'fa
情实,qing'shi
轻徒刑,qing'tu'xing
轻微轻罪,qing'wei'qing'zui
轻微刑事案件,qing'wei'xing'shi'an'jian
倾向犯,qing'xiang'fan
轻重相举,qing'zhong'xiang'ju
轻罪,qing'zui
轻罪等级,qing'zui'deng'ji
轻罪化,qing'zui'hua
求盗,qiu'dao
囚法,qiu'fa
囚服,qiu'fu
邱浚,qiu'jun
秋审,qiu'shen
取保候审,qu'bao'hou'shen
取保候审决定书,qu'bao'hou'shen'jue'ding'shu
区别对待,qu'bie'dui'dai
取得说,qu'de'shuo
去势和断种处分,qu'shi'he'duan'zhong'chu'fen
驱遂出境,qu'sui'chu'jing
全部改判,quan'bu'gai'pan
全部露出说,quan'bu'lou'chu'shuo
全部上诉,quan'bu'shang'su
权力侵害说,quan'li'qin'hai'shuo
权利刑,quan'li'xing
权利义务行为,quan'li'yi'wu'xing'wei
全面比较,quan'mian'bi'jiao
全体财产,quan'ti'cai'chan
权威刑法,quan'wei'xing'fa
全息照相,quan'xi'zhao'xiang
确定的裁定,que'ding'de'cai'ding
确定的故意,que'ding'de'gu'yi
确定的判决,que'ding'de'pan'jue
确定判决,que'ding'pan'jue
确定性规范,que'ding'xing'gui'fan
缺席判决,que'xi'pan'jue
缺席审理,que'xi'shen'li
缺席审判,que'xi'shen'pan
缺陷家庭,que'xian'jia'ting
缺效未遂,que'xiao'wei'sui
确信犯,que'xin'fan
群集犯罪,qun'ji'fan'zui
群集意思,qun'ji'yi'si
群体需要,qun'ti'xu'yao
染色体异常说,ran'se'ti'yi'chang'shuo
染血体的抗辨理由,ran'xue'ti'de'kang'bian'li'you
扰乱社会秩序罪,rao'luan'she'hui'zhi'xu'zui
热油审,re'you'shen
人犯,ren'fan
人格,ren'ge
人格责任论,ren'ge'ze'ren'lun
人格责任论的行为概念,ren'ge'ze'ren'lun'de'xing'wei'gai'nian
人民法院,ren'min'fa'yuan
人民检察院,ren'min'jian'cha'yuan
人民警察,ren'min'jing'cha
人民陪审员,ren'min'pei'shen'yuan
人身保护状,ren'shen'bao'hu'zhuang
人身辨认,ren'shen'bian'ren
人身检查,ren'shen'jian'cha
人身权利,ren'shen'quan'li
人身搜查,ren'shen'sou'cha
人身条件的犯罪,ren'shen'tiao'jian'de'fan'zui
人身危险性,ren'shen'wei'xian'xing
认识主义,ren'shi'zhu'yi
人物著作,ren'wu'zhu'zuo
人相照片辨认,ren'xiang'zhao'pian'bian'ren
任意的共犯,ren'yi'de'gong'fan
人证,ren'zheng
认知,ren'zhi
认罪服法教育,ren'zui'fu'fa'jiao'yu
日本近代刑法,ri'ben'jin'dai'xing'fa
日本近代刑事诉讼法,ri'ben'jin'dai'xing'shi'su'song'fa
日本少年法,ri'ben'shao'nian'fa
日本现代刑法,ri'ben'xian'dai'xing'fa
日本现代刑事诉讼法,ri'ben'xian'dai'xing'shi'su'song'fa
日付罚金制,ri'fu'fa'jin'zhi
日数罚金制,ri'shu'fa'jin'zhi
容留妇女卖淫罪,rong'liu'fu'nv'mai'yin'zui
容忍说,rong'ren'shuo
肉票,rou'piao
肉刑,rou'xing
入监队,ru'jian'dui
锐器伤,rui'qi'shang
闰刑,run'xing
撒利克法典,sa'li'ke'fa'dian
三大现场,san'da'xian'chang
三道防线,san'dao'fang'xian
三法司,san'fa'si
三犯,san'fan
三个为了的方针,san'ge'wei'le'de'fang'zhen
三个象,san'ge'xiang
散禁,san'jin
三流,san'liu
三赦,san'she
三宥,san'you
三月敕令,san'yue'chi'ling
三字狱,san'zi'yu
桑弘羊,sang'hong'yang
骚动罪,sao'dong'zui
色情文学,se'qing'wen'xue
森林法院,sen'lin'fa'yuan
杀害尊亲属罪,sha'hai'zun'qin'shu'zui
杀人罪,sha'ren'zui
杀婴,sha'ying
杀婴罪,sha'ying'zui
煽动暴动罪,shan'dong'bao'dong'zui
煽动罪,shan'dong'zui
擅发兵,shan'fa'bing
擅兴,shan'xing
善行保证,shan'xing'bao'zheng
善行折减制,shan'xing'zhe'jian'zhi
擅自代管行为,shan'zi'dai'guan'xing'wei
伤害原则,shang'hai'yuan'ze
伤害罪,shang'hai'zui
伤害尊亲属罪,shang'hai'zun'qin'shu'zui
商君书,shang'jun'shu
上请,shang'qing
尚书,shang'shu
上诉,shang'su
上诉不加刑,shang'su'bu'jia'xing
上诉法官,shang'su'fa'guan
上诉法院,shang'su'fa'yuan
上诉法院刑庭,shang'su'fa'yuan'xing'ting
上诉期限,shang'su'qi'xian
上诉权,shang'su'quan
上诉审,shang'su'shen
上诉状,shang'su'zhuang
尚未开始的侵害,shang'wei'kai'shi'de'qin'hai
上刑适轻下服,shang'xing'shi'qing'xia'fu
商鞅,shang'yang
上议院,shang'yi'yuan
上议院法律议员,shang'yi'yuan'fa'lv'yi'yuan
少管所,shao'guan'suo
少年犯,shao'nian'fan
少年犯管教所,shao'nian'fan'guan'jiao'suo
少年犯监狱,shao'nian'fan'jian'yu
少年刑务所,shao'nian'xing'wu'suo
烧死,shao'si
蛇毒中毒,she'du'zhong'du
社会参与教育,she'hui'can'yu'jiao'yu
社会法益,she'hui'fa'yi
社会防卫论,she'hui'fang'wei'lun
社会防线,she'hui'fang'xian
社会服务令,she'hui'fu'wu'ling
社会关系,she'hui'guan'xi
社会决定论,she'hui'jue'ding'lun
社会看护中心,she'hui'kan'hu'zhong'xin
社会控制机构,she'hui'kong'zhi'ji'gou
社会契约论,she'hui'qi'yue'lun
社会适应性,she'hui'shi'ying'xing
社会危害性,she'hui'wei'hai'xing
社会为基础处遇制度,she'hui'wei'ji'chu'chu'yu'zhi'du
社会危险性,she'hui'wei'xian'xing
社会相当性原则,she'hui'xiang'dang'xing'yuan'ze
社会预防措施,she'hui'yu'fang'cuo'shi
社会责任论,she'hui'ze'ren'lun
社会治疗设施收容处分,she'hui'zhi'liao'she'shi'shou'rong'chu'fen
社会秩序,she'hui'zhi'xu
社会主义人道主义劳改原则,she'hui'zhu'yi'ren'dao'zhu'yi'lao'gai'yuan'ze
社会自治律师,she'hui'zi'zhi'lv'shi
赦免,she'mian
涉外管辖,she'wai'guan'xia
涉外刑事案件,she'wai'xing'shi'an'jian
射线照相,she'xian'zhao'xiang
申不害,shen'bu'hai
审查公诉,shen'cha'gong'su
审查批捕,shen'cha'pi'bu
审查起诉,shen'cha'qi'su
慎到,shen'dao
身份犯,shen'fen'fan
神汉巫婆,shen'han'wu'po
砷化物中毒,shen'hua'wu'zhong'du
审回式诉讼,shen'hui'shi'su'song
审级管辖,shen'ji'guan'xia
审级制度,shen'ji'zhi'du
沈家本,shen'jia'ben
审结,shen'jie
沈钧儒,shen'jun'ru
审理,shen'li
神明裁判,shen'ming'cai'pan
沈命法,shen'ming'fa
审判,shen'pan
神判,shen'pan
审判等级制,shen'pan'deng'ji'zhi
审判独立,shen'pan'du'li
审判公告,shen'pan'gong'gao
审判公开,shen'pan'gong'kai
审判管辖,shen'pan'guan'xia
审判机关,shen'pan'ji'guan
审判监督,shen'pan'jian'du
审判监督程序,shen'pan'jian'du'cheng'xu
审判权,shen'pan'quan
审判人员,shen'pan'ren'yuan
审判厅,shen'pan'ting
审判委员会,shen'pan'wei'yuan'hui
审判衙门,shen'pan'ya'men
审判员,shen'pan'yuan
审判长,shen'pan'zhang
审判职能,shen'pan'zhi'neng
审判中心主义,shen'pan'zhong'xin'zhu'yi
审判组织,shen'pan'zu'zhi
申请复议,shen'qing'fu'yi
申请回避,shen'qing'hui'bi
申请回避权,shen'qing'hui'bi'quan
肾上腺中毒,shen'shang'xian'zhong'du
神审,shen'shen
神示证据制度,shen'shi'zheng'ju'zhi'du
申诉,shen'su
申诉权,shen'su'quan
肾损伤,shen'sun'shang
身体刑,shen'ti'xing
审限,shen'xian
审刑院,shen'xing'yuan
沈阳和太原审判,shen'yang'he'tai'yuan'shen'pan
神志报应主义,shen'zhi'bao'ying'zhu'yi
慎子,shen'zi
生产秩序,sheng'chan'zhi'xu
圣谷审,sheng'gu'shen
声绞分析,sheng'jiao'fen'xi
生命的绝对保护原则,sheng'ming'de'jue'dui'bao'hu'yuan'ze
生命的一身专属性,sheng'ming'de'yi'shen'zhuan'shu'xing
生命机能损害说,sheng'ming'ji'neng'sun'hai'shuo
生命开始时期,sheng'ming'kai'shi'shi'qi
生命权,sheng'ming'quan
生命刑,sheng'ming'xing
生命终止时期,sheng'ming'zhong'zhi'shi'qi
生母杀婴罪,sheng'mu'sha'ying'zui
生前伤,sheng'qian'shang
圣训,sheng'xun
尸斑,shi'ban
失出,shi'chu
十恶,shi'e
释放,shi'fang
释放证明,shi'fang'zheng'ming
是非说,shi'fei'shuo
食管机械性损伤,shi'guan'ji'xie'xing'sun'shang
实害犯,shi'hai'fan
实害故意,shi'hai'gu'yi
实害行为吸收危险行为,shi'hai'xing'wei'xi'shou'wei'xian'xing'wei
事后从犯,shi'hou'cong'fan
事后防卫,shi'hou'fang'wei
事后故意,shi'hou'gu'yi
事后受财,shi'hou'shou'cai
事后受贿,shi'hou'shou'hui
失火罪,shi'huo'zui
实际存在的不法侵害,shi'ji'cun'zai'de'bu'fa'qin'hai
实际的数罪,shi'ji'de'shu'zui
实际犯罪,shi'ji'fan'zui
时际刑法,shi'ji'xing'fa
尸僵,shi'jiang
世界主义,shi'jie'zhu'yi
尸蜡,shi'la
尸冷,shi'leng
尸绿,shi'lv
失密,shi'mi
事前从犯,shi'qian'cong'fan
事前防卫,shi'qian'fang'wei
事前故意,shi'qian'gu'yi
事前受贿,shi'qian'shou'hui
事前无通谋的共犯,shi'qian'wu'tong'mou'de'gong'fan
事前有通谋的共犯,shi'qian'you'tong'mou'de'gong'fan
施强暴于直系血亲尊亲属罪,shi'qiang'bao'yu'zhi'xi'xue'qin'zun'qin'shu'zui
使人为奴罪,shi'ren'wei'nu'zui
失入,shi'ru
事实不能犯,shi'shi'bu'neng'fan
事实错误,shi'shi'cuo'wu
事实认定,shi'shi'ren'ding
事实上的原因,shi'shi'shang'de'yuan'yin
实体法,shi'ti'fa
尸体腐败,shi'ti'fu'bai
尸体检查,shi'ti'jian'cha
尸体角膜混浊,shi'ti'jiao'mo'hun'zhuo
实体审,shi'ti'shen
尸体现象,shi'ti'xian'xiang
实体刑法,shi'ti'xing'fa
十条重罪,shi'tiao'zhong'zui
视听资料,shi'ting'zi'liao
事物管辖,shi'wu'guan'xia
什伍连坐,shi'wu'lian'zuo
事务律师,shi'wu'lv'shi
实物证据,shi'wu'zheng'ju
实习律师,shi'xi'lv'shi
时效的停止,shi'xiao'de'ting'zhi
时效的延长,shi'xiao'de'yan'chang
时效的中断,shi'xiao'de'zhong'duan
时效制度,shi'xiao'zhi'du
实行犯,shi'xing'fan
实行犯过限,shi'xing'fan'guo'xian
实行行为,shi'xing'xing'wei
实行行为吸收预备行为,shi'xing'xing'wei'xi'shou'yu'bei'xing'wei
实行终了未遂,shi'xing'zhong'liao'wei'sui
实行终了中止,shi'xing'zhong'liao'zhong'zhi
实行中止,shi'xing'zhong'zhi
实行中止未遂,shi'xing'zhong'zhi'wei'sui
适用法律不当,shi'yong'fa'lv'bu'dang
誓证法,shi'zheng'fa
实质的亲手犯,shi'zhi'de'qin'shou'fan
实质的一罪,shi'zhi'de'yi'zui
实质犯,shi'zhi'fan
实质犯罪,shi'zhi'fan'zui
实质能力说,shi'zhi'neng'li'shuo
实质刑法,shi'zhi'xing'fa
实质意义的犯罪,shi'zhi'yi'yi'de'fan'zui
实质因素说,shi'zhi'yin'su'shuo
十指指绞登记,shi'zhi'zhi'jiao'deng'ji
十字刑,shi'zi'xing
收案,shou'an
手段不能犯,shou'duan'bu'neng'fan
手段错误,shou'duan'cuo'wu
首恶,shou'e
首犯,shou'fan
首服,shou'fu
受贿罪,shou'hui'zui
兽奸,shou'jian
收监,shou'jian
首露,shou'lu
授权核准,shou'quan'he'zhun
授权性规范,shou'quan'xing'gui'fan
受人财为请求,shou'ren'cai'wei'qing'qiu
收容分类,shou'rong'fen'lei
首手刑,shou'shou'xing
收受赃物罪,shou'shou'zang'wu'zui
受所监临财物,shou'suo'jian'lin'cai'wu
首席政法官,shou'xi'zheng'fa'guan
收押,shou'ya
收押凭证,shou'ya'ping'zheng
首要分子,shou'yao'fen'zi
手印,shou'yin
受制忘误,shou'zhi'wang'wu
受嘱托杀人,shou'zhu'tuo'sha'ren
受嘱托伤人,shou'zhu'tuo'shang'ren
属地刑法,shu'di'xing'fa
属地主义,shu'di'zhu'yi
署官过限,shu'guan'guo'xian
疏忽大意过失,shu'hu'da'yi'guo'shi
书记员,shu'ji'yuan
枢密院司法委员会,shu'mi'yuan'si'fa'wei'yuan'hui
书面裁定,shu'mian'cai'ding
书面审,shu'mian'shen
书面审理,shu'mian'shen'li
书面预审,shu'mian'yu'shen
书面证据,shu'mian'zheng'ju
属人刑法,shu'ren'xing'fa
属人主义,shu'ren'zhu'yi
殊死,shu'si
叔孙通,shu'sun'tong
赎铜,shu'tong
叔向,shu'xiang
赎刑与赔偿,shu'xing'yu'pei'chang
书证,shu'zheng
数罪,shu'zui
数罪并罚,shu'zui'bing'fa
数罪法益说,shu'zui'fa'yi'shuo
数罪构成要件说,shu'zui'gou'cheng'yao'jian'shuo
数罪结果说,shu'zui'jie'guo'shuo
赎罪金,shu'zui'jin
数罪俱发,shu'zui'ju'fa
数罪客观说,shu'zui'ke'guan'shuo
赎罪券,shu'zui'quan
数罪行为说,shu'zui'xing'wei'shuo
数罪因果关系说,shu'zui'yin'guo'guan'xi'shuo
数罪主观说,shu'zui'zhu'guan'shuo
双层次的选择构成,shuang'ceng'ci'de'xuan'ze'gou'cheng
双重犯罪,shuang'chong'fan'zui
双重时效制,shuang'chong'shi'xiao'zhi
双重刑事判裁体系,shuang'chong'xing'shi'pan'cai'ti'xi
双面共犯,shuang'mian'gong'fan
水审,shui'shen
水杨酸类中毒,shui'yang'suan'lei'zhong'du
司败,si'bai
私藏枪支弹药罪,si'cang'qiang'zhi'dan'yao'zui
司法部,si'fa'bu
司法部门,si'fa'bu'men
司法参军,si'fa'can'jun
司法承认,si'fa'cheng'ren
司法档案,si'fa'dang'an
司法等级制,si'fa'deng'ji'zhi
司法独立,si'fa'du'li
司法工作人员,si'fa'gong'zuo'ren'yuan
司法官员,si'fa'guan'yuan
司法机关,si'fa'ji'guan
司法机关同群众相结合,si'fa'ji'guan'tong'qun'zhong'xiang'jie'he
司法解释,si'fa'jie'shi
司法拘留,si'fa'ju'liu
司法决斗,si'fa'jue'dou
司法权,si'fa'quan
司法认定,si'fa'ren'ding
司法书记团,si'fa'shu'ji'tuan
司法统计,si'fa'tong'ji
司法物理检验,si'fa'wu'li'jian'yan
司法刑法,si'fa'xing'fa
司法行政,si'fa'xing'zheng
司法行政机关,si'fa'xing'zheng'ji'guan
司法院,si'fa'yuan
司法制缓刑,si'fa'zhi'huan'xing
司法职能机构,si'fa'zhi'neng'ji'gou
司法助理员,si'fa'zhu'li'yuan
司法组织,si'fa'zu'zhi
司法组织法,si'fa'zu'zhi'fa
私犯,si'fan
私放罪犯罪,si'fang'zui'fan'zui
四固定,si'gu'ding
私和罪,si'he'zui
死后伤,si'hou'shang
死缓,si'huan
四季法院,si'ji'fa'yuan
司考特判决案,si'kao'te'pan'jue'an
司寇,si'kou
斯里兰卡少年法,si'li'lan'ka'shao'nian'fa
四留四不留,si'liu'si'bu'liu
司马光,si'ma'guang
撕票,si'piao
私人诉讼,si'ren'su'song
私生活权,si'sheng'huo'quan
私诉,si'su
私通罪,si'tong'zui
斯托斯案,si'tuo'si'an
死亡,si'wang
死亡营,si'wang'ying
思维障碍,si'wei'zhang'ai
思想犯保护观察法,si'xiang'fan'bao'hu'guan'cha'fa
死刑,si'xing
私刑,si'xing
死刑复核裁定,si'xing'fu'he'cai'ding
死刑复核程度,si'xing'fu'he'cheng'du
死刑复核制度,si'xing'fu'he'zhi'du
死刑核准,si'xing'he'zhun
死刑核准权,si'xing'he'zhun'quan
死刑内阁会议,si'xing'nei'ge'hui'yi
死刑资格陪审制,si'xing'zi'ge'pei'shen'zhi
私有禁兵器,si'you'jin'bing'qi
四知道,si'zhi'dao
私坐,si'zuo
宋慈,song'ci
送达,song'da
送达代收入,song'da'dai'shou'ru
送达机关,song'da'ji'guan
送达期间,song'da'qi'jian
送达人,song'da'ren
送达证,song'da'zheng
讼棍,song'gun
讼师,song'shi
宋刑统,song'xing'tong
搜查,sou'cha
搜查证,sou'cha'zheng
诉的分离,su'de'fen'li
苏俄劳动改造法典,su'e'lao'dong'gai'zao'fa'dian
苏俄刑法指导原则,su'e'xing'fa'zhi'dao'yuan'ze
溯及既往,su'ji'ji'wang
溯及禁止论,su'ji'jin'zhi'lun
溯及力,su'ji'li
苏联法院组织,su'lian'fa'yuan'zu'zhi
苏联检察院组织,su'lian'jian'cha'yuan'zu'zhi
苏联劳动改造机构,su'lian'lao'dong'gai'zao'ji'gou
苏联人民法院,su'lian'ren'min'fa'yuan
苏联刑法,su'lian'xing'fa
苏联刑事诉讼法,su'lian'xing'shi'su'song'fa
苏联最高法院,su'lian'zui'gao'fa'yuan
苏美尔法典,su'mei'er'fa'dian
苏轼,su'shi
诉讼,su'song
诉讼程序,su'song'cheng'xu
诉讼代理,su'song'dai'li
诉讼代理人,su'song'dai'li'ren
诉讼地位,su'song'di'wei
诉讼法,su'song'fa
诉讼费用,su'song'fei'yong
诉讼合并,su'song'he'bing
诉讼接序法庭,su'song'jie'xu'fa'ting
诉讼客体,su'song'ke'ti
诉讼能力,su'song'neng'li
诉讼权利,su'song'quan'li
诉讼文书,su'song'wen'shu
诉讼系属,su'song'xi'shu
诉讼形式,su'song'xing'shi
诉讼行为,su'song'xing'wei
诉讼义务,su'song'yi'wu
诉讼制度,su'song'zhi'du
诉讼主体,su'song'zhu'ti
肃政廉访司,su'zheng'lian'fang'si
诉状,su'zhuang
碎尸检查,sui'shi'jian'cha
损伤的法医鉴定,sun'shang'de'fa'yi'jian'ding
孙中山,sun'zhong'shan
索贿,suo'hui
锁禁,suo'jin
所属国,suo'shu'guo
缩小解释,suo'xiao'jie'shi
所有物,suo'you'wu
所在国,suo'zai'guo
踏轮,ta'lun
他人预备行为,ta'ren'yu'bei'xing'wei
他杀,ta'sha
他伤,ta'shang
坦白,tan'bai
弹劾式诉讼,tan'he'shi'su'song
贪利犯罪,tan'li'fan'zui
谭嗣同,tan'si'tong
贪污罪,tan'wu'zui
弹着痕迹,tan'zhe'hen'ji
唐律疏议,tang'lv'shu'yi
烫死,tang'si
汤刑,tang'xing
棠阴比事,tang'yin'bi'shi
逃汇,tao'hui
套汇,tao'hui
特别法庭,te'bie'fa'ting
特别犯,te'bie'fan
特别管束的劳动改造队,te'bie'guan'shu'de'lao'dong'gai'zao'dui
特别过失,te'bie'guo'shi
特别检察厅,te'bie'jian'cha'ting
特别累犯,te'bie'lei'fan
特别伤害罪,te'bie'shang'hai'zui
特别刑法,te'bie'xing'fa
特别预防主义,te'bie'yu'fang'zhu'yi
特别自首,te'bie'zi'shou
特定义务,te'ding'yi'wu
特定义务者的紧急避难,te'ding'yi'wu'zhe'de'jin'ji'bi'nan
特惠测验,te'hui'ce'yan
特拉伊宁,te'la'yi'ning
特赦,te'she
特赦令,te'she'ling
特赦权,te'she'quan
特殊程序,te'shu'cheng'xu
特殊的犯罪构成,te'shu'de'fan'zui'gou'cheng
特殊渎职罪,te'shu'du'zhi'zui
特殊法纪检察,te'shu'fa'ji'jian'cha
特殊犯意,te'shu'fan'yi
特殊共犯,te'shu'gong'fan
特殊未遂,te'shu'wei'sui
特殊学校,te'shu'xue'xiao
特殊预防,te'shu'yu'fang
特殊主体,te'shu'zhu'ti
特务,te'wu
特务罪,te'wu'zui
特种杀人,te'zhong'sha'ren
替代责任,ti'dai'ze'ren
体罚虐待被监管人员罪,ti'fa'nue'dai'bei'jian'guan'ren'yuan'zui
提法司,ti'fa'si
提供辨认,ti'gong'bian'ren
提牢,ti'lao
提起公诉,ti'qi'gong'su
提起刑事诉讼,ti'qi'xing'shi'su'song
提起再审,ti'qi'zai'shen
提前释放,ti'qian'shi'fang
提请复核,ti'qing'fu'he
提审,ti'shen
提刑按察使,ti'xing'an'cha'shi
提刑点狱公事,ti'xing'dian'yu'gong'shi
田畴荒芜,tian'chou'huang'wu
天罚,tian'fa
天生犯罪人,tian'sheng'fan'zui'ren
天网恢恢,tian'wang'hui'hui
天宪,tian'xian
天主教会法典,tian'zhu'jiao'hui'fa'dian
条件因果关系说,tiao'jian'yin'guo'guan'xi'shuo
条款项,tiao'kuan'xiang
贴标签理论,tie'biao'qian'li'lun
铁道运输检察院,tie'dao'yun'shu'jian'cha'yuan
铁路运输法院,tie'lu'yun'shu'fa'yuan
庭属法庭,ting'shu'fa'ting
廷尉,ting'wei
廷行事,ting'xing'shi
停止审判,ting'zhi'shen'pan
停止执行,ting'zhi'zhi'xing
同案被告人,tong'an'bei'gao'ren
同案犯,tong'an'fan
通缉,tong'ji
通缉令,tong'ji'ling
通奸,tong'jian
通奸罪,tong'jian'zui
同居,tong'ju
同类容体,tong'lei'rong'ti
同谋,tong'mou
同时正犯,tong'shi'zheng'fan
同态复仇,tong'tai'fu'chou
通条烙刑,tong'tiao'lao'xing
同一认定,tong'yi'ren'ding
同质的选择构成,tong'zhi'de'xuan'ze'gou'cheng
同志审判会,tong'zhi'shen'pan'hui
通知书,tong'zhi'shu
统治秩序,tong'zhi'zhi'xu
