阿多,a'duo
寺村,si'cun
四道沟,si'dao'gou
寺儿村,si'er'cun
四儿沟,si'er'gou
寺儿沟,si'er'gou
四方村,si'fang'cun
四沟,si'gou
寺沟,si'gou
寺沟村,si'gou'cun
四沟门,si'gou'men
寺沟门,si'gou'men
四合,si'he
四河,si'he
寺河,si'he
四合堡村,si'he'bao'cun
四合村,si'he'cun
寺河村,si'he'cun
四合沟,si'he'gou
四河沟,si'he'gou
四合掌,si'he'zhang
寺家沟,si'jia'gou
寺家庄,si'jia'zhuang
寺家庄村,si'jia'zhuang'cun
四咀,si'ju
寺咀,si'ju
四梁,si'liang
寺梁,si'liang
司马沟,si'ma'gou
司马堂,si'ma'tang
四面场,si'mian'chang
四面山,si'mian'shan
寺坡村,si'po'cun
四人沟,si'ren'gou
死人沟,si'ren'gou
寺山,si'shan
寺山村,si'shan'cun
四神庙,si'shen'miao
四圣村,si'sheng'cun
四十铺,si'shi'pu
四十铺村,si'shi'pu'cun
寺塔,si'ta
四台,si'tai
寺台,si'tai
寺台村,si'tai'cun
寺滩,si'tan
寺湾,si'wan
寺湾村,si'wan'cun
寺湾乡,si'wan'xiang
寺仙乡,si'xian'xiang
饲养场,si'yang'chang
寺峪,si'yu
寺塬,si'yuan
四中,si'zhong
寺庄村,si'zhuang'cun
宋川,song'chuan
宋家村,song'jia'cun
宋家沟,song'jia'gou
宋家沟村,song'jia'gou'cun
宋家坪,song'jia'ping
宋家坪村,song'jia'ping'cun
宋家渠,song'jia'qu
宋家山,song'jia'shan
宋家湾,song'jia'wan
宋家窑,song'jia'yao
宋家塬,song'jia'yuan
宋家庄,song'jia'zhuang
宋咀,song'ju
松林庄,song'lin'zhuang
宋柳沟,song'liu'gou
宋坪村,song'ping'cun
宋渠,song'qu
松山沟,song'shan'gou
松树沟,song'shu'gou
松树林,song'shu'lin
松树林村,song'shu'lin'cun
松树林乡,song'shu'lin'xiang
松树峁,song'shu'mao
松树坪,song'shu'ping
松树台,song'shu'tai
松树洼,song'shu'wa
宋庄,song'zhuang
宋庄村,song'zhuang'cun
苏丰村,su'feng'cun
苏沟,su'gou
苏家沟,su'jia'gou
苏家沟村,su'jia'gou'cun
苏家河村,su'jia'he'cun
苏家岭,su'jia'ling
苏家山,su'jia'shan
苏家寺,su'jia'si
苏家湾,su'jia'wan
苏家庄,su'jia'zhuang
塑料厂,su'liao'chang
苏岭,su'ling
苏罗,su'luo
苏子沟,su'zi'gou
酸刺沟,suan'ci'gou
酸刺湾,suan'ci'wan
酸枣村,suan'zao'cun
算子村,suan'zi'cun
孙岔,sun'cha
孙家,sun'jia
孙家砭村,sun'jia'bian'cun
孙家城,sun'jia'cheng
孙家沟,sun'jia'gou
孙家河,sun'jia'he
孙家河村,sun'jia'he'cun
孙家角,sun'jia'jiao
孙家梁,sun'jia'liang
孙家坡,sun'jia'po
孙家坡村,sun'jia'po'cun
孙家渠,sun'jia'qu
孙家山村,sun'jia'shan'cun
孙家塔,sun'jia'ta
孙家台,sun'jia'tai
孙家湾,sun'jia'wan
孙家塬村,sun'jia'yuan'cun
孙家庄,sun'jia'zhuang
孙台,sun'tai
孙台水库,sun'tai'shui'ku
锁沟,suo'gou
锁崖村,suo'ya'cun
锁子头,suo'zi'tou
塔儿坡,ta'er'po
塔儿山,ta'er'shan
塔儿湾,ta'er'wan
塔沟,ta'gou
塔基,ta'ji
塔坡,ta'po
塔青,ta'qing
塌沙,ta'sha
塔山,ta'shan
塔上,ta'shang
塔寺,ta'si
塔洼,ta'wa
塌湾,ta'wan
塔庄,ta'zhuang
塔子梁,ta'zi'liang
太白梁,tai'bai'liang
太白山,tai'bai'shan
太春,tai'chun
太多村,tai'duo'cun
太和宾馆,tai'he'bin'guan
太和山,tai'he'shan
太皇山,tai'huang'shan
太吉村,tai'ji'cun
太极堂,tai'ji'tang
太留村,tai'liu'cun
太木村,tai'mu'cun
太平村,tai'ping'cun
太平梁,tai'ping'liang
太平山,tai'ping'shan
太平原,tai'ping'yuan
太泉村,tai'quan'cun
台上,tai'shang
太贤乡,tai'xian'xiang
太相,tai'xiang
太相寺村,tai'xiang'si'cun
太阳沟,tai'yang'gou
太阳湾,tai'yang'wan
台庄村,tai'zhuang'cun
滩河,tan'he
谭家河村,tan'jia'he'cun
谭家山,tan'jia'shan
谭家湾村,tan'jia'wan'cun
谭家营村,tan'jia'ying'cun
谭家营乡,tan'jia'ying'xiang
谭湾,tan'wan
炭窑沟,tan'yao'gou
塘坊村,tang'fang'cun
塘房村,tang'fang'cun
唐汗隆肥牛,tang'han'long'fei'niu
汤河村,tang'he'cun
唐会,tang'hui
唐家沟,tang'jia'gou
汤家沟,tang'jia'gou
唐家河,tang'jia'he
唐家岭,tang'jia'ling
唐家寺,tang'jia'si
唐家寨村,tang'jia'zhai'cun
唐坪村,tang'ping'cun
唐渠,tang'qu
趟台,tang'tai
唐窑,tang'yao
陶保安,tao'bao'an
桃岔河,tao'cha'he
陶瓷厂,tao'ci'chang
桃村,tao'cun
桃儿山,tao'er'shan
套沟,tao'gou
桃沟,tao'gou
桃沟村,tao'gou'cun
桃花洞,tao'hua'dong
桃花沟,tao'hua'gou
桃花坪,tao'hua'ping
桃家,tao'jia
陶家庄,tao'jia'zhuang
桃李坪,tao'li'ping
桃林山,tao'lin'shan
桃坡村,tao'po'cun
桃曲村,tao'qu'cun
桃树沟,tao'shu'gou
桃树梁,tao'shu'liang
桃树坪,tao'shu'ping
桃树山,tao'shu'shan
桃树湾,tao'shu'wan
桃屯村,tao'tun'cun
桃湾,tao'wan
桃园,tao'yuan
桃枝村,tao'zhi'cun
桃子沟,tao'zi'gou
体育场,ti'yu'chang
体育商城,ti'yu'shang'cheng
梯子崖,ti'zi'ya
天池,tian'chi
天池塘,tian'chi'tang
天池湾,tian'chi'wan
田村,tian'cun
天福超市,tian'fu'chao'shi
天府大酒店,tian'fu'da'jiu'dian
田河村,tian'he'cun
田家沟,tian'jia'gou
田家沟村,tian'jia'gou'cun
田家河,tian'jia'he
田家河村,tian'jia'he'cun
田家咀,tian'jia'ju
田家湾村,tian'jia'wan'cun
天尽头,tian'jin'tou
田坑,tian'keng
天乐村,tian'le'cun
天乐沟,tian'le'gou
田坪,tian'ping
田渠,tian'qu
天燃气储备站,tian'ran'qi'chu'bei'zhan
天山,tian'shan
田山,tian'shan
天神庙,tian'shen'miao
天生桥,tian'sheng'qiao
甜水沟,tian'shui'gou
甜水庄,tian'shui'zhuang
田小庄,tian'xiao'zhuang
田新庄,tian'xin'zhuang
田庄镇,tian'zhuang'zhen
条子沟,tiao'zi'gou
铁边城镇,tie'bian'cheng'zhen
铁卜,tie'bu
铁厂,tie'chang
铁匠沟,tie'jiang'gou
铁龙山,tie'long'shan
铁龙湾,tie'long'wan
铁炉村,tie'lu'cun
铁炉沟,tie'lu'gou
铁路沟,tie'lu'gou
铁炉庄,tie'lu'zhuang
铁塬,tie'yuan
停车场,ting'che'chang
同沟,tong'gou
铜沟,tong'gou
同河村,tong'he'cun
同家庄,tong'jia'zhuang
同乐村,tong'le'cun
桐木石,tong'mu'shi
同畔,tong'pan
同渠,tong'qu
同山村,tong'shan'cun
通山路,tong'shan'lu
通圣园,tong'sheng'yuan
桐树底,tong'shu'di
桐树沟,tong'shu'gou
同台,tong'tai
同湾,tong'wan
桐湾,tong'wan
童星幼儿园,tong'xing'you'er'yuan
桐子沟,tong'zi'gou
头道川,tou'dao'chuan
头道沟,tou'dao'gou
兔川,tu'chuan
土地沟,tu'di'gou
土地庙,tu'di'miao
土地头,tu'di'tou
兔儿山,tu'er'shan
土佛寺,tu'fo'si
土岗乡,tu'gang'xiang
土沟,tu'gou
土黄沟,tu'huang'gou
土基镇,tu'ji'zhen
土基中学,tu'ji'zhong'xue
土门村,tu'men'cun
土门沟,tu'men'gou
土坪,tu'ping
土桥村,tu'qiao'cun
土桥加油站,tu'qiao'jia'you'zhan
土渠,tu'qu
土圈,tu'quan
兔窝,tu'wo
土寨子,tu'zhai'zi
团部,tuan'bu
屯地,tun'di
屯儿村,tun'er'cun
屯里,tun'li
屯里村,tun'li'cun
屯石,tun'shi
拓克,tuo'ke
驼梁,tuo'liang
托湾,tuo'wan
瓦场,wa'chang
瓦村,wa'cun
瓦房,wa'fang
瓦房庄,wa'fang'zhuang
瓦岗寨,wa'gang'zhai
瓦沟,wa'gou
瓦匠沟,wa'jiang'gou
洼里村,wa'li'cun
瓦盆窑,wa'pen'yao
瓦片子,wa'pian'zi
洼上,wa'shang
瓦社,wa'she
瓦石沟,wa'shi'gou
娃娃沟,wa'wa'gou
瓦窑,wa'yao
瓦窑堡宾馆,wa'yao'bu'bin'guan
瓦窑村,wa'yao'cun
瓦窑沟,wa'yao'gou
瓦窑沟村,wa'yao'gou'cun
瓦窑坪,wa'yao'ping
瓦窑山,wa'yao'shan
瓦窑上,wa'yao'shang
瓦窑台,wa'yao'tai
瓦窑湾,wa'yao'wan
瓦渣河,wa'zha'he
瓦庄村,wa'zhuang'cun
洼子,wa'zi
瓦子村,wa'zi'cun
瓦子河,wa'zi'he
瓦子岭,wa'zi'ling
瓦子庄,wa'zi'zhuang
万佛寺,wan'fo'si
万福隆超市,wan'fu'long'chao'shi
湾沟,wan'gou
万花,wan'hua
万花村,wan'hua'cun
万花山,wan'hua'shan
万花山庄,wan'hua'shan'zhuang
万家河,wan'jia'he
万家山,wan'jia'shan
万家塬,wan'jia'yuan
万家庄,wan'jia'zhuang
湾里,wan'li
万泉酒店,wan'quan'jiu'dian
万山沟,wan'shan'gou
湾湾沟,wan'wan'gou
湾掌,wan'zhang
万庄村,wan'zhuang'cun
万紫村,wan'zi'cun
王砭,wang'bian
王仓村,wang'cang'cun
王城子,wang'cheng'zi
王村沟,wang'cun'gou
王大湾,wang'da'wan
王东沟,wang'dong'gou
王沟,wang'gou
王沟门,wang'gou'men
王河,wang'he
王河村,wang'he'cun
王河沟,wang'he'gou
王家砭,wang'jia'bian
王家砭村,wang'jia'bian'cun
王家川,wang'jia'chuan
王家川采油厂,wang'jia'chuan'cai'you'chang
王家村,wang'jia'cun
王家店村,wang'jia'dian'cun
王家圪堵,wang'jia'ge'du
汪家沟,wang'jia'gou
王家沟,wang'jia'gou
王家沟村,wang'jia'gou'cun
王家壕,wang'jia'hao
王家河,wang'jia'he
王家河村,wang'jia'he'cun
王家角,wang'jia'jiao
王家梁,wang'jia'liang
王家岭,wang'jia'ling
王家峁,wang'jia'mao
王家磨,wang'jia'mo
王家畔,wang'jia'pan
王家坪,wang'jia'ping
王家坪村,wang'jia'ping'cun
王家坪革命纪念馆,wang'jia'ping'ge'ming'ji'nian'guan
王家坪革命旧址,wang'jia'ping'ge'ming'jiu'zhi
王家坪旧址,wang'jia'ping'jiu'zhi
王家渠,wang'jia'qu
王家山,wang'jia'shan
王家塔,wang'jia'ta
王家屯,wang'jia'tun
王家屯村,wang'jia'tun'cun
王家湾,wang'jia'wan
王家湾村,wang'jia'wan'cun
王家湾乡,wang'jia'wan'xiang
王家巷,wang'jia'xiang
王家崖村,wang'jia'ya'cun
王家墕,wang'jia'yan
王家窑,wang'jia'yao
王家原,wang'jia'yuan
王家园,wang'jia'yuan
王家塬,wang'jia'yuan
王家寨,wang'jia'zhai
汪家庄,wang'jia'zhuang
王家庄,wang'jia'zhuang
王家庄村,wang'jia'zhuang'cun
王角,wang'jiao
王角村,wang'jiao'cun
王界,wang'jie
王咀,wang'ju
王咀村,wang'ju'cun
王咀子,wang'ju'zi
王老湾,wang'lao'wan
王老庄,wang'lao'zhuang
王老庄村,wang'lao'zhuang'cun
王乐村,wang'le'cun
王梁,wang'liang
王梁沟,wang'liang'gou
王柳沟,wang'liu'gou
王峁,wang'mao
王庙,wang'miao
王南沟,wang'nan'gou
王畔,wang'pan
王畔村,wang'pan'cun
王皮湾,wang'pi'wan
王坪,wang'ping
王坪村,wang'ping'cun
王桥,wang'qiao
王渠,wang'qu
王渠村,wang'qu'cun
王渠沟,wang'qu'gou
王山沟,wang'shan'gou
旺台,wang'tai
王台,wang'tai
王台村,wang'tai'cun
汪屯村,wang'tun'cun
王洼,wang'wa
王洼子,wang'wa'zi
王湾,wang'wan
王湾村,wang'wan'cun
王西沟,wang'xi'gou
王西掌,wang'xi'zhang
王新庄,wang'xin'zhuang
王兴庄,wang'xing'zhuang
王崖,wang'ya
王崖村,wang'ya'cun
王窑村,wang'yao'cun
王窑水库,wang'yao'shui'ku
王崾岘,wang'yao'xian
王窑乡,wang'yao'xiang
王园子,wang'yuan'zi
王占鳌,wang'zhan'ao
王掌,wang'zhang
王庄,wang'zhuang
王庄村,wang'zhuang'cun
王庄沟,wang'zhuang'gou
王庄河,wang'zhuang'he
魏沟,wei'gou
魏家堡,wei'jia'bao
魏家沟,wei'jia'gou
魏家沟村,wei'jia'gou'cun
韦家河,wei'jia'he
卫校,wei'xiao
魏新庄,wei'xin'zhuang
苇子沟,wei'zi'gou
苇子园,wei'zi'yuan
文安驿镇,wen'an'yi'zhen
文二村,wen'er'cun
文化沟,wen'hua'gou
温家沟村,wen'jia'gou'cun
温家坡,wen'jia'po
文家寺,wen'jia'si
文咀,wen'ju
温莎堡,wen'sha'bao
温莎钱柜,wen'sha'qian'gui
文体广场,wen'ti'guang'chang
文西村,wen'xi'cun
文一村,wen'yi'cun
文中村,wen'zhong'cun
卧虎湾,wo'hu'wan
卧狼沟,wo'lang'gou
卧龙山,wo'long'shan
卧龙台,wo'long'tai
吴堡乡,wu'bu'xiang
吴仓堡乡,wu'cang'bao'xiang
吴岔村,wu'cha'cun
五村,wu'cun
五当山,wu'dang'shan
五道沟,wu'dao'gou
五道嘴,wu'dao'zui
武帝山,wu'di'shan
武沟,wu'gou
五谷城乡,wu'gu'cheng'xiang
五号沟,wu'hao'gou
吴河村,wu'he'cun
毋家,wu'jia
吴家岔,wu'jia'cha
吴家村,wu'jia'cun
伍家店,wu'jia'dian
五家沟,wu'jia'gou
吴家沟,wu'jia'gou
武家沟,wu'jia'gou
吴家沟村,wu'jia'gou'cun
武家沟村,wu'jia'gou'cun
吴家河,wu'jia'he
武家河,wu'jia'he
吴家梁,wu'jia'liang
吴家岭,wu'jia'ling
吴家峁,wu'jia'mao
吴家坪,wu'jia'ping
吴家坪村,wu'jia'ping'cun
吴家山,wu'jia'shan
武家山,wu'jia'shan
武家山村,wu'jia'shan'cun
吴家塔,wu'jia'ta
武家洼,wu'jia'wa
吴家湾,wu'jia'wan
武家湾,wu'jia'wan
吴家湾村,wu'jia'wan'cun
武家湾村,wu'jia'wan'cun
吴家崖,wu'jia'ya
吴家塬,wu'jia'yuan
武家塬,wu'jia'yuan
五家庄,wu'jia'zhuang
吴家庄,wu'jia'zhuang
吴家庄村,wu'jia'zhuang'cun
吴见,wu'jian
五角山,wu'jiao'shan
吴咀,wu'ju
五里店,wu'li'dian
五里墩,wu'li'dun
五里沟,wu'li'gou
五里涧,wu'li'jian
五里庙,wu'li'miao
五里坪村,wu'li'ping'cun
五里铺,wu'li'pu
五里桥村,wu'li'qiao'cun
五里头村,wu'li'tou'cun
五里湾,wu'li'wan
五里湾村,wu'li'wan'cun
五里窑,wu'li'yao
武梁,wu'liang
五龙山,wu'long'shan
五门口,wu'men'kou
吴起宾馆,wu'qi'bin'guan
吴起高级中学,wu'qi'gao'ji'zhong'xue
吴起县,wu'qi'xian
吴起县电力局,wu'qi'xian'dian'li'ju
吴起县公安局,wu'qi'xian'gong'an'ju
吴起县委,wu'qi'xian'wei
吴起县政府,wu'qi'xian'zheng'fu
吴旗镇,wu'qi'zhen
吴渠,wu'qu
吴台,wu'tai
吴新庄,wu'xin'zhuang
五兴村,wu'xing'cun
五姓村,wu'xing'cun
五一矿,wu'yi'kuang
五中,wu'zhong
武庄,wu'zhuang
物资大酒店,wu'zi'da'jiu'dian
五子沟,wu'zi'gou
西凹,xi'ao
西北山,xi'bei'shan
西部加油站,xi'bu'jia'you'zhan
西岔,xi'cha
西长村,xi'chang'cun
西川,xi'chuan
西村,xi'cun
郗村,xi'cun
西大梁,xi'da'liang
西大台,xi'da'tai
西大洼,xi'da'wa
西沟,xi'gou
西沟村,xi'gou'cun
西沟河,xi'gou'he
西沟口村,xi'gou'kou'cun
西沟门,xi'gou'men
西沟门村,xi'gou'men'cun
西沟畔,xi'gou'pan
西沟桥,xi'gou'qiao
西沟台,xi'gou'tai
西沟湾,xi'gou'wan
西坬,xi'gua
西瓜地,xi'gua'di
西关村,xi'guan'cun
西过村,xi'guo'cun
西河,xi'he
西河沟村,xi'he'gou'cun
西河口村,xi'he'kou'cun
西河口卫生院,xi'he'kou'wei'sheng'yuan
西河口乡,xi'he'kou'xiang
西河子沟,xi'he'zi'gou
西湖,xi'hu
西花园,xi'hua'yuan
西回村,xi'hui'cun
西家湾,xi'jia'wan
西涧,xi'jian
西郊村,xi'jiao'cun
西街村,xi'jie'cun
西井村,xi'jing'cun
细咀,xi'ju
西咀,xi'ju
喜乐村,xi'le'cun
西里村,xi'li'cun
西梁,xi'liang
西梁村,xi'liang'cun
西良村,xi'liang'cun
西岭,xi'ling
西岭村,xi'ling'cun
西刘,xi'liu
西马窝,xi'ma'wo
西峁,xi'mao
西门坪,xi'men'ping
西门滩,xi'men'tan
西庙沟村,xi'miao'gou'cun
西南沟,xi'nan'gou
西南山,xi'nan'shan
稀泥沟,xi'ni'gou
西畔,xi'pan
西坪,xi'ping
西坡,xi'po
西渠村,xi'qu'cun
西山,xi'shan
西山底,xi'shan'di
西山沟,xi'shan'gou
西山沟村,xi'shan'gou'cun
西山里,xi'shan'li
西山梁,xi'shan'liang
西山湾,xi'shan'wan
西市,xi'shi
西寺沟,xi'si'gou
西寺庄,xi'si'zhuang
西塌,xi'ta
西塔,xi'ta
西塔村,xi'ta'cun
西塔沟,xi'ta'gou
西塔上,xi'ta'shang
西台,xi'tai
西桐村,xi'tong'cun
西头,xi'tou
西凸,xi'tu
西洼,xi'wa
西洼村,xi'wa'cun
西湾,xi'wan
西湾梁,xi'wan'liang
西王河村,xi'wang'he'cun
希望幼儿园,xi'wang'you'er'yuan
西武,xi'wu
西武村,xi'wu'cun
西武沟,xi'wu'gou
西县城,xi'xian'cheng
西羊场,xi'yang'chang
西阳沟,xi'yang'gou
西窑,xi'yao
西窑沟,xi'yao'gou
西伊村,xi'yi'cun
西营,xi'ying
西峪村,xi'yu'cun
西塬,xi'yuan
西塬村,xi'yuan'cun
西月村,xi'yue'cun
西寨村,xi'zhai'cun
西寨子,xi'zhai'zi
西寨子村,xi'zhai'zi'cun
西镇村,xi'zhen'cun
西庄,xi'zhuang
西庄村,xi'zhuang'cun
西庄子,xi'zhuang'zi
下凹,xia'ao
下操村,xia'cao'cun
下村,xia'cun
下底,xia'di
下东山,xia'dong'shan
下沟,xia'gou
下河湾村,xia'he'wan'cun
下黑木村,xia'hei'mu'cun
下葫芦村,xia'hu'lu'cun
夏家沟,xia'jia'gou
夏家河,xia'jia'he
夏家湾,xia'jia'wan
下涧,xia'jian
下降头,xia'jiang'tou
夏咀村,xia'ju'cun
下康庄,xia'kang'zhuang
下梨,xia'li
下李家沟,xia'li'jia'gou
下梁村,xia'liang'cun
下良村,xia'liang'cun
下岭,xia'ling
下楼子,xia'lou'zi
下路村,xia'lu'cun
下罗家湾,xia'luo'jia'wan
下马村,xia'ma'cun
下满山,xia'man'shan
下峁,xia'mao
下南海,xia'nan'hai
下排,xia'pai
下畔村,xia'pan'cun
下坪,xia'ping
下坪村,xia'ping'cun
下坪乡,xia'ping'xiang
下坡村,xia'po'cun
下山,xia'shan
下山村,xia'shan'cun
下山沟,xia'shan'gou
下山里,xia'shan'li
下水沟,xia'shui'gou
下寺里,xia'si'li
下寺湾镇,xia'si'wan'zhen
下塔,xia'ta
下田村,xia'tian'cun
下通地,xia'tong'di
下屯,xia'tun
下洼,xia'wa
下湾,xia'wan
下汪,xia'wang
下王村,xia'wang'cun
下王庄,xia'wang'zhuang
下鸭子,xia'ya'zi
夏阳山,xia'yang'shan
下阳台,xia'yang'tai
下窑子,xia'yao'zi
下驿,xia'yi
下塬,xia'yuan
下掌,xia'zhang
下中山,xia'zhong'shan
下周山,xia'zhou'shan
下庄,xia'zhuang
下庄子,xia'zhuang'zi
下桌,xia'zhuo
下桌子,xia'zhuo'zi
县财政局,xian'cai'zheng'ju
县城管局,xian'cheng'guan'ju
县城乡建设局,xian'cheng'xiang'jian'she'ju
县川,xian'chuan
县川口,xian'chuan'kou
县电力局,xian'dian'li'ju
县法院,xian'fa'yuan
县妇幼保健院,xian'fu'you'bao'jian'yuan
县公安局,xian'gong'an'ju
县工商局,xian'gong'shang'ju
县国土局,xian'guo'tu'ju
县河口,xian'he'kou
县环保局,xian'huan'bao'ju
仙鸡河,xian'ji'he
县计生局,xian'ji'sheng'ju
县检察院,xian'jian'cha'yuan
县交警大队,xian'jiao'jing'da'dui
县交通局,xian'jiao'tong'ju
县经济发展局,xian'jing'ji'fa'zhan'ju
县粮食局,xian'liang'shi'ju
县林科所,xian'lin'ke'suo
县煤炭工业局,xian'mei'tan'gong'ye'ju
县南沟,xian'nan'gou
县气象局,xian'qi'xiang'ju
县汽运公司,xian'qi'yun'gong'si
县人民医院,xian'ren'min'yi'yuan
仙山,xian'shan
县实验幼儿园,xian'shi'yan'you'er'yuan
县石油公司,xian'shi'you'gong'si
县水务局,xian'shui'wu'ju
线条梁,xian'tiao'liang
显头村,xian'tou'cun
县文化馆,xian'wen'hua'guan
县文物旅游局,xian'wen'wu'lv'you'ju
县物价局,xian'wu'jia'ju
线务站,xian'wu'zhan
县西村,xian'xi'cun
县西沟,xian'xi'gou
县烟草专卖局,xian'yan'cao'zhuan'mai'ju
县医院,xian'yi'yuan
县邮政局,xian'you'zheng'ju
县招商局,xian'zhao'shang'ju
县质监局,xian'zhi'jian'ju
县中医医院,xian'zhong'yi'yi'yuan
县自来水公司,xian'zi'lai'shui'gong'si
香房村,xiang'fang'cun
香坊沟,xiang'fang'gou
相公山,xiang'gong'shan
巷沟,xiang'gou
向家沟,xiang'jia'gou
巷口村,xiang'kou'cun
相里村,xiang'li'cun
香林山,xiang'lin'shan
香林寺,xiang'lin'si
香炉沟,xiang'lu'gou
项全,xiang'quan
香水沟,xiang'shui'gou
厢寺川,xiang'si'chuan
向阳村,xiang'yang'cun
向阳沟,xiang'yang'gou
向阳沟村,xiang'yang'gou'cun
向阳台,xiang'yang'tai
向阳湾,xiang'yang'wan
向阳幼儿园,xiang'yang'you'er'yuan
翔宇中学,xiang'yu'zhong'xue
小坝沟,xiao'ba'gou
小白家沟,xiao'bai'jia'gou
小北沟,xiao'bei'gou
小背沟,xiao'bei'gou
小北台,xiao'bei'tai
小砭沟,xiao'bian'gou
小博士幼儿园,xiao'bo'shi'you'er'yuan
肖步,xiao'bu
小岔,xiao'cha
小岔沟,xiao'cha'gou
小岔河,xiao'cha'he
小岔口,xiao'cha'kou
小程村,xiao'cheng'cun
小川,xiao'chuan
肖川村,xiao'chuan'cun
小川子,xiao'chuan'zi
小村,xiao'cun
肖村,xiao'cun
小村子,xiao'cun'zi
小道沟,xiao'dao'gou
小东村,xiao'dong'cun
小东沟,xiao'dong'gou
小东门,xiao'dong'men
小斗沟,xiao'dou'gou
小豆湾,xiao'dou'wan
小敦,xiao'dun
小肥羊,xiao'fei'yang
小高梁,xiao'gao'liang
小高山,xiao'gao'shan
小高山村,xiao'gao'shan'cun
小沟,xiao'gou
小沟村,xiao'gou'cun
小沟门,xiao'gou'men
小沟南,xiao'gou'nan
小沟渠,xiao'gou'qu
小沟湾,xiao'gou'wan
小沟子,xiao'gou'zi
小韩村,xiao'han'cun
肖河,xiao'he
小河沟,xiao'he'gou
小河口,xiao'he'kou
小河畔,xiao'he'pan
小河湾,xiao'he'wan
小河子村,xiao'he'zi'cun
小河子沟,xiao'he'zi'gou
肖家沟,xiao'jia'gou
肖家沟村,xiao'jia'gou'cun
肖家河,xiao'jia'he
肖家河村,xiao'jia'he'cun
肖家山,xiao'jia'shan
肖家塔,xiao'jia'ta
肖涧,xiao'jian
小涧村,xiao'jian'cun
小尖山,xiao'jian'shan
小金山,xiao'jin'shan
小咀,xiao'ju
小老虎沟,xiao'lao'hu'gou
小里村,xiao'li'cun
小李沟,xiao'li'gou
小里沟,xiao'li'gou
小梁,xiao'liang
小梁山,xiao'liang'shan
小岭沟,xiao'ling'gou
小刘庄,xiao'liu'zhuang
小庙,xiao'miao
小庙沟,xiao'miao'gou
小庙梁,xiao'miao'liang
小南川,xiao'nan'chuan
小南沟,xiao'nan'gou
小南湾,xiao'nan'wan
小坪,xiao'ping
小桥湾,xiao'qiao'wan
肖渠村,xiao'qu'cun
小山沟,xiao'shan'gou
小山梁,xiao'shan'liang
小山子,xiao'shan'zi
小山子村,xiao'shan'zi'cun
小石山,xiao'shi'shan
小石岩,xiao'shi'yan
小寺沟村,xiao'si'gou'cun
小蒜沟,xiao'suan'gou
小塔,xiao'ta
小塔村,xiao'ta'cun
小塔子,xiao'ta'zi
小台子,xiao'tai'zi
小天使幼儿园,xiao'tian'shi'you'er'yuan
小湾,xiao'wan
小湾子,xiao'wan'zi
小王庄村,xiao'wang'zhuang'cun
小渭村,xiao'wei'cun
小西沟,xiao'xi'gou
小西坡,xiao'xi'po
小兴村,xiao'xing'cun
小油坊,xiao'you'fang
小峪村,xiao'yu'cun
小雨山,xiao'yu'shan
小塬,xiao'yuan
肖元,xiao'yuan
小原子,xiao'yuan'zi
小园子,xiao'yuan'zi
小塬子,xiao'yuan'zi
小寨,xiao'zhai
小寨村,xiao'zhai'cun
肖掌,xiao'zhang
小中山,xiao'zhong'shan
小庄,xiao'zhuang
肖庄,xiao'zhuang
小庄科,xiao'zhuang'ke
斜沟,xie'gou
谢家村,xie'jia'cun
谢家沟,xie'jia'gou
谢家峁,xie'jia'mao
谢家庙,xie'jia'miao
谢家坡,xie'jia'po
谢家山,xie'jia'shan
谢家塔,xie'jia'ta
谢家湾,xie'jia'wan
谢家营,xie'jia'ying
谢家庄,xie'jia'zhuang
斜梁,xie'liang
歇马店,xie'ma'dian
谢坡,xie'po
谢渠,xie'qu
谢屯村,xie'tun'cun
谢湾村,xie'wan'cun
蝎子沟,xie'zi'gou
新安村,xin'an'cun
新安广场,xin'an'guang'chang
新城村,xin'cheng'cun
新城子,xin'cheng'zi
新村,xin'cun
新村林场,xin'cun'lin'chang
新店村,xin'dian'cun
新店河村,xin'dian'he'cun
新发村,xin'fa'cun
新房子,xin'fang'zi
新丰村,xin'feng'cun
新风村,xin'feng'cun
新沟,xin'gou
新沟村,xin'gou'cun
新沟口,xin'gou'kou
新河村,xin'he'cun
新华书店,xin'hua'shu'dian
新集,xin'ji
新纪元宾馆,xin'ji'yuan'bin'guan
新家沟,xin'jia'gou
新家河,xin'jia'he
辛家坪,xin'jia'ping
新家山,xin'jia'shan
新家湾,xin'jia'wan
新建村,xin'jian'cun
新建队,xin'jian'dui
新咀,xin'ju
新开口,xin'kai'kou
新立村,xin'li'cun
新民村,xin'min'cun
新娘百分百,xin'niang'bai'fen'bai
新农场,xin'nong'chang
新农村,xin'nong'cun
新桥沟,xin'qiao'gou
新仁村,xin'ren'cun
新舍村,xin'she'cun
新胜,xin'sheng
新胜村,xin'sheng'cun
新市,xin'shi
新市沟,xin'shi'gou
新市河乡,xin'shi'he'xiang
新世界大酒店,xin'shi'jie'da'jiu'dian
昕水河,xin'shui'he
新寺沟,xin'si'gou
新闻宾馆,xin'wen'bin'guan
新闻大厦,xin'wen'da'sha
欣欣家园小区,xin'xin'jia'yuan'xiao'qu
新窑,xin'yao
新窑村,xin'yao'cun
新窑洞,xin'yao'dong
新窑沟,xin'yao'gou
新窑上,xin'yao'shang
新窑湾,xin'yao'wan
新窑子,xin'yao'zi
