皑皑轻趁步,ai'ai'qing'chen'bu
无情兽,wu'qing'shou
梧桐叶落分离别,wu'tong'ye'luo'fen'li'bie
误吞丹药移真骨,wu'tun'dan'yao'yi'zhen'gu
无我原非你,wu'wo'yuan'fei'ni
无瑕白玉遭泥陷,wu'xia'bai'yu'zao'ni'xian
无限英魂在内游,wu'xian'ying'hun'zai'nei'you
无心饰萎苕,wu'xin'shi'wei'shao
五夜无烦侍女添,wu'ye'wu'fan'shi'nv'tian
呜咽一声犹未了,wu'ye'yi'sheng'you'wei'le
西方宝树唤婆娑,xi'fang'bao'shu'huan'po'suo
西风乍紧,xi'feng'zha'jin
溪壑分离,xi'he'fen'li
喜荣华正好,xi'rong'hua'zheng'hao
溪山丽兮月午,xi'shan'li'xi'yue'wu
惜未宴及诗人,xi'wei'yan'ji'shi'ren
昔叶法善摄魂以撰碑,xi'ye'fa'shan'she'hun'yi'zhuan'bei
喜冤家,xi'yuan'jia
霞城隐赤标,xia'cheng'yin'chi'biao
霞隔罗浮梦未通,xia'ge'luo'fu'meng'wei'tong
霞绡云幄任铺陈,xia'xiao'yun'wo'ren'pu'chen
夏夜即事,xia'ye'ji'shi
霞映澄塘,xia'ying'cheng'tang
羡彼之良质兮,xian'bi'zhi'liang'zhi'xi
闲趁霜晴试一游,xian'chen'shuang'qing'shi'yi'you
闲花落地听无声,xian'hua'luo'de'ting'wu'sheng
仙境别红尘,xian'jing'bie'hong'chen
仙袂乍飘兮,xian'mei'zha'piao'xi
闲屏掩彩鸳,xian'ping'yan'cai'yuan
衔山抱水建来精,xian'shan'bao'shui'jian'lai'jing
先上玉人楼,xian'shang'yu'ren'lou
闲踏天门扫落花,xian'ta'tian'men'sao'luo'hua
闲苔院落门空掩,xian'tai'yuan'luo'men'kong'yan
闲庭曲槛无余雪,xian'ting'qu'kan'wu'yu'xue
纤腰之楚楚兮,xian'yao'zhi'chu'chu'xi
仙云既散,xian'yun'ji'san
仙杖香挑芍药花,xian'zhang'xiang'tiao'shao'yao'hua
香残燕子楼,xiang'can'yan'zi'lou
相对原宜惜寸阴,xiang'dui'yuan'yi'xi'cun'yin
湘江旧迹已模糊,xiang'jiang'jiu'ji'yi'mo'hu
湘江水逝楚云飞,xiang'jiang'shui'shi'chu'yun'fei
相离处士家,xiang'li'chu'shi'jia
香梦沉酣只恐夜深花睡去,xiang'meng'chen'han'zhi'kong'ye'shen'hua'shui'qu
香培玉琢,xiang'pei'yu'zuo
香泉影蘸胭脂冷,xiang'quan'ying'zhan'yan'zhi'leng
香融金谷酒,xiang'rong'jin'gu'jiu
象喜亦喜,xiang'xi'yi'xi
香屑铺地,xiang'xie'pu'di
香新荣玉桂,xiang'xin'rong'yu'gui
想眼中能有多少泪珠儿,xiang'yan'zhong'neng'you'duo'shao'lei'zhu'er
象忧亦忧,xiang'you'yi'you
相与共处者,xiang'yu'gong'chu'zhe
香粘壁上椒,xiang'zhan'bi'shang'jiao
香篆销金鼎,xiang'zhuan'xiao'jin'ding
想昨宵幽期私订在荼蘼架,xiang'zuo'xiao'you'qi'si'ding'zai'tu'mi'jia
晓筹不用鸡人报,xiao'chou'bu'yong'ji'ren'bao
小盗不起,xiao'dao'bu'qi
晓风不散愁千点,xiao'feng'bu'san'chou'qian'dian
小红骨践最身轻,xiao'hong'gu'jian'zui'shen'qing
孝化应隆归省时,xiao'hua'ying'long'gui'xing'shi
小姐多情,xiao'jie'duo'qing
效颦莫笑东村女,xiao'pin'mo'xiao'dong'cun'nv
小桥通若耶之溪,xiao'qiao'tong'ruo'ye'zhi'xi
萧疏篱畔科头坐,xiao'shu'li'pan'ke'tou'zuo
孝顺儿孙谁见了,xiao'shun'er'sun'shui'jian'le
潇湘馆,xiao'xiang'guan
箫增嫠妇泣,xiao'zeng'li'fu'qi
小照空悬壁上题,xiao'zhao'kong'xuan'bi'shang'ti
携锄秋圃自移来,xie'chu'qiu'pu'zi'yi'lai
谢慈悲,xie'ci'bei
斜风仍故故,xie'feng'reng'gu'gu
谢家幽梦长,xie'jia'you'meng'chang
斜日栏杆人自凭,xie'ri'lan'gan'ren'zi'ping
斜阳寒草带重门,xie'yang'han'cao'dai'zhong'men
心比天高,xin'bi'tian'gao
心如明镜台,xin'ru'ming'jing'tai
心头无喜亦无悲,xin'tou'wu'xi'yi'wu'bei
信矣乎,xin'yi'hu
新涨绿添浣葛处,xin'zhang'lv'tian'huan'ge'chu
心证意证,xin'zheng'yi'zheng
星驰时报入京师,xing'chi'shi'bao'ru'jing'shi
性防积冷定须姜,xing'fang'ji'leng'ding'xu'jiang
腥风吹折陇头麦,xing'feng'chui'zhe'long'tou'mai
星辉辅弼,xing'hui'fu'bi
杏脸香枯,xing'lian'xiang'ku
杏帘在望,xing'lian'zai'wang
杏帘招客饮,xing'lian'zhao'ke'yin
幸娘亲,xing'niang'qin
行去几回头,xing'qu'ji'hui'tou
幸生来,xing'sheng'lai
醒时幽怨同谁诉,xing'shi'you'yuan'tong'shui'su
行为偏僻性乖张,xing'wei'pian'pi'xing'guai'zhang
幸于始者怠于终缮其辞者嗜其利,xing'yu'shi'zhe'dai'yu'zhong'shan'qi'ci'zhe'shi'qi'li
性中自有大光明,xing'zhong'zi'you'da'guang'ming
绣鞍有泪春愁重,xiu'an'you'lei'chun'chou'zhong
休把儿悬念,xiu'ba'er'xuan'nian
绣房里撺出个大马猴,xiu'fang'li'cuan'chu'ge'da'ma'hou
休负今朝挂杖头,xiu'fu'jin'zhao'gua'zhang'tou
修篁时待凤来仪,xiu'huang'shi'dai'feng'lai'yi
秀水明山抱复回,xiu'shui'ming'shan'bao'fu'hui
休言举世无谈者,xiu'yan'ju'shi'wu'tan'zhe
秀玉初成实,xiu'yu'chu'cheng'shi
虚花悟,xu'hua'wu
须要铁索缆孤舟,xu'yao'tie'suo'lan'gu'zhou
须要退步抽身早,xu'yao'tui'bu'chou'shen'zao
虚盈轮莫定,xu'ying'lun'mo'ding
炫裙裾之烁烁兮,xuan'qun'ju'zhi'shuo'shuo'xi
喧阗一炬悲风冷,xuan'tian'yi'ju'bei'feng'leng
雪为肌骨易销魂,xue'wei'ji'gu'yi'xiao'hun
寻春问腊到蓬莱,xun'chun'wen'la'dao'peng'lai
勋业有光昭日月功名无间及儿孙,xun'ye'you'guang'zhao'ri'yue'gong'ming'wu'jian'ji'er'sun
训有方,xun'you'fang
雅趣向谁言,ya'qu'xiang'shui'yan
咽不下玉粒金莼噎满喉,yan'bu'xia'yu'li'jin'chun'ye'man'hou
演出这怀金悼玉的红楼梦,yan'chu'zhe'huai'jin'dao'yu'de'hong'lou'meng
焉得不关心,yan'de'bu'guan'xin
眼底物多情,yan'di'wu'duo'qing
艳冠群芳任是无情也动人,yan'guan'qun'fang'ren'shi'wu'qing'ye'dong'ren
眼空蓄泪泪空垂,yan'kong'xu'lei'lei'kong'chui
艳李秾桃临疆场,yan'li'nong'tao'lin'jiang'chang
湮沦而莫能考者久矣,yan'lun'er'mo'neng'kao'zhe'jiu'yi
燕泥点点污棋枰,yan'ni'dian'dian'wu'qi'ping
眼前不见尘沙起,yan'qian'bu'jian'chen'sha'qi
眼前春色梦中人,yan'qian'chun'se'meng'zhong'ren
眼前道路无经纬,yan'qian'dao'lu'wu'jing'wei
檐前鹦鹉犹呼,yan'qian'ying'wu'you'hu
宴赏才过小雪时,yan'shang'cai'guo'xiao'xue'shi
掩啼离绣幕,yan'ti'li'xiu'mu
烟霞闲骨格泉石野生涯,yan'xia'xian'gu'ge'quan'shi'ye'sheng'ya
魇笑春桃兮,yan'xiao'chun'tao'xi
眼睁睁把万事全抛,yan'zheng'zheng'ba'wan'shi'quan'pao
艳质将亡,yan'zhi'jiang'wang
淹滞青燐,yan'zhi'qing'lin
胭脂洗出秋阶影,yan'zhi'xi'chu'qiu'jie'ying
胭脂鲜艳何相类,yan'zhi'xian'yan'he'xiang'lei
阳回斗转杓,yang'hui'dou'zhuan'biao
瑶池不二,yao'chi'bu'er
瑶池仙品日边红杏倚云栽,yao'chi'xian'pin'ri'bian'hong'xing'yi'yun'zai
药经灵兔捣,yao'jing'ling'tu'dao
遥望东南,yao'wang'dong'nan
野岸回孤棹,ye'an'hui'gu'zhao
也抵不了无常性命,ye'di'bu'liao'wu'chang'xing'ming
野客添愁不忍观,ye'ke'tian'chou'bu'ren'guan
也难挽系也难羁,ye'nan'wan'xi'ye'nan'ji
也须要阴骘积儿孙,ye'xu'yao'yin'zhi'ji'er'sun
也宜墙角也宜盆,ye'yi'qiang'jiao'ye'yi'pen
也只是虚名儿与后人钦敬,ye'zhi'shi'xu'ming'er'yu'hou'ren'qin'jing
一把辛酸泪,yi'ba'xin'suan'lei
一别西风又一年,yi'bie'xi'feng'you'yi'nian
一场欢喜忽悲辛,yi'chang'huan'xi'hu'bei'xin
宜嗔宜喜,yi'chen'yi'xi
一池青草草何名,yi'chi'qing'cao'cao'he'ming
一从二令三人木,yi'cong'er'ling'san'ren'mu
一丛浅淡一丛深,yi'cong'qian'dan'yi'cong'shen
一从陶令平章后,yi'cong'tao'ling'ping'zhang'hou
一代倾城逐浪花,yi'dai'qing'cheng'zhu'lang'hua
一帆风雨路三千,yi'fan'feng'yu'lu'san'qian
一饭之恩死也知,yi'fan'zhi'en'si'ye'zhi
一个虫儿往里钻,yi'ge'chong'er'wang'li'zuan
一个空劳牵挂,yi'ge'kong'lao'qian'gua
一个萝卜一头蒜,yi'ge'luo'bo'yi'tou'suan
一个是镜中花,yi'ge'shi'jing'zhong'hua
一个是阆苑仙葩,yi'ge'shi'lang'yuan'xian'pa
一个是美玉无瑕,yi'ge'shi'mei'yu'wu'xia
一个是水中月,yi'ge'shi'shui'zhong'yue
一个偷情,yi'ge'tou'qing
一个枉自嗟呀,yi'ge'wang'zi'jie'ya
一个蚊子哼哼哼,yi'ge'wen'zi'heng'heng'heng
一个寻拿,yi'ge'xun'na
易挂疏枝柳,yi'gua'shu'zhi'liu
怡红快绿,yi'hong'kuai'lv
怡红院,yi'hong'yuan
怡红院浊玉,yi'hong'yuan'zhuo'yu
已后儿孙承福德至今黎庶念荣宁,yi'hou'er'sun'cheng'fu'de'zhi'jin'li'shu'nian'rong'ning
抑箕尾之光耶,yi'ji'wei'zhi'guang'ye
已教泪洒窗纱湿,yi'jiao'lei'sa'chuang'sha'shi
已经勾引彼同行,yi'jing'gou'yin'bi'tong'hang
忆旧还寻陶令盟,yi'jiu'hai'xun'tao'ling'meng
依旧是风尘肮脏违心愿,yi'jiu'shi'feng'chen'ang'zang'wei'xin'yuan
忆菊,yi'ju
已觉秋窗秋不尽,yi'jue'qiu'chuang'qiu'bu'jin
倚槛人归落翠花,yi'kan'ren'gui'luo'cui'hua
一轮红日出云霄,yi'lun'hong'ri'chu'yun'xiao
一年三百六十日,yi'nian'san'bai'liu'shi'ri
忆女儿曩生之昔,yi'nv'er'nang'sheng'zhi'xi
一片砧敲千里白,yi'pian'zhen'qiao'qian'li'bai
一抔净土掩风流,yi'pou'jing'tu'yan'feng'liu
一畦春韭绿,yi'qi'chun'jiu'lv
一任俺芒鞋破钵随缘化,yi'ren'an'mang'xie'po'bo'sui'yuan'hua
一任东西南北各分离,yi'ren'dong'xi'nan'bei'ge'fen'li
衣上犹沾佛院苔,yi'shang'you'zhan'fo'yuan'tai
一声杜宇春归尽,yi'sheng'du'yu'chun'gui'jin
一声震得人方恐,yi'sheng'zhen'de'ren'fang'kong
倚石护青烟,yi'shi'hu'qing'yan
意态由来画不成,yi'tai'you'lai'hua'bu'cheng
一庭明月照金兰,yi'ting'ming'yue'zhao'jin'lan
一团团逐对成逑,yi'tuan'tuan'zhu'dui'cheng'qiu
一味的骄奢淫荡贪欢媾,yi'wei'de'jiao'she'yin'dang'tan'huan'gou
意悬悬半世心,yi'xuan'xuan'ban'shi'xin
一样花开为底迟,yi'yang'hua'kai'wei'di'chi
一夜北风紧,yi'ye'bei'feng'jin
一载荡悠悠,yi'zai'dang'you'you
一载赴黄粱,yi'zai'fu'huang'liang
一战再战不成功,yi'zhan'zai'zhan'bu'cheng'gong
一朝春尽红颜老,yi'zhao'chun'jin'hong'yan'lao
一朝漂泊难寻觅,yi'zhao'piao'bo'nan'xun'mi
以浊玉之思,yi'zhuo'yu'zhi'si
吟鞭指灞桥,yin'bian'zhi'ba'qiao
银蟾气吐吞,yin'chan'qi'tu'tun
吟成豆蔻才犹艳,yin'cheng'dou'kou'cai'you'yan
因此上,yin'ci'shang
因何镇日纷纷乱,yin'he'zhen'ri'fen'fen'luan
银笺彩缕谁裁,yin'jian'cai'lv'shui'cai
饮剑何如楚帐中,yin'jian'he'ru'chu'zhang'zhong
银满箱,yin'man'xiang
吟诗序仲昆,yin'shi'xu'zhong'kun
因希其不昧之灵,yin'xi'qi'bu'mei'zhi'ling
因惜清景难逢,yin'xi'qing'jing'nan'feng
因嫌纱帽小,yin'xian'sha'mao'xiao
因蓄惓惓之思,yin'xu'juan'juan'zhi'si
应惭西子,ying'can'xi'zi
莺愁蝶倦晚芳时,ying'chou'die'juan'wan'fang'shi
影度回廊,ying'du'hui'lang
英豪阔大宽宏量,ying'hao'kuo'da'kuan'hong'liang
盈盈烛泪因谁泣,ying'ying'zhu'lei'yin'shui'qi
鹰鸷翻遭罘罬,ying'zhi'fan'zao'fu'zhuo
影自娟娟魄自寒,ying'zi'juan'juan'po'zi'han
咏白海棠限门盆魂痕昏,yong'bai'hai'tang'xian'men'pen'hun'hen'hun
咏红梅花得红字,yong'hong'mei'hua'de'hong'zi
咏红梅花得花字,yong'hong'mei'hua'de'hua'zi
咏红梅花得梅字,yong'hong'mei'hua'de'mei'zi
咏菊,yong'ju
拥衾不耐笑言频,yong'qin'bu'nai'xiao'yan'pin
右边长幺两点明,you'bian'chang'yao'liang'dian'ming
右边还是个大五长,you'bian'hai'shi'ge'da'wu'chang
右边是三长,you'bian'shi'san'chang
右边幺四真好看,you'bian'yao'si'zhen'hao'kan
犹步萦纡沼,you'bu'ying'yu'zhao
幽窗棋罢指犹凉,you'chuang'qi'ba'zhi'you'liang
有恩的,you'en'de
有凤来仪,you'feng'lai'yi
有功无运也难逢,you'gong'wu'yun'ye'nan'feng
又何须,you'he'xu
游来宁不畅神思,you'lai'ning'bu'chang'shen'si
幽梦冷随红袖笛,you'meng'leng'sui'hong'xiu'di
犹徘徊于桐槛之下,you'pai'huai'yu'tong'kan'zhi'xia
幽情欲向嫦娥诉,you'qing'yu'xiang'chang'e'su
有时似傻如狂,you'shi'si'sha'ru'kuang
游丝软系飘春榭,you'si'ruan'xi'piao'chun'xie
游丝一断浑无力,you'si'yi'duan'hun'wu'li
又添蛩语,you'tian'qiong'yu
幽微灵秀地无可奈何天,you'wei'ling'xiu'di'wu'ke'nai'he'tian
有污慧听,you'wu'hui'ting
游仙香泛绛河槎,you'xian'xiang'fan'jiang'he'cha
有兴悲何极,you'xing'bei'he'ji
有言必应,you'yan'bi'ying
有眼无珠腹内空,you'yan'wu'zhu'fu'nei'kong
有意荣枯草,you'yi'rong'ku'cao
呦呦鹿鸣荷叶浮萍,you'you'lu'ming'he'ye'fu'ping
犹置些山滴水之区,you'zhi'xie'shan'di'shui'zhi'qu
妪媪咸仰惠德,yu'ao'xian'yang'hui'de
欲偿白帝凭清洁,yu'chang'bai'di'ping'qing'jie
雨打梨花深闭门,yu'da'li'hua'shen'bi'men
玉带林中挂,yu'dai'lin'zhong'gua
予夺权何畀画工,yu'duo'quan'he'bi'hua'gong
于国于家无望,yu'guo'yu'jia'wu'wang
欲洁何曾洁,yu'jie'he'ceng'jie
于今落釜成何益,yu'jin'luo'fu'cheng'he'yi
雨荔秋垣,yu'li'qiu'yuan
雨淋白骨血染草,yu'lin'bai'gu'xue'ran'cao
御鸾鷖以征耶,yu'luan'yi'yi'zheng'ye
余乃欷歔怅望,yu'nai'xi'xu'chang'wang
余容犹可隔帘看,yu'rong'you'ke'ge'lian'kan
鱼唼喋以响,yu'sha'zha'yi'xiang
玉是精神难比洁,yu'shi'jing'shen'nan'bi'jie
愚顽怕读文章,yu'wan'pa'du'wen'zhang
玉碗盛来琥珀光,yu'wan'sheng'lai'hu'po'guang
玉为肌骨铁为肠,yu'wei'ji'gu'tie'wei'chang
虞兮幽恨对重瞳,yu'xi'you'hen'dui'chong'tong
欲讯秋情众莫知,yu'xun'qiu'qing'zhong'mo'zhi
余亦莫睹,yu'yi'mo'du
余犹桎梏而悬附兮,yu'you'zhi'gu'er'xuan'fu'xi
御园却被鸟衔出,yu'yuan'que'bei'niao'xian'chu
玉在椟中求善价钗于奁内待时飞,yu'zai'du'zhong'qiu'shan'jia'chai'yu'lian'nei'dai'shi'fei
欲志今朝乐,yu'zhi'jin'zhao'le
欲知命短问前生,yu'zhi'ming'duan'wen'qian'sheng
余中心为之慨然兮,yu'zhong'xin'wei'zhi'kai'ran'xi
玉烛滴干风里泪,yu'zhu'di'gan'feng'li'lei
雨渍添来隔宿痕,yu'zi'tian'lai'ge'su'hen
园成景备特精奇,yuan'cheng'jing'bei'te'jing'qi
爰格爰诚,yuan'ge'yuan'cheng
缘何不使永团圆,yuan'he'bu'shi'yong'tuan'yuan
冤孽偿清好散场,yuan'nie'chang'qing'hao'san'chang
愿奴肋下生双翼,yuan'nu'lei'xia'sheng'shuang'yi
原为世人美口腹,yuan'wei'shi'ren'mei'kou'fu
园修日月光辉里,yuan'xiu'ri'yue'guang'hui'li
冤冤相报实非轻,yuan'yuan'xiang'bao'shi'fei'qing
远招近揖,yuan'zhao'jin'yi
月本无今古,yue'ben'wu'jin'gu
月挂中天夜色寒,yue'gua'zhong'tian'ye'se'han
月窟翻银浪,yue'ku'fan'yin'lang
月窟仙人缝缟袂,yue'ku'xian'ren'feng'gao'mei
月冷黄沙鬼守尸,yue'leng'huang'sha'gui'shou'shi
月浦空余禾黍香,yue'pu'kong'yu'he'shu'xiang
月色如洗,yue'se'ru'xi
月射寒江,yue'she'han'jiang
云堆翠髻,yun'dui'cui'ji
云空未必空,yun'kong'wei'bi'kong
韵吐呻吟,yun'tu'shen'yin
云中杏蕊多,yun'zhong'xing'rui'duo
匝地悲声,za'di'bei'sheng
匝地管弦繁,za'di'guan'xian'fan
匝地惊琼瑶,za'di'jing'qiong'yao
在君之尘缘虽浅,zai'jun'zhi'chen'yuan'sui'qian
在望有山庄,zai'wang'you'shan'zhuang
再休向东老贫穷买酒家,zai'xiu'xiang'dong'lao'pin'qiong'mai'jiu'jia
攒花染出几痕霜,zan'hua'ran'chu'ji'hen'shuang
簪菊,zan'ju
暂时分手莫相思,zan'shi'fen'shou'mo'xiang'si
造衅开端实在宁,zao'xin'kai'duan'shi'zai'ning
择膏粱,ze'gao'liang
则看那,ze'kan'na
则深为有据,ze'shen'wei'you'ju
则为你如花美眷似水流年,ze'wei'ni'ru'hua'mei'juan'si'shui'liu'nian
则无参商之虞矣,ze'wu'shen'shang'zhi'yu'yi
贼势猖狂不可敌,zei'shi'chang'kuang'bu'ke'di
怎经得秋流到冬尽,zen'jing'de'qiu'liu'dao'dong'jin
乍出花房,zha'chu'hua'fang
战罢夜阑心力怯,zhan'ba'ye'lan'xin'li'qie
展不开的眉头,zhan'bu'kai'de'mei'tou
粘屏聊以慰重阳,zhan'ping'liao'yi'wei'chong'yang
展眼吊斜晖,zhan'yan'diao'xie'hui
展眼乞丐人皆谤,zhan'yan'qi'gai'ren'jie'bang
瞻云气而凝盼兮,zhan'yun'qi'er'ning'pan'xi
丈夫一去不回归,zhang'fu'yi'qu'bu'hui'gui
照不见菱花镜里形容瘦,zhao'bu'jian'ling'hua'jing'li'xing'rong'shou
照耀临清晓,zhao'yao'lin'qing'xiao
这的是,zhe'de'shi
摺断冰丝,zhe'duan'bing'si
这鬼抱住钟馗腿,zhe'gui'bao'zhu'zhong'kui'tui
折来休认镜中妆,zhe'lai'xiu'ren'jing'zhong'zhuang
这是尘寰中消长数应当,zhe'shi'chen'huan'zhong'xiao'zhang'shu'ying'dang
这是鸿雁来宾,zhe'shi'hong'yan'lai'bin
真何趣,zhen'he'qu
振林千树鸟,zhen'lin'qian'shu'niao
镇日无心镇日闲,zhen'ri'wu'xin'zhen'ri'xian
枕上轻寒窗外雨,zhen'shang'qing'han'chuang'wai'yu
枕上袖边难拂拭,zhen'shang'xiu'bian'nan'fu'shi
真也着,zhen'ye'zhe
珍重暗香休踏碎,zhen'zhong'an'xiang'xiu'ta'sui
珍重芳姿昼掩门,zhen'zhong'fang'zi'zhou'yan'men
珍珠帘外挂冰盘,zhen'zhu'lian'wai'gua'bing'pan
榛子非关隔院砧何来万户捣衣声,zhen'zi'fei'guan'ge'yuan'zhen'he'lai'wan'hu'dao'yi'sheng
争饼嘲黄发,zheng'bing'chao'huang'fa
正是乘除加减,zheng'shi'cheng'chu'jia'jian
正是恒王战死时,zheng'shi'heng'wang'zhan'si'shi
征嵩岳之妃,zheng'song'yue'zhi'fei
正叹他人命不长,zheng'tan'ta'ren'ming'bu'chang
志哀兮是祷,zhi'ai'xi'shi'dao
质本洁来还洁去,zhi'ben'jie'lai'huan'jie'qu
脂冰腻玉盆,zhi'bing'ni'yu'pen
脂痕粉渍污鲛绡,zhi'hen'fen'zi'wu'jiao'xiao
指环玉冷,zhi'huan'yu'leng
致获采薪之患,zhi'huo'cai'xin'zhi'huan
只叫你去背地里细打听,zhi'jiao'ni'qu'bei'di'li'xi'da'ting
枝柯怕动摇,zhi'ke'pa'dong'yao
直烈遭危,zhi'lie'zao'wei
织女牛郎会七夕,zhi'nv'niu'lang'hui'qi'xi
指上沾腥洗尚香,zhi'shang'zhan'xing'xi'shang'xiang
知是花魂与鸟魂,zhi'shi'hua'hun'yu'niao'hun
致使枷锁扛,zhi'shi'jia'suo'kang
致使香魂返故乡,zhi'shi'xiang'hun'fan'gu'xiang
只为阴阳数不通,zhi'wei'yin'yang'shu'bu'tong
枝无全叶翠离披,zhi'wu'quan'ye'cui'li'pi
只疑残粉涂金砌,zhi'yi'can'fen'tu'jin'qi
直以山东之雅会,zhi'yi'shan'dong'zhi'ya'hui
只饮到梅梢月上,zhi'yin'dao'mei'shao'yue'shang
只因遗得风流迹,zhi'yin'yi'de'feng'liu'ji
只有儿孙忘不了,zhi'you'er'sun'wang'bu'liao
只有姣妻忘不了,zhi'you'jiao'qi'wang'bu'liao
只有金银忘不了,zhi'you'jin'yin'wang'bu'liao
至又无言去不闻,zhi'you'wu'yan'qu'bu'wen
只缘占得风流号,zhi'yuan'zhan'de'feng'liu'hao
只这带珠冠,zhi'zhe'dai'zhu'guan
终不忘,zhong'bu'wang
终朝只恨聚无多,zhong'chao'zhi'hen'ju'wu'duo
种得蓝田玉一盆,zhong'de'lan'tian'yu'yi'pen
中间还得幺四来,zhong'jian'hai'dei'yao'si'lai
中间锦屏颜色俏,zhong'jian'jin'ping'yan'se'qiao
中间三四驴配红,zhong'jian'san'si'lv'pei'hong
终究是云散高唐,zhong'jiu'shi'yun'san'gao'tang
种菊,zhong'ju
重露繁霜压纤梗,zhong'lu'fan'shuang'ya'xian'geng
钟鸣栊翠寺,zhong'ming'long'cui'si
终难定,zhong'nan'ding
中山狼,zhong'shan'lang
终身误,zhong'shen'wu
终陷淖泥中,zhong'xian'nao'ni'zhong
终有个家亡人散各奔腾,zhong'you'ge'jia'wang'ren'san'ge'ben'teng
洲迷聚窟,zhou'mi'ju'ku
珠翠之辉辉兮,zhu'cui'zhi'hui'hui'xi
煮酒叶难烧,zhu'jiu'ye'nan'shao
住了萧管弄弦索,zhu'le'xiao'guan'nong'xian'suo
助情谁劝我千觞,zhu'qing'shui'quan'wo'qian'shang
助秋风雨来何速,zhu'qiu'feng'yu'lai'he'su
主人应解怜,zhu'ren'ying'jie'lian
主人指示风雷动,zhu'ren'zhi'shi'feng'lei'dong
蛛丝儿结满雕梁,zhu'si'er'jie'man'diao'liang
煮芋成新赏,zhu'yu'cheng'xin'shang
珠玉自应传盛世,zhu'yu'zi'ying'chuan'sheng'shi
转眼分离乍,zhuan'yan'fen'li'zha
壮士须防恶犬欺,zhuang'shi'xu'fang'e'quan'qi
准折得幼年时坎坷形状,zhun'zhe'de'you'nian'shi'kan'ke'xing'zhuang
擢乱六律,zhuo'luan'liu'lv
捉迷屏后,zhuo'mi'ping'hou
诼谣謑诟,zhuo'yao'xia'gou
自惭何敢再为辞,zi'can'he'gan'zai'wei'ci
自从两地生孤木,zi'cong'liang'di'sheng'gu'mu
紫府无双,zi'fu'wu'shuang
自顾风前影,zi'gu'feng'qian'ying
自古穷通皆有定,zi'gu'qiong'tong'jie'you'ding
姊妹悉慕媖娴,zi'mei'xi'mu'ying'xian
薋葹妒其臭,zi'shi'du'qi'chou
自是霜娥偏爱冷,zi'shi'shuang'e'pian'ai'leng
自是小鬟娇懒惯,zi'shi'xiao'huan'jiao'lan'guan
自谓酬王德,zi'wei'chou'wang'de
自为红绡帐里,zi'wei'hong'xiao'zhang'li
子系中山狼,zi'xi'zhong'shan'lang
自向秋屏移泪烛,zi'xiang'qiu'ping'yi'lei'zhu
自携手瓮灌苔盆,zi'xie'shou'weng'guan'tai'pen
自蓄辛酸,zi'xu'xin'suan
缁衣顿改昔年妆,zi'yi'dun'gai'xi'nian'zhuang
梓泽余衷,zi'ze'yu'zhong
字字看来皆是血,zi'zi'kan'lai'jie'shi'xue
纵观西北,zong'guan'xi'bei
纵居那绮罗丛,zong'ju'na'qi'luo'cong
纵然生得好皮囊,zong'ran'sheng'de'hao'pi'nang
纵然是齐眉举案,zong'ran'shi'qi'mei'ju'an
纵是明春再见隔年期,zong'shi'ming'chun'zai'jian'ge'nian'qi
纵有千年铁门槛终须一个土馒头,zong'you'qian'nian'tie'men'kan'zhong'xu'yi'ge'tu'man'tou
钻了半日不得进去,zuan'le'ban'ri'bu'de'jin'qu
醉扶归,zui'fu'gui
醉酹寒香酒一杯,zui'lei'han'xiang'jiu'yi'bei
左边长幺两点明,zuo'bian'chang'yao'liang'dian'ming
左边是长三,zuo'bian'shi'chang'san
左边是个大长五,zuo'bian'shi'ge'da'chang'wu
左边是张天,zuo'bian'shi'zhang'tian
左边四四是个人,zuo'bian'si'si'shi'ge'ren
左边四五成花九,zuo'bian'si'wu'cheng'hua'jiu
左边一个天,zuo'bian'yi'ge'tian
昨承严命,zuo'cheng'yan'ming
作践的,zuo'jian'de
作践南华庄子因,zuo'jian'nan'hua'zhuang'zi'yin
昨怜破袄寒,zuo'lian'po'ao'han
昨蒙亲劳抚嘱,zuo'meng'qin'lao'fu'zhu
昨贫今富人劳碌,zuo'pin'jin'fu'ren'lao'lu
昨日黄土陇头送白骨,zuo'ri'huang'tu'long'tou'song'bai'gu
座上珠玑昭日月堂前黼黻焕烟霞,zuo'shang'zhu'ji'zhao'ri'yue'tang'qian'fu'fu'huan'yan'xia
昨宵庭外悲歌发,zuo'xiao'ting'wai'bei'ge'fa
昨夜不期经雨活,zuo'ye'bu'qi'jing'yu'huo
昨夜朱楼梦,zuo'ye'zhu'lou'meng
昨尤我画,zuo'you'wo'hua
