阿米芹属,a'mi'qin'shu
香雪兰属,xiang'xue'lan'shu
香雪球属,xiang'xue'qiu'shu
象牙参属,xiang'ya'can'shu
香叶木属,xiang'ye'mu'shu
香竹属,xiang'zhu'shu
肖菝葜属,xiao'ba'qia'shu
小滨菊属,xiao'bin'ju'shu
小檗科,xiao'bo'ke
小檗属,xiao'bo'shu
小草属,xiao'cao'shu
小疮菊属,xiao'chuang'ju'shu
小二仙草科,xiao'er'xian'cao'ke
小二仙草属,xiao'er'xian'cao'shu
小甘菊属,xiao'gan'ju'shu
小勾儿茶属,xiao'gou'er'cha'shu
小冠花属,xiao'guan'hua'shu
小冠薰属,xiao'guan'xun'shu
小果滨藜属,xiao'guo'bin'li'shu
小果草属,xiao'guo'cao'shu
小花苣苔属,xiao'hua'ju'tai'shu
小花藤属,xiao'hua'teng'shu
小黄管属,xiao'huang'guan'shu
小金梅草属,xiao'jin'mei'cao'shu
小苦荬属,xiao'ku'mai'shu
肖榄属,xiao'lan'shu
小丽草属,xiao'li'cao'shu
肖笼鸡属,xiao'long'ji'shu
小麦属,xiao'mai'shu
小米草属,xiao'mi'cao'shu
小米空木属,xiao'mi'kong'mu'shu
小膜盖蕨属,xiao'mo'gai'jue'shu
小盘木属,xiao'pan'mu'shu
小蓬属,xiao'peng'shu
肖蒲桃属,xiao'pu'tao'shu
小牵牛属,xiao'qian'niu'shu
小芹属,xiao'qin'shu
小雀瓜,xiao'que'gua
小舌菊属,xiao'she'ju'shu
小石积属,xiao'shi'ji'shu
小蒜芥属,xiao'suan'jie'shu
小牙草属,xiao'ya'cao'shu
小沿沟草属,xiao'yan'gou'cao'shu
小野芝麻属,xiao'ye'zhi'ma'shu
肖鸢尾属,xiao'yuan'wei'shu
小芸木属,xiao'yun'mu'shu
小柱芥属,xiao'zhu'jie'shu
筱竹属,xiao'zhu'shu
肖竹芋属,xiao'zhu'yu'shu
缬草属,xie'cao'shu
楔翅藤属,xie'chi'teng'shu
斜萼草属,xie'e'cao'shu
斜果菊属,xie'guo'ju'shu
蟹甲草属,xie'jia'cao'shu
蝎尾蕉属,xie'wei'jiao'shu
蝎尾菊属,xie'wei'ju'shu
斜翼属,xie'yi'shu
楔颖草属,xie'ying'cao'shu
泻泽属,xie'ze'shu
蝎子草属,xie'zi'cao'shu
芯芭属,xin'ba'shu
心萼薯属,xin'e'shu'shu
新耳草属,xin'er'cao'shu
新风轮属,xin'feng'lun'shu
辛果漆属,xin'guo'qi'shu
新疆藜属,xin'jiang'li'shu
新麦草属,xin'mai'cao'shu
新木姜子属,xin'mu'jiang'zi'shu
新塔花属,xin'ta'hua'shu
新蹄盖蕨属,xin'ti'gai'jue'shu
新乌檀属,xin'wu'tan'shu
新小竹属,xin'xiao'zhu'shu
新型兰属,xin'xing'lan'shu
心叶木属,xin'ye'mu'shu
心叶石蚕属,xin'ye'shi'can'shu
心翼果属,xin'yi'guo'shu
新月蕨属,xin'yue'jue'shu
新樟属,xin'zhang'shu
莕菜属,xing'cai'shu
星果草属,xing'guo'cao'shu
星花草属,xing'hua'cao'shu
星蕨属,xing'jue'shu
星毛蕨属,xing'mao'jue'shu
星粟草属,xing'su'cao'shu
星叶草属,xing'ye'cao'shu
雄黄兰属,xiong'huang'lan'shu
修蕨属,xiu'jue'shu
绣球防风属,xiu'qiu'fang'feng'shu
绣球茜属,xiu'qiu'qian'shu
绣球属,xiu'qiu'shu
绣线菊属,xiu'xian'ju'shu
绣线梅属,xiu'xian'mei'shu
秀柱花属,xiu'zhu'hua'shu
须花藤属,xu'hua'teng'shu
絮菊属,xu'ju'shu
须芒草属,xu'mang'cao'shu
须弥茜树属,xu'mi'qian'shu'shu
须药藤属,xu'yao'teng'shu
须叶藤科,xu'ye'teng'ke
须叶藤属,xu'ye'teng'shu
萱草属,xuan'cao'shu
旋覆花属,xuan'fu'hua'shu
悬钩子属,xuan'gou'zi'shu
旋花豆属,xuan'hua'dou'shu
旋花科,xuan'hua'ke
旋花属,xuan'hua'shu
悬铃花属,xuan'ling'hua'shu
悬铃木科,xuan'ling'mu'ke
悬铃木属,xuan'ling'mu'shu
玄参科,xuan'shen'ke
玄参属,xuan'shen'shu
旋蒴苣苔属,xuan'shuo'ju'tai'shu
悬竹属,xuan'zhu'shu
雪胆属,xue'dan'shu
穴果木属,xue'guo'mu'shu
雪花属,xue'hua'shu
雪柳属,xue'liu'shu
雪片莲属,xue'pian'lian'shu
血水草属,xue'shui'cao'shu
穴丝荠属,xue'si'ji'shu
雪松属,xue'song'shu
血桐属,xue'tong'shu
血苋属,xue'xian'shu
雪香兰属,xue'xiang'lan'shu
血叶兰属,xue'ye'lan'shu
穴子蕨属,xue'zi'jue'shu
熏倒牛属,xun'dao'niu'shu
蕈树属,xun'shu'shu
薰衣草属,xun'yi'cao'shu
栒子属,xun'zi'shu
崖柏属,ya'bai'shu
鸦葱属,ya'cong'shu
鸦胆子属,ya'dan'zi'shu
崖豆藤属,ya'dou'teng'shu
鸭儿芹属,ya'er'qin'shu
崖姜蕨属,ya'jiang'jue'shu
崖角藤属,ya'jiao'teng'shu
亚菊属,ya'ju'shu
牙蕨属,ya'jue'shu
亚麻荠属,ya'ma'ji'shu
亚麻科,ya'ma'ke
亚麻属,ya'ma'shu
鸭茅属,ya'mao'shu
崖摩属,ya'mo'shu
崖爬藤属,ya'pa'teng'shu
丫蕊花属,ya'rui'hua'shu
崖藤属,ya'teng'shu
鸦头梨属,ya'tou'li'shu
鸭跖草科,ya'zhi'cao'ke
鸭跖草属,ya'zhi'cao'shu
鸦跖花属,ya'zhi'hua'shu
鸭嘴草属,ya'zui'cao'shu
鸭嘴花属,ya'zui'hua'shu
岩白菜属,yan'bai'cai'shu
延苞蓝属,yan'bao'lan'shu
岩参属,yan'can'shu
烟草属,yan'cao'shu
岩菖蒲属,yan'chang'pu'shu
岩风属,yan'feng'shu
盐肤木属,yan'fu'mu'shu
岩高兰科,yan'gao'lan'ke
岩高兰属,yan'gao'lan'shu
沿沟草属,yan'gou'cao'shu
岩黄耆属,yan'huang'qi'shu
岩黄树属,yan'huang'shu'shu
岩荠属,yan'ji'shu
盐角草属,yan'jiao'cao'shu
沿阶草属,yan'jie'cao'shu
盐节木属,yan'jie'mu'shu
盐芥属,yan'jie'shu
烟堇属,yan'jin'shu
岩蕨科,yan'jue'ke
岩蕨属,yan'jue'shu
延龄草属,yan'ling'cao'shu
偃麦草属,yan'mai'cao'shu
燕麦草属,yan'mai'cao'shu
燕麦属,yan'mai'shu
岩梅科,yan'mei'ke
岩梅属,yan'mei'shu
盐蓬属,yan'peng'shu
盐千屈菜属,yan'qian'qu'cai'shu
岩扇属,yan'shan'shu
岩上珠属,yan'shang'zhu'shu
盐生草属,yan'sheng'cao'shu
岩匙属,yan'shi'shu
眼树莲属,yan'shu'lian'shu
盐穗木属,yan'sui'mu'shu
芫荽属,yan'sui'shu
岩菀属,yan'wan'shu
燕尾蕨科,yan'wei'jue'ke
燕尾蕨属,yan'wei'jue'shu
岩须属,yan'xu'shu
岩穴蕨属,yan'xue'jue'shu
岩芋属,yan'yu'shu
盐爪爪属,yan'zhao'zhao'shu
眼子菜科,yan'zi'cai'ke
眼子菜属,yan'zi'cai'shu
洋椿属,yang'chun'shu
羊耳蒜属,yang'er'suan'shu
洋狗尾草属,yang'gou'wei'cao'shu
羊胡子草属,yang'hu'zi'cao'shu
羊角拗属,yang'jiao'niu'shu
羊角芹属,yang'jiao'qin'shu
杨柳科,yang'liu'ke
羊茅属,yang'mao'shu
杨梅科,yang'mei'ke
杨梅属,yang'mei'shu
杨属,yang'shu
阳桃属,yang'tao'shu
羊蹄甲属,yang'ti'jia'shu
杨桐属,yang'tong'shu
腰骨藤属,yao'gu'teng'shu
腰果属,yao'guo'shu
耀花豆属,yao'hua'dou'shu
药蕨属,yao'jue'shu
药囊花属,yao'nang'hua'shu
瑶山苣苔属,yao'shan'ju'tai'shu
药水苏属,yao'shui'su'shu
野扁豆属,ye'bian'dou'shu
野长蒲属,ye'chang'pu'shu
野靛棵属,ye'dian'ke'shu
野丁香属,ye'ding'xiang'shu
野独活属,ye'du'huo'shu
野甘草属,ye'gan'cao'shu
射干属,ye'gan'shu
野古草属,ye'gu'cao'shu
野菰属,ye'gu'shu
野海棠属,ye'hai'tang'shu
野胡麻属,ye'hu'ma'shu
腋花芥属,ye'hua'jie'shu
夜花属,ye'hua'shu
夜花藤属,ye'hua'teng'shu
野决明属,ye'jue'ming'shu
夜来香属,ye'lai'xiang'shu
叶轮木属,ye'lun'mu'shu
野牡丹科,ye'mu'dan'ke
野牡丹属,ye'mu'dan'shu
野木瓜属,ye'mu'gua'shu
野牛草属,ye'niu'cao'shu
业平竹属,ye'ping'zhu'shu
野青茅属,ye'qing'mao'shu
野扇花属,ye'shan'hua'shu
野黍属,ye'shu'shu
野茼蒿属,ye'tong'hao'shu
野桐属,ye'tong'shu
野豌豆属,ye'wan'dou'shu
叶下珠属,ye'xia'zhu'shu
夜香树属,ye'xiang'shu'shu
野鸦椿属,ye'ya'chun'shu
野芝麻属,ye'zhi'ma'shu
野珠兰属,ye'zhu'lan'shu
叶子花属,ye'zi'hua'shu
叶紫堇属,ye'zi'jin'shu
椰子属,ye'zi'shu
虉草属,yi'cao'shu
异唇苣苔属,yi'chun'ju'tai'shu
一担柴属,yi'dan'chai'shu
一点红属,yi'dian'hong'shu
翼萼蔓属,yi'e'man'shu
异萼木属,yi'e'mu'shu
异果鹤虱属,yi'guo'he'shi'shu
异果芥属,yi'guo'jie'shu
翼核果属,yi'he'guo'shu
蚁花属,yi'hua'shu
仪花属,yi'hua'shu
异喙菊属,yi'hui'ju'shu
翼茎草属,yi'jing'cao'shu
依兰属,yi'lan'shu
伊犁花属,yi'li'hua'shu
伊犁芹属,yi'li'qin'shu
翼蓼属,yi'liao'shu
异裂菊属,yi'lie'ju'shu
异裂苣苔属,yi'lie'ju'tai'shu
益母草属,yi'mu'cao'shu
异木患属,yi'mu'huan'shu
异片苣苔属,yi'pian'ju'tai'shu
异蕊草属,yi'rui'cao'shu
异蕊芥属,yi'rui'jie'shu
翼首花属,yi'shou'hua'shu
一条线蕨属,yi'tiao'xian'jue'shu
异腺草属,yi'xian'cao'shu
异型兰属,yi'xing'lan'shu
异形木属,yi'xing'mu'shu
异燕麦属,yi'yan'mai'shu
异药花属,yi'yao'hua'shu
翼药花属,yi'yao'hua'shu
异药芥属,yi'yao'jie'shu
异叶苣苔属,yi'ye'ju'tai'shu
异野芝麻属,yi'ye'zhi'ma'shu
薏苡属,yi'yi'shu
异颖草属,yi'ying'cao'shu
一枝黄花属,yi'zhi'huang'hua'shu
异枝竹属,yi'zhi'zhu'shu
异子蓬属,yi'zi'peng'shu
隐棒花属,yin'bang'hua'shu
银背藤属,yin'bei'teng'shu
银柴属,yin'chai'shu
阴地蕨科,yin'di'jue'ke
阴地蕨属,yin'di'jue'shu
银钩花属,yin'gou'hua'shu
银合欢属,yin'he'huan'shu
隐花草属,yin'hua'cao'shu
银桦属,yin'hua'shu
银胶菊属,yin'jiao'ju'shu
隐棱芹属,yin'leng'qin'shu
银莲花属,yin'lian'hua'shu
银脉爵床属,yin'mai'jue'chuang'shu
银梅草属,yin'mei'cao'shu
隐囊蕨属,yin'nang'jue'shu
隐盘芹属,yin'pan'qin'shu
银砂槐属,yin'sha'huai'shu
阴山荠属,yin'shan'ji'shu
银杉属,yin'shan'shu
阴石蕨属,yin'shi'jue'shu
银穗草属,yin'sui'cao'shu
阴行草属,yin'xing'cao'shu
银杏科,yin'xing'ke
银杏属,yin'xing'shu
银须草属,yin'xu'cao'shu
淫羊藿属,yin'yang'huo'shu
银叶树属,yin'ye'shu'shu
隐翼科,yin'yi'ke
隐翼属,yin'yi'shu
茵芋属,yin'yu'shu
银钟花属,yin'zhong'hua'shu
隐柱兰属,yin'zhu'lan'shu
隐子草属,yin'zi'cao'shu
隐子芥属,yin'zi'jie'shu
硬草属,ying'cao'shu
硬骨草属,ying'gu'cao'shu
硬核属,ying'he'shu
瘿椒树属,ying'jiao'shu'shu
硬皮豆属,ying'pi'dou'shu
罂粟科,ying'su'ke
罂粟莲花属,ying'su'lian'hua'shu
罂粟属,ying'su'shu
鹰爪豆属,ying'zhao'dou'shu
鹰爪花属,ying'zhao'hua'shu
蝇子草属,ying'zi'cao'shu
鹰嘴豆属,ying'zui'dou'shu
永瓣藤属,yong'ban'teng'shu
鼬瓣花属,you'ban'hua'shu
油丹属,you'dan'shu
油点草属,you'dian'cao'shu
油果樟属,you'guo'zhang'shu
油麻藤属,you'ma'teng'shu
油芒属,you'mang'shu
柚木属,you'mu'shu
油楠属,you'nan'shu
油杉寄生属,you'shan'ji'sheng'shu
油杉属,you'shan'shu
莸属,you'shu
油桐属,you'tong'shu
油渣果属,you'zha'guo'shu
莠竹属,you'zhu'shu
油棕属,you'zong'shu
鱼鳔槐属,yu'biao'huai'shu
羽唇兰属,yu'chun'lan'shu
羽萼木属,yu'e'mu'shu
玉凤花属,yu'feng'hua'shu
鱼骨木属,yu'gu'mu'shu
鱼黄草属,yu'huang'cao'shu
羽节蕨属,yu'jie'jue'shu
郁金香属,yu'jin'xiang'shu
雨久花科,yu'jiu'hua'ke
雨久花属,yu'jiu'hua'shu
榆橘属,yu'ju'shu
雨蕨科,yu'jue'ke
雨蕨属,yu'jue'shu
榆科,yu'ke
芋兰属,yu'lan'shu
盂兰属,yu'lan'shu
羽裂叶荠属,yu'lie'ye'ji'shu
鱼鳞蕨属,yu'lin'jue'shu
玉龙蕨属,yu'long'jue'shu
榆绿木属,yu'lv'mu'shu
羽芒菊属,yu'mang'ju'shu
鱼木属,yu'mu'shu
玉蕊科,yu'rui'ke
玉蕊属,yu'rui'shu
羽扇豆属,yu'shan'dou'shu
玉山竹属,yu'shan'zhu'shu
芋属,yu'shu
榆属,yu'shu
雨树属,yu'shu'shu
玉蜀黍属,yu'shu'shu'shu
羽穗草属,yu'sui'cao'shu
鱼藤属,yu'teng'shu
俞藤属,yu'teng'shu
鱼尾葵属,yu'wei'kui'shu
鱼眼草属,yu'yan'cao'shu
羽叶点地梅属,yu'ye'dian'di'mei'shu
羽叶花属,yu'ye'hua'shu
玉叶金花属,yu'ye'jin'hua'shu
羽叶菊属,yu'ye'ju'shu
羽叶楸属,yu'ye'qiu'shu
羽衣草属,yu'yi'cao'shu
玉簪属,yu'zan'shu
圆柏属,yuan'bai'shu
圆唇苣苔属,yuan'chun'ju'tai'shu
圆果苣苔属,yuan'guo'ju'tai'shu
原始观音座莲属,yuan'shi'guan'yin'zuo'lian'shu
鸢尾科,yuan'wei'ke
鸢尾兰属,yuan'wei'lan'shu
鸢尾属,yuan'wei'shu
鸢尾蒜属,yuan'wei'suan'shu
远志科,yuan'zhi'ke
远志属,yuan'zhi'shu
圆籽荷属,yuan'zi'he'shu
月光花属,yue'guang'hua'shu
月桂属,yue'gui'shu
月见草属,yue'jian'cao'shu
越桔属,yue'jie'shu
云杉属,yun'shan'shu
云实属,yun'shi'shu
芸苔属,yun'tai'shu
芸香科,yun'xiang'ke
芸香属,yun'xiang'shu
云叶兰属,yun'ye'lan'shu
藏药木属,zang'yao'mu'shu
藻百年属,zao'bai'nian'shu
蚤草属,zao'cao'shu
皂荚属,zao'jia'shu
皂帽花属,zao'mao'hua'shu
枣属,zao'shu
早熟禾属,zao'shu'he'shu
燥原荠属,zao'yuan'ji'shu
泽番椒属,ze'fan'jiao'shu
泽兰属,ze'lan'shu
泽芹属,ze'qin'shu
泽苔草属,ze'tai'cao'shu
泽泻蕨科,ze'xie'jue'ke
泽泻蕨属,ze'xie'jue'shu
泽泻科,ze'xie'ke
粘冠草属,zhan'guan'cao'shu
粘木属,zhan'mu'shu
粘腺果属,zhan'xian'guo'shu
掌唇兰属,zhang'chun'lan'shu
獐耳细辛属,zhang'er'xi'xin'shu
胀果芹属,zhang'guo'qin'shu
长角豆属,zhang'jiao'dou'shu
樟科,zhang'ke
獐毛属,zhang'mao'shu
樟属,zhang'shu
樟味藜属,zhang'wei'li'shu
獐牙菜属,zhang'ya'cai'shu
掌叶木属,zhang'ye'mu'shu
掌叶石蚕属,zhang'ye'shi'can'shu
掌叶树属,zhang'ye'shu'shu
沼菊属,zhao'ju'shu
沼兰属,zhao'lan'shu
沼委陵菜属,zhao'wei'ling'cai'shu
照夜白属,zhao'ye'bai'shu
爪叶菊属,zhao'ye'ju'shu
沼泽蕨属,zhao'ze'jue'shu
折柄茶属,zhe'bing'cha'shu
鹧鸪草属,zhe'gu'cao'shu
鹧鸪花属,zhe'gu'hua'shu
鹧鸪麻属,zhe'gu'ma'shu
蔗茅属,zhe'mao'shu
柘属,zhe'shu
针苞菊属,zhen'bao'ju'shu
针晶粟草属,zhen'jing'su'cao'shu
针毛蕨属,zhen'mao'jue'shu
针茅属,zhen'mao'shu
榛属,zhen'shu
真穗草属,zhen'sui'cao'shu
针叶蕨属,zhen'ye'jue'shu
针叶苋属,zhen'ye'xian'shu
针叶藻属,zhen'ye'zao'shu
珍珠菜属,zhen'zhu'cai'shu
珍珠花属,zhen'zhu'hua'shu
珍珠茅属,zhen'zhu'mao'shu
珍珠梅属,zhen'zhu'mei'shu
针子草属,zhen'zi'cao'shu
直瓣苣苔属,zhi'ban'ju'tai'shu
直唇姜属,zhi'chun'jiang'shu
止宫树属,zhi'gong'shu'shu
直果草属,zhi'guo'cao'shu
指甲兰属,zhi'jia'lan'shu
枳椇属,zhi'ju'shu
芝麻菜属,zhi'ma'cai'shu
芝麻属,zhi'ma'shu
直芒草属,zhi'mang'cao'shu
知母属,zhi'mu'shu
治疝草属,zhi'shan'cao'shu
枳属,zhi'shu
止泻木属,zhi'xie'mu'shu
栉叶蒿属,zhi'ye'hao'shu
蜘蛛抱蛋属,zhi'zhu'bao'dan'shu
蜘蛛花属,zhi'zhu'hua'shu
蜘蛛兰属,zhi'zhu'lan'shu
指柱兰属,zhi'zhu'lan'shu
栀子皮属,zhi'zi'pi'shu
栀子属,zhi'zi'shu
肿柄菊属,zhong'bing'ju'shu
钟萼草属,zhong'e'cao'shu
种阜草属,zhong'fu'cao'shu
中国蕨科,zhong'guo'jue'ke
中国蕨属,zhong'guo'jue'shu
钟花草属,zhong'hua'cao'shu
肿荚豆属,zhong'jia'dou'shu
钟山草属,zhong'shan'cao'shu
中文科名,zhong'wen'ke'ming
柊叶属,zhong'ye'shu
重羽菊属,zhong'yu'ju'shu
肿足蕨科,zhong'zu'jue'ke
肿足蕨属,zhong'zu'jue'shu
舟瓣芹属,zhou'ban'qin'shu
帚灯草科,zhou'deng'cao'ke
舟果荠属,zhou'guo'ji'shu
轴果蕨属,zhou'guo'jue'shu
轴花木属,zhou'hua'mu'shu
帚菊属,zhou'ju'shu
轴藜属,zhou'li'shu
轴榈属,zhou'lv'shu
轴脉蕨属,zhou'mai'jue'shu
猪菜藤属,zhu'cai'teng'shu
朱顶红属,zhu'ding'hong'shu
诸葛菜属,zhu'ge'cai'shu
竹根七属,zhu'gen'qi'shu
朱果藤属,zhu'guo'teng'shu
朱红苣苔属,zhu'hong'ju'tai'shu
朱蕉属,zhu'jiao'shu
竹节树属,zhu'jie'shu'shu
竹茎兰属,zhu'jing'lan'shu
珠蕨属,zhu'jue'shu
朱兰属,zhu'lan'shu
猪笼草科,zhu'long'cao'ke
猪笼草属,zhu'long'cao'shu
苎麻属,zhu'ma'shu
猪毛菜属,zhu'mao'cai'shu
蛛毛苣苔属,zhu'mao'ju'tai'shu
猪屎豆属,zhu'shi'dou'shu
蛛网萼属,zhu'wang'e'shu
猪血木属,zhu'xue'mu'shu
猪牙花属,zhu'ya'hua'shu
猪腰豆属,zhu'yao'dou'shu
竹叶吉祥草属,zhu'ye'ji'xiang'cao'shu
竹叶蕉属,zhu'ye'jiao'shu
竹叶蕨属,zhu'ye'jue'shu
竹叶兰属,zhu'ye'lan'shu
竹叶子属,zhu'ye'zi'shu
朱缨花属,zhu'ying'hua'shu
猪油果属,zhu'you'guo'shu
竹芋科,zhu'yu'ke
竹芋属,zhu'yu'shu
珠子木属,zhu'zi'mu'shu
砖子苗属,zhuan'zi'miao'shu
锥果芥属,zhui'guo'jie'shu
锥花属,zhui'hua'shu
锥茅属,zhui'mao'shu
锥属,zhui'shu
锥头麻属,zhui'tou'ma'shu
锥形果属,zhui'xing'guo'shu
紫柄蕨属,zi'bing'jue'shu
紫草科,zi'cao'ke
紫草属,zi'cao'shu
紫丹属,zi'dan'shu
子宫草属,zi'gong'cao'shu
紫花苣苔属,zi'hua'ju'tai'shu
紫金龙属,zi'jin'long'shu
紫金牛科,zi'jin'niu'ke
紫金牛属,zi'jin'niu'shu
紫堇属,zi'jin'shu
紫茎兰属,zi'jing'lan'shu
紫荆木属,zi'jing'mu'shu
紫茎属,zi'jing'shu
紫荆属,zi'jing'shu
紫菊属,zi'ju'shu
紫矿属,zi'kuang'shu
仔榄树属,zi'lan'shu'shu
子楝树属,zi'lian'shu'shu
紫罗兰属,zi'luo'lan'shu
紫麻属,zi'ma'shu
紫茉莉科,zi'mo'li'ke
紫茉莉属,zi'mo'li'shu
紫萍属,zi'ping'shu
紫萁科,zi'qi'ke
紫萁属,zi'qi'shu
紫雀花属,zi'que'hua'shu
孜然芹属,zi'ran'qin'shu
紫伞芹属,zi'san'qin'shu
梓属,zi'shu
紫苏属,zi'su'shu
紫穗槐属,zi'sui'huai'shu
紫檀属,zi'tan'shu
紫藤属,zi'teng'shu
紫筒草属,zi'tong'cao'shu
紫菀木属,zi'wan'mu'shu
紫菀属,zi'wan'shu
紫葳科,zi'wei'ke
紫薇属,zi'wei'shu
紫玉盘属,zi'yu'pan'shu
紫云菜属,zi'yun'cai'shu
紫珠属,zi'zhu'shu
总苞草属,zong'bao'cao'shu
棕榈科,zong'lv'ke
棕榈属,zong'lv'shu
鬃尾草属,zong'wei'cao'shu
粽叶芦属,zong'ye'lu'shu
棕竹属,zong'zhu'shu
足柱兰属,zu'zhu'lan'shu
钻地风属,zuan'di'feng'shu
钻喙兰属,zuan'hui'lan'shu
钻毛蕨属,zuan'mao'jue'shu
钻天柳属,zuan'tian'liu'shu
钻柱兰属,zuan'zhu'lan'shu
醉魂藤属,zui'hun'teng'shu
醉鱼草属,zui'yu'cao'shu
酢浆草科,zuo'jiang'cao'ke
酢浆草属,zuo'jiang'cao'shu
柞木属,zuo'mu'shu
