爱好由来落笔难,ai'hao'you'lai'luo'bi'nan
是知也,shi'zhi'ye
瘦尽春光,shou'jin'chun'guang
瘦尽灯花又一宵,shou'jin'deng'hua'you'yi'xiao
收取关山五十州,shou'qu'guan'shan'wu'shi'zhou
受任于败军之际,shou'ren'yu'bai'jun'zhi'ji
手如柔荑,shou'ru'rou'ti
手挼梅蕊打肩头,shou'ruo'mei'rui'da'jian'tou
受降城外月如霜,shou'xiang'cheng'wai'yue'ru'shuang
受降城远,shou'xiang'cheng'yuan
首询声价,shou'xun'sheng'jia
收之桑榆,shou'zhi'sang'yu
孰不可忍,shu'bu'ke'ren
蜀道之难,shu'dao'zhi'nan
树德务滋,shu'de'wu'zi
书读百遍,shu'du'bai'bian
熟读而精思,shu'du'er'jing'si
熟读深思子自知,shu'du'shen'si'zi'zi'zhi
疏而不漏,shu'er'bu'lou
书愤,shu'fen
数归鸦,shu'gui'ya
书湖阴先生壁,shu'hu'yin'xian'sheng'bi
书江西造口壁,shu'jiang'xi'zao'kou'bi
数尽厌厌雨,shu'jin'yan'yan'yu
孰能无过,shu'neng'wu'guo
孰能无过过而能改,shu'neng'wu'guo'guo'er'neng'gai
书山有路勤为径,shu'shan'you'lu'qin'wei'jing
树头花落未成阴,shu'tou'hua'luo'wei'cheng'yin
蜀相,shu'xiang
树阴照水爱晴柔,shu'yin'zhao'shui'ai'qing'rou
疏影横斜水清浅,shu'ying'heng'xie'shui'qing'qian
疏雨洗遗钿,shu'yu'xi'yi'dian
孰知赋敛之毒有甚是蛇者乎,shu'zhi'fu'lian'zhi'du'you'shen'shi'she'zhe'hu
衰草连天无意绪,shuai'cao'lian'tian'wu'yi'xu
衰杨叶尽丝难尽,shuai'yang'ye'jin'si'nan'jin
霜禽欲下先偷眼,shuang'qin'yu'xia'xian'tou'yan
霜刃未曾试,shuang'ren'wei'ceng'shi
双袖龙钟泪不干,shuang'xiu'long'zhong'lei'bu'gan
霜叶飞,shuang'ye'fei
霜叶红于二月花,shuang'ye'hong'yu'er'yue'hua
霜重鼓寒声不起,shuang'zhong'gu'han'sheng'bu'qi
水不在深,shui'bu'zai'shen
谁吃盘中餐,shui'chi'pan'zhong'can
水村山郭酒旗风,shui'cun'shan'guo'jiu'qi'feng
谁道飘零不可怜,shui'dao'piao'ling'bu'ke'lian
水滴石穿,shui'di'shi'chuan
水调歌头,shui'diao'ge'tou
谁翻乐府凄凉曲,shui'fan'yue'fu'qi'liang'qu
谁复留君住,shui'fu'liu'jun'zhu
水光潋滟晴方好,shui'guang'lian'yan'qing'fang'hao
水何澹澹,shui'he'dan'dan
谁家今夜扁舟子,shui'jia'jin'ye'pian'zhou'zi
谁家新燕啄春泥,shui'jia'xin'yan'zhuo'chun'ni
谁见,shui'jian
谁见薄衫低髻子,shui'jian'bo'shan'di'ji'zi
谁见两眉愁聚倚阑干,shui'jian'liang'mei'chou'ju'yi'lan'gan
水浸碧天清晓,shui'jin'bi'tian'qing'xiao
水晶帘动微风起,shui'jing'lian'dong'wei'feng'qi
谁怜辛苦东阳瘦,shui'lian'xin'ku'dong'yang'shou
水落石出,shui'luo'shi'chu
水面初平云脚低,shui'mian'chu'ping'yun'jiao'di
谁念西风独自凉,shui'nian'xi'feng'du'zi'liang
睡起梳头,shui'qi'shu'tou
水上人歌月下归,shui'shang'ren'ge'yue'xia'gui
水深自有渡船人,shui'shen'zi'you'du'chuan'ren
谁省,shui'sheng
谁言寸草心,shui'yan'cun'cao'xin
水一程,shui'yi'cheng
水悠悠,shui'you'you
水则覆舟,shui'ze'fu'zhou
水则载舟,shui'ze'zai'zhou
谁知盘中餐,shui'zhi'pan'zhong'can
水至清则无鱼,shui'zhi'qing'ze'wu'yu
瞬息浮生,shun'xi'fu'sheng
朔气传金柝,shuo'qi'chuan'jin'tuo
说著分携泪暗流,shuo'zhu'fen'xie'lei'an'liu
似曾相识燕归来,si'ceng'xiang'shi'yan'gui'lai
似曾相识只孤檠,si'ceng'xiang'shi'zhi'gu'qing
思而不学则殆,si'er'bu'xue'ze'dai
死而后已,si'er'hou'yi
思发在花前,si'fa'zai'hua'qian
四海苍生痛苦深,si'hai'cang'sheng'tong'ku'shen
四海无闲田,si'hai'wu'xian'tian
思家步月清宵立,si'jia'bu'yue'qing'xiao'li
思君不见下渝州,si'jun'bu'jian'xia'yu'zhou
思君如满月,si'jun'ru'man'yue
司马昭之心,si'ma'zhao'zhi'xin
似琼台,si'qiong'tai
死去元知万事空,si'qu'yuan'zhi'wan'shi'kong
死去原知万事空,si'qu'yuan'zhi'wan'shi'kong
斯是陋室,si'shi'lou'shi
四时田园杂兴,si'shi'tian'yuan'za'xing
泗水流,si'shui'liu
似西湖燕去,si'xi'hu'yan'qu
死亦为鬼雄,si'yi'wei'gui'xiong
思悠悠,si'you'you
死于安乐,si'yu'an'le
思则有备,si'ze'you'bei
死者长已矣,si'zhe'chang'yi'yi
送杜少府之任蜀州,song'du'shao'fu'zhi'ren'shu'zhou
送孤鸿,song'gu'hong
送归妾,song'gui'qie
松下问童子,song'xia'wen'tong'zi
送遥天,song'yao'tian
送友人,song'you'ren
送元二使安西,song'yuan'er'shi'an'xi
宿汉儿村,su'han'er'cun
宿建德江,su'jian'de'jiang
苏幕遮,su'mu'zhe
宿双林禅院有感,su'shuang'lin'chan'yuan'you'gan
宿新市徐公店,su'xin'shi'xu'gong'dian
随风潜入夜,sui'feng'qian'ru'ye
随风直到夜郎西,sui'feng'zhi'dao'ye'lang'xi
岁寒,sui'han
虽九死其犹未悔,sui'jiu'si'qi'you'wei'hui
虽令不从,sui'ling'bu'cong
岁暮到家,sui'mu'dao'jia
虽能杀画工,sui'neng'sha'hua'gong
虽僻远其何伤,sui'pi'yuan'qi'he'shang
岁岁年年人不同,sui'sui'nian'nian'ren'bu'tong
岁晏知君归不归,sui'yan'zhi'jun'gui'bu'gui
随意春芳歇,sui'yi'chun'fang'xie
孙仲谋处,sun'zhong'mou'chu
所见,suo'jian
唢呐,suo'na
所谓伊人,suo'wei'yi'ren
所以传道受业解惑也,suo'yi'chuan'dao'shou'ye'jie'huo'ye
所以动心忍性,suo'yi'dong'xin'ren'xing
踏遍清秋路,ta'bian'qing'qiu'lu
他得驱驰我得闲,ta'dei'qu'chi'wo'de'xian
踏破铁鞋无觅处,ta'po'tie'xie'wu'mi'chu
他人有心,ta'ren'you'xin
他山之石,ta'shan'zhi'shi
它山之石,ta'shan'zhi'shi
他生知已,ta'sheng'zhi'yi
她在丛中笑,ta'zai'cong'zhong'xiao
踏作花泥透脚香,ta'zuo'hua'ni'tou'jiao'xiang
苔痕上阶绿,tai'hen'shang'jie'lv
抬望眼,tai'wang'yan
叹当时,tan'dang'shi
檀粉慵调,tan'fen'yong'tiao
叹慢磨玉斧,tan'man'mo'yu'fu
潭面无风镜未磨,tan'mian'wu'feng'jing'wei'mo
摊破浣溪沙,tan'po'huan'xi'sha
弹琴复长啸,tan'qin'fu'chang'xiao
叹人生,tan'ren'sheng
谈笑有鸿儒,tan'xiao'you'hong'ru
潭影空人心,tan'ying'kong'ren'xin
唐多令,tang'duo'ling
螳螂捕蝉,tang'lang'bu'chan
桃花庵歌,tao'hua'an'ge
桃花庵下桃花仙,tao'hua'an'xia'tao'hua'xian
桃花流水鳜鱼肥,tao'hua'liu'shui'gui'yu'fei
桃花潭水深千尺,tao'hua'tan'shui'shen'qian'chi
桃花坞里桃花庵,tao'hua'wu'li'tao'hua'an
桃花仙人种桃树,tao'hua'xian'ren'zhong'tao'shu
桃花羞作无情死,tao'hua'xiu'zuo'wu'qing'si
桃花依旧笑春风,tao'hua'yi'jiu'xiao'chun'feng
陶尽门前土,tao'jin'men'qian'tu
桃李不言,tao'li'bu'yan
陶者,tao'zhe
提刀独立顾八荒,ti'dao'du'li'gu'ba'huang
题都城南庄,ti'du'cheng'nan'zhuang
题李凝幽居,ti'li'ning'you'ju
题临安邸,ti'lin'an'di
啼鸟,ti'niao
替人垂泪到天明,ti'ren'chui'lei'dao'tian'ming
题西林壁,ti'xi'lin'bi
提携玉龙为君死,ti'xie'yu'long'wei'jun'si
天便教人,tian'bian'jiao'ren
天苍苍,tian'cang'cang
天长地久有时尽,tian'chang'di'jiu'you'shi'jin
添得黄鹂四五声,tian'de'huang'li'si'wu'sheng
天高任鸟飞,tian'gao'ren'niao'fei
天公簸弄,tian'gong'bo'nong
天光云影共徘徊,tian'guang'yun'ying'gong'pai'huai
天寒白屋贫,tian'han'bai'wu'pin
天街小雨润如酥,tian'jie'xiao'yu'run'ru'su
天阶夜色凉如水,tian'jie'ye'se'liang'ru'shui
天接云涛连晓雾,tian'jie'yun'tao'lian'xiao'wu
天净沙秋思,tian'jing'sha'qiu'si
天门中断楚江开,tian'men'zhong'duan'chu'jiang'kai
天气晚来秋,tian'qi'wan'lai'qiu
天然去雕饰,tian'ran'qu'diao'shi
天若有情天亦老,tian'ruo'you'qing'tian'yi'lao
天上人间,tian'shang'ren'jian
天上人间情一诺,tian'shang'ren'jian'qing'yi'nuo
天生我材必有用,tian'sheng'wo'cai'bi'you'yong
天时不如地利,tian'shi'bu'ru'di'li
天时人事日相催,tian'shi'ren'shi'ri'xiang'cui
天似穹庐,tian'si'qiong'lu
田田翠盖,tian'tian'cui'gai
天网恢恢,tian'wang'hui'hui
天为谁春,tian'wei'shui'chun
天下归心,tian'xia'gui'xin
天下谁人不识君,tian'xia'shei'ren'bu'shi'jun
天下事,tian'xia'shi
天下顺之,tian'xia'shun'zhi
天下为公,tian'xia'wei'gong
天下兴亡,tian'xia'xing'wang
天仙子,tian'xian'zi
天涯芳草,tian'ya'fang'cao
天涯共此时,tian'ya'gong'ci'shi
天涯何处无芳草,tian'ya'he'chu'wu'fang'cao
天涯旧恨,tian'ya'jiu'hen
天涯若比邻,tian'ya'ruo'bi'lin
天意怜幽草,tian'yi'lian'you'cao
天粘衰草,tian'zhan'shuai'cao
天子初未识,tian'zi'chu'wei'shi
天作孽,tian'zuo'nie
铁杵磨成针,tie'chu'mo'cheng'zhen
铁肩担道义,tie'jian'dan'dao'yi
铁马冰河入梦来,tie'ma'bing'he'ru'meng'lai
铁马秋风大散关,tie'ma'qiu'feng'da'san'guan
停杯投箸不能食,ting'bei'tou'zhu'bu'neng'shi
听唱新翻杨柳枝,ting'chang'xin'fan'yang'liu'zhi
停车坐爱枫林晚,ting'che'zuo'ai'feng'lin'wan
听取蛙声一片,ting'qu'wa'sheng'yi'pian
汀上白沙看不见,ting'shang'bai'sha'kan'bu'jian
同到牵牛织女家,tong'dao'qian'niu'zhi'nv'jia
桐花万里丹山路,tong'hua'wan'li'dan'shan'lu
恸哭六军俱缟素,tong'ku'liu'jun'ju'gao'su
同气相求,tong'qi'xiang'qiu
铜雀春深锁二乔,tong'que'chun'shen'suo'er'qiao
同声相应,tong'sheng'xiang'ying
同是宦游人,tong'shi'huan'you'ren
同是天涯沦落人,tong'shi'tian'ya'lun'luo'ren
童孙未解供耕织,tong'sun'wei'jie'gong'geng'zhi
彤霞久绝飞琼字,tong'xia'jiu'jue'fei'qiong'zi
同倚斜阳,tong'yi'xie'yang
桐阴月已西,tong'yin'yue'yi'xi
头白倚寒翠,tou'bai'yi'han'cui
偷采白莲回,tou'cai'bai'lian'hui
透寒金缕鞋,tou'han'jin'lv'xie
投我以桃,tou'wo'yi'tao
偷展湘裙衩,tou'zhan'xiang'qun'cha
头重脚轻根底浅,tou'zhong'jiao'qing'gen'di'qian
土花曾染湘娥黛,tu'hua'ceng'ran'xiang'e'dai
吞长江,tun'chang'jiang
瓦釜雷鸣,wa'fu'lei'ming
外举不弃仇,wai'ju'bu'qi'chou
晚泊孤舟古祠下,wan'bo'gu'zhou'gu'ci'xia
晚泊岳阳,wan'bo'yue'yang
挽弓当挽强,wan'gong'dang'wan'qiang
万径人踪灭,wan'jing'ren'zong'mie
晚来顿觉罗衫薄,wan'lai'dun'jue'luo'shan'bo
晚来风急,wan'lai'feng'ji
万里安能制夷狄,wan'li'an'neng'zhi'yi'di
万里悲秋常作客,wan'li'bei'qiu'chang'zuo'ke
万里长城今犹在,wan'li'chang'cheng'jin'you'zai
万里长征人未还,wan'li'chang'zheng'ren'wei'huan
万里赴戎机,wan'li'fu'rong'ji
万里归船弄长笛,wan'li'gui'chuan'nong'chang'di
万里犹比邻,wan'li'you'bi'lin
万里云帆何时到,wan'li'yun'fan'he'shi'dao
万马齐喑究可哀,wan'ma'qi'yin'jiu'ke'ai
晚秋风景倍凄凉,wan'qiu'feng'jing'bei'qi'liang
万事成蹉跎,wan'shi'cheng'cuo'tuo
万事俱备,wan'shi'ju'bei
万条垂下绿丝绦,wan'tiao'chui'xia'lv'si'tao
万物生光辉,wan'wu'sheng'guang'hui
万物兴歇皆自然,wan'wu'xing'xie'jie'zi'ran
万紫千红总是春,wan'zi'qian'hong'zong'shi'chun
王安石,wang'an'shi
望帝春心托杜鹃,wang'di'chun'xin'tuo'du'juan
望洞庭,wang'dong'ting
亡妇忌日有感,wang'fu'ji'ri'you'gan
望湖楼下水如天,wang'hu'lou'xia'shui'ru'tian
望极春愁,wang'ji'chun'chou
望尽天涯路,wang'jin'tian'ya'lu
往来却恨垂帘碍,wang'lai'que'hen'chui'lian'ai
往来无白丁,wang'lai'wu'bai'ding
望庐山瀑布,wang'lu'shan'pu'bu
望门投止思张俭,wang'men'tou'zhi'si'zhang'jian
王师北定中原日,wang'shi'bei'ding'zhong'yuan'ri
往事成古今,wang'shi'cheng'gu'jin
往事知多少,wang'shi'zhi'duo'shao
王孙自可留,wang'sun'zi'ke'liu
望天门山,wang'tian'men'shan
亡羊补牢,wang'yang'bu'lao
王沂孙,wang'yi'sun
枉用相存,wang'yong'xiang'cun
望岳,wang'yue
枉则直,wang'ze'zhi
往者不可谏,wang'zhe'bu'ke'jian
位卑未敢忘忧国,wei'bei'wei'gan'wang'you'guo
惟别而已矣,wei'bie'er'yi'yi
渭城朝雨浥轻尘,wei'cheng'zhao'yu'yi'qing'chen
微风燕子斜,wei'feng'yan'zi'xie
为赋新词强说愁,wei'fu'xin'ci'qiang'shuo'chou
唯见长江天际流,wei'jian'chang'jiang'tian'ji'liu
惟见长江天际流,wei'jian'chang'jiang'tian'ji'liu
唯觉樽前笑不成,wei'jue'zun'qian'xiao'bu'cheng
惟恐鸟散花飘零,wei'kong'niao'san'hua'piao'ling
为人性僻耽佳句,wei'ren'xing'pi'dan'jia'ju
为山九仞,wei'shan'jiu'ren
为谁频断续,wei'shui'pin'duan'xu
为谁辛苦为谁甜,wei'shui'xin'ku'wei'shui'tian
为他人作嫁衣裳,wei'ta'ren'zuo'jia'yi'shang
为亡妇题照,wei'wang'fu'ti'zhao
未为迟也,wei'wei'chi'ye
微微风簇浪,wei'wei'feng'cu'lang
谓我何求,wei'wo'he'qiu
谓我心忧,wei'wo'xin'you
威武不能屈,wei'wu'bu'neng'qu
惟吾德馨,wei'wu'de'xin
慰西溟,wei'xi'ming
微霞尚满天,wei'xia'shang'man'tian
未许端详,wei'xu'duan'xiang
为伊判作梦中人,wei'yi'pan'zuo'meng'zhong'ren
为伊消得人憔悴,wei'yi'xiao'de'ren'qiao'cui
为伊指点再来缘,wei'yi'zhi'dian'zai'lai'yuan
为有暗香来,wei'you'an'xiang'lai
唯有杜康,wei'you'du'kang
惟有恨,wei'you'hen
惟有泪千行,wei'you'lei'qian'hang
唯有门前镜湖水,wei'you'men'qian'jing'hu'shui
惟有门前镜湖水,wei'you'men'qian'jing'hu'shui
唯有蜻蜓蛱蝶飞,wei'you'qing'ting'jia'die'fei
为有源头活水来,wei'you'yuan'tou'huo'shui'lai
微雨花间画闲,wei'yu'hua'jian'hua'xian
为玉尊,wei'yu'zun
温故而知新,wen'gu'er'zhi'xin
闻官军收河南河北,wen'guan'jun'shou'he'nan'he'bei
问君能有几多愁,wen'jun'neng'you'ji'duo'chou
闻郎江上唱歌声,wen'lang'jiang'shang'chang'ge'sheng
稳耐风波愿始从,wen'nai'feng'bo'yuan'shi'cong
问渠哪得清如许,wen'qu'na'de'qing'ru'xu
问渠那得清如许,wen'qu'na'de'qing'ru'xu
闻说鸡鸣见日升,wen'shuo'ji'ming'jian'ri'sheng
文武之道,wen'wu'zhi'dao
问姓惊初见,wen'xing'jing'chu'jian
问言与谁餐,wen'yan'yu'shui'can
文章本天成,wen'zhang'ben'tian'cheng
文章何处哭秋风,wen'zhang'he'chu'ku'qiu'feng
文章合为时而著,wen'zhang'he'wei'shi'er'zhu
文章千古事,wen'zhang'qian'gu'shi
闻者足戒,wen'zhe'zu'jie
我本将心向明月,wo'ben'jiang'xin'xiang'ming'yue
我寄愁心与明月,wo'ji'chou'xin'yu'ming'yue
我家洗砚池头树,wo'jia'xi'yan'chi'tou'shu
卧看牵牛织女星,wo'kan'qian'niu'zhi'nv'xing
卧看桃叶送兰舟,wo'kan'tao'ye'song'lan'zhou
我劝天公重抖擞,wo'quan'tian'gong'chong'dou'sou
我生待明日,wo'sheng'dai'ming'ri
卧闻岳阳城里钟,wo'wen'yue'yang'cheng'li'zhong
我笑他人看不穿,wo'xiao'ta'ren'kan'bu'chuan
我言秋日胜春朝,wo'yan'qiu'ri'sheng'chun'zhao
我有嘉宾,wo'you'jia'bin
我有迷魂招不得,wo'you'mi'hun'zhao'bu'de
我欲乘风归去,wo'yu'cheng'feng'gui'qu
我遭谗口身落此,wo'zao'chan'kou'shen'luo'ci
我自横刀向天笑,wo'zi'heng'dao'xiang'tian'xiao
我自中宵成转侧,wo'zi'zhong'xiao'cheng'zhuan'ce
无边光景一时新,wu'bian'guang'jing'yi'shi'xin
无边落木萧萧下,wu'bian'luo'mu'xiao'xiao'xia
无边丝雨细如愁,wu'bian'si'yu'xi'ru'chou
吾不能变心以从俗兮,wu'bu'neng'bian'xin'yi'cong'su'xi
无处不伤心,wu'chu'bu'shang'xin
吴楚东南坼,wu'chu'dong'nan'che
无处话凄凉,wu'chu'hua'qi'liang
无端却被西风误,wu'duan'que'bei'xi'feng'wu
午风吹断江南梦,wu'feng'chui'duan'jiang'nan'meng
五更依旧落花朝,wu'geng'yi'jiu'luo'hua'chao
吴馆巢荒,wu'guan'chao'huang
呜呼,wu'hu
五湖料理,wu'hu'liao'li
无花无酒锄作田,wu'hua'wu'jiu'chu'zuo'tian
吾家洗砚池头树,wu'jia'xi'yan'chi'tou'shu
吾将上下而求索,wu'jiang'shang'xia'er'qiu'suo
无可奈何花落去,wu'ke'nai'he'hua'luo'qu
舞鹍镜匣开频掩,wu'kun'jing'xia'kai'pin'yan
无力蔷薇卧晓枝,wu'li'qiang'wei'wo'xiao'zhi
勿临渴而掘井,wu'lin'ke'er'jue'jing
无那尘缘容易绝,wu'na'chen'yuan'rong'yi'jue
五千仞岳山摩天,wu'qian'ren'yue'shan'mo'tian
五千仞岳上摩天,wu'qian'ren'yue'shang'mo'tian
物情无巨细,wu'qing'wu'ju'xi
无情野火,wu'qing'ye'huo
乌鹊南飞,wu'que'nan'fei
无人知是荔枝来,wu'ren'zhi'shi'li'zhi'lai
误入藕花深处,wu'ru'ou'hua'shen'chu
吴山点点愁,wu'shan'dian'dian'chou
屋上无片瓦,wu'shang'wu'pian'wa
吾生也有涯,wu'sheng'ye'you'ya
物是人非事事休,wu'shi'ren'fei'shi'shi'xiu
勿施于人,wu'shi'yu'ren
无题,wu'ti
无为有处有还无,wu'wei'you'chu'you'hai'wu
无为在歧路,wu'wei'zai'qi'lu
吴文英,wu'wen'ying
无物似情浓,wu'wu'si'qing'nong
无限风光尽被占,wu'xian'feng'guang'jin'bei'zhan
无言暗将红泪弹,wu'yan'an'jiang'hong'lei'dan
无言独上西楼,wu'yan'du'shang'xi'lou
午夜鹣鹣梦早醒,wu'ye'jian'jian'meng'zao'xing
无意插柳柳成阴,wu'yi'cha'liu'liu'cheng'yin
勿以恶小而为之,wu'yi'e'xiao'er'wei'zhi
无意苦争春,wu'yi'ku'zheng'chun
物以类聚,wu'yi'lei'ju
勿以善小而不为,wu'yi'shan'xiao'er'bu'wei
乌衣巷,wu'yi'xiang
乌衣巷口夕阳斜,wu'yi'xiang'kou'xi'yang'xie
无以至千里,wu'yi'zhi'qian'li
无因系得兰舟住,wu'yin'xi'de'lan'zhou'zhu
无语问添衣,wu'yu'wen'tian'yi
无语怨东风,wu'yu'yuan'dong'feng
无欲则刚,wu'yu'ze'gang
无缘对面不相逢,wu'yuan'dui'mian'bu'xiang'feng
西北望长安,xi'bei'wang'chang'an
夕贬潮阳路八千,xi'bian'chao'yang'lu'ba'qian
西出阳关无故人,xi'chu'yang'guan'wu'gu'ren
西窗又吹暗雨,xi'chuang'you'chui'an'yu
戏答元珍,xi'da'yuan'zhen
西风恶,xi'feng'e
西风鸣络纬,xi'feng'ming'luo'wei
西风浊酒惨离颜,xi'feng'zhuo'jiu'can'li'yan
西河,xi'he
西湖春感,xi'hu'chun'gan
西湖歌舞几时休,xi'hu'ge'wu'ji'shi'xiu
西江月夜行黄沙道中,xi'jiang'yue'ye'xing'huang'sha'dao'zhong
淅沥暗飘金井叶,xi'li'an'piao'jin'jing'ye
昔人已乘黄鹤去,xi'ren'yi'cheng'huang'he'qu
西塞山前白鹭飞,xi'sai'shan'qian'bai'lu'fei
溪上青青草,xi'shang'qing'qing'cao
夕死可矣,xi'si'ke'yi
溪头卧剥莲蓬,xi'tou'wo'bo'lian'peng
昔我往矣,xi'wo'wang'yi
夕夕都成玦,xi'xi'dou'cheng'jue
昔昔都成玦,xi'xi'dou'cheng'jue
系向牛头充炭直,xi'xiang'niu'tou'chong'tan'zhi
夕阳吹角,xi'yang'chui'jiao
夕阳村落解鞍鞯,xi'yang'cun'luo'jie'an'jian
夕阳岛外,xi'yang'dao'wai
夕阳何事近黄昏,xi'yang'he'shi'jin'huang'hun
夕阳谁唤下楼梯,xi'yang'shui'huan'xia'lou'ti
夕阳无限好,xi'yang'wu'xian'hao
夕阳无限山,xi'yang'wu'xian'shan
夕阳西下,xi'yang'xi'xia
夕阳箫鼓几船归,xi'yang'xiao'gu'ji'chuan'gui
细雨骑驴入剑门,xi'yu'qi'lv'ru'jian'men
细雨鱼儿出,xi'yu'yu'er'chu
溪云初起日沉阁,xi'yun'chu'qi'ri'chen'ge
系在红罗襦,xi'zai'hong'luo'ru
系舟岳阳城下树,xi'zhou'yue'yang'cheng'xia'shu
下笔如有神,xia'bi'ru'you'shen
夏日绝句,xia'ri'jue'ju
下自成蹊,xia'zi'cheng'xi
闲愁万种,xian'chou'wan'zhong
衔恨愿为天上月,xian'hen'yuan'wei'tian'shang'yue
闲教玉笼鹦鹉念郎诗,xian'jiao'yu'long'ying'wu'nian'lang'shi
闲阶小立倍荒凉,xian'jie'xiao'li'bei'huang'liang
闲居少邻并,xian'ju'shao'lin'bing
鲜克有终,xian'ke'you'zhong
闲敲棋子落灯花,xian'qiao'qi'zi'luo'deng'hua
仙人垂两足,xian'ren'chui'liang'zu
先天下之忧而忧,xian'tian'xia'zhi'you'er'you
衔远山,xian'yuan'shan
纤月黄昏庭院,xian'yue'huang'hun'ting'yuan
纤云弄巧,xian'yun'nong'qiao
乡村四月,xiang'cun'si'yue
乡村四月闲人少,xiang'cun'si'yue'xian'ren'shao
想当年,xiang'dang'nian
相对忘贫,xiang'dui'wang'pin
相逢不语,xiang'feng'bu'yu
相逢何必曾相识,xiang'feng'he'bi'ceng'xiang'shi
想芙蓉湖上悠悠,xiang'fu'rong'hu'shang'you'you
相顾无相识,xiang'gu'wu'xiang'shi
相顾无言,xiang'gu'wu'yan
相煎何太急,xiang'jian'he'tai'ji
相见欢,xiang'jian'huan
相见时难别亦难,xiang'jian'shi'nan'bie'yi'nan
相看两不厌,xiang'kan'liang'bu'yan
向年光有限身,xiang'nian'guang'you'xian'shen
香如雾,xiang'ru'wu
相思,xiang'si
相思相望不相亲,xiang'si'xiang'wang'bu'xiang'qin
相思意,xiang'si'yi
向晚意不适,xiang'wan'yi'bu'shi
香雾云鬟湿,xiang'wu'yun'huan'shi
香销被冷残灯灭,xiang'xiao'bei'leng'can'deng'mie
香销轻梦还,xiang'xiao'qing'meng'hai
向阳花木易逢春,xiang'yang'hua'mu'yi'feng'chun
向阳花木易为春,xiang'yang'hua'mu'yi'wei'chun
向阳花木早逢春,xiang'yang'hua'mu'zao'feng'chun
乡音未改鬓毛衰,xiang'yin'wei'gai'bin'mao'shuai
乡音无改鬓毛衰,xiang'yin'wu'gai'bin'mao'shuai
相知砧杵,xiang'zhi'zhen'chu
项庄舞剑,xiang'zhuang'wu'jian
小池,xiao'chi
晓出净慈寺送林子方,xiao'chu'jing'ci'si'song'lin'zi'fang
小儿垂钓,xiao'er'chui'diao
箫鼓追随春社近,xiao'gu'zhui'sui'chun'she'jin
小荷才露尖尖角,xiao'he'cai'lu'jian'jian'jiao
晓驾炭车辗冰辙,xiao'jia'tan'che'zhan'bing'zhe
晓镜但愁云鬓改,xiao'jing'dan'chou'yun'bin'gai
小径红稀,xiao'jing'hong'xi
晓看红湿处,xiao'kan'hong'shi'chu
小扣柴扉久不开,xiao'kou'chai'fei'jiu'bu'kai
晓来谁染霜林醉总是离人泪,xiao'lai'shui'ran'shuang'lin'zui'zong'shi'li'ren'lei
小阑干外寂无声,xiao'lan'gan'wai'ji'wu'sheng
小立恨因谁,xiao'li'hen'yin'shui
小立樱桃下,xiao'li'ying'tao'xia
小楼一夜听风雨,xiao'lou'yi'ye'ting'feng'yu
小楼昨夜又东风,xiao'lou'zuo'ye'you'dong'feng
小屏山色远,xiao'ping'shan'se'yuan
小桥流水人家,xiao'qiao'liu'shui'ren'jia
小桥外,xiao'qiao'wai
小人常戚戚,xiao'ren'chang'qi'qi
小人长戚戚,xiao'ren'chang'qi'qi
小人之交甘若醴,xiao'ren'zhi'jiao'gan'ruo'li
小时不识月,xiao'shi'bu'shi'yue
消瘦尽,xiao'shou'jin
消瘦损,xiao'shou'sun
萧寺怜君,xiao'si'lian'jun
笑谈渴饮匈奴血,xiao'tan'ke'yin'xiong'nu'xue
小娃撑小艇,xiao'wa'cheng'xiao'ting
笑问客从何处来,xiao'wen'ke'cong'he'chu'lai
小溪泛尽却山行,xiao'xi'fan'jin'que'shan'xing
消息竟沉沉,xiao'xi'jing'chen'chen
消息谁传到拒霜,xiao'xi'shui'chuan'dao'ju'shuang
小弦切切如私语,xiao'xian'qie'qie'ru'si'yu
萧萧班马鸣,xiao'xiao'ban'ma'ming
萧萧黄叶闭疏窗,xiao'xiao'huang'ye'bi'shu'chuang
萧萧几叶风兼雨,xiao'xiao'ji'ye'feng'jian'yu
萧萧梧叶送寒声,xiao'xiao'wu'ye'song'han'sheng
潇潇雨歇,xiao'xiao'yu'xie
小轩窗,xiao'xuan'chuang
小院新凉,xiao'yuan'xin'liang
小晕红潮,xiao'yun'hong'chao
小舟从此逝,xiao'zhou'cong'ci'shi
屧粉秋蛩扫,xie'fen'qiu'qiong'sao
屧粉衣香何处,xie'fen'yi'xiang'he'chu
斜风细雨不须归,xie'feng'xi'yu'bu'xu'gui
斜光到晓穿朱户,xie'guang'dao'xiao'chuan'zhu'hu
谢家庭院残更立,xie'jia'ting'yuan'can'geng'li
斜溜鬟心只凤翘,xie'liu'huan'xin'zhi'feng'qiao
斜阳正在,xie'yang'zheng'zai
斜倚画屏思往事,xie'yi'hua'ping'si'wang'shi
斜月沉沉藏海雾,xie'yue'chen'chen'cang'hai'wu
心病终须心药医,xin'bing'zhong'xu'xin'yao'yi
新春偷向柳梢归,xin'chun'tou'xiang'liu'shao'gui
信得羽衣传钿合,xin'de'yu'yi'chuan'dian'he
信古来,xin'gu'lai
心灰尽,xin'hui'jin
新开棋轩呈元珍表臣,xin'kai'qi'xuan'cheng'yuan'zhen'biao'chen
辛苦遭逢起一经,xin'ku'zao'feng'qi'yi'jing
