阿保之功,a'bao'zhi'gong
杯盘狼籍,bei'pan'lang'ji
杯盘狼藉,bei'pan'lang'ji
背前面后,bei'qian'mian'hou
背曲腰躬,bei'qu'yao'gong
贝阙珠宫,bei'que'zhu'gong
倍日并行,bei'ri'bing'xing
悖入悖出,bei'ru'bei'chu
背若芒刺,bei'ruo'mang'ci
背山起楼,bei'shan'qi'lou
杯蛇鬼车,bei'she'gui'che
杯蛇幻影,bei'she'huan'ying
卑身贱体,bei'shen'jian'ti
悲声载道,bei'sheng'zai'dao
杯水车薪,bei'shui'che'xin
背水一战,bei'shui'yi'zhan
杯水舆薪,bei'shui'yu'xin
杯水之谢,bei'shui'zhi'xie
北叟失马,bei'sou'shi'ma
悲天悯人,bei'tian'min'ren
悲痛欲绝,bei'tong'yu'jue
备位充数,bei'wei'chong'shu
悲喜交集,bei'xi'jiao'ji
背乡离井,bei'xiang'li'jing
背信弃义,bei'xin'qi'yi
卑以自牧,bei'yi'zi'mu
北辕适楚,bei'yuan'shi'chu
北辙南辕,bei'zhe'nan'yuan
杯中蛇影,bei'zhong'she'ying
杯中之物,bei'zhong'zhi'wu
本固邦宁,ben'gu'bang'ning
笨口拙舌,ben'kou'zhuo'she
本末倒置,ben'mo'dao'zhi
坌鸟先飞,ben'niao'xian'fei
笨鸟先飞,ben'niao'xian'fei
本同末离,ben'tong'mo'li
本同末异,ben'tong'mo'yi
本乡本土,ben'xiang'ben'tu
本相毕露,ben'xiang'bi'lu
本小利微,ben'xiao'li'wei
本性难移,ben'xing'nan'yi
奔轶绝尘,ben'yi'jue'chen
奔逸绝尘,ben'yi'jue'chen
本枝百世,ben'zhi'bai'shi
奔走呼号,ben'zou'hu'hao
奔走相告,ben'zou'xiang'gao
奔走之友,ben'zou'zhi'you
奔走钻营,ben'zou'zuan'ying
笨嘴笨舌,ben'zui'ben'she
笨嘴拙舌,ben'zui'zhuo'she
笔饱墨酣,bi'bao'mo'han
比比皆是,bi'bi'jie'shi
必不得已,bi'bu'de'yi
逼不得已,bi'bu'de'yi
匕鬯不惊,bi'chang'bu'jing
弊车羸马,bi'che'lei'ma
彼此彼此,bi'ci'bi'ci
蔽聪塞明,bi'cong'se'ming
笔大如椽,bi'da'ru'chuan
笔底春风,bi'di'chun'feng
鼻端出火,bi'duan'chu'huo
避而不谈,bi'er'bu'tan
笔伐口诛,bi'fa'kou'zhu
敝盖不弃,bi'gai'bu'qi
笔歌墨舞,bi'ge'mo'wu
笔耕砚田,bi'geng'yan'tian
必恭必敬,bi'gong'bi'jing
毕恭毕敬,bi'gong'bi'jing
必躬必亲,bi'gong'bi'qin
敝鼓丧豚,bi'gu'sang'tun
闭关自守,bi'guan'zi'shou
避害就利,bi'hai'jiu'li
碧海青天,bi'hai'qing'tian
笔酣墨饱,bi'han'mo'bao
笔翰如流,bi'han'ru'liu
璧合珠联,bi'he'zhu'lian
闭户读书,bi'hu'du'shu
比户可封,bi'hu'ke'feng
避祸就福,bi'huo'jiu'fu
避迹藏时,bi'ji'cang'shi
避迹违心,bi'ji'wei'xin
比肩叠迹,bi'jian'die'ji
比肩迭迹,bi'jian'die'ji
比肩迭踵,bi'jian'die'zhong
比肩而立,bi'jian'er'li
比肩继踵,bi'jian'ji'zhong
比肩接踵,bi'jian'jie'zhong
比肩齐声,bi'jian'qi'sheng
壁间蛇影,bi'jian'she'ying
彼竭我盈,bi'jie'wo'ying
弊绝风清,bi'jue'feng'qing
避君三舍,bi'jun'san'she
避坑落井,bi'keng'luo'jing
鼻孔朝天,bi'kong'chao'tian
鼻孔辽天,bi'kong'liao'tian
碧空万里,bi'kong'wan'li
闭口捕舌,bi'kou'bu'she
闭口不言,bi'kou'bu'yan
闭口藏舌,bi'kou'cang'she
壁垒森严,bi'lei'sen'yan
鄙俚浅陋,bi'li'qian'lou
壁立千仞,bi'li'qian'ren
毕力同心,bi'li'tong'xin
比量齐观,bi'liang'qi'guan
逼良为娼,bi'liang'wei'chang
筚路蓝缕,bi'lu'lan'lv
筚路褴褛,bi'lu'lan'lv
碧落黄泉,bi'luo'huang'quan
闭门不出,bi'men'bu'chu
闭门不纳,bi'men'bu'na
闭门读书,bi'men'du'shu
闭门合辙,bi'men'he'zhe
闭门觅句,bi'men'mi'ju
闭门却轨,bi'men'que'gui
闭门却扫,bi'men'que'sao
闭门思过,bi'men'si'guo
闭门思愆,bi'men'si'qian
闭门投辖,bi'men'tou'xia
闭门谢客,bi'men'xie'ke
闭门造车,bi'men'zao'che
避面尹邢,bi'mian'yin'xing
蔽明塞聪,bi'ming'se'cong
笔墨官司,bi'mo'guan'si
笔墨之林,bi'mo'zhi'lin
笔墨纸砚,bi'mo'zhi'yan
比目连枝,bi'mu'lian'zhi
闭目塞听,bi'mu'se'ting
避难就易,bi'nan'jiu'yi
避溺山隅,bi'ni'shan'yu
比年不登,bi'nian'bu'deng
避其锐气,bi'qi'rui'qi
避强击弱,bi'qiang'ji'ruo
鼻青脸肿,bi'qing'lian'zhong
鼻青眼肿,bi'qing'yan'zhong
比权量力,bi'quan'liang'li
避让贤路,bi'rang'xian'lu
避人耳目,bi'ren'er'mu
逼人太甚,bi'ren'tai'shen
蔽日干云,bi'ri'gan'yun
蔽日遮天,bi'ri'zhe'tian
髀肉复生,bi'rou'fu'sheng
笔扫千军,bi'sao'qian'jun
闭塞眼睛捉麻雀,bi'se'yan'jing'zhuo'ma'que
逼上梁山,bi'shang'liang'shan
避实击虚,bi'shi'ji'xu
避世金马,bi'shi'jin'ma
避实就虚,bi'shi'jiu'xu
避世墙东,bi'shi'qiang'dong
比手划脚,bi'shou'hua'jiao
避俗趋新,bi'su'qu'xin
敝帷不弃,bi'wei'bu'qi
比物此志,bi'wu'ci'zhi
比屋可封,bi'wu'ke'feng
鼻息如雷,bi'xi'ru'lei
笔下超生,bi'xia'chao'sheng
笔下生花,bi'xia'sheng'hua
比下有余,bi'xia'you'yu
避凶趋吉,bi'xiong'qu'ji
碧血丹心,bi'xue'dan'xin
必也正名,bi'ye'zheng'ming
俾夜作昼,bi'ye'zuo'zhou
鄙夷不屑,bi'yi'bu'xie
敝衣粝食,bi'yi'li'shi
比翼连枝,bi'yi'lian'zhi
比翼齐飞,bi'yi'qi'fei
弊衣蔬食,bi'yi'shu'shi
比翼双飞,bi'yi'shuang'fei
臂有四肘,bi'you'si'zhou
必由之路,bi'you'zhi'lu
鄙于不屑,bi'yu'bu'xie
闭月羞花,bi'yue'xiu'hua
必争之地,bi'zheng'zhi'di
避之若浼,bi'zhi'ruo'mei
避重就轻,bi'zhong'jiu'qing
敝帚千金,bi'zhou'qian'jin
弊帚自珍,bi'zhou'zi'zhen
敝帚自珍,bi'zhou'zi'zhen
俾昼作夜,bi'zhou'zuo'ye
笔诛墨伐,bi'zhu'mo'fa
笔走龙蛇,bi'zou'long'she
婢作夫人,bi'zuo'fu'ren
璧坐玑驰,bi'zuo'ji'chi
变本加厉,bian'ben'jia'li
辩才无碍,bian'cai'wu'ai
鞭长不及,bian'chang'bu'ji
鞭长莫及,bian'chang'mo'ji
边尘不惊,bian'chen'bu'jing
遍地开花,bian'di'kai'hua
变动不居,bian'dong'bu'ju
变躬迁席,bian'gong'qian'xi
变古乱常,bian'gu'luan'chang
变故易常,bian'gu'yi'chang
变化不测,bian'hua'bu'ce
变化多端,bian'hua'duo'duan
变化莫测,bian'hua'mo'ce
变化无穷,bian'hua'wu'qiong
变幻莫测,bian'huan'mo'ce
变幻无常,bian'huan'wu'chang
变幻无穷,bian'huan'wu'qiong
变脸变色,bian'lian'bian'se
鞭辟入里,bian'pi'ru'li
辨日炎凉,bian'ri'yan'liang
变色之言,bian'se'zhi'yan
变生不测,bian'sheng'bu'ce
变生肘腋,bian'sheng'zhou'ye
遍体鳞伤,bian'ti'lin'shang
变危为安,bian'wei'wei'an
辨物居方,bian'wu'ju'fang
变心易虑,bian'xin'yi'lv
便宜从事,bian'yi'cong'shi
便宜行事,bian'yi'xing'shi
砭庸针俗,bian'yong'zhen'su
彪炳千古,biao'bing'qian'gu
膘肥体壮,biao'fei'ti'zhuang
表里不一,biao'li'bu'yi
表里如一,biao'li'ru'yi
表里山河,biao'li'shan'he
表里为奸,biao'li'wei'jian
表里相应,biao'li'xiang'ying
表里一致,biao'li'yi'zhi
摽梅之年,biao'mei'zhi'nian
表面文章,biao'mian'wen'zhang
标新创异,biao'xin'chuang'yi
标新立异,biao'xin'li'yi
标新领异,biao'xin'ling'yi
彪形大汉,biao'xing'da'han
别抱琵琶,bie'bao'pi'pa
别出机杼,bie'chu'ji'zhu
别出心裁,bie'chu'xin'cai
别出新裁,bie'chu'xin'cai
别出新意,bie'chu'xin'yi
别创一格,bie'chuang'yi'ge
别风淮雨,bie'feng'huai'yu
别鹤孤鸾,bie'he'gu'luan
别具慧眼,bie'ju'hui'yan
别具匠心,bie'ju'jiang'xin
别居异财,bie'ju'yi'cai
别具一格,bie'ju'yi'ge
别具只眼,bie'ju'zhi'yan
别开生面,bie'kai'sheng'mian
别开蹊径,bie'kai'xi'jing
别来无恙,bie'lai'wu'yang
别树一旗,bie'shu'yi'qi
别树一帜,bie'shu'yi'zhi
别无长物,bie'wu'chang'wu
别无出路,bie'wu'chu'lu
别无二致,bie'wu'er'zhi
别无他物,bie'wu'ta'wu
别有洞天,bie'you'dong'tian
别有风趣,bie'you'feng'qu
别有风味,bie'you'feng'wei
别有人间,bie'you'ren'jian
别有天地,bie'you'tian'di
别有心肠,bie'you'xin'chang
别有心肝,bie'you'xin'gan
别有用心,bie'you'yong'xin
别有滋味,bie'you'zi'wei
别作一眼,bie'zuo'yi'yan
彬彬济济,bin'bin'ji'ji
彬彬有礼,bin'bin'you'li
宾饯日月,bin'jian'ri'yue
宾客如云,bin'ke'ru'yun
宾客盈门,bin'ke'ying'men
宾客迎门,bin'ke'ying'men
鬓乱钗横,bin'luan'chai'heng
宾朋满座,bin'peng'man'zuo
宾至如归,bin'zhi'ru'gui
兵败如山倒,bing'bai'ru'shan'dao
病病歪歪,bing'bing'wai'wai
兵不接刃,bing'bu'jie'ren
兵不污刃,bing'bu'wu'ren
兵不血刃,bing'bu'xue'ren
兵不厌权,bing'bu'yan'quan
兵不厌诈,bing'bu'yan'zha
兵不由将,bing'bu'you'jiang
兵出无名,bing'chu'wu'ming
病从口入,bing'cong'kou'ru
并蒂芙蓉,bing'di'fu'rong
兵多将广,bing'duo'jiang'guang
兵多者败,bing'duo'zhe'bai
兵戈扰攘,bing'ge'rao'rang
秉公办理,bing'gong'ban'li
秉公无私,bing'gong'wu'si
病骨支离,bing'gu'zhi'li
兵贵神速,bing'gui'shen'su
兵贵先声,bing'gui'xian'sheng
病国殃民,bing'guo'yang'min
冰寒于水,bing'han'yu'shui
兵慌马乱,bing'huang'ma'luan
兵荒马乱,bing'huang'ma'luan
冰魂素魄,bing'hun'su'po
冰魂雪魄,bing'hun'xue'po
病急乱投医,bing'ji'luan'tou'yi
丙吉问牛,bing'ji'wen'niu
冰肌雪肠,bing'ji'xue'chang
冰肌玉骨,bing'ji'yu'gu
并驾齐驱,bing'jia'qi'qu
冰解冻释,bing'jie'dong'shi
冰洁玉清,bing'jie'yu'qing
冰洁渊清,bing'jie'yuan'qing
兵精粮足,bing'jing'liang'zu
秉钧当轴,bing'jun'dang'zhou
兵来将挡,bing'lai'jiang'dang
兵连祸接,bing'lian'huo'jie
兵连祸结,bing'lian'huo'jie
兵临城下,bing'lin'cheng'xia
病魔缠身,bing'mo'chan'shen
屏气敛息,bing'qi'lian'xi
屏气凝神,bing'qi'ning'shen
屏气慑息,bing'qi'she'xi
兵强将勇,bing'qiang'jiang'yong
兵强马壮,bing'qiang'ma'zhuang
兵强则灭,bing'qiang'ze'mie
冰清水冷,bing'qing'shui'leng
冰清玉润,bing'qing'yu'run
并驱争先,bing'qu'zheng'xian
并日而食,bing'ri'er'shi
并容徧覆,bing'rong'bian'fu
兵戎相见,bing'rong'xiang'jian
病入膏肓,bing'ru'gao'huang
病入骨髓,bing'ru'gu'sui
炳如日星,bing'ru'ri'xing
冰山难靠,bing'shan'nan'kao
屏声息气,bing'sheng'xi'qi
冰炭不同炉,bing'tan'bu'tong'lu
冰炭不同器,bing'tan'bu'tong'qi
冰炭不投,bing'tan'bu'tou
冰炭不相容,bing'tan'bu'xiang'rong
冰天雪地,bing'tian'xue'di
冰天雪窖,bing'tian'xue'jiao
兵微将寡,bing'wei'jiang'gua
秉文兼武,bing'wen'jian'wu
兵闻拙速,bing'wen'zhuo'su
兵无常势,bing'wu'chang'shi
兵无常形,bing'wu'chang'xing
冰消瓦解,bing'xiao'wa'jie
冰消雪释,bing'xiao'xue'shi
冰心一片,bing'xin'yi'pian
并行不悖,bing'xing'bu'bei
兵行诡道,bing'xing'gui'dao
禀性难移,bing'xing'nan'yi
兵凶战危,bing'xiong'zhan'wei
冰雪聪明,bing'xue'cong'ming
冰雪严寒,bing'xue'yan'han
秉要执本,bing'yao'zhi'ben
病由口入,bing'you'kou'ru
秉烛待旦,bing'zhu'dai'dan
炳烛夜游,bing'zhu'ye'you
秉烛夜游,bing'zhu'ye'you
跛鳖千里,bo'bie'qian'li
博采众长,bo'cai'zhong'chang
博采众议,bo'cai'zhong'yi
拨草寻蛇,bo'cao'xun'she
拨草瞻风,bo'cao'zhan'feng
剥床及肤,bo'chuang'ji'fu
博大精深,bo'da'jing'shen
伯道无儿,bo'dao'wu'er
博而不精,bo'er'bu'jing
博而寡要,bo'er'gua'yao
伯歌季舞,bo'ge'ji'wu
博古通今,bo'gu'tong'jin
波光粼粼,bo'guang'lin'lin
波骇云属,bo'hai'yun'zhu
薄寒中人,bo'han'zhong'ren
剥极必复,bo'ji'bi'fu
薄技在身,bo'ji'zai'shen
剥茧抽丝,bo'jian'chou'si
波谲云诡,bo'jue'yun'gui
播糠眯目,bo'kang'mi'mu
博览古今,bo'lan'gu'jin
波澜老成,bo'lan'lao'cheng
博览群书,bo'lan'qun'shu
波澜壮阔,bo'lan'zhuang'kuo
伯劳飞燕,bo'lao'fei'yan
伯乐相马,bo'le'xiang'ma
伯乐一顾,bo'le'yi'gu
波路壮阔,bo'lu'zhuang'kuo
拨乱反正,bo'luan'fan'zheng
拨乱反治,bo'luan'fan'zhi
波罗塞戏,bo'luo'sai'xi
波罗奢花,bo'luo'she'hua
薄命佳人,bo'ming'jia'ren
薄暮冥冥,bo'mu'ming'ming
搏牛之虻,bo'niu'zhi'meng
播弄是非,bo'nong'shi'fei
博洽多闻,bo'qia'duo'wen
薄情无义,bo'qing'wu'yi
勃然变色,bo'ran'bian'se
勃然大怒,bo'ran'da'nu
勃然奋励,bo'ran'fen'li
博识多通,bo'shi'duo'tong
博施济众,bo'shi'ji'zhong
博士买驴,bo'shi'mai'lv
搏手无策,bo'shou'wu'ce
波涛汹涌,bo'tao'xiong'yong
博通经籍,bo'tong'jing'ji
簸土扬沙,bo'tu'yang'sha
拨万论千,bo'wan'lun'qian
拨万轮千,bo'wan'lun'qian
博闻强记,bo'wen'qiang'ji
博闻强志,bo'wen'qiang'zhi
博闻强识,bo'wen'qiang'zhi
博文约礼,bo'wen'yue'li
博物君子,bo'wu'jun'zi
博物洽闻,bo'wu'qia'wen
薄物细故,bo'wu'xi'gu
渤澥桑田,bo'xie'sang'tian
博学多才,bo'xue'duo'cai
博学多闻,bo'xue'duo'wen
博学洽闻,bo'xue'qia'wen
伯埙仲篪,bo'xun'zhong'chi
博弈犹贤,bo'yi'you'xian
拨雨撩云,bo'yu'liao'yun
伯玉知非,bo'yu'zhi'fei
拨云睹日,bo'yun'du'ri
拨云见日,bo'yun'jian'ri
拨云撩雨,bo'yun'liao'yu
拨云雾见青天,bo'yun'wu'jian'qing'tian
伯仲之间,bo'zhong'zhi'jian
拨嘴撩牙,bo'zui'liao'ya
不安其室,bu'an'qi'shi
不安于室,bu'an'yu'shi
不安于位,bu'an'yu'wei
不拔一毛,bu'ba'yi'mao
不拔之志,bu'ba'zhi'zhi
不败之地,bu'bai'zhi'di
不白之冤,bu'bai'zhi'yuan
不卑不亢,bu'bei'bu'kang
不避斧钺,bu'bi'fu'yue
不避艰险,bu'bi'jian'xian
不避汤火,bu'bi'tang'huo
不辨菽麦,bu'bian'shu'mai
不便水土,bu'bian'shui'tu
不辨真伪,bu'bian'zhen'wei
布帛菽粟,bu'bo'shu'su
步步登高,bu'bu'deng'gao
步步高升,bu'bu'gao'sheng
步步莲花,bu'bu'lian'hua
步步生莲花,bu'bu'sheng'lian'hua
步步为营,bu'bu'wei'ying
不测之忧,bu'ce'zhi'you
不茶不饭,bu'cha'bu'fan
不差毫发,bu'cha'hao'fa
不差毫厘,bu'cha'hao'li
不差累黍,bu'cha'lei'shu
不差上下,bu'cha'shang'xia
不臣之心,bu'chen'zhi'xin
不成方圆,bu'cheng'fang'yuan
不成体统,bu'cheng'ti'tong
不逞之徒,bu'cheng'zhi'tu
不痴不聋,bu'chi'bu'long
不啻天渊,bu'chi'tian'yuan
不耻下问,bu'chi'xia'wen
不吃烟火食,bu'chi'yan'huo'shi
不齿于人,bu'chi'yu'ren
不耻最后,bu'chi'zui'hou
不偢不倸,bu'chou'bu'cai
不瞅不睬,bu'chou'bu'cai
不出所料,bu'chu'suo'liao
不揣冒昧,bu'chuai'mao'mei
不辞而别,bu'ci'er'bie
不辞劳苦,bu'ci'lao'ku
不次之位,bu'ci'zhi'wei
不存不济,bu'cun'bu'ji
不存芥蒂,bu'cun'jie'di
不打不相识,bu'da'bu'xiang'shi
不打自招,bu'da'zi'zhao
不待蓍龟,bu'dai'shi'gui
不当不正,bu'dang'bu'zheng
不当人子,bu'dang'ren'zi
不得不尔,bu'de'bu'er
不得而知,bu'de'er'zhi
不得其死,bu'de'qi'si
不得其所,bu'de'qi'suo
不得人心,bu'de'ren'xin
不得善终,bu'de'shan'zhong
不得要领,bu'de'yao'ling
不登大雅,bu'deng'da'ya
不登大雅之堂,bu'deng'da'ya'zhi'tang
步调一致,bu'diao'yi'zhi
不动声色,bu'dong'sheng'se
不懂装懂,bu'dong'zhuang'dong
步斗踏罡,bu'dou'ta'gang
不断如带,bu'duan'ru'dai
不恶而严,bu'e'er'yan
不乏其人,bu'fa'qi'ren
不乏先例,bu'fa'xian'li
布帆无恙,bu'fan'wu'yang
不悱不发,bu'fei'bu'fa
不废江河,bu'fei'jiang'he
不分彼此,bu'fen'bi'ci
不分伯仲,bu'fen'bo'zhong
不愤不启,bu'fen'bu'qi
不分轻重,bu'fen'qing'zhong
不分胜负,bu'fen'sheng'fu
不分轩轾,bu'fen'xuan'zhi
不分玉石,bu'fen'yu'shi
不分皂白,bu'fen'zao'bai
不分畛域,bu'fen'zhen'yu
不丰不杀,bu'feng'bu'sha
捕风捉影,bu'feng'zhuo'ying
不复堪命,bu'fu'kan'ming
不伏烧埋,bu'fu'shao'mai
不服水土,bu'fu'shui'tu
不负众望,bu'fu'zhong'wang
不改其乐,bu'gai'qi'le
不尴不尬,bu'gan'bu'ga
不干不净,bu'gan'bu'jing
不甘雌伏,bu'gan'ci'fu
不敢告劳,bu'gan'gao'lao
不敢高攀,bu'gan'gao'pan
不敢苟同,bu'gan'gou'tong
不甘后人,bu'gan'hou'ren
不甘寂寞,bu'gan'ji'mo
不敢旁骛,bu'gan'pang'wu
不甘示弱,bu'gan'shi'ruo
不敢问津,bu'gan'wen'jin
不敢造次,bu'gan'zao'ci
步罡踏斗,bu'gang'ta'dou
不共戴天,bu'gong'dai'tian
不攻自破,bu'gong'zi'po
不苟言笑,bu'gou'yan'xiao
不古不今,bu'gu'bu'jin
不顾大局,bu'gu'da'ju
布鼓雷门,bu'gu'lei'men
不顾前后,bu'gu'qian'hou
不顾死活,bu'gu'si'huo
不顾一切,bu'gu'yi'qie
不管不顾,bu'guan'bu'gu
不管三七二十一,bu'guan'san'qi'er'shi'yi
不关痛痒,bu'guan'tong'yang
不管一二,bu'guan'yi'er
不龟手药,bu'gui'shou'yao
不轨之徒,bu'gui'zhi'tu
不过尔尔,bu'guo'er'er
不寒而栗,bu'han'er'li
不好意思,bu'hao'yi'si
不合时宜,bu'he'shi'yi
不怀好意,bu'huai'hao'yi
不欢而散,bu'huan'er'san
不慌不忙,bu'huang'bu'mang
不遑暇食,bu'huang'xia'shi
不惑之年,bu'huo'zhi'nian
不饥不寒,bu'ji'bu'han
不即不离,bu'ji'bu'li
不疾不徐,bu'ji'bu'xu
不计其数,bu'ji'qi'shu
不记前仇,bu'ji'qian'chou
不羁之才,bu'ji'zhi'cai
不羁之民,bu'ji'zhi'min
不急之务,bu'ji'zhi'wu
不稼不穑,bu'jia'bu'se
不假思索,bu'jia'si'suo
不加思索,bu'jia'si'suo
不见经传,bu'jian'jing'zhuan
不见天日,bu'jian'tian'ri
不见舆薪,bu'jian'yu'xin
不骄不躁,bu'jiao'bu'zao
不教而杀,bu'jiao'er'sha
不教而诛,bu'jiao'er'zhu
不教之教,bu'jiao'zhi'jiao
不解之仇,bu'jie'zhi'chou
不解之缘,bu'jie'zhi'yuan
不矜不伐,bu'jin'bu'fa
不紧不慢,bu'jin'bu'man
不禁不由,bu'jin'bu'you
不近道理,bu'jin'dao'li
不近人情,bu'jin'ren'qing
不矜细行,bu'jin'xi'xing
不尽相同,bu'jin'xiang'tong
不进则退,bu'jin'ze'tui
不胫而走,bu'jing'er'zou
不经世故,bu'jing'shi'gu
不经之谈,bu'jing'zhi'tan
不经之语,bu'jing'zhi'yu
不揪不睬,bu'jiu'bu'cai
不咎既往,bu'jiu'ji'wang
不拘细节,bu'ju'xi'jie
补苴罅漏,bu'ju'xia'lou
不拘小节,bu'ju'xiao'jie
不拘一格,bu'ju'yi'ge
不觉技痒,bu'jue'ji'yang
不绝如带,bu'jue'ru'dai
不绝如缕,bu'jue'ru'lv
不绝如线,bu'jue'ru'xian
不绝若线,bu'jue'ruo'xian
不绝于耳,bu'jue'yu'er
不堪回首,bu'kan'hui'shou
不堪其忧,bu'kan'qi'you
不堪入耳,bu'kan'ru'er
不堪入目,bu'kan'ru'mu
不堪言状,bu'kan'yan'zhuang
不堪一击,bu'kan'yi'ji
不堪造就,bu'kan'zao'jiu
不刊之论,bu'kan'zhi'lun
不刊之书,bu'kan'zhi'shu
不刊之说,bu'kan'zhi'shuo
不亢不卑,bu'kang'bu'bei
不可动摇,bu'ke'dong'yao
不可端倪,bu'ke'duan'ni
不可多得,bu'ke'duo'de
不可估量,bu'ke'gu'liang
不可救药,bu'ke'jiu'yao
不可开交,bu'ke'kai'jiao
不可理喻,bu'ke'li'yu
不可名状,bu'ke'ming'zhuang
不可奈何,bu'ke'nai'he
不可偏废,bu'ke'pian'fei
不可企及,bu'ke'qi'ji
不可胜记,bu'ke'sheng'ji
不可胜数,bu'ke'sheng'shu
不可收拾,bu'ke'shou'shi
不可思议,bu'ke'si'yi
不可限量,bu'ke'xian'liang
不可向迩,bu'ke'xiang'er
不可言传,bu'ke'yan'chuan
不可言宣,bu'ke'yan'xuan
不可言喻,bu'ke'yan'yu
不可言状,bu'ke'yan'zhuang
不可一世,bu'ke'yi'shi
不可逾越,bu'ke'yu'yue
不可造次,bu'ke'zao'ci
不可终日,bu'ke'zhong'ri
不可捉摸,bu'ke'zhuo'mo
不愧屋漏,bu'kui'wu'lou
不愧下学,bu'kui'xia'xue
不稂不莠,bu'lang'bu'you
不劳而获,bu'lao'er'huo
补牢顾犬,bu'lao'gu'quan
不冷不热,bu'leng'bu're
不立文字,bu'li'wen'zi
不了了之,bu'liao'liao'zhi
不劣方头,bu'lie'fang'tou
不磷不缁,bu'lin'bu'zi
不吝赐教,bu'lin'ci'jiao
不吝指教,bu'lin'zhi'jiao
不留余地,bu'liu'yu'di
不露锋芒,bu'lu'feng'mang
不露圭角,bu'lu'gui'jiao
不露神色,bu'lu'shen'se
不露声色,bu'lu'sheng'se
不伦不类,bu'lun'bu'lei
不落窠臼,bu'luo'ke'jiu
不落俗套,bu'luo'su'tao
步履蹒跚,bu'lv'pan'shan
步履维艰,bu'lv'wei'jian
不蔓不枝,bu'man'bu'zhi
不毛之地,bu'mao'zhi'di
不明不白,bu'ming'bu'bai
不名一格,bu'ming'yi'ge
不名一钱,bu'ming'yi'qian
不名一文,bu'ming'yi'wen
不明真相,bu'ming'zhen'xiang
不谋而合,bu'mou'er'he
不谋同辞,bu'mou'tong'ci
不牧之地,bu'mu'zhi'di
不奈之何,bu'nai'zhi'he
不挠不屈,bu'nao'bu'qu
不能自拔,bu'neng'zi'ba
不能自已,bu'neng'zi'yi
不念旧恶,bu'nian'jiu'e
不宁唯是,bu'ning'wei'shi
不偏不党,bu'pian'bu'dang
不偏不倚,bu'pian'bu'yi
补偏救弊,bu'pian'jiu'bi
不破不立,bu'po'bu'li
不欺暗室,bu'qi'an'shi
不期而会,bu'qi'er'hui
不期而然,bu'qi'er'ran
不期而同,bu'qi'er'tong
不期而遇,bu'qi'er'yu
不期然而然,bu'qi'ran'er'ran
不期修古,bu'qi'xiu'gu
不切实际,bu'qie'shi'ji
不擒二毛,bu'qin'er'mao
不轻然诺,bu'qing'ran'nuo
不情之请,bu'qing'zhi'qing
不求闻达,bu'qiu'wen'da
不屈不挠,bu'qu'bu'nao
补阙挂漏,bu'que'gua'lou
补阙拾遗,bu'que'shi'yi
不染一尘,bu'ran'yi'chen
不仁不义,bu'ren'bu'yi
步人后尘,bu'ren'hou'chen
不忍卒读,bu'ren'zu'du
不日不月,bu'ri'bu'yue
不容分说,bu'rong'fen'shuo
不容置辩,bu'rong'zhi'bian
不容置喙,bu'rong'zhi'hui
不容置疑,bu'rong'zhi'yi
不如归去,bu'ru'gui'qu
不辱使命,bu'ru'shi'ming
不三不四,bu'san'bu'si
不僧不俗,bu'seng'bu'su
不衫不履,bu'shan'bu'lv
不上不下,bu'shang'bu'xia
不伤脾胃,bu'shang'pi'wei
不赏之功,bu'shang'zhi'gong
不舍昼夜,bu'she'zhou'ye
不甚了了,bu'shen'liao'liao
不胜杯杓,bu'sheng'bei'shao
不声不吭,bu'sheng'bu'keng
不生不灭,bu'sheng'bu'mie
不声不气,bu'sheng'bu'qi
不声不响,bu'sheng'bu'xiang
不胜枚举,bu'sheng'mei'ju
不胜其烦,bu'sheng'qi'fan
不胜其苦,bu'sheng'qi'ku
不胜其任,bu'sheng'qi'ren
不事边幅,bu'shi'bian'fu
不识不知,bu'shi'bu'zhi
不识大体,bu'shi'da'ti
不识高低,bu'shi'gao'di
不失圭撮,bu'shi'gui'cuo
不识好歹,bu'shi'hao'dai
不食马肝,bu'shi'ma'gan
不食人间烟火,bu'shi'ren'jian'yan'huo
不识时务,bu'shi'shi'wu
不识抬举,bu'shi'tai'ju
不识泰山,bu'shi'tai'shan
不食烟火,bu'shi'yan'huo
不识一丁,bu'shi'yi'ding
不世之功,bu'shi'zhi'gong
不识之无,bu'shi'zhi'wu
不时之需,bu'shi'zhi'xu
不食周粟,bu'shi'zhou'su
不死不活,bu'si'bu'huo
不速之客,bu'su'zhi'ke
不贪为宝,bu'tan'wei'bao
逋逃之薮,bu'tao'zhi'sou
布天盖地,bu'tian'gai'di
补天浴日,bu'tian'yu'ri
不腆之仪,bu'tian'zhi'yi
补天柱地,bu'tian'zhu'di
不祧之祖,bu'tiao'zhi'zu
不痛不痒,bu'tong'bu'yang
不同凡响,bu'tong'fan'xiang
不同流俗,bu'tong'liu'su
不通水火,bu'tong'shui'huo
不吐不茹,bu'tu'bu'ru
不忘沟壑,bu'wang'gou'he
不忘故旧,bu'wang'gu'jiu
不违农时,bu'wei'nong'shi
不畏强暴,bu'wei'qiang'bao
不为五斗米折腰,bu'wei'wu'dou'mi'zhe'yao
不为已甚,bu'wei'yi'shen
不问不闻,bu'wen'bu'wen
不闻不问,bu'wen'bu'wen
不文不武,bu'wen'bu'wu
